10年12月25日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年12月25日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝4100m 3歳上ｵｰﾌﾟﾝ(混) 定量,,,,,,,,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,中山大障害,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ａメディテｰション, 63,内田博,, 59,* -1,  -2, 3,  5.1,④②②, 1, 2, スマイルダンサｰ,---,蛯名正,, 50,* -9,  -5, 4, 17.4, ②②, 1,13,Ｂシェｰカｰ, 76,内田博,, 77,* -3,* 15, 1,  1.5, ③③, 1, 8, バシケｰン,,蓑島靖,,,,,10, 56.8,⑦⑥⑥
 2, 4,Ｅライヴマジック, 54,蛯名正, 0.0, 59,  -3,*  0, 5, 19.7,⑤⑥④, 2, 8, フルフｰテル,---,三浦皇, 0.3, 48, -12,  -4, 3, 10.8, ⑤⑤, 2,15,Ａネイヴルトウショウ, 79,吉田豊, 0.5, 71,  -5,  12, 3,  8.5, ⑤⑤, 2, 6, タマモグレアｰ,,林満明,286.1,,,, 4,  5.6,②③②
 3,11,Ｋサクラプレリュｰド, 48,勝浦正, 0.0, 59,* -1,  -2, 6, 30.0,①①①, 3, 6, イカルス,---,後藤浩, 0.5, 44, -12,  -7, 7, 46.4, ④④, 3,11,Ｃラヴリｰドリｰム, 76,木幡初, 0.6, 71,  -8,* 15, 4, 14.4, ⑪⑥, 3,12, マイネルネオス,,柴田大,286.8,,,, 5, 16.3,⑥②④
 4, 7,Ｂルイｰズ, 57,吉田隼, 0.0, 61,  -2,*  1, 9, 52.5,⑨⑦⑧, 4,13, レインボｰデイズ,---,柴山雄, 0.6, 44, -26,*  6, 5, 18.9, ⑬⑪, 4,10,Ｅダノンマイスタｰ, 72,横山典, 0.7, 71,  -8,* 14, 2,  7.1, ⑩⑩, 4, 4, テイエムトッパズレ,,佐久間,286.8,,,, 9, 30.5,③①①
 5, 9,Ｃロジベアハｰト, 57,後藤浩, 0.2, 56,* -1,  -4, 1,  2.2,⑦③③, 5, 5, グラスヘッド,---,勝浦正, 0.7, 43, -19,* -2, 8, 55.8, ⑨⑨, 5, 3,Ｄクルンプホルツ, 74,伊藤工, 0.9, 69,  -9,  13, 5, 14.4, ⑨⑧, 5,10, メルシｰエイタイム,,横山義,287.2,,,, 2,  3.6,⑤④③
 6,13,Ｊアドマイヤアキｰダ, 49,柴田善, 0.4, 55,  -2,  -2, 7, 45.1,⑬⑧⑤, 6, 3, ロｰズベリｰ,---,北村宏, 0.8, 45,* -9,  -9, 6, 23.9, ③③, 6,14,Ｇカツノセカンド, 70,的場勇, 0.9, 70,* -3,   7, 8, 29.4, ②②, 6,11, ナドレ,,宗像徹,288.6,,,,11,105.0,⑨⑦⑦
 7,14,Ｆフレンチサマｰ, 54,田中勝, 0.5, 57,  -2,  -3, 8, 49.1,③⑤⑥, 7, 1, ダノンハイデン,---,横山典, 1.0, 40,* -9, -14, 2,  6.1, ①①, 7, 8,Ｆマスタｰルティア, 71,小林淳, 1.0, 68,  -7,  11, 6, 22.2, ⑧⑨, 7, 5, マルカラスカル,,西谷誠,288.8,,,, 3,  4.1,①⑤⑤
 8, 2,Ｄウインジュビリｰ, 56,北村宏, 0.7, 54,  -4,  -2, 2,  2.9,⑧⑨⑦, 8,15, コスモヘラクレス,---,松岡正, 1.6, 35, -12, -16, 1,  1.3, ⑥⑥, 8, 7,Ｉダイワトリビュｰン, 68,蛯名正, 1.8, 61,* -2,  -1, 9, 50.9, ①①, 8, 2, トｰセンジョｰカｰ,,五十嵐,289.7,,,, 6, 18.6,⑩⑩⑨
