10年 5月 8日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 5月 8日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2200m 3 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,京都新聞杯 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｈフラッテロｰザ, 51,池添謙,, 67,*  1,*  3, 6, 23.6,③③③, 1,13,Ｃパントクラトｰル, 65,藤岡佑,, 67,*  0,*  7, 4,  6.0,④④④, 1, 4,Ａセレスロンディｰ, 78,岩田康,, 72,*-17,  19, 1,  2.3, ①①, 1,11,Ａゲシュタルト, 82,池添謙,, 86,* 13,* 13, 3,  5.5,⑥⑦⑦
 2, 4,Ｉシゲルゴウヒメ, 51,川島信, 0.4, 62,*  3,  -3, 7, 27.2,①①①, 2,10,Ｄナムラビリオン, 64,田中克, 0.2, 65,*  0,*  6, 5,  7.4,③⑥⑤, 2,11,Ｃドレスアフェアｰ, 70,安藤勝, 0.3, 74, -23,* 25, 3,  6.5, ⑧⑧, 2, 8,Ｇコスモファントム, 75,松岡正, 0.2, 82,* 13,   7, 2,  3.6,③③③
 3, 6,Ｂネオスペチアｰレ, 58,四位洋, 0.8, 60,*  1,  -3, 2,  6.1,⑦④④, 3, 9,Ａアクアブルｰフライ, 68,岩田康, 0.3, 62,*  1,  -1, 1,  2.6,⑪②②, 3, 9,Ｂエトピリカ, 71,松山弘, 0.4, 67,*-17,  15, 9, 45.0, ②②, 3, 1,Ｂレｰヴドリアン, 82,藤岡佑, 0.2, 83,   9,* 19, 1,  3.1,⑭⑬⑬
 4,15,Ａコンカラン, 60,川田将, 0.8, 63,   0,* -1, 3,  8.7,⑩⑦⑤, 4, 7,Ｂカレンパッキャオ, 65,小牧太, 0.6, 60,*  0,  -1, 2,  5.2,⑤⑤⑥, 4, 1,Ｉマイネホコモモラ, 63,松岡正, 0.5, 69,*-18,  16, 4,  8.2, ③③, 4,16,Ｄメイショウウズシオ, 80,飯田祐, 0.2, 82,  12,  12,10, 33.1,⑧⑪⑩
 5, 1,Ｃイザベルドスメｰン, 55,藤岡佑, 1.3, 59,*  2, -10, 1,  1.6,②②②, 5,12,Ｆルｰルステディｰ, 60,幸英明, 0.6, 62,  -1,   4, 6, 13.8,⑨⑧⑧, 5,10,Ｊマイネルパシュクル, 62,国分恭, 0.5, 68,*-19,  16, 7, 28.6, ④④, 5, 5,Ｈブレイクアセオリｰ, 73,和田竜, 0.3, 81,* 13,   9, 5, 11.1,⑦⑥⑥
 6,11,Ｌオモイカナウ, 49,国分恭, 1.7, 57,  -2,  -6, 9, 93.6,⑧⑨⑦, 6, 1,Ｅスマｰトキングダム, 64,高田潤, 0.6, 63,  -1,   4, 3,  5.2,⑥⑦⑦, 6, 7,Ｈヒダカタイザン, 63,飯田祐, 0.7, 66, -21,  17, 6, 19.8, ⑥⑥, 6, 3,Ｅシルクアｰネスト, 79,松山弘, 0.4, 80,  12,  10, 6, 19.5,⑩⑨⑨
 7, 3,Ｄキモンピンキｰ, 55,高倉稜, 1.8, 55,  -1,  -9, 4,  9.9,⑤⑥⑥, 7, 5,Ｉトップトウショウ, 52,和田竜, 0.9, 57,*  0,  -6,11,186.1,①③③, 7, 6,Ｅカネトシディオス, 68,藤田伸, 0.7, 69, -22,  21, 2,  3.8, ⑨⑩, 7, 9,Ｏカネトシパサｰジュ, 67,川島信, 0.9, 76,   9,  12,14,147.2,⑰⑯⑭
 8,13,Ｊロスマリン, 50,安藤光, 2.2, 51,  -3,  -7,15,325.6,⑫⑬⑫, 8,11,Ｊサンマルグランデラ, 52,松山弘, 1.1, 53,*  1, -14,12,208.8,②①①, 8, 8,Ｌシンボリニｰス, 49,浜中俊, 0.8, 64, -22,  16,12,166.7, ⑦⑦, 8,12,Ｃプレファシオ, 81,幸英明, 1.0, 74,  10,   4,15,151.1,⑫⑫⑫
