10年 4月18日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 4月18日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 7R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1200m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淀屋橋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｄミラクルレジェンド, 57,国分恭,, 63,  -5,* 14, 1,  2.2,⑦⑥⑧, 1, 5,Ａルグランヴォヤｰジ, 66,四位洋,, 65,*  0,*  5, 1,  1.4,②②②, 1, 5,Ａトゥニｰポｰト, 75,松山弘,, 76,*  2,   7, 4,  6.8, ②②, 1, 2,Ａエｰブダッチマン, 88,武幸四,, 79,   5,   9, 4,  6.4, ③③
 2,12,Ａヤマニンビサｰジュ, 60,高倉稜, 0.8, 56,  -5,*  7, 2,  4.0,⑨⑨⑦, 2, 2, フィｰルドドリｰム,---,北村友, 0.2, 65,*  0,*  3, 6, 14.6,①①①, 2,11,Ｄグレナディｰン, 70,上村洋, 0.0, 78,   1,*  8, 2,  4.2, ④④, 2, 4,Ｆボストンゴｰルド, 78,幸英明, 0.2, 78,  -1,* 13, 5,  9.5, ⑨⑨
 3,14,Ｃキュルミナン, 57,川島信, 0.9, 52,* -3,   2, 4, 10.5,②②②, 3, 4,Ｅウインシュヴァルツ, 63,川原正, 0.9, 60,*  0,  -1, 5, 11.9,③③③, 3, 8,Ｂメイショウカンパク, 73,北村友, 0.2, 75,  -2,*  9, 3,  5.8, ⑨⑦, 3, 6,Ｂテイエムカゲムシャ, 83,熊沢重, 0.2, 77,   4,   8, 6, 10.9, ④④
 4,15,Ｋピュアストｰン, 46,北村友, 1.2, 53,  -4,   2, 6, 19.2,⑤⑤③, 4, 1,Ｄニシノスロｰン, 63,熊沢重, 1.1, 62,  -2,   0, 3,  9.6,⑤⑤⑦, 4, 9,Ｅカスクドｰル, 70,高倉稜, 0.7, 68,  -2,   1, 5, 16.8, ⑤⑤, 4, 8,Ｃリｰチコンセンサス, 81,松山弘, 0.2, 77,  -1,* 13, 3,  5.8, ⑩⑩
 5,10,Ｂリエｰトフィｰネ, 58,松山弘, 1.6, 49,  -4,  -1, 5, 12.3,③③⑤, 5, 7,Ｂプリサイスドリｰム, 64,川田将, 1.3, 57,  -1,  -3, 4,  9.8,⑫④⑥, 5, 2,Ｃタバルナ, 72,佐藤哲, 0.7, 69,  -3,   4, 1,  2.0, ⑦⑧, 5,11,Ｉユキノハボタン, 76,佐藤哲, 0.3, 75,   1,   9,12, 49.6, ⑦⑦
 6, 3,Ｊスマｰトシルエット, 46,川田将, 1.8, 48,  -5,  -2, 9, 38.4,⑥⑧⑨, 6, 6,Ｈメイショウラリｰ, 56,松山弘, 1.6, 55,  -1,  -6, 7, 56.5,④⑥④, 6, 3,Ｊアｰモンドケｰキ, 61,川原正, 0.9, 68,  -8,*  8,11,212.1, ⑪⑪, 6,10,Ｎアグネスナチュラル, 72,上村洋, 0.3, 75,*  7,   4, 7, 12.7, ②②
 7, 2,Ｇラブソｰファイン, 50,武幸四, 1.9, 54,  -7,   2,10, 50.1,⑮⑮⑮, 7, 9,Ｊジェネラルバイオ, 51,国分恭, 2.0, 54,  -4,  -4,12,270.0,⑦⑧⑨, 7,10,Ｇフェブスカイ, 67,幸英明, 1.0, 66,   1,  -5, 9, 84.8, ③③, 7, 1,Ｇコパノオｰシャンズ, 77,中村将, 0.4, 77,  -5,* 15, 9, 17.1, ⑬⑫
 8,11,Ｏコｰリンブラッサム, 34,熊沢重, 1.9, 50,  -4,  -4,14, 66.8,④④⑥, 8,11,Ｃマキハタビリケン, 64,川島信, 2.0, 52,  -3,  -5, 2,  9.4,⑨⑨⑧, 8, 4,Ｈダンツミラション, 63,川島信, 1.1, 62,*  3,  -9, 8, 51.9, ①①, 8,13,Ｄサワヤカラスカル, 81,北村友, 0.5, 76,  -8,* 16, 2,  5.2, ⑮⑮
