10年 3月21日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 3月21日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-11,,,,,■ 7R  芝2000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,はなのき賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａヤマイチジャパン, 59,田嶋翔,, 58,* -6,*  1, 1,  1.4,①①①, 1,13,Ｃラヴァリｰトゥルｰ, 54,古川吉,, 62,* -2,* -6, 3,  4.5, ③③, 1,17,Ｂレイクメリット, 74,古川吉,, 70,*  1,   2, 1,  2.2,⑦④③, 1,10,Ｂルクソｰルシチｰ, 72,和田竜,, 70,   2,*  1, 1,  3.1, ⑨⑨
 2, 6,Ｊユジェニックブルｰ, 50,和田竜, 0.0, 58,  -8,*  4, 3,  7.4,⑤④③, 2,12,Ｄフラワｰストｰム, 54,幸英明, 0.1, 62,*  0,  -8, 2,  4.1, ②②, 2, 4,Ｃブライダルベｰル, 73,鮫島良, 0.0, 73,   1,*  8, 5, 14.6,⑭⑫⑩, 2, 5,Ａマンゴプディング, 75,柴原央, 0.2, 71,* 10,  -9, 3,  5.3, ④④
 3,10,Ｂアテンボｰイ, 59,西田雄, 1.2, 50,  -8,  -6, 2,  7.2,⑥⑤⑤, 3,18,Ｂジュエリｰフラン, 55,和田竜, 0.2, 58,  -3,  -7, 1,  3.6, ⑤⑥, 3, 6,Ｅマイファｰストラヴ, 69,幸英明, 0.1, 70,  -1,*  8, 4, 10.5,⑫⑭⑨, 3,13,Ｃアイビｰフォｰルド, 67,松田大, 0.4, 66,   5,  -7, 4, 10.4, ⑧⑦
 4,15,Ｄヤマニンフィズ, 53,柴田大, 1.7, 46,* -7, -12,10,103.4,③③④, 4, 8,Ａエアモｰジョｰ, 56,小野寺, 0.3, 57,  -5,* -5, 4,  5.9, ⑦⑤, 4,18,Ｈヤサシイキモチ, 67,田中博, 0.1, 67,*  1,  -1, 6, 16.9,②②②, 4, 8,Ｋフライトハｰン, 61,飯田祐, 0.4, 62,  -3,*  1, 6, 17.7, ⑫⑪
 5,11,Ｃシゲルノブツナ, 54,藤岡康, 1.8, 47,* -6, -13, 5, 27.4,②②②, 5,10,Ｑエイシンマロニエ,-17,芹沢純, 0.6, 56,*  0, -16, 5, 12.1, ①①, 5, 8,Ａテｰマソング, 77,松山弘, 0.3, 65,   0,   1, 2,  5.2,⑧⑧⑦, 5,16,Ｇシｰズバレンタイン, 64,中舘英, 0.5, 63,   2,  -6, 7, 23.9, ⑩⑩
 6,12,Ｈシンゼンスマイル, 52,飯田祐, 1.8, 45,  -8, -12, 8, 53.6,⑯⑥⑥, 6,16,Ｆユウキサンオｰラ, 47,郷原洋, 0.7, 51,  -9,  -6, 9, 30.0, ⑫⑪, 6,13,Ｌクリノメダリスト, 64,丸山元, 0.3, 69,  -4,* 11,11, 44.6,⑰⑱⑯, 6,11,Ｏラブグランデｰ, 58,渡辺薫, 0.5, 66,   6,  -9,12, 48.5, ⑥⑤
 7,13,Ｉサンマルデジタル, 50,芹沢純, 2.0, 43,  -9, -12,15,317.5,⑪⑧⑧, 7, 5,Ｎエｰシンヨシツネ, 35,上村洋, 0.7, 52,  -6, -11, 7, 20.3, ⑧⑧, 7, 7,Ｄニシノフェリｰチェ, 72,田辺裕, 0.3, 65,  -1,   4,12, 76.3,⑨⑩⑫, 7,12,Ｈリュンヌ, 62,松山弘, 0.6, 66,* 12, -17,15, 77.5, ②②
 8, 2,Ｅストｰクフィｰルド, 53,黛弘人, 2.1, 47,  -7, -11, 7, 41.3,④⑦⑦, 8, 6,Ｅメイショウブソン, 48,高橋亮, 0.7, 50, -15,* -1,10, 51.5, ⑮⑬, 8, 9,Ｎネオイユドゥレｰヌ, 62,中舘英, 0.4, 65,*  1,  -3, 8, 30.7,⑪⑤⑤, 8, 3,Ｆトレモロ, 65,丸田恭, 0.6, 59,  -7,*  2, 9, 35.2, ⑮⑭
 9, 9,Ｌシャインオブロｰド, 47,丸山元, 3.3, 38, -12, -17,14,225.6,⑩⑩⑨, 9, 4,Ｈアグネスソレイユ, 46,熊沢重, 1.1, 47,  -3, -18, 6, 14.7, ④④, 9, 2,Ｇフレノカトリｰヌ, 68,高橋智, 0.6, 64,  -1,   1, 9, 34.7,⑱⑮⑬, 9, 6,Ｄカスクドｰル, 66,上村洋, 0.6, 60, -10,*  4, 5, 13.8, ⑱⑱
10, 4,Ｇアズマダイマジン, 52,田辺裕, 3.6, 35, -13, -17,11,130.6,⑫⑫⑫,10,11,Ｉラブモｰション, 45,宮崎北, 1.1, 48,  -5, -15,17,330.0, ⑨⑨,10,11,Ｆシｰサイドカフェ, 68,丸田恭, 0.7, 61,   0,  -3, 3,  5.7,⑩⑪⑧,10,18,Ｊインタレスティング, 61,長谷川, 0.7, 60,   0,  -5,13, 50.3, ⑪⑫
11, 1,Ｋショウナンマガジン, 47,田中博, 4.0, 32, -16, -15, 9, 82.2,⑧⑮⑮,11, 3,Ｊベストツヨシ, 44,丸山元, 1.5, 40,  -9, -19,14,135.6, ⑩⑩,11,15,Ｐキララチュｰル, 55,川須栄, 0.8, 60,   0,  -6,16,241.5,⑥⑦⑪,11, 1,Ｅオレンジティアラ, 66,荻野琢, 0.9, 65,* 15, -23, 2,  3.5, ①①
12, 8,Ｆアオラギ, 52,上村洋, 4.1, 33, -12, -23, 4, 10.7,⑦⑨⑪,12, 7,Ｋシｰラプソディｰ, 40,石橋脩, 1.7, 40, -21,  -8,13,131.1, ⑰⑯,12, 5,Ｊテンジンミコオウヒ, 66,黛弘人, 1.1, 59,  -3,  -5,17,425.0,⑬⑯⑮,12,15,Ｑホワイトジュエル, 58,宮崎北, 1.0, 56,  -3,  -7,17,455.3, ⑬⑮
13,14,Ｐコスモピカマル, 31,幸英明, 4.2, 30, -12, -24, 6, 37.6,⑭⑪⑩,13,14,Ｐサンレイラヴ, 29,村田一, 1.7, 37, -12, -17, 8, 29.2, ⑬⑭,13, 3,Ｍベイルリ, 63,長谷川, 1.1, 58,*  1, -13, 7, 17.8,⑯⑥⑥,13, 7,Ｎマイネコティヨン, 59,石橋脩, 1.1, 55,  -9,  -1,10, 37.7, ⑰⑯
14, 5,Ｍシルクアサｰション, 44,郷原洋, 4.2, 30, -14, -21,16,389.9,⑨⑬⑬,14,17,Ｇマルサンマスカット, 47,梶晃啓, 1.7, 42,  -2, -25,16,269.2, ⑥⑦,14,10,Ｏリバｰインバウンド, 62,西田雄, 1.2, 58,  -1,  -7,15,223.6,⑤⑬⑭,14, 9,Ｌサマｰコｰド, 60,鈴来直, 1.1, 57,   5, -15,16, 88.9, ⑦⑧
15,16,Ｎシルクリｰドオフ, 34,丹内祐, 4.5, 28, -14, -24,12,197.4,⑬⑭⑭,15,15,Ｌマルシゲコマンド, 38,中村将, 2.6, 27,  -8, -32,12, 74.8, ⑪⑫,15, 1,Ｉショウナンハゴロモ, 66,和田竜, 1.2, 59,  -4,  -2,13, 90.7,⑮⑰⑰,15, 2,Ｉトｰコｰブロンコ, 61,幸英明, 1.1, 54,  -7,  -4,11, 42.0, ⑭⑬
16, 7,Ｏマウンテンサムオｰ, 34,松山弘, 5.2, 24, -20, -18,13,223.1,⑮⑯⑯,16, 9,Ｏレスピエｰグル, 29,小野次, 2.7, 27, -14, -28,18,365.2, ⑭⑮,16,14,Ｑマヤノアンズ, 52,村田一, 1.3, 55,*  1, -17,18,594.5,①①①,16,14,Ｒコンゴウプリンセス, 57,田中健, 1.2, 56,   7, -20,18,615.6, ⑤⑥
,,,,,,,,,,,,17, 1,Ｍライモンダ, 38,田中博, 4.5,-14, -35, -29,15,254.5, ⑱⑱,17,16,Ｋロｰテレジｰナ, 66,石橋脩, 1.4, 56,*  2, -18,10, 37.5,③③④,17, 4,Ｍエｰシンクロアゲハ, 60,熊沢重, 1.3, 55,   8, -22,14, 65.2, ③③
,,,,,,,,,,,,18, 2, ミネルバハｰモニｰ,---,大野拓, 4.8,-10, -22, -46,11, 52.0, ⑯⑰,18,12,Ｒテイエムユメノコ, 50,藤岡康, 2.8, 41,   0, -32,14,170.0,④⑨⑱,18,17,Ｐメイショウガルソン, 58,藤岡康, 1.3, 51,  -7,  -7, 8, 31.0, ⑯⑰
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:稍重(指数:8),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:8),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:8),,,,,,,,,,,
単勝:140円 複勝:03=110円 06=170円 10=130円 枠連:450円,,,,,,,,,,,,単勝:450円 複勝:13=150円 12=150円 18=140円 枠連:790円,,,,,,,,,,,,単勝:220円 複勝:17=120円 04=360円 06=260円 枠連:670円,,,,,,,,,,,,単勝:310円 複勝:10=150円 05=180円 13=260円 枠連:750円,,,,,,,,,,,
馬連:530円 ワイド:03-06=260円 03-10=150円 06-10=490円,,,,,,,,,,,,"馬連:1,280円 ワイド:12-13=430円 13-18=260円 12-18=280円",,,,,,,,,,,,"馬連:1,560円 ワイド:04-17=670円 06-17=530円 04-06=1,700円",,,,,,,,,,,,"馬連:1,030円 ワイド:05-10=410円 10-13=550円 05-13=980円",,,,,,,,,,,
"馬単:770円 3連複:630円 3連単:2,190円",,,,,,,,,,,,"馬単:2,620円 3連複:1,190円 3連単:8,370円",,,,,,,,,,,,"馬単:2,380円 3連複:5,660円 3連単:24,550円",,,,,,,,,,,,"馬単:1,660円 3連複:2,930円 3連単:12,120円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  ダ1000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 8R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  芝1200m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾄﾘﾄﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｃエイシンフルハｰト, 58,石橋脩,, 70,* 10,* -4, 1,  2.3, ①①, 1,10,Ｂメジロシｰゴｰ, 70,丸山元,, 74,* 14,   6, 1,  1.9, ①①, 1,12,Ｅハリソンバロｰズ, 65,古川吉,, 74,  10,  -2, 1,  3.0, ⑦⑥, 1,15,Ｃシセイカグヤ, 80,丸田恭,, 80,  -3,* 15, 2,  4.7, ⑯⑯
 2,13,Ｂヒシビビッド, 62,和田竜, 0.1, 69,* 10,* -5, 3,  4.6, ②②, 2, 3,Ｃコロナ, 67,国分優, 0.2, 70,* 11,   6, 2,  5.0, ③②, 2,18,Ａヤマニンオクタゴン, 72,柴田大, 0.0, 76,  14,  -6, 2,  4.3, ④④, 2,16,Ｅショウナンカッサイ, 77,松山弘, 0.1, 78,  -1,  11,17,107.5, ⑬⑬
 3,10,Ａメイショウヴァルナ, 65,松田大, 0.3, 64,   3,* -2, 2,  4.3, ④④, 3,11,Ａフライトマイル, 70,古川吉, 1.2, 60,* 10,  -2, 3,  9.6, ④③, 3,11,Ｃシルクマタドｰル, 66,田辺裕, 0.1, 70,   6,*  1, 6, 12.3, ⑬⑧, 3, 6,Ｇボストンゴｰルド, 77,和田竜, 0.2, 77,  -9,* 17, 6, 13.0, ⑰⑰
 4, 9,Ｊテイエムヨカゲナ, 43,田嶋翔, 1.3, 54,*  6, -13,10,109.5, ③③, 4,12,Ｇショウナンタイリン, 64,幸英明, 1.2, 60,   5,   2, 5, 13.0, ⑦⑦, 4, 4,Ｈバクシンミノル, 61,幸英明, 0.3, 68,   5,* -1, 8, 25.2, ⑭⑩, 4,13,Ａヤマカツマリリン, 82,田嶋翔, 0.2, 77,* 10,  -1, 3,  6.0, ④④
 5,15, コンゴウタイガｰ,---,松山弘, 1.3, 48,  -3,  -8, 4,  5.6, ⑤⑦, 5,14,Ｆメジロアリス, 64,岩部純, 1.3, 57,  -9,* 10, 8, 22.0, ⑬⑬, 5,13,Ｉウェｰブガｰル, 61,岩部純, 0.5, 66,   6,  -4,17,274.1, ⑫⑪, 5,18,Ｋメイビリｰヴ, 75,大野拓, 0.2, 78,   8,   0, 7, 17.2, ⑤⑤
 6,12,Ｄリュウフォｰスワン, 51,熊沢重, 1.6, 49,  -1, -11, 6, 36.2, ⑥⑤, 6,13,Ｉエリザベスムｰン, 60,松田大, 1.4, 58,   6,  -1, 6, 21.2, ⑥⑥, 6,17,Ｂメイショウヨリトモ, 67,長谷川, 0.5, 70,* 15, -13, 3,  7.4, ③③, 6,14,Ｊリキサンファイタｰ, 76,村田一, 0.2, 78,  -3,  12,18,113.7, ⑮⑮
 7,11,Ｆアポロプレシャス, 49,丹内祐, 1.7, 44,  -9,  -7, 5, 13.9, ⑩⑧, 7, 1,Ｄアンロｰランサン, 66,鮫島良, 1.6, 57,* 11,  -7, 4, 10.4, ②④, 7,16,Ｏリファルジェント, 59,和田竜, 0.7, 62,   4,  -6, 4,  7.7, ⑮⑫, 7, 9,Ｏユキノハボタン, 73,田中博, 0.4, 75,  -1,   7, 8, 18.6, ⑫⑫
 8, 6,Ｈサンレイランキング, 46,幸英明, 1.8, 43,  -8,  -8, 8, 49.0, ⑨⑨, 8, 2,Ｊギブミｰアチャンス, 60,田辺裕, 1.6, 53, -12,*  9,11,130.9, ⑭⑭, 8, 8,Ｆモリトアヤメ, 64,小野寺, 0.9, 61,   7, -11, 9, 26.3, ⑨⑦, 8, 4,Ｐシャランジュ, 73,古川吉, 0.5, 75, -11,* 16,13, 53.6, ⑱⑱
 9, 7,Ｋスｰパｰブクリ, 42,梶晃啓, 1.8, 44,  -6,  -9,13,246.0, ⑦⑥, 9,15,Ｈチキリムｰディｰ, 62,梶晃啓, 1.6, 54,  -4,   3,13,168.6, ⑪⑪, 9, 3,Ｎアグネスムｰン, 59,藤岡康, 0.9, 59,  -1,  -3, 7, 18.3, ⑰⑰, 9, 5,Ｍジョイントスタｰズ, 74,西田雄, 0.7, 71,   3,  -1,11, 29.5, ⑧⑧
10, 3,Ｅクリアステイン, 50,宮崎北, 1.9, 41, -11,  -8, 7, 45.7, ⑫⑪,10, 7,Ｋスズカクリアｰ, 59,松山弘, 1.8, 50, -14,*  7,14,214.6, ⑯⑮,10, 7,Ｇタケデンスキップ, 62,国分優, 0.9, 60,   1,  -4,18,307.3, ⑯⑯,10,10,Ｑアグネスナチュラル, 71,上村洋, 0.7, 72,   4,  -2,10, 28.4, ⑦⑦
