10年10月31日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年10月31日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■10R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
 9,10,Ｅコスモヴェント, 39,木幡初, 3.2, 33,  -8, -13, 1,  2.3,⑪⑧⑥, 9, 8,Ｍフェリスクイｰン, 45,丹内祐, 1.7, 57,  -1,  -3,14,161.1,⑤④⑤, 9, 4,Ｃメイケイソフィア, 70,千葉直, 1.7, 60,  -1,   4,10, 56.4,⑦⑧⑥, 9, 7,Ｃハナノシンノスケ, 74,太宰啓, 2.8, 55,   1,  -4, 3,  8.4,⑦⑨⑩
10, 7,Ｈマイネルプリュｰム, 36,中谷雄, 3.3, 33,  -9, -11,12, 96.0,⑦⑨⑧,10, 3,Ｋチェルカトロｰバ, 60,丸田恭, 1.9, 56,  -4,   2, 6, 11.8,⑩⑬⑪,10, 2,Ｄシンボリカンヌ, 70,平野優, 1.7, 61,  -4,  10, 7, 26.0,⑭⑭⑫,10, 8,Ｈアイオロスシチｰ, 68,黛弘人, 3.3, 51,*  4, -15, 9, 69.7,③④⑧
11, 1,Ｋグラッドフォンテン, 33,水口優, 3.4, 33, -11,  -9,13, 97.6,⑫⑬⑫,11, 5,Ｇプロテクトジアｰス, 66,石橋脩, 2.1, 56,  -3,  -2, 4,  9.3,⑦⑩⑬,11,10,Ｋパラダイスモデル, 54,黛弘人, 2.2, 57,  -4,   5, 6, 20.0,⑬⑬⑪,,,,,,,,,,,,
12, 8,Ｆアカウンタビリティ, 39,石橋脩, 3.4, 32, -10, -12, 3,  6.7,⑩⑩⑩,12,15,Ｊハロｰスカｰレット, 61,赤木高, 2.5, 54,  -2,  -5,10, 25.7,⑬⑫⑫,12, 7,Ｉコリオレイナス, 61,丹内祐, 3.0, 51,  -2,  -4,13,124.3,⑨⑩⑩,,,,,,,,,,,,
13,11,Ｌエメラルタｰボ, 32,的場勇, 4.0, 30,  -7, -21, 6, 15.0,④④⑨,13, 6,Ｆインディストラｰダ, 67,大野拓, 2.7, 48,  -1, -10, 9, 17.7,⑫⑦⑧,13, 9,Ｍオフェンシヴライン, 51,荻野琢, 3.5, 49,  -2,  -7, 9, 36.9,⑩⑫⑬,,,,,,,,,,,,
14, 5,Ｉマンハッタンクラブ, 35,江田照, 5.1, 21, -11, -23, 8, 25.7,⑨⑫⑭,14,10, プｰルトゥジュｰル,---,水口優, 3.2, 48,  -5,  -7,13,120.4,⑭⑭⑭,14,13,Ｎアンテリジェンス, 45,船曳文, 4.6, 39,  -1, -19,11, 84.2,②⑨⑮,,,,,,,,,,,,
,,,,,,,,,,,,15,12,Ｌピｰコックブルｰ, 59,藤岡康, 4.8, 39,  -8, -16, 7, 15.2,⑮⑮⑮,15, 6,Ｏエンパイアシチｰ, 39,菅原隆, 4.8, 38,  -3, -19,14,145.9,⑪⑪⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:不良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:不良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:不良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:不良(指数:-5),,,,,,,,,,,
単勝:680円 複勝:09=230円 14=230円 06=390円 枠連:380円,,,,,,,,,,,,"単勝:260円 複勝:14=140円 09=520円 04=320円 枠連:3,320円",,,,,,,,,,,,単勝:220円 複勝:12=140円 11=210円 03=170円 枠連:710円,,,,,,,,,,,,"単勝:320円 複勝:05=170円 04=200円 01=790円 枠連:1,420円",,,,,,,,,,,
"馬連:1,600円 ワイド:09-14=620円 06-09=1,180円 06-14=1,190円",,,,,,,,,,,,"馬連:4,020円 ワイド:09-14=1,310円 04-14=640円 04-09=2,880円",,,,,,,,,,,,馬連:880円 ワイド:11-12=360円 03-12=270円 03-11=650円,,,,,,,,,,,,"馬連:1,400円 ワイド:04-05=470円 01-05=1,930円 01-04=2,350円",,,,,,,,,,,
"馬単:3,370円 3連複:6,090円 3連単:28,530円",,,,,,,,,,,,"馬単:5,440円 3連複:10,010円 3連単:48,530円",,,,,,,,,,,,"馬単:1,330円 3連複:1,280円 3連単:5,800円",,,,,,,,,,,,"馬単:2,170円 3連複:12,250円 3連単:41,320円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  芝2600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 8R  芝1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■11R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,河北新報杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂフォｰエバｰマｰク, 58,小野寺,, 70,*  9,  -5, 2,  4.3, ②②, 1,14,Ｂカネトシパサｰジュ, 77,大野拓,, 84,  -3,* 28, 2,  4.8,⑫⑪⑩, 1, 6,Ｂザバトルユｰジロｰ, 70,太宰啓,, 71,  -1,*  9, 1,  2.7,⑫⑧⑥, 1, 9,Ｃロｰドバロック, 79,田辺裕,, 77,   2,* 15, 3,  5.3, ⑨⑧
 2, 5,Ｊイトククリ, 45,中舘英, 0.1, 71,* 11,  -7, 3,  5.4, ①①, 2,11,Ｋロｰレルクラシック, 65,平野優, 0.0, 77,   0,  16,12, 81.1,④④③, 2, 9,Ｃヒダカタイザン, 70,飯田祐, 0.2, 70,   0,   5, 5,  8.1,⑤⑥⑤, 2,15,Ａエｰシンシｰクルｰ, 82,丸山元, 0.0, 77,*  8,   8, 1,  3.6, ②②
 3, 9,Ｃマックスファイヤｰ, 56,木幡初, 0.5, 58,  -8,*  6, 5, 11.0, ⑮⑭, 3,10,Ｄトミケンプライム, 73,丸山元, 0.3, 80,  -2,  23, 1,  4.6,⑪⑩⑦, 3,10,Ｆカワキタライジン, 67,大野拓, 0.4, 64,   0,   1, 6,  9.2,⑥④③, 3, 6,Ｇニホンピログッデン, 73,村田一, 0.2, 75,   7,   7, 6, 11.2, ④④
 4,11,Ｅメイショウエデン, 55,小島太, 0.5, 59,  -2,*  1, 4,  5.9, ⑪⑩, 4, 2,Ｌアテンボｰイ, 63,西田雄, 0.3, 74,   0,  15,13, 88.6,⑥⑥⑤, 4, 3,Ｇステイマックス, 66,国分優, 0.6, 64,  -3,   5,11, 54.9,⑬⑫⑫, 4, 1,Ｆオメガユリシス, 74,江田照, 0.3, 74,  -9,* 21, 8, 21.2, ⑯⑯
 5, 6,Ｇカネスブリエ, 46,丸田恭, 0.8, 58,   5,  -9, 9, 53.3, ④③, 5,13,Ｈドリｰムリフレクト, 70,藤岡康, 0.5, 72,   0,  11, 7, 17.7,⑤⑤⑥, 5,13,Ｅヒットメｰカｰ, 68,丸山元, 0.6, 59,*  3,  -5, 3,  5.6,②②②, 5,12,Ｅエナジｰハｰト, 74,中舘英, 0.4, 73,   4,   7, 2,  4.5, ⑥⑥
 6, 3,Ｎハロｰタマ, 37,西田雄, 1.0, 52,  -5,  -3,13,146.1, ⑬⑫, 6, 7,Ｉテラノパンサｰ, 68,鮫島良, 0.5, 81,  -4,* 25,14,141.4,⑩⑬⑫, 6, 4,Ｋケｰジｰモモタロウ, 53,平野優, 0.6, 63,  -3,   3, 9, 41.6,⑧⑩⑦, 6, 8,Ｏヤマニンプロロｰグ, 65,小野寺, 0.4, 72,   0,  11,15,142.8, ⑩⑩
 7,10,Ａインプレッシヴ, 60,丸山元, 1.1, 53,   4, -13, 1,  3.4, ⑤④, 7, 5,Ａナムラアｰガス, 81,古川吉, 0.6, 79,  -4,  22, 4,  6.2,⑭⑫⑪, 7, 5,Ｈマイネルアウストロ, 64,丹内祐, 0.6, 65,  -3,   4, 7, 32.6,⑪⑪⑪, 7,16,Ｋカｰリアンダンス, 69,西田雄, 0.5, 70,*  8,   2,16,181.0, ③③
 8, 7,Ｌナンクルナイサ, 42,平野優, 1.1, 52,   2, -11,16,240.1, ⑧⑥, 8, 8,Ｍトレジャｰゴッド, 62,丸田恭, 0.7, 71,   0,  11,10, 40.4,⑦⑦⑧, 8, 7,Ｄメイショウデュｰイ, 68,小島太, 0.7, 60,   0,  -2, 4,  8.0,④⑤④, 8,10,Ｈメイショウサバト, 72,黛弘人, 0.6, 70,   6,   3, 4,  8.7, ⑤⑤
 9,13,Ｈコスモアスコット, 45,中谷雄, 1.3, 50,   0, -12,12, 83.8, ⑨⑨, 9, 1,Ｅスナｰクスペイン, 72,太宰啓, 0.7, 66,*  3,   1, 5,  8.6,①①①, 9, 1,Ｊティｰガｰ, 57,的場勇, 1.3, 55,  -4,  -4,13, 86.9,⑦⑬⑬, 9,13,Ｌシチリアｰナ, 68,古川吉, 0.6, 70,   0,   8, 9, 23.5, ⑪⑪
10, 2,Ｆシゲルカンリカン, 51,赤木高, 1.4, 47,  -2, -11,11, 69.7, ⑩⑪,10, 4,Ｆオペラオｰカン, 72,中舘英, 0.8, 67,*  1,   3, 3,  4.8,②②②,10,12,Ｉサクラフジビュｰ, 62,石橋脩, 1.5, 52,  -1, -12,14,101.1,⑭⑨⑩,10,11,Ｉピｰスピｰス, 72,飯田祐, 0.7, 69,  -5,  13, 7, 14.6, ⑮⑭
11,16,Ｍダイメイロｰド, 40,村田一, 1.4, 47,  -2, -11,14,149.5, ⑫⑬,11, 6,Ｃトップミノル, 76,赤木高, 1.0, 64,   0,   3, 6,  8.6,③③④,11, 2,Ｎバンブｰキャプテン, 32,菅原隆, 1.5, 53,  -4,  -5, 8, 34.2,⑩⑭⑭,11,14,Ｎマイネアルデュｰル, 67,丹内祐, 0.8, 68,   3,   3,13, 69.9, ⑧⑨
12,12,Ｄロイヤルネイチャｰ, 55,古川吉, 1.5, 50,   6, -19, 8, 16.6, ⑥⑦,12,12,Ｊタガノガブリエル, 68,石橋脩, 1.1, 75,  -4,  19, 8, 17.9,⑬⑭⑬,12, 8,Ａケｰジｰカチボシ, 73,小野寺, 1.8, 46,  -1, -18, 2,  5.3,⑨⑦⑨,12, 4,Ｄジョウノオアシス, 76,平野優, 0.9, 66,*  9,  -4,11, 39.5, ①①
13,15,Ｉサンマルフェアｰ, 45,江田照, 1.8, 48,*  9, -26, 7, 14.4, ③⑤,13, 9,Ｎサッカｰプリンス, 59,木幡初, 1.2, 66,  -1,   6,11, 58.2,⑨⑧⑨,13,14,Ｍロｰランブロウ, 41,中谷雄, 1.9, 45,   0, -21,12, 70.7,③③⑧,13, 7,Ｊコンプリｰトラン, 70,大野拓, 1.0, 65,  -2,   6,12, 59.4, ⑫⑫
14, 4,Ｋアブラカタブラ, 44,大野拓, 1.8, 42,  -5, -13, 6, 14.0, ⑭⑮,,,,,,,,,,,,,14,11,Ｌロックザネｰション, 51,丸田恭, 2.1, 42,*  2, -27,10, 45.4,①①①,14, 5,Ｍウスイ, 67,千葉直, 1.1, 63,  -5,   7,10, 37.9, ⑭⑬
15, 1,Ｐサファリレット, 27,田辺裕, 2.1, 41, -13,  -7,15,202.2, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｂゴｰルドエンデバｰ, 80,二本柳, 1.1, 63,   3,  -1, 5,  9.7, ⑦⑦
16,14,Ｏコスモハｰヴェスト, 36,丹内祐, 2.3, 40,   5, -28,10, 60.7, ⑦⑧,,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｐジョイフルスマイル, 50,畑端省, 1.5, 58,  -5,   2,14,140.2, ⑬⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:重(指数:2),,,,,,,,,,,
"単勝:430円 複勝:08=190円 05=210円 09=290円 枠連:1,410円",,,,,,,,,,,,"単勝:480円 複勝:14=180円 11=1,800円 10=170円 枠連:2,560円",,,,,,,,,,,,単勝:270円 複勝:06=130円 09=250円 10=240円 枠連:660円,,,,,,,,,,,,単勝:530円 複勝:09=180円 15=140円 06=290円 枠連:670円,,,,,,,,,,,
"馬連:1,560円 ワイド:05-08=570円 08-09=1,190円 05-09=1,190円",,,,,,,,,,,,"馬連:26,560円 ワイド:11-14=7,130円 10-14=450円 10-11=5,320円",,,,,,,,,,,,"馬連:1,380円 ワイド:06-09=570円 06-10=540円 09-10=1,390円",,,,,,,,,,,,"馬連:1,140円 ワイド:09-15=450円 06-09=860円 06-15=720円",,,,,,,,,,,
"馬単:2,790円 3連複:6,210円 3連単:28,770円",,,,,,,,,,,,"馬単:37,150円 3連複:40,840円 3連単:283,140円",,,,,,,,,,,,"馬単:2,190円 3連複:3,740円 3連単:14,310円",,,,,,,,,,,,"馬単:2,460円 3連複:3,020円 3連単:17,720円",,,,,,,,,,,
■ 3R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 6R  ダ1150m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 9R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ福島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高湯温泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15, チェリオス,---,丸山元,, 54,*-11,   1, 1,  2.9,①①①, 1,16,Ｋカフェアラジン, 64,上村洋,, 74,*  8,   4,13, 81.9, ①①, 1,15,Ｄビｰビｰナエトル, 67,古川吉,, 74,  -1,  10, 4,  7.1, ⑦⑦, 1, 1,Ｅレッドスティング, 73,鮫島良,, 76,  -2,  21, 2,  3.6,③③③
 2, 9, カンタベリｰダダ,---,大野拓, 0.2, 54,*-12,   0, 6, 14.1,⑥③③, 2, 7,Ｆキサキタ, 70,丸田恭, 0.2, 70,   2,   7, 6, 12.1, ⑦⑥, 2, 7,Ｎキルシュバウム, 59,江田照, 0.0, 74,   0,   9, 8, 17.7, ④④, 2, 7,Ｄテイエムシバスキｰ, 75,赤木高, 0.1, 72,*  0,  15, 3,  4.9,①①①
 3, 1, マイネルシュライ,---,丹内祐, 0.4, 57, -17,*  7, 2,  4.1,⑩⑨⑧, 3, 4,Ｂシゲルシゲザネ, 72,太宰啓, 0.2, 70,   1,*  9, 2,  4.6, ⑨⑧, 3, 2,Ｆショウナンスマイル, 65,中舘英, 0.1, 74,*  4,   4, 5,  9.6, ②②, 3, 2,Ｃアイアイレインボｰ, 75,江田照, 0.3, 75,  -4,* 22, 6, 15.5,⑥⑧⑦
 4, 3, ケンタッキｰツヨシ,---,田辺裕, 0.4, 52, -15,*  3, 8, 17.8,⑧⑦⑤, 4,13,Ｉサンパチェンス, 67,的場勇, 0.4, 72,   5,   4, 4,  7.2, ④③, 4, 4,Ｃドリｰムヒｰロｰ, 68,石橋脩, 0.2, 72,  -2,   9, 1,  4.0, ⑧⑧, 4, 4,Ｇエｰシンマイトップ, 71,中舘英, 0.4, 71,*  0,  12, 5, 13.2,②②②
 5,14, コｰラルビュｰ,---,中舘英, 0.5, 51,*-12,  -4, 5,  9.6,②②②, 5, 2,Ｇノボジュピタｰ, 69,丸山元, 0.5, 69,   3,   5, 1,  3.5, ⑥⑨, 5, 3,Ｌシャイニｰカフェ, 61,二本柳, 0.2, 72,  -1,   7,14,105.8, ⑤⑤, 5, 8,Ｉキングウェｰルズ, 68,丸山元, 0.5, 73,  -5,* 22, 8, 19.0,⑨⑨⑨
 6, 6, マイネリスペクト,---,中谷雄, 1.0, 45, -14,  -7,10, 43.4,⑪⑤⑦, 6, 1,Ｃピｰスオブキング, 71,木幡初, 0.7, 67,   4,   2, 9, 21.9, ⑤⑤, 6, 8,Ｏヘイハチプリンセス, 58,西田雄, 0.3, 71,  -7,* 13,16,144.2, ⑬⑭, 6, 6,Ｈユメユメユメ, 69,丹内祐, 0.5, 71,  -3,  15, 9, 22.8,④④④
 7,11, アイファｰアクセス,---,木幡初, 1.3, 41, -15, -10,14,139.4,④⑥⑥, 7, 8,Ｊアポロパステル, 66,丹内祐, 0.8, 65,  -4,*  8,12, 62.6, ⑬⑬, 7, 9,Ａフレイムヴェイン, 69,丸山元, 0.4, 68,  -6,  10, 6, 13.1, ⑪⑩, 7, 9,Ｆナムラチェンジ, 72,太宰啓, 0.5, 74,  -6,* 22,10, 33.9,⑩⑩⑩
 8, 7, ダイショウドラゴン,---,武英智, 1.5, 44, -20,  -1,13, 95.1,⑮⑫⑪, 8, 9,Ｈカレンベルナルド, 68,古川吉, 0.8, 65, -11,* 13,10, 24.3, ⑮⑮, 8,14,Ｂチャｰルストン, 69,太宰啓, 0.5, 67,*  3,  -1, 9, 24.4, ③③, 8,10,Ｂエｰシンアルカウス, 76,田辺裕, 0.6, 68,  -4,  17, 4,  7.3,⑧⑦⑥
 9,12, ブレスユｰ,---,西田雄, 1.8, 33, -14, -20,15,171.1,③④④, 9,10,Ｄエイシンマロニエ, 70,藤岡康, 0.9, 65,   5,  -1, 3,  7.2, ③②, 9,13,Ｐフレアリングロｰズ, 57,田辺裕, 0.7, 64, -11,  10,15,113.9, ⑮⑯, 9, 3,Ｊロックフルマｰク, 66,石橋脩, 0.8, 70,  -4,  14, 7, 16.7,⑦⑥⑧
10, 4, アポロセティ,---,小野寺, 1.8, 39, -21,  -6, 4,  8.7,⑨⑪⑩,10,12,Ａキュｰバンエイト, 79,大野拓, 1.2, 61,  -1,   2, 5,  8.0, ⑪⑩,10, 6,Ｉサウンドウェｰブ, 64,大野拓, 0.7, 65,  -6,   6,13, 76.3, ⑫⑪,10, 5,Ａマックスドリｰム, 79,藤岡康, 1.1, 62,  -3,   6, 1,  3.3,⑤⑤⑤
11,10, ゲｰテッドゾロア,---,村田一, 1.9, 44, -24,*  3,12, 47.2,⑯⑯⑯,11, 6,Ｍビッグヒｰロｰ, 63,中舘英, 1.4, 60,  -6,   4, 7, 16.5, ⑭⑭,11,10,Ｍワンダフルスイｰト, 59,丹内祐, 0.8, 64,  -9,   7,11, 39.4, ⑭⑬,11,11,Ｋセｰリオフィリア, 58,丸田恭, 1.2, 67,  -8,  18,11,162.1,⑪⑪⑪
12,13, メイショウシンセイ,---,丸田恭, 1.9, 40, -23,  -1, 7, 14.8,⑭⑭⑬,12,15,Ｌノボニョ, 63,田辺裕, 1.4, 61,   3,  -3,11, 55.5, ⑧⑦,12,11,Ｊインディゴライト, 62,的場勇, 0.8, 65, -16,* 14,12, 55.1, ⑯⑮,,,,,,,,,,,,
13,16, コスモブｰツ,---,黛弘人, 2.1, 32, -15, -20,16,215.9,⑤⑧⑨,13, 3,Ｐエイトスタｰ, 53,村田一, 1.4, 60,  -4,   3,16,177.2, ⑫⑫,13, 1,Ｋジョｰモカ, 61,藤岡康, 0.8, 64,*  5,  -5, 2,  4.1, ①①,,,,,,,,,,,,
14, 8, タガノアルザン,---,太宰啓, 2.3, 34, -22,  -9,11, 46.6,⑬⑮⑮,14,11,Ｅグリッタｰアイス, 70,黛弘人, 1.8, 56,   1,  -5, 8, 17.6, ⑩⑪,14, 5,Ｈベッラフィｰリア, 64,国分優, 1.1, 60,  -1,  -4,10, 29.7, ⑥⑥,,,,,,,,,,,,
15, 5, プロパティｰ,---,藤岡康, 2.5, 32, -22, -13, 3,  7.4,⑫⑬⑭,15,14,Ｎラインディｰヴァ, 62,西田雄, 2.5, 51,*  7, -16,14,166.8, ②④,,,,,,,,,,,,,,,,,,,,,,,,
16, 2, ヤマノビｰト,---,江田照, 3.4, 20, -18, -32, 9, 32.8,⑦⑩⑫,16, 5,Ｏキングデザｰト, 55,飯田祐, 3.9, 35, -27,   0,15,170.6, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
