10年11月21日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年11月21日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1300m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝2400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,晩秋特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａケイアイヘルメス, 78,吉田豊,, 61,   4,* -6, 1,  1.1, ⑤⑤, 1, 2, ハクサン,,五十嵐,,,,, 1,  1.6,①①①, 1, 9,Ｆタイキブルｰス, 72,幸英明,, 75,   4,* 12, 7, 11.6, ⑬⑬, 1, 1,Ｂヤングアットハｰト, 88,藤田伸,, 84,   6,  24, 3,  3.6,③③③
 2, 1,Ｅコスモアイボリｰ, 50,クラス, 1.0, 55,   3, -14, 5, 46.5, ⑥⑥, 2,11, ドラゴンハンタｰ,,石神深,202.8,,,, 5, 12.0,⑦⑤⑤, 2,16,Ｂシルクドミニオン, 76,勝浦正, 0.3, 73,   6,   5, 3,  5.8, ⑧⑦, 2, 3,Ｄミッションモｰド, 84,安藤勝, 0.3, 83,   5,  25, 1,  2.1,⑦⑥⑥
 3, 7,Ｃリアライズブレイク, 54,藤田伸, 1.0, 56,*  6, -17, 2, 13.2, ③③, 3, 7, ナドレ,,穂苅寿,203.6,,,, 6, 13.0,④④③, 3,13,Ｅノボレインボｰ, 72,内田博, 0.6, 71,*  9,   0, 1,  3.7, ⑥④, 3, 2,Ｅレオプログレス, 83,内田博, 0.4, 86,   4,* 29, 5, 15.3,⑥⑦⑦
 4, 5,Ｆコスモオルバｰス, 49,幸英明, 1.1, 53,  -3,* -6, 9,168.4, ⑫⑫, 4, 1, サンレイランキング,,難波剛,204.7,,,,10,100.4,②③④, 4,12,Ｃクルンプホルツ, 74,田中博, 0.7, 70,   4,   4, 4,  7.2, ⑪⑩, 4, 7,Ａヒカルマンテンボシ, 89,北村宏, 0.4, 78,*  8,  14, 2,  3.5,①①①
 5,14,Ｎシンクオブミｰ, 37,長谷川, 1.5, 49,  -1, -13,13,302.8, ⑪⑪, 5,13, マイネルグラシュｰ,,草野太,204.9,,,, 3,  8.6,⑧⑥⑥, 5, 8,Ｋトポロジｰ, 66,安藤勝, 0.8, 67,   6,   1, 6,  8.2, ⑤⑥, 5, 4,Ｃトウショウデザｰト, 85,吉田豊, 0.5, 77,*  8,  14, 4,  9.2,②②②
 6, 8,Ｄアルテリｰベ, 53,北村宏, 1.7, 47,  -4,*-10,10,213.4, ⑬⑬, 6, 3, ウインリスペクト,,宗像徹,205.0,,,, 7, 24.4,⑩⑨⑧, 6, 2,Ｈダテノスイミｰ, 69,藤田伸, 0.8, 69,   3,   6, 8, 19.1, ⑫⑪, 6, 6,Ｇベルグミサイル, 69,武士沢, 2.7, 57,   5, -12, 7, 71.6,⑤⑤⑤
 7, 3,Ｌモリトラヴ, 41,武士沢, 1.7, 47,  -1, -14,12,280.7, ⑩⑨, 7, 5, ワンダｰクラフティ,,西谷誠,205.7,,,, 4, 11.0,⑥⑦⑦, 7, 4,Ｄマイネルエルドラド, 73,クラス, 0.9, 67,   4,   2, 2,  4.8, ⑩⑨, 7, 5,Ｆメイショウマゼラン, 70,幸英明, 4.3, 45,   7, -37, 6, 38.7,④④④
 8,11,Ｉサンマルヴィエント, 47,熊沢重, 2.1, 47,   2, -22, 8, 86.1, ⑨⑦, 8, 9, フタタビ,,山本康,205.8,,,, 8, 37.7,③②②, 8, 1,Ａウルドサリエ, 77,高田潤, 1.0, 68,* 11,  -6, 5,  7.6, ①①,,,,,,,,,,,,
 9, 2,Ｇパライバトルマリン, 48,大庭和, 2.2, 44,*  6, -28, 6, 47.4, ①①, 9, 4, ヴェルトマイスタｰ,,横山義,206.1,,,, 2,  7.1,⑨⑧⑨, 9, 6,Ｇマドモアゼルノン, 71,武士沢, 1.0, 66,   5,   0,10, 58.4, ⑦⑧,,,,,,,,,,,,
10, 4,Ｂバライロｰ, 57,勝浦正, 2.2, 46,*  6, -27, 3, 26.9, ②②,10,14, ティンバｰウルフ,,柴田未,209.8,,,, 9, 93.5,⑤⑩⑩,10, 3,Ｎフジノタカワシ, 62,吉田豊, 1.0, 66,   4,   3,14,188.5, ⑨⑫,,,,,,,,,,,,
11,12,Ｈフジハヤブサ, 47,伊藤工, 2.6, 42,*  5, -31, 4, 41.5, ④④,11,12, トｰセンバタｰル,,浜野谷,212.3,,,,14,181.2,⑪⑪⑪,11, 5,Ｊデュアルサクセス, 67,北村宏, 1.0, 68,   8,  -1, 9, 36.6, ④⑤,,,,,,,,,,,,
12, 6,Ｋコスモギャンビット, 41,伊藤直, 2.9, 39,  -8, -16,14,419.3, ⑮⑮,12, 8, カントリｰドｰタｰ,,高野和,214.1,,,,13,164.3,⑫⑫⑫,12,11,Ｍタケデンヴィｰナス, 62,大庭和, 1.5, 60,  -2,   5,15,338.6, ⑭⑭,,,,,,,,,,,,
13, 9,Ｍエイシンエンブレム, 40,内田博, 3.0, 38,  -2, -25, 7, 60.6, ⑧⑩,13,10, メイショウズイカク,,白浜雄,218.2,,,,11,103.8,⑬⑬⑬,13,10,Ｏスギノリバｰス, 56,伊藤工, 1.6, 60,  -2,   3,12,134.9, ⑮⑮,,,,,,,,,,,,
14,10,Ｏオリオンザガロ, 34,小林淳, 3.9, 32,  -4, -30,15,421.6, ⑭⑭,,,,,,,,,,,,,14, 7,Ｐジョウノストｰン, 39,横山義, 2.2, 57,   8, -13,11, 77.6, ③③,,,,,,,,,,,,
15,15,Ｊシルクメディエイト, 44,田中博, 4.5, 29,   1, -41,11,271.5, ⑦⑧,,,,,,,,,,,,,15,15,Ｉコスモオｰ, 68,草野太, 2.4, 56,* 10, -18,13,172.6, ②②,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:2),,,,,,,,,,,
"単勝:110円 複勝:13=100円 01=370円 07=120円 枠連:1,250円",,,,,,,,,,,,単勝:160円 複勝:02=110円 11=170円 07=200円 枠連:610円,,,,,,,,,,,,"単勝:1,160円 複勝:09=320円 16=190円 13=160円 枠連:2,630円",,,,,,,,,,,,単勝:360円 複勝:01=160円 03=130円 枠連:0円,,,,,,,,,,,
"馬連:1,420円 ワイド:01-13=480円 07-13=130円 01-07=820円",,,,,,,,,,,,馬連:710円 ワイド:02-11=280円 02-07=270円 07-11=580円,,,,,,,,,,,,"馬連:2,620円 ワイド:09-16=870円 09-13=830円 13-16=400円",,,,,,,,,,,,馬連:360円 ワイド:01-03=170円 01-02=530円 02-03=420円,,,,,,,,,,,
"馬単:1,720円 3連複:1,200円 3連単:4,810円",,,,,,,,,,,,"馬単:850円 3連複:1,130円 3連単:3,070円",,,,,,,,,,,,"馬単:5,140円 3連複:3,010円 3連単:25,360円",,,,,,,,,,,,"馬単:890円 3連複:1,120円 3連単:5,570円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  ダ1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■11R  ダ1400m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,霜月ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
