10年11月20日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年11月20日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 4R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ福島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五色沼特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4, アピｰルプレイ,---,石橋脩,, 63,*  0,*  2, 2,  2.9,①①①, 1, 5,Ｃアルトゥバン, 60,吉田豊,, 68,  -1,*  4, 1,  3.3, ⑧⑦, 1, 7,Ｆエｰシンテンモク, 73,荻野琢,, 75,*  5,*  8, 5, 12.3,①①①, 1, 8,Ｏダイナミズム, 68,大野拓,, 83,* 10,   7,13, 55.7, ②②
 2, 3, ゴッドハンド,---,西村太, 0.5, 60,  -4,*  4, 9, 36.9,⑤⑤③, 2,14,Ｊナムラオｰシャン, 49,中舘英, 0.0, 71,*  6,  -2, 5,  7.7, ②②, 2, 3,Ｂロトスカイブルｰ, 75,上野翔, 0.1, 74,   3,* 10, 1,  2.9,④⑤②, 2,13,Ｈセイコｰライコウ, 73,石橋脩, 0.0, 83,   0,* 16, 4,  7.0, ⑫⑪
 3, 7, スナｰクワイルド,---,荻野琢, 0.8, 59,*  0,  -4, 3,  6.5,②②②, 3, 1,Ｂダイキチチョウナン, 61,丸田恭, 0.2, 68,*  7,  -6, 2,  5.1, ①①, 3, 6,Ａフェバリットアワｰ, 76,平野優, 0.7, 69,   3,   5, 4, 10.6,⑤⑥⑥, 3, 7,Ｋオクルス, 70,宮崎北, 0.1, 82,* 11,   4, 3,  7.0, ①①
 4, 2, トキノサコン,---,平野優, 1.4, 54,  -7,*  1, 4,  8.6,⑪⑦⑥, 4, 7,Ｉソルトキャスケｰド, 49,岩部純, 0.4, 61, -10,*  8,10, 31.7, ⑫⑫, 4, 2,Ｄメイショウモネ, 73,西村太, 0.8, 71,  -1,* 12, 7, 18.0,⑬⑮⑬, 4, 5,Ｄバロンダンス, 75,田辺裕, 0.2, 81,   6,   9, 6, 11.9, ⑥⑤
 5, 5, ハギノクレバｰ,---,鮫島良, 1.7, 52,  -5,  -2, 5, 12.0,⑦⑥⑦, 5,10,Ｄマックスファイヤｰ, 59,津村明, 0.4, 64,   0,  -2, 4,  7.5, ⑤⑥, 5,11,Ｃオリエンタルコｰル, 75,丸山元, 0.8, 70,   3,   5, 2,  3.7,⑥⑦⑤, 5,15,Ｃキヲウエタオトコ, 77,佐藤哲, 0.4, 77,   3,   8, 9, 16.6, ⑧⑧
 6,12, レッドストラｰダ,---,吉田豊, 1.7, 49,* -1, -11, 1,  2.9,③③④, 6, 8,Ｆミサノグリｰン, 55,丸山元, 0.6, 60,  -5,   1, 7, 18.7, ⑨⑨, 6, 4,Ｇワンダｰフウラン, 72,小野寺, 0.9, 68,   2,   5, 8, 21.0,⑨⑧⑨, 6, 2,Ｆミサトバレｰ, 74,藤岡康, 0.4, 78,  -8,* 18,16,145.1, ⑯⑯
 7, 8, トップストライド,---,村田一, 2.2, 49,  -8,  -3,12, 86.6,⑫⑫⑧, 7, 3,Ｈゴｰルドエンジュ, 51,水口優, 0.8, 60,   3, -10, 9, 24.7, ③③, 7, 1,Ｋトップフリｰダム, 67,田中克, 0.9, 69,   2,   7,13, 91.1,⑧⑩⑧, 7,10,Ｇヒカルプリンス, 74,吉田隼, 0.5, 77,   4,   6, 1,  4.2, ⑦⑦
 8,13, ノッティングボｰイ,---,黛弘人, 3.7, 37,* -1, -27,10, 43.9,④④⑤, 8, 4,Ａキョウワプラネット, 62,赤木高, 0.8, 57,  -2,  -5, 6,  8.4, ⑦⑧, 8,13,Ｉハナノシンノスケ, 71,宮崎北, 1.2, 64,*  4,  -1, 9, 28.8,③③③, 8, 6,Ｍビバサムシング, 69,丸田恭, 0.5, 76,   0,   9,14, 85.7, ⑩⑨
 9, 9, ビッグディｰル,---,国分優, 4.0, 36,  -7, -20, 6, 19.4,⑨⑨⑨, 9, 2,Ｇクリスタルロック, 52,大野拓, 1.2, 55,  -2,  -9, 8, 23.5, ⑥⑤, 9, 9,Ｅイｰサンジャンパｰ, 73,小島太, 1.4, 66,   1,   4,10, 46.1,⑮⑭⑭, 9,11,Ｅニホンピログッデン, 75,村田一, 0.6, 75,   7,   2, 7, 11.9, ⑤⑥
10,10, シャイニｰスイｰト,---,丸田恭, 4.0, 35,  -7, -19, 8, 32.7,⑧⑩⑪,10,13,Ｅメイショウエデン, 58,武幸四, 1.2, 55,   3, -15, 3,  5.8, ④④,10,14,Ｎハンドクラッピング, 63,草野太, 2.0, 62,   1,  -1,15,403.6,⑭⑬⑩,10,12,Ｐチェアユｰアップ, 67,小林淳, 0.6, 75,   1,   8,15,116.8, ⑪⑩
