10年 5月 1日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 5月 1日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2000m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
 9, 7,Ｄミラクルフラッグ, 55,北村宏, 1.2, 51,  -6,  -2,13, 85.3, ⑭⑬, 9,12, シルクパナシア,,五十嵐,205.5,,,, 5,  9.6,③⑤⑦, 9, 3,Ｆクレバｰネオ, 64,池添謙, 3.2, 52,  12, -45, 8, 47.4,③③④, 9,15,Ｏハシッテホシｰノ, 77,松岡正, 0.7, 80,  -5,  13, 8, 17.5,⑪⑬⑯
10,13,Ｅグレｰスヒロイン, 55,後藤浩, 1.4, 50,  -6,  -3,11, 58.2, ⑬⑭,10,14, コマチ,,草野太,205.9,,,,11,112.8,⑨⑨⑨,10, 6,Ｊハンドクラッピング, 50,石橋脩, 3.4, 50,   6, -37,10,247.6,⑩⑩⑩,10, 6,Ｈスカｰレットダイヤ, 81,吉田隼, 0.7, 73,* -1,   1,10, 30.7,②②②
11,10,Ｇトレグラツィエ, 53,吉田隼, 1.6, 51,   0, -13, 9, 21.2, ⑤⑥,11,10, アントルシャカトル,,柴田未,207.7,,,,13,145.8,⑧⑫⑫,,,,,,,,,,,,,11,18,Ｐサクラキングオｰ, 77,四位洋, 0.7, 73,* -1,   2, 9, 18.9,③③③
12,15,Ｊラナイダンス, 48,戸崎圭, 1.7, 53,  -3,  -8,12, 64.4, ⑪⑫,12,13, ピサノアルハンブラ,,西谷誠,208.2,,,, 3,  5.6,①②②,,,,,,,,,,,,,12, 3,Ｄイケドラゴン, 84,柴田善, 0.7, 76,  -4,   8, 7, 13.3,⑦⑦⑪
13, 8,Ｈエステｰハｰト, 53,江田照, 2.2, 44,*  4, -25, 8, 16.0, ①①,13, 8, アコガレノダンス,,鈴木慶,208.3,,,,14,237.5,⑬⑬⑬,,,,,,,,,,,,,13,13,Ｍマイネルアトレ, 78,福永祐, 0.8, 74,* -1,   1,15, 75.4,⑥⑥④
14,14, ウエスタンサクラ,---,小島太, 3.9, 33,  -3, -30,14,202.6, ⑩⑩,14, 3, フナベンケイ,,大庭和,216.7,,,, 9, 83.0,⑭⑭⑭,,,,,,,,,,,,,14, 5,Ｒバルバレスコ, 74,江田照, 1.0, 74,  -5,   8,18,204.0,⑫⑭⑭
15, 6, オンワｰドフロｰル,---,伊藤工, 4.3, 31, -10, -23,15,279.1, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,15, 9,Ｃドリｰムノクタｰン, 84,戸崎圭, 1.2, 67,* -1,  -5, 4,  8.0,⑰⑰⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｊハリｰアップ, 81,川田将, 1.2, 71,  -4,   1,12, 33.6,⑱⑩⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 2,Ｇライオングラス, 83,横山典, 1.3, 67,  -2,  -3,16, 79.6,④④⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 4,Ｎマイネトゥインクル, 78,三浦皇, 1.5, 66,  -3,  -5,14, 69.9,⑧⑧⑧
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,
"単勝:370円 複勝:01=180円 04=250円 02=300円 枠連:1,460円",,,,,,,,,,,,"単勝:1,520円 複勝:06=310円 04=130円 02=200円 枠連:1,720円",,,,,,,,,,,,単勝:170円 複勝:01=110円 10=150円 08=360円 枠連:350円,,,,,,,,,,,,"単勝:1,060円 複勝:11=330円 08=940円 10=390円 枠連:9,510円",,,,,,,,,,,
"馬連:1,820円 ワイド:01-04=740円 01-02=950円 02-04=1,140円",,,,,,,,,,,,"馬連:1,730円 ワイド:04-06=640円 02-06=1,110円 02-04=410円",,,,,,,,,,,,馬連:400円 ワイド:01-10=190円 01-08=480円 08-10=760円,,,,,,,,,,,,"馬連:20,520円 ワイド:08-11=6,340円 10-11=1,780円 08-10=4,970円",,,,,,,,,,,
"馬単:3,440円 3連複:5,840円 3連単:27,680円",,,,,,,,,,,,"馬単:5,080円 3連複:2,880円 3連単:20,670円",,,,,,,,,,,,"馬単:540円 3連複:1,780円 3連単:4,050円",,,,,,,,,,,,"馬単:44,780円 3連複:67,420円 3連単:451,200円",,,,,,,,,,,
■ 2R  ダ1300m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 5R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝2400m 3 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾚﾋﾞ東京杯青葉賞 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｃシングンデパｰチャ, 60,柴田善,, 59,*  1,  -3, 3,  7.3, ①②, 1,16,Ｃイｰグルドライヴ, 56,石橋脩,, 64,  -8,* 11, 5, 15.5, ⑦⑦, 1, 8,Ｅマルタカラッキｰ, 72,蛯名正,, 74,  -4,* 14, 6, 10.3, ⑥⑤, 1, 2,Ａペルｰサ, 85,横山典,, 93,  11,* 22, 1,  1.4,⑧⑪⑨
 2, 3,Ａマｰシュハリアｰ, 66,松岡正, 0.0, 60,*  1,  -3, 1,  1.6, ②①, 2,13,Ｊドリｰムシガｰ, 48,田中勝, 0.2, 60,  -3,   4,15,227.6, ⑤④, 2, 1,Ｏシリコンフォレスト, 55,北村宏, 0.1, 70,* -2,  11, 4,  8.0, ①①, 2, 5,Ｍトゥザグロｰリｰ, 69,内田博, 0.7, 86,   9,* 14, 2,  5.6,⑩⑫⑪
 3, 5,Ｂサクラクロｰバｰ, 63,横山典, 0.4, 58,  -4,   0, 2,  4.3, ⑥③, 3,12,Ａゴｰルドバシリスク, 59,内田博, 0.3, 62, -10,* 12, 1,  1.6, ⑬⑪, 3,10,Ｋヤッパリツヨカッタ, 66,福永祐, 0.2, 71,* -3,  11,13, 35.5, ②②, 3,17,Ｃハｰトビｰトソング, 78,福永祐, 0.8, 86,   8,* 17, 3,  8.5,⑮⑯⑯
 4, 2,Ｇイワイザケ, 43,川田将, 0.7, 57,  -8,   2, 8, 71.1, ⑨⑥, 4,14,Ｂゴｰルインマｰク, 57,柴田大, 0.6, 59, -10,*  9, 2,  5.4, ⑭⑫, 4,16,Ｄレッツゴｰヒチョリ, 73,柴田善, 0.3, 70,  -6,* 14, 2,  5.0, ⑩⑩, 4, 6,Ｊアロマカフェ, 73,柴田善, 0.8, 84,  10,  12,12,100.5,④⑦⑩
 5, 7,Ｆベルモントマナフィ, 53,内田博, 0.8, 56,  -5,  -2, 4, 12.3, ⑤⑤, 5, 5,Ｍリンドブルム, 45,吉田豊, 0.6, 57,  -2,  -2, 4, 14.5, ②②, 5,13,Ｆスマｰトキャスタｰ, 72,柴山雄, 0.6, 68,  -7,* 13, 1,  4.8, ⑫⑫, 5,14,Ｋリリエンタｰル, 71,安藤勝, 1.2, 82,* 13,  -2, 8, 52.6,⑨⑥④
 6,11,Ｈロｰドラッセル, 42,伊藤工, 0.9, 54, -11,*  2,10,144.9, ⑧⑨, 6, 6,Ｄケイアイブル, 56,後藤浩, 1.1, 54,  -8,   2,12,120.9, ⑨⑧, 6, 7,Ａマルタｰズマゼル, 75,吉田豊, 0.6, 68,  -5,  11, 3,  8.0, ⑨⑧, 6, 7,Ｄトウカイメロディ, 78,吉田隼, 1.3, 81,   9,  11, 5, 24.4,⑪⑮⑰
 7, 8,Ｅタマモハイグレｰド, 54,柴山雄, 1.0, 53, -12,*  3, 9, 76.8, ⑩⑪, 7, 3,Ｆゲットゼアｰ, 55,大庭和, 1.3, 51,  -9,   2,14,189.4, ⑧⑩, 7, 2,Ｃラプタｰストｰム, 73,伊藤工, 0.8, 67,  -9,* 13, 7, 11.5, ⑭⑭, 7, 8,Ｅミッションモｰド, 77,北村宏, 1.3, 79,* 14,  -7,14,148.8,①①①
 8, 4,Ｄネオエピック, 56,北村宏, 1.2, 52,  -9,  -1, 5, 14.2, ⑦⑧, 8, 8,Ｉゴｰルドホｰス, 50,蛯名正, 1.3, 53,  -7,   0, 9, 70.8, ⑥⑥, 8, 5,Ｂオｰシャンハンタｰ, 74,後藤浩, 0.8, 66,  -5,  10,10, 21.2, ⑧⑨, 8,15,Ｌスマｰトフォｰカス, 69,柴山雄, 1.3, 81,   7,* 15,11, 93.0,⑰⑰⑱
 9, 1,Ｉコスモレゾヌマン, 41,柴田大, 2.6, 41, -12,  -9,11,284.6, ⑪⑩, 9,11,Ｇバトルバッチグｰ, 54,松岡正, 1.5, 51, -14,   5, 3,  8.0, ⑮⑯, 9,14,Ｊマッシュアップ, 68,田中勝, 1.1, 64,  -3,   5,15, 79.2, ⑦⑦, 9, 3,Ｐジョｰヴァリアント, 66,吉田豊, 1.8, 76,   8,   3,16,302.6,⑭⑭⑮
10, 9,Ｋオリオンザカフェ, 37,後藤浩, 3.1, 34,  -4, -24, 7, 47.3, ③④,10, 9,Ｈチェンジストリｰム, 52,伊藤工, 1.6, 49,*  6, -21, 6, 21.4, ①①,10, 6,Ｉレオアドミラル, 69,江田照, 1.3, 62,  -4,   3, 5, 10.2, ⑤④,10,12,Ｆコスモヘレノス, 75,石橋脩, 1.9, 74,  11,  -9,13,143.4,⑬⑨⑥
11, 6,Ｊクリノハイビｰト, 41,戸崎圭, 4.0, 29,  -9, -27, 6, 41.1, ④⑦,11, 2,Ｅコウガ, 56,武士沢, 1.6, 49,  -3,  -8,13,133.2, ③③,11,12,Ｎバンダムミュｰトス, 62,松岡正, 1.6, 60,  -8,   6,12, 28.8, ⑬⑮,11, 4,Ｎサクラエルドｰル, 67,四位洋, 2.1, 72,   9,  -4,10, 77.1,⑦⑩⑬
,,,,,,,,,,,,12,15, ダンドリュｰ,---,吉田隼, 1.7, 50,  -8,  -3,11, 92.6, ⑩⑨,12, 3,Ｇメイショウドレイク, 71,小島太, 1.6, 60,  -4,   0, 9, 16.6, ④③,12, 9,Ｇエクセルサス, 74,川田将, 2.1, 72,* 12, -16, 6, 33.7,③③③
,,,,,,,,,,,,13,10, サクラトップギア,---,三浦皇, 1.9, 48, -14,   2, 7, 30.4, ⑯⑮,13,11,Ｌカズノウォｰニング, 65,三浦皇, 1.7, 60,* -2,  -1, 8, 12.5, ③⑥,13,13,Ｂレッドスパｰクル, 83,秋山真, 2.2, 71,   8,  -4, 4, 16.3,⑯⑱⑭
,,,,,,,,,,,,14, 1,Ｌカレンデュラヴ, 46,戸崎圭, 2.0, 48, -11,  -1,10, 91.8, ⑪⑬,14, 4,Ｍワンダフルスイｰト, 62,戸崎圭, 1.8, 59,  -8,   3,11, 27.3, ⑪⑪,14,10,Ｉロｰドオブザリング, 73,池添謙, 2.4, 71,   9, -10, 9, 59.7,⑫⑬⑫
,,,,,,,,,,,,15, 4,Ｎカトルズメテオ, 44,勝浦正, 2.0, 46,  -5, -10, 8, 40.3, ④⑤,15, 9,Ｈチェリｰクラウン, 70,大庭和, 2.2, 54,  -8,   1,14, 45.1, ⑮⑬,15, 1,Ｏビッグバン, 67,戸崎圭, 2.8, 65,* 13, -27,17,390.7,⑱④②
,,,,,,,,,,,,16, 7,Ｋカシノアラベスク, 47,二本柳, 2.0, 48, -11,  -1,16,531.4, ⑫⑭,16,15,Ｐストロングウェイブ, 43,郷原洋, 2.5, 54, -11,   2,16,422.5, ⑯⑯,16,11,Ｈコスモエンペラｰ, 73,松岡正, 3.1, 64,  11, -24, 7, 38.6,⑥⑧⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,18,Ｑメイショウエバモア, 64,田中勝, 3.6, 60,  11, -33,15,198.0,⑤⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,16,Ｒベストブルｰム, 63,小林淳, 7.4, 15,  11, -85,18,678.0,②②⑦
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,
単勝:730円 複勝:10=140円 03=110円 05=120円 枠連:440円,,,,,,,,,,,,"単勝:1,550円 複勝:16=300円 13=2,420円 12=110円 枠連:2,520円",,,,,,,,,,,,"単勝:1,030円 複勝:08=380円 01=330円 10=980円 枠連:1,480円",,,,,,,,,,,,単勝:140円 複勝:02=110円 05=160円 17=170円 枠連:370円,,,,,,,,,,,
馬連:490円 ワイド:03-10=190円 05-10=310円 03-05=150円,,,,,,,,,,,,"馬連:123,830円 ワイド:13-16=25,730円 12-16=480円 12-13=4,820円",,,,,,,,,,,,"馬連:6,140円 ワイド:01-08=2,060円 08-10=4,280円 01-10=4,150円",,,,,,,,,,,,馬連:380円 ワイド:02-05=190円 02-17=220円 05-17=620円,,,,,,,,,,,
"馬単:1,500円 3連複:360円 3連単:4,060円",,,,,,,,,,,,"馬単:202,810円 3連複:43,580円 3連単:706,920円",,,,,,,,,,,,"馬単:11,960円 3連複:72,220円 3連単:387,950円",,,,,,,,,,,,"馬単:520円 3連複:770円 3連単:1,880円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 9R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■12R  ダ1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,八重桜賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｊメイショウツチヤマ, 51,柴山雄,, 66,*  6,   3, 6, 20.2, ③③, 1, 7,Ａビッグサンダｰ, 63,柴山雄,, 59, -13,*  8, 4,  7.6, ⑯⑯, 1, 6,Ｈシャイニンアｰサｰ, 60,横山典,, 82,   5,* 14, 4,  8.7, ⑧⑨, 1,10,Ａメイショウヨシヒサ, 88,安藤勝,, 79,   0,* 20, 2,  3.5, ⑬⑩
 2, 9,Ｈラッキｰバニラ, 52,吉田隼, 0.5, 67,  -1,* 10, 4, 17.8, ⑧⑧, 2,17,Ｅアポロジャスミン, 55,後藤浩, 0.0, 62,* -2,  -5, 5,  7.8, ⑤④, 2,11,Ａダノンスパシｰバ, 74,三浦皇, 0.0, 84,   3,* 16, 1,  2.4, ⑫⑪, 2,12,Ｂセイウンアスラン, 85,松岡正, 0.0, 78,*  3,  15, 4,  8.9, ②②
 3,10,Ｆユメユメユメ, 53,松岡正, 1.1, 60,   2,   1, 2,  5.5, ⑥⑥, 3, 2,Ｂショウナンスマイル, 63,柴田善, 0.2, 59,* -2,  -7, 1,  3.4, ③③, 3,10,Ｅゲｰムマエストロ, 67,田中勝, 0.3, 80,   6,   8, 2,  3.9, ⑨⑧, 3,16,Ｄハクバドウジ, 78,吉田隼, 0.2, 78,   0,  17, 5, 10.0, ⑥⑥
 4, 4,Ｃコウセイベイビｰ, 60,村田一, 1.2, 62,  -1,   6,14,318.8, ⑨⑨, 4,10,Ｇウインドジャズ, 53,内田博, 0.3, 57,  -7,  -2, 6, 11.6, ⑪⑬, 4, 2,Ｂボンジュｰルメロン, 69,内田博, 0.7, 74,* 12,  -8, 3,  6.5, ①①, 4,11,Ｈグレｰスエポナ, 76,蛯名正, 0.4, 75,   1,  14, 3,  8.7, ⑤④
 5, 3,Ｇタカミツボｰド, 53,勝浦正, 1.3, 60,  -3,*  8, 3, 15.8, ⑩⑩, 5,16,Ｉニｰニョデルシエロ, 49,蛯名正, 0.5, 55,  -6,  -6, 9, 24.7, ⑫⑪, 5,13,Ｆソｰルデスタン, 64,吉田豊, 1.0, 70,   3,   1, 5, 13.4, ⑪⑫, 5,15,Ｃカラメルマキアｰト, 82,福永祐, 0.5, 75,*  3,  13, 1,  2.8, ④⑤
 6,13,Ａエドヒガン, 70,戸崎圭, 1.5, 62,  -5,*  9, 1,  1.4, ⑭⑭, 6,12,Ｄメジロバラク, 56,吉田豊, 0.5, 55,  -4,  -9, 3,  7.0, ⑧⑥, 6, 7,Ｄカワキタコマンド, 67,武士沢, 1.0, 69,   9,  -8, 7, 15.1, ③④, 6,13,Ｇフヨウ, 76,後藤浩, 0.5, 74,   0,  15, 8, 26.2, ⑪⑨
 7, 6,Ｉトｰタルシｰオｰ, 51,大庭和, 1.6, 55,   1,  -1, 8, 44.0, ⑦⑦, 7,13,Ｏハマノドリｰム, 41,大庭和, 0.7, 52, -11,  -2,16,219.7, ⑮⑭, 7, 3, ノｰブルブラッド,---,戸崎圭, 1.1, 70,   1,   5,13,249.3, ⑬⑭, 7, 7,Ｆメジロオマリｰ, 77,吉田豊, 0.6, 75,  -4,* 20, 7, 17.0, ⑭⑭
 8, 5,Ｂリバｰダンス, 61,吉田豊, 1.6, 58,  -5,*  8,13,164.1, ⑫⑬, 8, 6,Ｈテラノインパルス, 53,江田照, 0.9, 50,  -6, -11, 7, 15.0, ⑨⑩, 8,12,Ｃトｰセンマリｰン, 69,柴田善, 1.1, 68,* 10, -11, 9, 32.3, ④③, 8, 1,Ｊマスタｰコｰク, 75,四位洋, 0.6, 73,*  4,   9,10, 34.4, ①①
 9, 2,Ｄブライトベイ, 56,北村宏, 1.9, 52,   4, -10, 7, 33.9, ④④, 9, 9,Ｆフェニックスワン, 53,戸崎圭, 0.9, 51,* -1, -19,10, 26.7, ②②, 9, 4,Ｇシルクファルシオン, 62,北村宏, 1.2, 69,   2,   0, 8, 32.0, ⑭⑬, 9, 9,Ｅアｰリｰアメリカン, 77,勝浦正, 0.8, 73,  -5,* 19, 9, 30.8, ⑫⑬
10,11, マイネルレントラｰ,---,内田博, 2.6, 52,  -4,  -2,10, 56.0, ⑪⑪,10, 4,Ｌコスモグレイス, 47,松岡正, 1.0, 51,*  1, -22, 2,  5.8, ①①,10, 5,Ｋマックスストレイン, 53,小林淳, 1.3, 67,   6,  -8,10, 61.1, ⑦⑦,10, 6,Ｋケｰジｰファントム, 75,戸崎圭, 0.8, 73,  -3,  16, 6, 12.3, ⑨⑫
11,15,Ｌゼロチョウサン, 49,三浦皇, 2.6, 53,  -4,  -1,11, 86.1, ⑬⑫,11, 1,Ｋブリタニアブルｰ, 48,吉田隼, 1.1, 49,  -4, -15, 8, 21.6, ⑥⑦,11, 8,Ｌソラトブペンギン, 48,大庭和, 2.3, 56,   8, -24,12,186.2, ⑤⑤,11, 4,Ｏエンシャントアｰツ, 71,村田一, 1.4, 69,  -7,  17,15,312.6, ⑮⑮
12,12,Ｍマイネルサンリット, 45,石橋脩, 3.6, 44,   4, -23,12, 91.9, ⑤⑤,12,14,Ｐクｰデワンダｰ, 22,田中勝, 1.1, 49,  -5, -16,11, 33.8, ⑩⑨,12, 9,Ｉサクラインライン, 59,蛯名正, 2.8, 49,   8, -32, 6, 13.9, ⑥⑥,12, 3,Ｌジョウテンロマン, 72,柴田善, 1.5, 66,  -2,   9,12,160.2, ⑩⑪
13, 7,Ｅサンワｰドネオ, 55,後藤浩, 4.7, 33,* 10, -42, 5, 19.4, ①①,13, 8,Ｎエフテｰグンダイ, 42,勝浦正, 1.2, 47,  -8, -13,17,228.5, ⑬⑫,12, 1, トｰセンボｰ,---,郷原洋, 2.8, 50,   3, -26,14,322.7, ⑩⑩,13, 2,Ｍラオムフェｰレ, 71,柴田大, 1.9, 63,*  2,   0,16,314.1, ③③
14, 1,Ｋレオアビリティ, 50,江田照, 4.8, 33,*  7, -40, 9, 52.0, ②②,14,15,Ｃエンシェントエイジ, 59,石橋脩, 1.3, 45, -20,*  2,13, 41.1, ⑰⑰,14,14,Ｊサンデｰジョウ, 57,松岡正, 3.4, 44,* 10, -46,11, 78.6, ②②,14,14,Ｐタツタイコウ, 65,三浦皇, 2.0, 62,   0,   3,13,223.4, ⑧⑧
15,14,Ｎテイエムヒッパシレ, 27,武士沢, 5.9, 28,  -9, -21,15,585.7, ⑮⑮,15, 3,Ｊセレブシチｰ, 48,池添謙, 1.6, 43,  -4, -25,15,107.1, ④⑤,,,,,,,,,,,,,15, 8,Ｎトラベルシチｰ, 71,秋山真, 2.1, 63,  -7,  11,14,265.0, ⑯⑯
,,,,,,,,,,,,16,11,Ｑポンタクン, 13,北村宏, 1.6, 42, -12, -13,18,253.2, ⑭⑮,,,,,,,,,,,,,16, 5,Ｉコスモオｰ, 75,石橋脩, 2.5, 59,   0,  -2,11, 67.7, ⑦⑦
