10年 2月13日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 2月13日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9, 9,Ｍディアグレｰス, 46,吉田隼, 1.0, 58,  -7,   1,12, 77.1, ⑬⑬, 9,16,Ａビッグサンダｰ, 65,柴山雄, 0.9, 60, -12,   2, 4, 10.9, ⑫⑩, 9, 6,Ｊヘイダｰリン, 61,大野拓, 1.0, 70,  -4,   3,11,109.3,⑤⑤⑤, 9, 5,Ｎワインアドバイザｰ, 82,柴山雄, 0.9, 80,   3,  16,14, 73.6, ⑬⑬
10,13,Ｂハニｰカラｰ, 66,後藤浩, 1.0, 55,  -6,  -2, 1,  2.6, ⑪⑪,10, 4,Ｏサルバドｰルチｰフ, 39,吉田隼, 0.9, 62, -13,   5,11,184.4, ⑬⑫,10, 7,Ｋフｰガフュｰグ, 58,後藤浩, 1.1, 67,  -4,   0, 6, 23.7,⑥⑥⑥,10,12,Ｌダイイチミラクル, 82,柴田大, 0.9, 81,   3,  16,16,188.0, ⑭⑭
11, 5,Ｉビコｰペグｰ, 56,中谷雄, 1.3, 52,  -2, -11,11, 52.7, ④④,11,15,Ｂボンジュｰルキセキ, 61,藤田伸, 1.0, 61, -16,   6, 5, 13.1, ⑯⑭,11,11,Ｍロジサイレンス, 47,柴田善, 1.2, 69,  -7,   5, 4, 15.6,⑩⑨⑪,11, 7,Ｇカネスラファｰル, 84,江田照, 0.9, 80,*  7,  12, 9, 37.1, ⑥⑥
12,10,Ｏニコニコトｰト, 39,大庭和, 1.7, 48, -11,  -1,15,236.7, ⑯⑯,12, 8, サンダｰストｰム,---,木幡初, 1.0, 62, -17,*  9,14,290.6, ⑮⑮,12,12,Ｆマイネルゲネラｰル, 65,柴山雄, 1.3, 65,  -4,  -1,10, 68.5,⑬⑬⑦,12, 1,Ｉペルルノワｰル, 83,藤田伸, 1.0, 80,   3,  15, 6, 19.4, ⑫⑫
13, 7,Ｄショウナンライラ, 62,田中勝, 2.1, 45,* -1, -19,13, 89.6, ②②,13,11,Ｎケイアイアシュラ, 42,田中勝, 1.2, 54,  -8,  -7, 8, 37.0, ④④,13,10,Ｄロｰグランド, 67,吉田豊, 2.3, 54,  -7, -11, 8, 25.9,⑪⑫⑨,13,16,Ｏワｰキングウｰマン, 81,田中勝, 1.2, 77,   4,  12,11, 42.3, ⑪⑪
14,12,Ｎグラスキャンディｰ, 43,武士沢, 2.9, 40,  -9, -14,16,305.7, ⑮⑮,14,12,Ｌコスモジュリ, 48,津村明, 1.6, 51, -10,  -8,15,404.7, ⑧⑧,,,,,,,,,,,,,14, 4,Ｐマルタｰズマッシブ, 80,勝浦正, 1.4, 75,*  6,   6,15,134.8, ③④
15, 1,Ｐネオヴェリｰフェズ, 38,横山典, 3.4, 36,  -6, -23, 3,  7.0, ⑨⑨,15,13,Ｅケイビイパンサｰ, 58,池崎祐, 2.3, 45, -17,  -8,12,217.2, ⑭⑯,,,,,,,,,,,,,15,15,Ｍウォｰタｰバロン, 82,菊沢隆, 1.7, 74,   1,  11,13, 58.3, ⑮⑯
16,14,Ｌプリティキラｰ, 48,小林淳, 3.8, 34,  -8, -24,14,217.1, ⑭⑭,16, 6,Ｍサコ, 45,石神深, 2.7, 36, -11, -23,16,494.5, ③⑦,,,,,,,,,,,,,16, 6,Ｈミスタｰモナルコス, 84,吉田豊, 2.1, 70,   5,   3, 8, 29.1, ⑧⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:-2),,,,,,,,,,,
"単勝:1,800円 複勝:11=610円 04=1,100円 08=560円 枠連:6,600円",,,,,,,,,,,,"単勝:4,970円 複勝:02=1,310円 01=650円 05=310円 枠連:20,070円",,,,,,,,,,,,"単勝:160円 複勝:03=110円 02=260円 05=370円 枠連:1,080円",,,,,,,,,,,,"単勝:4,160円 複勝:08=830円 02=230円 03=220円 枠連:4,100円",,,,,,,,,,,
"馬連:26,990円 ワイド:04-11=6,260円 08-11=3,050円 04-08=4,590円",,,,,,,,,,,,"馬連:24,050円 ワイド:01-02=5,840円 02-05=3,890円 01-05=1,840円",,,,,,,,,,,,"馬連:1,240円 ワイド:02-03=440円 03-05=710円 02-05=1,900円",,,,,,,,,,,,"馬連:13,120円 ワイド:02-08=3,370円 03-08=2,730円 02-03=580円",,,,,,,,,,,
"馬単:59,960円 3連複:97,020円 3連単:734,390円",,,,,,,,,,,,"馬単:53,680円 3連複:50,020円 3連単:429,160円",,,,,,,,,,,,"馬単:1,580円 3連複:4,450円 3連単:12,230円",,,,,,,,,,,,"馬単:31,510円 3連複:17,270円 3連単:174,000円",,,,,,,,,,,
■ 2R  ダ1300m 3 歳新馬 馬齢,,,,,,,,,,,,■ 5R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 8R  ダ1600m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝1400m 4歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾊﾞﾚﾝﾀｲﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3, スギノリバｰス,---,伊藤工,, 46, -23,*  6,10, 27.8, ⑪⑩, 1, 1,Ｆゲｰムマエストロ, 59,田中勝,, 66,   4,*  6, 2,  4.2,⑥④④, 1, 1,Ｇラヴリｰドリｰム, 71,木幡初,, 72,*  3,   8, 5, 11.5, ③③, 1, 2,Ｅゲイルスパｰキｰ, 84,後藤浩,, 86,   8,* 11, 7, 11.4, ⑧⑧
 2, 6, ジワクｰ,---,大野拓, 0.3, 45, -22,   4, 9, 26.1, ⑨⑨, 2, 3,Ａフェイルノｰト, 68,後藤浩, 0.2, 62,*  5,  -2, 1,  2.6,①①①, 2,10,Ｄメジロフロｰラ, 74,柴田善, 0.3, 70,*  4,   3, 4,  5.9, ②②, 2, 1,Ｊダイシングロウ, 82,北村宏, 0.0, 86,   7,* 13, 9, 17.5, ⑬⑫
 3,11, トｰアティアレ,---,吉田豊, 0.3, 45, -28,* 10, 4, 12.2, ⑮⑭, 3,15,Ｍアスカクリチャン, 52,藤田伸, 0.4, 63,   3,*  3, 8, 22.7,⑭⑪⑨, 3, 7,Ｎタイキシムｰン, 58,蛯名正, 0.4, 70,   1,   5,11, 37.5, ④④, 3, 3,Ｆマイネルフォｰグ, 84,津村明, 0.2, 85,  11,   6,12, 35.8, ⑤⑤
 4,12, オキザリス,---,松岡正, 0.6, 42, -21,   1, 2,  3.1, ⑩⑪, 4, 8,Ｂコスモメドウ, 66,松岡正, 0.7, 61,   0,*  3, 5,  9.4,⑫⑫⑪, 4, 5,Ｈトワインブルｰム, 69,吉田豊, 0.4, 71,  -3,* 13, 7, 18.0, ⑭⑭, 4, 7,Ａアポロフェニックス, 89,田中勝, 0.4, 83,* 13,  -1, 8, 16.3, ②②
 5, 4, カトルズメテオ,---,蛯名正, 0.8, 40, -20,  -4, 1,  3.1, ⑤⑤, 5,10,Ｉアバンギャルナ, 56,北村宏, 0.7, 60,  -1,*  6,11, 34.7,⑪⑭⑭, 5,14,Ｅエレガントマナｰ, 73,横山典, 0.4, 71,  -2,* 11, 1,  3.9, ⑫⑪, 5,10,Ｄヤマニンエマイユ, 86,蛯名正, 0.5, 80,   7,   6, 2,  6.4, ⑨⑨
 6, 9, カネトシデュレン,---,大庭和, 1.0, 36, -20,  -6,11, 38.1, ⑧⑦, 6,13,Ｎマコトギャラクシｰ, 44,蛯名正, 0.8, 58,*  6,  -8, 6, 14.4,③③③, 6, 2,Ｍアルファアップル, 62,勝浦正, 0.5, 69,   0,   8,16,256.3, ⑪⑨, 5,11,Ｋスピｰドタッチ, 81,江田照, 0.5, 79,   5,   8,13, 43.3, ⑭⑬
 7, 1, クスコ,---,武士沢, 1.0, 38, -25,   0, 8, 23.8, ⑫⑫, 7, 6,Ｃカオカオプリン, 61,江田照, 1.0, 55,   1,  -3,14, 91.5,⑩⑨⑩, 7,16,Ｃポンテディリアルト, 74,吉田隼, 0.5, 71,   1,   6, 8, 24.1, ⑧⑦, 7, 5,Ｂピサノパテック, 89,横山典, 0.7, 76,   3,   8, 3,  6.7, ⑯⑯
 8, 8, ガナパティ,---,木幡初, 1.2, 37,*-17, -10, 5, 14.2, ③③, 8, 4,Ｇシャイニンアｰサｰ, 59,横山典, 1.1, 51,*  5, -15, 3,  8.6,②②②, 8, 6,Ｆビクトリアスバイオ, 73,松岡正, 0.6, 67,   1,   4, 6, 12.1, ⑤⑥, 8,15,Ｍゼットフラッシュ, 76,小林淳, 0.9, 75,   7,   0,16,142.1, ⑫⑩
 9,13, クロｰルアップ,---,青木芳, 1.5, 34, -21,  -9,16,112.4, ⑥⑧, 9, 5,Ｏトレノユｰボウ, 43,柴田善, 1.1, 54,   4, -10, 7, 20.7,④⑤⑤, 9,15,Ｉビュｰティファイン, 69,北村宏, 0.7, 67,  -5,* 13, 9, 26.0, ⑯⑯, 9, 6,Ｐイナズマアマリリス, 68,吉田豊, 1.0, 75,  11,  -6,14, 49.3, ④④
10, 7, ボｰルドマスタｰ,---,江田照, 1.5, 33, -18, -12, 3,  7.1, ②②,10,11,Ｐレディパレｰド, 40,大野拓, 1.1, 56,  -2,   0,10, 33.3,⑮⑬⑬,10,11,Ａブライダルベｰル, 77,後藤浩, 0.8, 69,   0,   8, 3,  5.7, ⑬⑬,10,12,Ｉタマモナイスプレイ, 83,藤田伸, 1.2, 73,   9,  -6, 5,  9.6, ⑥⑥
11, 5, プレトリアン,---,池崎祐, 1.7, 33, -35,*  4,13, 72.8, ⑯⑯,11,14,Ｊカズノタイショウ, 56,吉田豊, 1.2, 53,   2,  -7, 4,  9.3,⑤⑦⑧,11,12,Ｂフレンチドｰル, 74,伊藤工, 1.2, 62,   0,   1, 2,  4.0, ⑥⑧,11,14,Ｈトレノジュビリｰ, 83,松岡正, 1.2, 73,   6,  -1, 4,  8.8, ⑪⑭
12, 2, マヤノパシャ,---,吉田隼, 2.0, 31, -31,  -3, 7, 19.0, ⑭⑮,12, 9,Ｄアドバンステイオｰ, 60,吉田隼, 1.4, 53,   0,  -7,12, 62.8,⑧⑩⑫,12, 3,Ｊフロｰラルウインド, 65,大庭和, 1.3, 60,   1,  -1,12, 39.0, ⑦⑤,12,16,Ｇマルブツイｰスタｰ, 84,柴田善, 1.3, 71,   7,  -5,10, 23.4, ⑩⑪
13,15, アルコフリｰザ,---,石神深, 2.0, 30, -25,  -8,15,111.3, ⑬⑬,13,16,Ｈマｰニｰ, 59,伊藤工, 1.5, 53,  -3,   1,13, 89.4,⑯⑯⑯,13, 8,Ｋハｰレムスウィング, 64,菊沢隆, 1.6, 60,*  3,  -9,10, 36.6, ①①,13, 9,Ｏゴスホｰクケン, 70,勝浦正, 1.3, 74,* 14, -14,11, 25.1, ①①
16,14, オｰシャンメルヘン,---,嘉藤貴, 2.2, 28, -20, -17,14, 98.0, ⑦⑥,14, 7,Ｅトｰアレオ, 60,木幡初, 1.7, 47,   3, -16, 9, 25.9,⑦⑧⑦,14, 4,Ｌトｰアミステリｰ, 63,江田照, 2.4, 55,   0,  -8,13,126.9, ⑨⑩,14, 4,Ｌメジロシリング, 81,吉田隼, 1.4, 69,   3,  -1,15, 96.1, ⑮⑮
14,16, ブラックフェイク,---,柴山雄, 2.3, 27,*-15, -22,12, 38.6, ①①,15,12,Ｋトｰセンドルチェ, 55,勝浦正, 2.0, 47,  -1, -11,15,199.0,⑬⑮⑮,15,13,Ｏエアワルツ, 52,武士沢, 2.4, 55,  -3,  -5,14,176.9, ⑮⑮,15,13,Ｃダイワマックワン, 87,武士沢, 1.4, 70,   9,  -9, 6, 11.1, ⑦⑦
15,10, ギャンブルレｰサｰ,---,菊沢隆, 9.7,-36,*-17, -85, 6, 18.9, ④④,16, 2,Ｌグラスミュｰズ, 53,柴山雄, 2.1, 44,   3, -23,16,303.5,⑨⑥⑥,16, 9,Ｐパレスキャンディｰ, 48,小林淳, 3.0, 52,  -1, -12,15,238.1, ⑩⑫,16, 8,Ｎアントニオバロｰズ, 70,角田晃, 1.5, 70,* 12, -14, 1,  3.7, ③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-18 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:5),,,,,,,,,,,
"単勝:2,780円 複勝:03=750円 06=720円 11=360円 枠連:3,110円",,,,,,,,,,,,単勝:420円 複勝:01=170円 03=120円 15=360円 枠連:430円,,,,,,,,,,,,"単勝:1,150円 複勝:01=400円 10=220円 07=1,400円 枠連:3,260円",,,,,,,,,,,,"単勝:1,140円 複勝:02=420円 01=580円 03=880円 枠連:8,000円",,,,,,,,,,,
"馬連:25,350円 ワイド:03-06=7,620円 03-11=2,970円 06-11=3,490円",,,,,,,,,,,,"馬連:530円 ワイド:01-03=260円 01-15=1,070円 03-15=930円",,,,,,,,,,,,"馬連:3,120円 ワイド:01-10=1,060円 01-07=7,490円 07-10=4,750円",,,,,,,,,,,,"馬連:7,850円 ワイド:01-02=2,460円 02-03=4,090円 01-03=6,970円",,,,,,,,,,,
"馬単:71,900円 3連複:115,910円 3連単:974,900円",,,,,,,,,,,,"馬単:1,290円 3連複:3,120円 3連単:13,090円",,,,,,,,,,,,"馬単:7,540円 3連複:57,210円 3連単:250,180円",,,,,,,,,,,,"馬単:14,820円 3連複:63,590円 3連単:312,590円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  ダ1400m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  ダ2400m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾚﾋﾞ山梨杯,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃスペｰスウォッチ, 59,横山典,, 58,   1,*  0, 2,  3.6, ⑤⑤, 1, 5,Ｂノボクン, 71,大庭和,, 66,  -9,* 14, 6, 10.5, ⑮⑬, 1,10,Ｅストロングリタｰン, 80,柴田善,, 88,  -5,* 28, 3,  4.2, ⑫⑫, 1, 9,Ｏダンツクリスエス, 72,角田晃,, 81,* 10,  19, 7, 19.8,①①①
 2, 6,Ｄミリオンデンジャｰ, 58,江田照, 0.0, 56,   1,   0,12, 58.7, ④③, 2, 2,Ｌクナンガン, 65,勝浦正, 0.2, 66,  -8,* 12, 7, 14.0, ⑬⑪, 2, 2,Ｆソｰマジック, 79,後藤浩, 0.0, 83,   4,  12, 2,  3.8, ④④, 2,15,Ｍメイショウオニカゲ, 75,田中勝, 0.1, 80,* 10,  21,11, 35.7,⑦⑥④
 3,15,Ｂセイウンツｰスキｰ, 60,北村宏, 0.0, 54,*  3,  -4, 1,  2.2, ①①, 3,13,Ｅツクバフｰジン, 68,柴田善, 0.2, 65,  -4,   6, 3,  6.0, ③④, 3, 9,Ａハウオリ, 85,横山典, 0.0, 85,   0,* 21, 1,  3.5, ⑥⑦, 3, 1,Ｆメイショウブンブク, 78,藤田伸, 0.1, 82,   8,* 24, 2,  3.8,⑧⑨⑨
 4, 4,Ａレチタティｰヴォ, 60,後藤浩, 0.3, 55,  -1,*  1, 3,  5.7, ⑧⑧, 4, 4,Ｃタマビッグボス, 70,松岡正, 0.4, 65, -12,* 14, 9, 17.2, ⑯⑯, 4, 1,Ｄチャｰムポット, 81,藤田伸, 0.1, 84,   4,  11, 4,  6.4, ③③, 4, 3,Ｊサトノトップガン, 77,北村宏, 0.2, 78,   9,  20, 3,  6.9,③④⑥
 5, 5,Ｆリキサンヒｰロｰ, 53,勝浦正, 0.4, 55,   0,  -1, 6, 22.8, ⑦⑦, 5,16,Ｊデュアルサクセス, 66,蛯名正, 0.4, 67,  -6,  10, 2,  5.2, ⑨⑨, 5, 3,Ｂブレイクナイン, 82,吉田豊, 0.3, 82,   0,  16, 5, 12.9, ⑨⑥, 5,13,Ｈベルモントガリバｰ, 77,松岡正, 0.3, 78,*  9,  18, 1,  3.0,②②②
 6, 2,Ｍディアシｰクレット, 42,田中勝, 0.5, 54,  -4,*  3, 4, 15.6, ⑮⑭, 6,11,Ｎヴィｰナススマイル, 63,後藤浩, 0.6, 62,* -2,   1,11, 57.6, ②②, 6,15,Ｍエｰシンマイトップ, 73,吉田隼, 1.0, 73,*  5,  -3, 9, 41.7, ②②, 6, 4,Ｋウインペンタゴン, 76,吉田豊, 0.4, 80,   8,* 23, 9, 25.9,⑪⑫⑫
 7,12,Ｊホノルルシチｰ, 48,木幡初, 0.8, 50,*  2,  -9,13, 70.6, ②②, 7,10,Ｉハｰドパワｰ, 66,吉田豊, 0.7, 62,  -7,   6,13, 71.5, ⑪⑧, 6, 7,Ｎアサクサゼットキ, 71,菊沢隆, 1.0, 74,  -2,   9,13, 89.1, ⑦⑧, 7, 8,Ｌバトルブリンディス, 75,菊沢隆, 0.5, 79,   9,  19, 6, 14.3,⑥⑦⑧
 8,13,Ｉレッドプラネット, 50,蛯名正, 1.4, 48,  -1,  -9, 5, 16.9, ⑨⑨, 8,12,Ｋゼンノベラｰノ, 66,武士沢, 0.7, 61,  -5,   4, 5,  9.1, ⑤⑤, 8,12,Ｉシンボリハレｰ, 78,木幡初, 1.1, 74,  -4,  13,14,104.7, ⑭⑭, 8, 7,Ａジョｰモルデュｰ, 82,江田照, 0.6, 78,   8,  20, 4, 10.2,⑨⑩⑩
 9, 3,Ｈロｰカパｰラ, 50,柴山雄, 1.6, 45,  -3,  -8,10, 41.3, ⑫⑫, 9, 1,Ｆトゥインクルスノｰ, 67,柴山雄, 0.8, 60,  -4,   1,12, 63.5, ④③, 9,16,Ｌミサトバレｰ, 74,大庭和, 1.2, 73,  -1,   7,12, 84.4, ⑧⑨, 9, 6,Ｃディアディアｰ, 79,勝浦正, 0.7, 76,   9,  16,12, 41.1,⑤⑤⑦
10,10,Ｏタケショウナイト, 37,伊藤工, 1.7, 44,  -8,  -2, 9, 38.0, ⑯⑯,10,14,Ａシャドウエレメント, 71,北村宏, 0.8, 59,  -5,   3, 1,  3.8, ⑥⑥,10, 6,Ｋダイワチャｰム, 76,北村宏, 1.2, 69,*  8, -11, 8, 41.0, ①①,10,11,Ｉスパｰクルシチｰ, 77,蛯名正, 0.7, 77,* 10,  15,10, 34.3,⑩⑧⑤
11, 9,Ｇタマモフルポケット, 51,菊沢隆, 1.8, 45,  -2, -11, 7, 27.3, ⑩⑩,11, 6,Ｍカリズマアゲン, 64,伊藤工, 0.9, 60,  -8,   5,14,169.1, ⑩⑩,11, 4,Ｃゴｰルデンミシエロ, 81,蛯名正, 1.2, 70,   4,  -4, 7, 31.5, ⑤⑤,11, 5,Ｄトｰセンルｰチェ, 79,伊藤工, 0.9, 76,   7,  20,15,108.7,⑮⑭⑮
12, 1,Ｌカシノアレグロ, 43,二本柳, 2.1, 43,  -3, -12,16,441.0, ⑪⑪,12, 9,Ｐフジペガサス, 56,石神深, 0.9, 61,* -1,  -2,15,243.4, ①①,12,11,Ｈパｰトゥｰアワｰズ, 78,田中勝, 1.2, 73,  -3,   8,11, 74.9, ⑪⑪,12,10,Ｂベストオｰカン, 80,大野拓, 1.1, 74,   9,  15, 5, 13.6,⑫⑪⑪
