10年 6月 6日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 6月 6日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝3170m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-12,,,,,■10R  芝2000m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,下鴨ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｂデンコウウインディ, 67,池添謙,, 62,* -1,  -1, 1,  2.2, ②②, 1, 9, ヨドノヒｰロｰ,,中村将,,,,, 5, 15.2,②②①, 1, 3,Ｂピエナエイム, 75,幸英明,, 74,   1,* 10, 4,  7.3, ⑨⑦, 1, 2,Ｆアドマイヤメジャｰ, 80,川田将,, 92,  11,* 12, 2,  5.1,④④④
 2,13,Ｅピアノボレロ, 56,武幸四, 0.0, 67,* -1,*  0, 5, 11.7, ③③, 2, 6, シルバｰブレイズ,,高田潤,211.0,,,, 1,  2.2,⑥④②, 2,16,Ｄマジックアロｰ, 73,四位洋, 0.0, 75,   0,* 12, 2,  5.2, ⑪⑨, 2, 6,Ｉシゲルタック, 78,藤田伸, 0.4, 84,* 15,  -3,11, 58.5,①①①
 3,12,Ｃザッハトルテ, 60,浜中俊, 0.3, 62,  -7,*  3, 3,  7.2, ⑩⑧, 3, 3, マルサンリタｰン,,難波剛,211.2,,,, 2,  4.1,⑤③③, 3,12,Ｅナショナルヒｰロｰ, 72,池添謙, 0.0, 75,   1,* 11, 5,  8.0, ⑩⑫, 3, 1,Ｊマイネルアトレ, 77,国分恭, 0.6, 84,   9,*  6, 7, 26.5,⑧⑦⑥
 4, 3,Ｇシエルト, 52,岡部誠, 0.7, 57,  -7,  -1, 9, 54.3, ⑪⑨, 4,14, エｰシンサｰフィン,,西谷誠,212.2,,,, 4,  8.3,④⑥⑤, 4, 2,Ｃロｰブドヴルｰル, 73,柴田大, 0.1, 73,   3,   6, 6,  9.6, ⑤③, 4, 4,Ｄスカイリュウホｰ, 82,浜中俊, 1.0, 82,   7,*  9, 5, 19.6,⑫⑫⑫
 5, 4,Ｊコヴェンティナ, 47,幸英明, 0.7, 57,  -6,  -2, 7, 46.6, ⑧⑥, 5,10, プライドイズハｰト,,五十嵐,212.8,,,, 3,  7.0,⑦⑦⑧, 5, 1,Ｇダニエルバロｰズ, 70,太宰啓, 0.4, 71,   2,   5, 9, 22.8, ⑧⑥, 5, 3,Ｂフィッツロイ, 85,佐藤哲, 1.1, 76,  11,  -5, 3,  7.9,⑤⑤⑤
 6,10,Ａエｰシンオフクロ, 69,藤岡康, 0.7, 58,*  1,  -9, 2,  3.3, ①①, 6, 2, スプリングロック,,金子光,213.3,,,,11, 70.0,⑪⑩⑨, 6, 5,Ｈダンツフロント, 67,藤田伸, 0.5, 70,*  5,   0, 8, 18.2, ②②, 6, 8,Ｅブルｰスタｰキング, 80,幸英明, 1.4, 77,   8,   0, 8, 30.4,⑩⑨⑩
 7, 9,Ｄマヤラブソング, 56,酒井学, 0.8, 58,  -3,  -5, 4, 10.4, ④⑤, 7, 8, マッキｰガリウム,,佐久間,213.8,,,, 6, 18.2,⑨⑧⑦, 7,10,Ａダスタップ, 75,川田将, 0.8, 68,  -1,   6, 3,  5.4, ⑬⑭, 7, 7,Ａブラストダッシュ, 85,秋山真, 1.5, 73,* 12, -13, 1,  1.7,②②②
 8, 6,Ｉチョウラッキｰ, 50,太宰啓, 0.8, 58,  -9,*  1,14,210.0, ⑬⑩, 8, 1, ゴｰルドリｰズン,,小坂忠,213.8,,,, 9, 31.2,⑩⑫⑬, 8,11,Ｉメイショウフェｰヴ, 66,難波剛, 1.1, 66,  -1,   3,12, 47.0, ⑮⑬, 8, 5,Ｃエテルノ, 83,四位洋, 1.6, 73,   9,  -8, 9, 32.2,⑦⑧⑧
