10年 2月 7日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 2月 7日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
 9,13,Ｍメイスンアイドル, 40,小林淳, 2.2, 44, -11,  -9,15,396.3, ⑨⑨, 9, 5, ヨシキタドッコイ,,横山義,209.9,,,, 6, 20.2,⑫⑬⑫, 9, 2,Ｋロフティｰクリフ, 62,田中勝, 1.7, 60,  -5,   4, 3,  9.0, ⑩⑩, 9, 5,Ｌノットアロｰン, 72,吉田隼, 0.6, 79,   5,  10, 8, 36.6,⑤⑤⑤
10, 4,Ｊセｰリオフィリア, 47,北村宏, 2.2, 43, -11,  -6, 9, 35.3, ⑩⑩,10, 9, ノッティングスカイ,,鈴木慶,210.3,,,,14,224.0,⑩⑪⑩,10, 1,Ｉデンコウラッキｰ, 64,蛯名正, 1.8, 60,  -3,   1, 8, 48.4, ⑥⑥,10, 4,Ｈアメジストリング, 78,三浦皇, 0.6, 83,  -1,* 21, 6, 22.0,⑫⑫⑫
11, 1,Ｋプリトヴィツェ, 46,坂井英, 2.4, 42, -16,  -5,13,215.1, ⑮⑮,,,,,,,,,,,,,11, 4,Ｊダイヤペルセウス, 63,吉田隼, 1.8, 62,  -6,   6,11,234.0, ⑫⑫,11, 9,Ｋキングルｰキｰ, 75,北村宏, 0.7, 77,*  6,   7,12,134.7,③③④
12, 3,Ｎマヒナビスティｰ, 36,勝浦正, 2.7, 40, -14,  -9,12, 90.5, ⑪⑬,,,,,,,,,,,,,12, 6, イシノウォｰニング,---,柄崎将, 3.0, 52,  -5,  -6,12,321.8, ⑪⑪,12, 7,Ｊドモナラズ, 75,柴田善, 1.0, 74,*  8,   0,10, 83.3,②①①
13, 5,Ｃスイｰトコルベｰル, 56,伊藤工, 2.8, 37, -10, -15,11, 84.8, ⑤⑦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14, 7,Ｏカレンナヒトミ, 34,後藤浩, 3.1, 36, -18,  -8, 6, 20.3, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,Ｌリバｰソナタ, 41,石神深, 3.3, 35, -13, -16,16,402.4, ⑭⑫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16, 2,Ｐリズワングル, 32,水出大, 3.5, 34, -14, -15,14,379.1, ⑬⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:2),,,,,,,,,,,
単勝:450円 複勝:09=160円 14=170円 11=230円 枠連:860円,,,,,,,,,,,,"単勝:520円 複勝:08=180円 02=410円 07=210円 枠連:2,570円",,,,,,,,,,,,"単勝:170円 複勝:10=110円 07=270円 11=140円 枠連:1,150円",,,,,,,,,,,,"単勝:450円 複勝:08=150円 12=600円 03=110円 枠連:1,570円",,,,,,,,,,,
"馬連:1,040円 ワイド:09-14=470円 09-11=740円 11-14=750円",,,,,,,,,,,,"馬連:2,860円 ワイド:02-08=940円 07-08=450円 02-07=1,130円",,,,,,,,,,,,"馬連:1,600円 ワイド:07-10=520円 10-11=190円 07-11=770円",,,,,,,,,,,,"馬連:9,460円 ワイド:08-12=1,620円 03-08=210円 03-12=980円",,,,,,,,,,,
"馬単:2,010円 3連複:2,820円 3連単:14,240円",,,,,,,,,,,,"馬単:5,960円 3連複:4,820円 3連単:33,740円",,,,,,,,,,,,"馬単:2,070円 3連複:1,650円 3連単:8,370円",,,,,,,,,,,,"馬単:15,640円 3連複:4,940円 3連単:47,350円",,,,,,,,,,,
■ 2R  ダ2100m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  ダ1600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■11R  芝1800m 3 歳ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,共同通信杯 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａカントリｰスノｰ, 63,蛯名正,, 67,*  3,*  1, 3,  6.1,①①①, 1, 8,Ｊハングリｰジャック, 50,蛯名正,, 66,* -1,*  1, 1,  2.5, ④④, 1, 6,Ａメイショウパルマ, 80,柴山雄,, 79,   3,* 15, 1,  2.0, ⑦⑦, 1, 6,Ｄハンソデバンド, 69,蛯名正,, 82,*  0,  16, 3,  7.4,②②②
 2, 2,Ｈジュヌドラゴン, 48,ルメｰ, 0.6, 63,*  1,*  0, 2,  3.5,⑤⑤③, 2,15,Ｐソウルフルヴォイス, 42,北村宏, 0.2, 65,  -5,*  5, 5,  6.9, ⑪⑩, 2, 9,Ｆブラストヘッド, 72,三浦皇, 0.2, 80,*  6,* 10, 8, 32.1, ②②, 2, 3,Ａダノンシャンティ, 76,吉田豊, 0.0, 84,  -5,* 23, 2,  4.1,⑪⑩⑧
 3, 7,Ｂジンデンバルト, 61,三浦皇, 1.3, 60,  -1,*  0, 5,  6.7,⑩⑨⑧, 3, 6,Ｎマイネルドルチェ, 44,伊藤工, 0.6, 58,*  1, -11, 9, 63.4, ②②, 3, 4,Ｊアドバンスピｰル, 70,吉田隼, 0.7, 76,*  6,   5, 5, 12.3, ①①, 3, 5,Ｃアリゼオ, 76,ルメｰ, 0.0, 81,  -2,* 17, 1,  1.8,④④④
 4, 6,Ｅテイクザファントム, 56,後藤浩, 1.4, 57,*  2,  -9, 6, 20.2,②②②, 4,13,Ｃコスモカンタｰビレ, 61,三浦皇, 0.8, 57,  -5,  -5, 4,  6.3, ⑧⑨, 4,14,Ｇキングスリｰジョン, 71,ルメｰ, 1.2, 73,   2,   9, 3,  9.2, ⑪⑫, 4, 4,Ｂダイワアセット, 76,北村宏, 0.3, 79,  -2,  14, 4,  8.8,③③③
 5, 8,Ｋシャコｰムサシ, 46,坂井英, 1.5, 57,*  1,  -9,16,356.9,③③④, 5,14,Ｇジュンノアスカ, 54,中谷雄, 0.9, 59, -13,*  9,11,119.7, ⑯⑯, 5, 3,Ｃレッドシャドウ, 75,北村宏, 1.3, 68,*  5,   2, 2,  4.9, ③③, 5, 9,Ｅアｰスステップ, 67,吉田隼, 0.5, 76,  -3,  13, 9, 52.2,⑦⑥⑤
 6, 1,Ｃウエスタンブラボｰ, 61,田中勝, 2.3, 53,   0, -11, 1,  3.0,⑦⑦⑥, 6, 2,Ｅコスモアルメリア, 54,津村明, 0.9, 56,*  0, -12, 7, 37.5, ③③, 6, 7,Ｄフェイマステイル, 74,柴田善, 1.3, 73,   3,   6, 7, 13.8, ⑫⑧, 6, 7,Ｈタイセイレジェンド, 61,三浦皇, 0.5, 78,  -5,  15, 6, 20.0,⑥⑤⑦
 7,13,Ｄリキアイクロフネ, 59,勝浦正, 2.7, 50,  -2, -10, 4,  6.2,⑬⑫⑪, 7, 4,Ｈレオヒリュウ, 52,江田照, 0.9, 54,*  2, -17,16,268.9, ①①, 7, 8,Ｂシンワラヴ, 78,吉田豊, 1.6, 69,   1,   6, 4, 11.8, ⑬⑬, 7, 1,Ｆカワキタコマンド, 66,武士沢, 0.7, 69,*  1,   3,13,171.4,①①①
 8,12,Ｍマイネルウィル, 44,武士沢, 2.8, 49,  -4,  -8,14,259.7,⑮⑮⑭, 8,12,Ｂロｰテスクライト, 61,ルメｰ, 1.1, 56,  -7,  -3, 3,  5.6, ⑭⑬, 8,13,Ｈサｰチリザルト, 71,坂井英, 1.8, 69,   0,   6,11, 85.6, ⑮⑮, 8,12,Ｇカシマストロング, 65,田中勝, 0.8, 75,  -6,  16, 8, 51.5,⑬⑬⑫
 9,15,Ｊスリｰピｰクス, 48,大庭和, 3.1, 46,  -5,  -8,12,180.4,⑯⑯⑮, 9,10,Ｏチャンピオンハｰレ, 44,後藤浩, 1.3, 51,  -3, -14, 2,  4.4, ⑥⑥, 9, 5,Ｋスプリングルｰシｰ, 70,後藤浩, 1.8, 67,   2,   3,10, 82.9, ⑨⑩, 9, 2, ガナｰル,---,坂井英, 1.0, 72,  -6,  11,12,161.9,⑩⑨⑪
10, 4,Ｆコスモマハトマ, 51,柴山雄, 3.1, 48,  -4,  -8, 8, 43.2,⑭⑭⑯,10, 5,Ｄラナイダンス, 57,木幡初, 1.3, 52,  -4, -10,12,122.5, ⑨⑧,10, 1,Ｌシャフツレディ, 69,江田照, 2.0, 65,   4,  -3,14,134.4, ⑤④,10,13,Ｉナシュワンヒｰロｰ, 59,柴山雄, 1.1, 69,  -3,   4, 7, 45.2,⑧⑧⑥
11,10,Ｏニシノプレミアム, 42,北村宏, 3.5, 44,  -3, -15, 7, 37.0,⑨⑪⑫,11, 1,Ｌゴｰルドグラフィｰ, 45,柴山雄, 1.4, 52,  -4, -12,10, 98.6, ⑦⑦,11,11,Ｅアポロストｰム, 74,勝浦正, 2.2, 65,   0,   2, 6, 13.5, ⑭⑭,11, 8,Ｋロジスプリング, 44,柴田善, 1.3, 69,  -6,   8, 5, 18.7,⑫⑫⑬
12,11,Ｐコスモエポック, 40,津村明, 4.5, 40,  -1, -31,10, 75.2,⑥⑥⑦,12, 7,Ｆハッピｰデュランダ, 54,吉田隼, 1.5, 50,  -9,  -8, 6, 30.1, ⑬⑭,12,15,Ｍバリアントバイオ, 66,大庭和, 2.2, 61,  -1,   3, 9, 43.0, ⑯⑯,12,10,Ｊタイムカｰド, 58,勝浦正, 1.4, 65,  -3,   1,10,107.6,⑤⑦⑨
13, 9,Ｉシンボリボルドｰ, 48,江田照, 4.7, 39,  -4, -24,15,272.8,⑪⑬⑬,13,16,Ｍトレジャｰゴッド, 44,柴田善, 1.7, 47, -10,  -8,13,131.1, ⑮⑮,13, 2,Ｉチェリｰクラウン, 71,蛯名正, 3.1, 59,   4, -11,13, 99.4, ⑥⑥,13,11, リザルヴ,---,後藤浩, 2.9, 46,  -5, -18,11,118.0,⑨⑪⑩
14,16,Ｎゲンパチシャトル, 43,吉田隼, 4.8, 39,  -2, -29,13,248.4,⑫⑩⑨,14,11,Ｉサマｰパステル, 51,坂井英, 1.7, 47,  -6, -14,15,268.3, ⑩⑫,14,16,Ｐケｰジｰカンザクラ, 57,菊沢隆, 3.1, 59,   4, -10,15,205.9, ⑧⑨,,,,,,,,,,,,
15, 3,Ｌパワｰショウ, 44,吉田豊, 4.8, 39,   0, -34, 9, 50.9,④④⑤,15, 9,Ａショウナンアストン, 62,田中勝, 2.1, 41,  -3, -25, 8, 39.0, ⑤⑤,15,12,Ｎリｰチマイドリｰム, 64,中谷雄, 3.7, 54,   4, -17,12, 93.2, ④⑤,,,,,,,,,,,,
16,14,Ｇハッピｰメッセｰジ, 50,伊藤工, 5.2, 36,  -3, -32,11,171.2,⑧⑧⑩,16, 3,Ｋドロップ, 45,菊沢隆, 2.1, 43,  -6, -19,14,229.8, ⑫⑪,16,10,Ｏヨシモンドノスケ, 62,石神深, 3.9, 53,   2, -15,16,582.6, ⑩⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:2),,,,,,,,,,,
単勝:610円 複勝:05=210円 02=160円 07=180円 枠連:430円,,,,,,,,,,,,"単勝:250円 複勝:08=150円 15=210円 06=1,290円 枠連:780円",,,,,,,,,,,,"単勝:200円 複勝:06=120円 09=640円 04=350円 枠連:2,960円",,,,,,,,,,,,"単勝:740円 複勝:06=150円 03=120円 05=110円 枠連:1,010円",,,,,,,,,,,
"馬連:1,310円 ワイド:02-05=530円 05-07=710円 02-07=470円",,,,,,,,,,,,"馬連:890円 ワイド:08-15=400円 06-08=2,210円 06-15=4,160円",,,,,,,,,,,,"馬連:3,720円 ワイド:06-09=1,120円 04-06=630円 04-09=2,490円",,,,,,,,,,,,"馬連:1,440円 ワイド:03-06=370円 05-06=230円 03-05=150円",,,,,,,,,,,
"馬単:2,980円 3連複:2,770円 3連単:16,440円",,,,,,,,,,,,"馬単:1,530円 3連複:17,200円 3連単:56,200円",,,,,,,,,,,,"馬単:5,010円 3連複:9,870円 3連単:46,970円",,,,,,,,,,,,"馬単:3,230円 3連複:590円 3連単:6,750円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 6R  芝1400m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝2400m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■12R  ダ1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,箱根特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12, ネオスプレマシｰ,---,ルメｰ,, 53, -11,*  3, 3,  5.1, ⑧⑦, 1,13, クィンビｰクイｰン,---,小林淳,, 51, -25,   3,10, 63.8, ④④, 1, 6,Ｂマイネルｰチェ, 82,ルメｰ,, 79,   2,* 12, 2,  3.8,⑥⑧⑥, 1, 9,Ｄフミノパシフィック, 82,後藤浩,, 83,* 12,  10, 5,  9.6, ①①
 2, 9, ヒュｰスケン,---,小林淳, 0.1, 52, -11,*  2, 9, 53.2, ⑥⑥, 2, 6, サトノロック,---,後藤浩, 0.0, 48,*-21,  -2, 3,  4.7, ①①, 2, 7,Ａトｰセンゴライアス, 84,蛯名正, 0.1, 76,*  6,   0, 1,  3.4,②②②, 2,13,Ｂメイショウヨシヒサ, 84,吉田隼, 0.1, 85,   4,* 20, 1,  3.6, ⑭⑬
 3,13, レッドアクセル,---,菊沢隆, 0.1, 53, -12,*  4, 4, 10.2, ⑨⑨, 3,16, ゴｰルデンダニエル,---,江田照, 0.1, 47,*-22,  -2,11, 69.8, ②②, 3, 3,Ｆミッキｰミラクル, 77,北村宏, 0.4, 74,   3,   3, 3,  4.4,④⑤③, 3,12,Ｅザッハｰマイン, 81,中谷雄, 0.2, 83,   6,* 15, 6, 12.0, ⑧⑥
 4, 1, メジロベンジャミン,---,蛯名正, 0.4, 49,* -9,  -5, 2,  4.0, ①①, 4,12, カｰルファタｰレ,---,ルメｰ, 0.1, 51, -30,*  8, 1,  2.6, ⑬⑫, 4,11,Ｃベルグミサイル, 81,武士沢, 0.5, 73,   0,*  9,10, 81.4,⑩⑨⑨, 4,11,Ｃセイウンアスラン, 83,ルメｰ, 0.5, 80,* 10,   8, 4,  6.2, ③③
 5, 5, イチフジ,---,中谷雄, 0.4, 52,* -9,  -2,14,158.9, ④③, 5, 3, スｰパｰクロｰザｰ,---,坂井英, 0.1, 49,*-23,   1, 4,  9.6, ③③, 5, 5,Ｈヒカルマンテンボシ, 74,後藤浩, 0.6, 71,*  6,  -7, 4,  7.7,①①①, 5,16,Ｋフィｰルドジュエル, 78,柴田善, 0.6, 81,   2,* 17, 8, 26.8, ⑮⑮
 6,15, ケイアイクライム,---,吉田豊, 0.7, 47, -12,  -2, 1,  2.4, ⑫⑩, 6, 5, マイネルヴンダｰ,---,三浦皇, 0.2, 50, -29,   6, 2,  3.8, ⑩⑨, 6, 4,Ｄジェイケイラン, 80,江田照, 1.1, 68,   0,   2, 5,  7.8,⑫⑪⑩, 6,14,Ａケイアイダイオウ, 85,吉田豊, 0.6, 79,   8,   9, 2,  4.0, ⑤④
 7,16, シンキ,---,北村宏, 0.8, 44,*-10,  -6, 5, 13.0, ⑤⑤, 7,11, ブリタニアブルｰ,---,北村宏, 0.4, 47, -27,   2, 5,  9.6, ⑨⑧, 7, 8,Ｋアイティｰバトル, 69,石神深, 1.3, 66,   2,  -4,11,164.1,⑦⑦⑧, 7, 5,Ｉフサイチコウキ, 79,田中勝, 1.2, 75,   5,   8, 3,  5.6, ⑦⑩
 8, 4, メジロフランクリン,---,三浦皇, 0.9, 46,*-10,  -7, 7, 27.3, ③④, 8,14, シルクマｰマレｰド,---,吉田豊, 0.5, 47, -32,*  7, 6, 25.0, ⑭⑭, 8,12,Ｇワシャモノタリン, 74,田中勝, 1.3, 65,   3,  -8, 7, 16.5,⑧④⑤, 8, 7,Ｎチャリティショウ, 76,武士沢, 1.2, 74,   5,   8,15,171.1, ⑨⑨
 9, 7, ゴｰルデンシャワｰ,---,吉田隼, 1.6, 44, -14,  -6,15,204.4, ⑪⑪, 9, 8, フランボアｰズ,---,勝浦正, 0.5, 46, -29,   2, 8, 45.6, ⑧⑩, 9,13,Ｊマスラタケヲ, 72,伊藤工, 1.4, 64,   3, -11,12,207.9,⑤⑥④, 9,15,Ｈサルバドｰルアスカ, 79,勝浦正, 1.3, 74,   5,   7, 7, 19.2, ⑪⑪
10, 6, ホｰカスポｰカス,---,伊藤工, 2.1, 36, -13, -14, 6, 14.0, ⑦⑧,10, 9, コスモチャタレイ,---,津村明, 0.5, 44, -28,  -1, 9, 50.5, ⑦⑦,10, 2,Ｅディｰエスハリアｰ, 78,柴田善, 1.5, 66,  -1,   1, 6, 12.1,⑪⑫⑫,10, 6,Ｌステイドリｰム, 77,蛯名正, 1.3, 75,   6,   6,10, 44.4, ⑬⑧
11, 2, ブライティアモア,---,増沢由, 2.2, 36,* -9, -20,11, 59.2, ②②,11,10, サントワマミｰ,---,柴田善, 0.5, 46, -30,   3, 7, 31.4, ⑪⑪,11,10,Ｉセイカジｰベック, 73,吉田隼, 1.8, 62,   2, -11, 8, 37.0,③③⑦,11, 1,Ｇケイアイモｰガン, 80,大庭和, 1.8, 68,   8,   0,12, 75.7, ④⑤
12,14, スカイミュｰジック,---,岩部純, 2.7, 36, -19,  -7,13,112.8, ⑭⑬,12, 7, スｰパｰベア,---,横山義, 0.5, 47, -31,   5,12, 75.7, ⑫⑬,12, 9,Ｍミウラリチャｰド, 64,鷹野宏, 2.3, 58,  -1, -11,13,209.2,⑨⑩⑪,12, 2,Ｆカラベルラティｰナ, 80,伊藤工, 1.8, 70,   6,   2, 9, 29.6, ⑥⑦
13, 8, テイエムマッスル,---,大庭和, 3.2, 30, -24,  -2,10, 58.9, ⑯⑯,13, 1, フレンドミリオン,---,木幡初, 0.7, 41, -27,  -3,13, 87.4, ⑥⑥,13, 1,Ｌエイシンワｰルド, 68,三浦皇, 2.7, 56,  -1, -16, 9, 52.2,⑬⑬⑬,13, 4,Ｍカロンセギュｰル, 76,坂井英, 1.8, 71,   3,   6,14,124.9, ⑫⑭
14,11, マイネクインテット,---,武士沢, 4.2, 24, -20, -18,16,365.3, ⑮⑮,14, 4, ブリリアントレッド,---,武士沢, 0.8, 42, -35,   6,14,128.3, ⑮⑯,,,,,,,,,,,,,14, 3,Ｊエヴァシャイン, 79,津村明, 1.9, 68,* 10,  -4,11, 47.6, ②②
15,10, レイビスティｰ,---,勝浦正, 4.6, 20, -20, -23,12, 85.5, ⑬⑭,15, 2, ゼストオンワｰド,---,鈴来直, 0.8, 44, -35,   6,16,245.0, ⑯⑮,,,,,,,,,,,,,15, 8,Ｏリスペクトキャット, 70,柴山雄, 2.9, 62,  -3,   4,13, 89.1, ⑯⑯
16, 3, メテオｰルシャワｰ,---,江田照, 4.7, 18, -15, -31, 8, 51.1, ⑩⑫,16,15, テンカラット,---,平沢健, 2.3, 20,*-23, -28,15,179.7, ⑤⑤,,,,,,,,,,,,,16,10,Ｐヤマニンプレアデス, 66,江田照, 3.1, 60,   5,  -7,16,303.5, ⑩⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
