10年 7月31日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 7月31日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  ダ1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 6, 2,Ｆビジュｰトップス, 58,丸田恭, 0.5, 55,   5,  -1, 4,  9.7,⑥④④, 6, 7,Ｍリネンダイドウ, 47,木幡初, 0.7, 59,   6,  -5,14,156.2, ⑦⑦, 6, 7,Ａナムラアｰガス, 75,古川吉, 1.1, 76,  -3,  13, 6, 17.7,⑦⑤⑤, 6, 5,Ｅスガノメダリスト, 75,四位洋, 0.8, 71,  -7,  10, 2,  6.2, ⑪⑩
 7, 6,Ｉサクラサンダｰ, 55,ホワイ, 0.7, 52,*  6,  -6, 3,  9.4,②②②, 7,16,Ｉメグリ, 53,西村太, 0.7, 55, -11,* 12,11, 41.5, ⑯⑯, 7, 4,Ｈケイエスラック, 60,藤岡佑, 1.3, 69,*  0,   4, 8, 66.4,①①②, 7, 8,Ｇコリコパット, 75,古川吉, 0.8, 73,  -2,   6, 3,  6.7, ⑥⑤
 8, 7,Ｃアスカノイオン, 62,丸山元, 0.8, 53,   1,   2, 7, 27.0,⑪⑪⑩, 8, 2,Ｌジワクｰ, 50,丸田恭, 0.7, 55, -10,* 11,12, 53.8, ⑮⑭, 8, 5,Ｇバイタルシチｰ, 64,丸山元, 1.8, 68,  -6,  10, 7, 25.5,⑧⑧⑧, 8, 3,Ｊマイネルオｰクベイ, 71,大野拓, 0.8, 72,  -6,   9,11, 75.2, ⑨⑪
 9,11,Ｂメイショウボヌス, 62,武幸四, 1.3, 53,   5,  -8, 2,  3.1,⑤⑥⑧, 9, 3,Ｄラストワルツ, 59,四位洋, 0.8, 61,* 15, -15, 6, 16.5, ①①,,,,,,,,,,,,, 9,13,Ｈサンゴシック, 72,池添謙, 0.8, 72,*  4,  -1, 5, 10.6, ③②
10, 4,Ｈテイエムスプリング, 55,西村太, 1.6, 48,  -1,  -1,11,126.4,⑬⑬⑬,10, 9,Ｏブアットムｰ, 43,藤田伸, 0.8, 54,  -5,   4, 4,  8.5, ⑬⑮,,,,,,,,,,,,,10, 6,Ｂクラッカｰジャック, 77,藤田伸, 0.9, 70,  -6,   8, 8, 12.6, ⑩⑧
11, 5,Ｅアミュｰズ, 59,横山典, 1.7, 44,*  5, -14, 1,  2.3,①①①,11, 6,Ｋレイディオドリｰム, 50,勝浦正, 0.9, 54,  -2,   1,13,106.5, ⑩⑫,,,,,,,,,,,,,11,10,Ｌコスモイライザ, 67,丹内祐, 0.9, 72,*  3,  -1,12,152.2, ②③
12,10,Ｍタカオミレニアム, 36,黛弘人, 2.6, 41,   0, -11,13,318.4,⑧⑫⑫,12, 1,Ｆキョウワバｰニング, 55,丸山元, 0.9, 60,* 14, -15, 9, 22.2, ②②,,,,,,,,,,,,,12, 7,Ｋタツサファイヤ, 70,吉田隼, 1.1, 67,  -4,   2, 7, 12.4, ⑦⑦
13, 1,Ｋコスモチャタレイ, 49,丹内祐, 3.3, 36,   2, -21,12,154.5,④⑧⑪,13, 5,Ｊモノリス, 51,丹内祐, 1.0, 57,   7, -10,10, 37.2, ⑤④,,,,,,,,,,,,,13,12,Ｍパドブレ, 64,柴山雄, 1.5, 62,  -5,  -1,13,371.8, ⑧⑨
,,,,,,,,,,,,14,14,Ｎタケノチャンス, 44,長谷川, 1.0, 53,  -2,  -1,16,290.8, ⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15, 8,Ｈスピリットワン, 55,黛弘人, 1.4, 47,  -9,   0,15,237.0, ⑭⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,15,Ｃバシュペリｰゴ, 60,安藤勝, 1.5, 53,* 13, -21, 2,  4.9, ④⑥,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,
"単勝:2,850円 複勝:09=490円 03=300円 08=690円 枠連:5,000円",,,,,,,,,,,,"単勝:1,840円 複勝:12=860円 10=600円 04=330円 枠連:890円",,,,,,,,,,,,単勝:210円 複勝:08=110円 01=180円 03=150円 枠連:0円,,,,,,,,,,,,単勝:880円 複勝:09=360円 11=160円 01=310円 枠連:450円,,,,,,,,,,,
"馬連:7,600円 ワイド:03-09=1,710円 08-09=4,420円 03-08=2,850円",,,,,,,,,,,,"馬連:17,300円 ワイド:10-12=5,980円 04-12=1,590円 04-10=2,820円",,,,,,,,,,,,馬連:740円 ワイド:01-08=300円 03-08=210円 01-03=500円,,,,,,,,,,,,"馬連:1,370円 ワイド:09-11=550円 01-09=1,540円 01-11=640円",,,,,,,,,,,
"馬単:15,200円 3連複:45,200円 3連単:264,560円",,,,,,,,,,,,"馬単:34,260円 3連複:40,310円 3連単:274,850円",,,,,,,,,,,,"馬単:1,300円 3連複:1,140円 3連単:4,520円",,,,,,,,,,,,"馬単:3,410円 3連複:4,350円 3連単:26,030円",,,,,,,,,,,
■ 3R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-11,,,,,■ 6R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 9R  芝1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■12R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,漁火ｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5, シルクデイブレイク,---,芹沢純,, 61,  -8,* 13, 5, 11.6, ④④, 1, 1,Ｊホクトスズラン, 59,武幸四,, 74,   4,*  4,11, 88.5,⑫⑫⑦, 1, 9,Ｂトｰセンジョｰダン, 85,ホワイ,, 87,   2,* 17, 1,  1.7,⑥⑦⑥, 1,10,Ｆクレスコドリｰム, 69,丸田恭,, 67,*-10,  17, 6, 19.5,②②②
 2,10,Ｃラブシェｰマ, 59,秋山真, 0.5, 59,*  3,   1, 4,  7.9, ②②, 2, 6,Ｉトｰセンピナクル, 60,四位洋, 0.3, 69,*  9, -11, 6, 19.0,④④④, 2, 7,Ｅミッキｰパンプキン, 81,四位洋, 0.2, 87,   1,* 19, 8, 30.8,⑩⑩⑩, 2, 9,Ｄトウショウレリｰフ, 71,勝浦正, 0.0, 67, -11,* 19, 1,  1.7,③③③
