10年 4月18日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 4月18日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1200m 4歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,京葉ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｇポルトゥエンセ, 51,横山典,, 57,*  7,  -4, 2,  3.5,③③③, 1, 7,Ａユウガナル, 69,岩田康,, 62,* -4,   0, 1,  1.5,②②②, 1, 1,Ｂカｰネリアンシチｰ, 74,内田博,, 68,   1,  11, 1,  1.8,⑦⑦⑧, 1,16,Ｂアイルラヴァゲイン, 92,松岡正,, 83,*  2,  18, 3,  7.2, ③③
 2, 5,Ａチャレンジフラッグ, 62,後藤浩, 0.1, 55,*  6,  -6, 1,  2.0,①①①, 2, 1,Ｃマイネルネオハｰト, 55,武士沢, 0.1, 64,  -7,*  7, 7, 42.4,⑦⑦④, 2, 6,Ｉエンブリオ, 65,柴山雄, 0.0, 66,   2,  11, 5, 12.2,⑩⑧⑥, 2, 8,Ｈカルナバリｰト, 89,和田竜, 0.2, 82,  -3,  20,15,134.5, ⑧⑥
 3, 4,Ｂゴｰルドマッシモ, 61,吉田豊, 0.2, 56,   4,* -1, 3,  6.2,⑦⑥④, 3, 5,Ｇケンシン, 50,福永祐, 0.3, 60,* -3,  -7, 6, 27.4,①①①, 3, 8,Ｇブロックバスタｰ, 69,松岡正, 0.3, 66,   0,* 12, 8, 46.8,⑨⑩⑩, 3,13,Ｆドスライス, 90,柴田善, 0.3, 81,   1,  16, 5,  8.1, ④⑤
 4, 8,Ｃドラゴンソニック, 58,田中勝, 0.8, 54,   3,* -3, 5, 16.9,⑩⑩⑨, 4, 8,Ｄマイネルウインザｰ, 55,松岡正, 0.4, 61,* -4,  -3, 3,  6.2,③③③, 4, 7,Ｄトワインブルｰム, 72,吉田豊, 0.4, 65,  -2,* 14, 7, 22.0,⑪⑪⑪, 4, 2,Ａニシノコンサフォス, 92,内田博, 0.4, 81,*  3,  13, 1,  2.9, ①①
 5,10,Ｈヨイチクロｰン, 50,江田照, 1.2, 51,   3,  -7, 7, 60.6,⑧⑧⑥, 5, 9,Ｅゲンパチヒｰロｰ, 53,北村宏, 0.6, 59,  -5,  -3, 5, 21.1,⑥⑤⑥, 5,11,Ｈインディストラｰダ, 67,勝浦正, 0.4, 63,   2,   5, 3,  6.9,⑤④④, 5,12,Ｋガブリン, 87,小牧太, 0.5, 79,  -3,  18,12, 58.3, ⑩⑨
 6, 7,Ｅダイワジュエリｰ, 55,伊藤工, 1.2, 50,   1,  -5,14,170.6,⑪⑪⑩, 6, 4,Ｂファｰストグロｰス, 63,吉田豊, 1.4, 50,  -5, -15, 2,  5.1,④④⑤, 6, 2,Ｆニシノウズマサ, 69,江田照, 0.6, 63,   1,   7,10, 93.1,⑧⑨⑨, 6, 5,Ｌラインプレアｰ, 86,浜中俊, 0.6, 78,  -8,  21,13, 96.4, ⑪⑪
 7, 2,Ｆミステリｰクイｰン, 52,浜中俊, 1.4, 50,   4, -10, 8, 71.5,⑨⑦⑤, 7, 2,Ｈシンボリボルドｰ, 42,大庭和, 1.6, 50,  -6, -12, 9,109.3,⑧⑧⑦, 7,10,Ａマイネルサラン, 74,和田竜, 0.6, 64,   2,   5, 6, 13.1,⑥⑥⑤, 7,11,Ｐラインドライブ, 80,池添謙, 0.6, 78,*  3,  11,14,121.1, ②②
 8, 1,Ｊゴｰルデンシャワｰ, 47,北村宏, 2.0, 45,   1,  -8,11,120.8,⑬⑬⑫, 8,10,Ｆグレイトサム, 51,高橋智, 2.3, 43,  -8, -21, 8, 42.9,⑨⑨⑨, 8,12,Ｋアジュディファラオ, 61,岩田康, 0.7, 63,*  3,   1, 4, 11.0,①①①, 8, 1,Ｇビクトリｰテツニｰ, 89,横山典, 0.7, 77, -15,* 27, 4,  7.7, ⑮⑮
