10年 3月 7日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 3月 7日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
14, 4,Ｋメイショウナイル, 53,高橋亮, 2.7, 40,   3, -21,10, 65.7,③⑧⑪,14,10,Ｐベルモントダイヤ, 56,西田雄, 1.6, 46,  -7,  -8,14,160.7, ⑭⑫,14,15,Ｍアドリｰム, 57,国分優, 3.8, 52,   1, -12,14,231.9,⑭⑫⑭,14,13,Ｎシルクエステｰト, 78,秋山真, 1.4, 71,   5,   9, 4, 10.2,⑫⑮⑮
15,13,Ｅラブニュｰイン, 56,西田雄, 3.4, 38,   2, -21,13, 86.0,⑪⑫⑬,15,13,Ｎテイエムフラメンコ, 59,秋山真, 1.7, 45,  -4, -10,11, 56.3, ⑬⑬,15,14,Ｊスカイハイシチｰ, 69,丸山元, 4.0, 53,   2, -15, 8, 41.6,⑪⑩⑪,15, 9,Ｆカカロット, 81,丸田恭, 2.4, 62,   9,  -8, 3,  8.8,④⑤⑦
16, 9,Ｍリネンマイスタｰ, 49,村田一, 4.0, 33,  -4, -20,16,177.5,⑫⑮⑯,16,16,Ｌクロヒメ, 60,水口優, 2.3, 42,   3, -21, 9, 40.1, ⑧⑭,16, 1,Ｈジョｰリゴラス, 69,藤岡康, 4.0, 52,   3, -16, 5, 11.8,①⑤⑧,16, 4,Ｉシルクストライカｰ, 80,黛弘人, 2.8, 62,   3,  -1,16,169.0,⑮⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:不良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:不良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:不良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:不良(指数:-6),,,,,,,,,,,
"単勝:430円 複勝:08=190円 07=190円 02=380円 枠連:1,090円",,,,,,,,,,,,"単勝:1,520円 複勝:15=410円 12=180円 09=1,410円 枠連:1,320円",,,,,,,,,,,,"単勝:2,000円 複勝:06=430円 16=110円 04=290円 枠連:1,220円",,,,,,,,,,,,単勝:350円 複勝:10=200円 14=380円 12=580円 枠連:930円,,,,,,,,,,,
"馬連:1,110円 ワイド:07-08=460円 02-08=980円 02-07=830円",,,,,,,,,,,,"馬連:2,830円 ワイド:12-15=1,270円 09-15=12,750円 09-12=3,520円",,,,,,,,,,,,"馬連:1,710円 ワイド:06-16=740円 04-06=1,810円 04-16=530円",,,,,,,,,,,,"馬連:2,290円 ワイド:10-14=1,250円 10-12=1,950円 12-14=3,160円",,,,,,,,,,,
"馬単:2,190円 3連複:5,750円 3連単:26,670円",,,,,,,,,,,,"馬単:8,820円 3連複:75,290円 3連単:327,260円",,,,,,,,,,,,"馬単:4,540円 3連複:6,030円 3連単:51,310円",,,,,,,,,,,,"馬単:3,720円 3連複:19,000円 3連単:74,570円",,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 9R  芝2000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,熊野特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,17,Ａアンフィルｰジュ, 70,藤岡康,, 66,*  5,   0, 1,  1.9, ④④, 1,14,Ａヒラボクワイルド, 87,松田大,, 82,* 13,*  2, 1,  1.6,②②②, 1, 5,Ｃトキノヤマトボシ, 74,松田大,, 75,* -8,* 14, 4,  6.5,③⑥⑧, 1,14,Ａブラストダッシュ, 77,秋山真,, 83,* 11,*  2, 1,  2.0,⑤④③
 2, 2, フィドルプレイヤｰ,---,生野賢, 0.4, 59,  -1,   0,14, 87.6, ⑥⑦, 2, 7,Ｋナンヨｰサンセット, 69,田辺裕, 0.7, 76,   9,*  5,11,131.5,⑮⑨⑦, 2,11,Ｇキングウェｰルズ, 67,古川吉, 0.0, 75,* -8,* 11, 1,  5.1,⑦④②, 2,16,Ｅテツキセキ, 72,荻野琢, 1.0, 74,  11,  -8,10, 23.7,⑦⑦⑥
 3,13,Ｃキャンパスライフ, 58,西田雄, 0.4, 60,  -3,*  3, 9, 29.7, ⑪⑧, 3, 1,Ｅタマモウィナｰ, 72,丸山元, 1.1, 74,  11,  -4, 6, 22.7,③③③, 3,15,Ａシルクドルフィン, 77,宮崎北, 0.1, 72,* -8,* 12, 3,  6.5,⑬⑦⑥, 3,11,Ｇナリタトルネｰド, 72,宮崎北, 1.0, 71,* 13, -16, 7, 17.5,①①①
 4, 5,Ｂトｰホウカクテル, 59,吉田稔, 0.5, 57,  -7,*  5, 6, 18.0, ⑫⑩, 4,16,Ｇモエレジンダイコ, 71,大江原, 1.3, 71,  10,  -3, 7, 26.0,⑧⑥⑤, 4,17,Ｋトｰセンロマネ, 63,上村洋, 0.4, 69,* -8,   6, 9, 14.8,⑮⑤③, 4, 6,Ｄスズカジェット, 75,藤岡康, 1.1, 71,   9,* -8, 3,  9.4,⑧⑧⑦
 5, 3,Ｅスタｰリｰクルｰズ, 55,渡辺薫, 0.8, 55,  -3,  -2, 4, 13.6, ⑨⑨, 5, 3,Ｈツカサゲンキ, 70,酒井学, 1.5, 70,   7,   1,13,176.3,⑬⑪⑫, 5,16,Ｄベルタリド, 71,田辺裕, 0.7, 64,* -8,   4, 8, 14.0,⑭⑧⑦, 5,13,Ｌラヴドシャンクシｰ, 65,丸田恭, 1.2, 69,   9,  -9, 9, 19.7,⑨⑨⑪
 6, 1,Ｇスマｰトムｰビｰ, 50,田嶋翔, 0.9, 58,*  9, -15,10, 31.4, ①①, 6,12,Ｆトウショウデザイア, 71,中舘英, 1.5, 70,* 13, -10, 5, 11.1,①①①, 6,12,Ｈスティアヘッド, 67,秋山真, 0.7, 68, -11,  10, 2,  6.3,⑰⑬⑫, 6,15,Ｉレッドシャドウ, 69,中舘英, 1.4, 70,   9, -12, 8, 17.6,⑪⑩⑫
 7,18,Ｍムｰンライトシティ, 43,古川吉, 1.0, 57,*  7, -15, 2,  5.9, ②②, 7,10,Ｌラグナロク, 68,西田雄, 1.7, 69,   7,   0,12,137.6,⑭⑫⑬, 7, 4,Ｅフレノカトリｰヌ, 70,高橋智, 0.8, 67, -12,  10, 6, 10.1,⑫⑯⑮, 7, 2,Ｂシンボリロｰレンス, 76,丸山元, 1.7, 64,* 11, -23, 2,  9.2,③②②
 8,10,Ｈニホンピロエリナ, 49,酒井学, 1.3, 50,   4, -15, 3,  8.3, ⑤⑤, 8,13,Ｃクリスタルドア, 76,中村将, 1.7, 68,   9,  -5, 4, 10.8,⑪⑧⑨, 8, 2,Ｂウォｰボネット, 77,丸田恭, 0.9, 64, -12,   8, 5,  7.0,⑩⑭⑪, 8, 7,Ｃマイネルカルナバル, 75,黛弘人, 1.8, 64,   7, -15, 6, 14.0,⑫⑫⑩
 9, 6,Ｌジワクｰ, 43,大野拓, 1.4, 47, -14,*  2, 7, 22.9, ⑮⑮, 9,15,Ｊアルテマイスタｰ, 70,長谷川, 1.8, 70,   6,   2, 9, 73.8,⑯⑮⑭, 9, 3,Ｊノアブレイク, 64,丸山元, 1.2, 60, -10,   0,11, 35.2,⑥⑨⑨, 9, 5,Ｈクリｰルトルネｰド, 72,松田大, 2.1, 61,  10, -24, 4, 10.8,④⑥⑧
10, 8,Ｆブリジッドブルｰ, 52,田中克, 1.6, 49,*  5, -19,15,128.1, ③③,10, 6,Ｂハｰドトゥセイ, 79,平野優, 1.8, 67,* 12, -11, 3, 10.3,④④④,10, 9,Ｉタイセイダンサｰ, 65,鮫島良, 1.2, 63, -11,   3, 7, 11.1,⑪⑫⑭,10, 3,Ｆマルタカインプレス, 72,丹内祐, 2.4, 58,   7, -23,12, 73.5,⑩⑪⑨
11,16,Ｉレイディオドリｰム, 46,宮崎北, 1.7, 45,   1, -17,11, 40.7, ⑦⑥,11, 9,Ｉスマｰトキャスタｰ, 70,丸田恭, 1.9, 67,   7,  -3, 8, 42.9,⑨⑩⑪,11, 1,Ｌロｰドクリムゾン, 62,大野拓, 2.0, 58, -14,   1,13, 63.5,⑯⑰⑰,11, 9,Ｋタンホイザｰ, 65,上村洋, 2.8, 57,   6, -25, 5, 11.0,⑮⑬⑭
