10年11月 7日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年11月 7日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1600m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 7R  芝1600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  ダ1600m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,錦秋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃトキノエクセレント, 49,平野優,, 66,   1,*  2, 2,  4.2, ③③, 1, 2, イケマドンナ,---,小野寺,, 49,*-19,  -3,10, 37.6, ①①, 1, 9,Ｌナシュワンヒｰロｰ, 65,酒井学,, 76,*  5,   1, 7,  9.4, ①①, 1, 2,Ｅランフォルセ, 86,内田博,, 88,  10,  17, 3,  3.8, ④④
 2,14,Ｈビッグギャンブラｰ, 43,大庭和, 0.6, 59,   1,* -4,11, 41.7, ④④, 2, 6, トｰセンパピヨン,---,松岡正, 0.2, 54, -29,* 12, 2,  5.3, ⑩⑫, 2, 7,Ｄヒカルルｰキｰ, 71,三浦皇, 0.1, 76,   1,   6, 3,  6.2, ⑥⑦, 2, 7,Ｂロラパルｰザ, 89,吉田豊, 0.0, 86,   8,* 19, 2,  3.4, ⑤⑥
 3, 2,Ｊチェルビアット, 41,三浦皇, 1.0, 60,*  4, -10, 5, 10.0, ①①, 3,10, マックスロンシャン,---,北村宏, 0.3, 48,*-23,   0, 4,  8.3, ③③, 3, 3,Ａウエスタンディオ, 77,柴田善, 0.3, 74,  -3,* 10, 2,  5.6, ⑭⑬, 3, 6,Ｉグラヴィテｰション, 82,田中博, 0.3, 87,   8,  16, 5, 12.4, ⑥⑤
 4, 1,Ｂトｰアクリスタル, 58,小林淳, 1.1, 57,  -2,* -4, 3,  4.9, ⑤⑧, 4,15, マイネオｰチャｰド,---,中谷雄, 0.5, 48, -27,*  5, 5, 12.0, ⑨⑩, 4, 6,Ｊマイネルドルチェ, 68,松岡正, 0.4, 72,*  2,   0, 4,  7.3, ③③, 4,10,Ｇピｰスオブパワｰ, 83,三浦皇, 0.3, 86,   8,  17, 4,  9.3, ⑦⑦
 5,13,Ａタフ, 62,吉田豊, 1.5, 53,   0, -10, 1,  3.6, ⑧⑥, 5,13, ディアエスペランサ,---,内田博, 0.7, 46, -25,  -1, 6, 13.9, ⑥⑥, 5,13,Ｃロｰドセイバｰ, 72,内田博, 0.4, 75,  -2,*  8, 5,  8.8, ⑫⑫, 5, 8,Ｄボクノタイヨウ, 86,北村宏, 0.6, 82,   8,  15, 6, 19.6, ⑧⑧
 6, 3,Ｄコスモロングロｰド, 49,松岡正, 1.9, 50,   0, -14, 6, 10.7, ⑥⑤, 6, 8, ウインルキア,---,三浦皇, 0.7, 46, -27,   2, 1,  2.9, ⑧⑧, 6,14,Ｅドリｰムバスケット, 70,勝浦正, 0.6, 68,*  2,  -4, 6,  9.0, ④④, 6, 5,Ｆラルｰチェ, 84,勝浦正, 0.7, 84,   5,* 19, 8, 32.7, ⑬⑬
 7, 6,Ｇオリファン, 43,蛯名正, 2.2, 48,  -1, -14, 4,  8.1, ⑦⑦, 6,11, メマンチンタ,---,田中博, 0.7, 49, -29,*  6, 9, 33.2, ⑭⑮, 7, 5,Ｉテンエイエスプリ, 69,伊藤工, 0.7, 69,  -2,   2,10, 28.1, ⑩⑪, 7,14,Ｊキャトルキャｰル, 81,蛯名正, 0.9, 83,   5,* 18, 7, 26.4, ⑭⑭
 8,10,Ｌアカシサフィア, 40,嘉藤貴, 2.3, 47,  -4, -11, 9, 34.1, ⑪⑩, 8, 4, メジロクロユリ,---,吉田豊, 1.0, 42, -29,   1, 3,  5.3, ⑬⑭, 8,15,Ｋヒルトップシｰン, 67,蛯名正, 0.7, 68,   1,  -1, 9, 24.7, ⑧⑧, 8, 3,Ｃツバサドリｰム, 86,柴田善, 0.9, 79,  10,   8, 9, 37.5, ③③
