10年 2月14日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 2月14日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1300m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
 9,12,Ｋモノリス, 49,柴山雄, 0.7, 48, -10,*  1,11, 73.0, ⑭⑭, 9,10, スプリングラッキｰ,,江田勇,206.0,,,,12,103.1,⑦⑦⑧, 9,11,Ｉダイワバｰガンディ, 70,北村宏, 0.8, 68,   3,   4, 9, 25.0, ⑬⑬, 9,16,Ｊフェイムロバリｰ, 78,柴山雄, 0.7, 81,   0,  14,12, 66.5, ⑨⑨
10,11,Ｅニシノロコペリ, 57,武士沢, 1.0, 47,  -9,  -2,14,131.4, ⑫⑬,10, 1, タニノゴッドマザｰ,,高野和,206.7,,,, 5, 16.6,①①①,10,14,Ｏヒミノマｰチ, 52,小野次, 0.8, 73,* 10,  -3,15,265.1, ③②,10,15,Ｈエイシンパンサｰ, 79,浜中俊, 1.0, 79,  -7,  18, 6, 18.5, ⑫⑬
11, 9,Ｇキングリョウガ, 55,吉田隼, 1.2, 46,  -1, -16, 8, 25.0, ④④,11, 7, メジロゲッタウェイ,,平沢健,206.9,,,,10, 75.1,⑫⑫⑫,11, 1,Ｇベストフェット, 73,松岡正, 0.9, 68,   6,   0,10, 49.3, ⑥⑤,11,10,Ｍジョイントスタｰズ, 74,大庭和, 1.2, 72,*  5,   1,15,128.4, ④④
12, 5,Ｌトｰヨｰツバサ, 39,横山義, 1.6, 42,  -5, -15,16,356.2, ⑩⑨,12, 5, テイエムサプライズ,,蓑島靖,207.1,,,,11, 91.8,⑧⑨⑨,12, 2,Ｊエドノゴｰルド, 64,吉田豊, 1.3, 67,*  9,  -6,12,108.6, ②③,12, 8,Ｎグロリアスウィｰク, 74,中谷雄, 1.3, 71,   3,   1,14,110.1, ⑤⑤
13,13,Ｊベルモントビクタｰ, 50,幸英明, 1.6, 43,  -2, -18,12, 86.0, ⑥⑤,,,,,,,,,,,,,13,12,Ｌメジロホリデイ, 62,岩部純, 1.8, 62,   5,  -6,16,333.3, ⑨⑩,13,11,Ｐグレｰトバルサｰ, 68,石神深, 1.6, 74, -12,  18,16,459.8, ⑮⑯
14, 3,Ｐアキヨシ, -6,中谷雄, 1.7, 41,  -4, -17,13,111.4, ⑦⑧,,,,,,,,,,,,,14, 8,Ｍヤマタケプリンセス, 60,武士沢, 1.8, 60,  -1,   1,13,227.1, ⑮⑯,14, 9,Ｉシャランジュ, 79,幸英明, 1.6, 73,  -9,  14,13, 70.9, ⑯⑮
15, 4,Ｉコスモストラヴィン, 54,伊藤工, 2.3, 34, -11, -13,10, 64.7, ⑨⑮,,,,,,,,,,,,,15,15,Ｐフジノタカワシ, 48,浜中俊, 2.6, 57,   8, -17,11, 91.0, ⑤④,15,12,Ｄメガトレンド, 83,武豊  , 1.7, 70,  -8,  11,10, 27.7, ⑭⑭
16, 6,Ｎカシノイワイザケ, 32,二本柳, 3.1, 30, -13, -18,15,328.9, ⑯⑯,,,,,,,,,,,,,16,13,Ｎサマｰシルクロｰド, 57,木幡初, 2.7, 53,   0,  -8,14,230.8, ⑯⑮,16, 3,Ｋサイレントフォｰス, 78,横山典, 1.9, 60,*  4, -10, 4,  9.6, ③②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:重(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:3),,,,,,,,,,,
単勝:580円 複勝:02=190円 08=140円 15=250円 枠連:450円,,,,,,,,,,,,"単勝:5,540円 複勝:08=930円 12=220円 11=290円 枠連:4,870円",,,,,,,,,,,,"単勝:1,190円 複勝:07=240円 03=300円 06=130円 枠連:2,320円",,,,,,,,,,,,"単勝:1,280円 複勝:02=270円 04=130円 14=180円 枠連:720円",,,,,,,,,,,
馬連:740円 ワイド:02-08=360円 02-15=710円 08-15=650円,,,,,,,,,,,,"馬連:10,970円 ワイド:08-12=4,250円 08-11=4,310円 11-12=670円",,,,,,,,,,,,"馬連:3,940円 ワイド:03-07=1,060円 06-07=470円 03-06=560円",,,,,,,,,,,,"馬連:1,190円 ワイド:02-04=540円 02-14=1,000円 04-14=310円",,,,,,,,,,,
"馬単:1,790円 3連複:2,600円 3連単:11,870円",,,,,,,,,,,,"馬単:39,270円 3連複:38,030円 3連単:411,250円",,,,,,,,,,,,"馬単:8,910円 3連複:3,390円 3連単:34,700円",,,,,,,,,,,,"馬単:3,500円 3連複:2,510円 3連単:18,240円",,,,,,,,,,,
■ 2R  ダ2100m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■11R  芝3400m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,ﾀﾞｲﾔﾓﾝﾄﾞｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｇオリオンザアルファ, 59,後藤浩,, 64,*  3,   0, 8, 23.9,②②②, 1, 5, ダイワソウル,---,北村宏,, 63, -22,* 14, 6, 12.9,⑧⑧⑧, 1,11,Ｂタイガｰファング, 78,北村宏,, 75, -16,  20, 2,  4.5, ⑦⑦, 1,13,Ａフォゲッタブル, 96,武豊  ,, 94,  11,* 33, 1,  2.2,⑪⑪⑪
 2, 7,Ｄビレッジブライト, 62,江田照, 0.0, 63,*  2,   2, 4,  8.8,③④③, 2, 7, サクラインライン,---,柴山雄, 0.1, 61, -20,* 10, 3,  5.1,③⑤⑤, 2, 6,Ｊザクリエイション, 66,横山典, 0.0, 70, -15,  15, 7, 13.2, ③③, 2, 1,Ｏベルウッドロｰツェ, 78,松岡正, 0.2, 90,* 12,  22, 6, 17.2,②③③
 3,11,Ｂアサクサマリンバ, 63,菊沢隆, 0.3, 62,  -1,*  7, 5, 13.0,⑬⑫⑫, 3, 8, カルヴァドス,---,吉田豊, 0.2, 61, -21,* 12, 8, 23.5,⑦⑦⑦, 3,15,Ｅドリｰムゼロワン, 73,ルメｰ, 0.0, 69,*-13,  11, 5, 11.5, ①①, 3, 2,Ｐドリｰムフライト, 77,酒井学, 0.2, 84,* 13,  16,10, 56.0,①①①
 4, 8,Ｋトｰアボンジョルノ, 52,小林淳, 0.5, 60,  -1,*  4, 9, 24.7,⑭⑩⑩, 4, 9, サマｰフィオｰレ,---,吉田隼, 0.5, 53,*-18,   0,10, 46.9,①①①, 4, 2,Ａカイシュウボナンザ, 78,武豊  , 0.1, 77, -24,* 28, 1,  3.3, ⑮⑭, 4, 8,Ｉメインストリｰム, 85,幸英明, 0.2, 94,  11,* 33, 5, 13.5,⑭⑭⑬
 5, 9,Ａバックトゥジエｰス, 66,横山典, 0.5, 60,*  2,  -3, 1,  2.2,⑯③④, 5,15, ディアナムラ,---,後藤浩, 0.6, 52,*-19,   2, 4,  7.6,⑥④④, 5, 9,Ｈヒルトップシｰン, 69,浜中俊, 0.1, 76, -21,* 24,10, 14.2, ⑬⑬, 5,10,Ｂトウカイトリック, 94,大庭和, 0.4, 91,  11,  28, 4, 12.5,⑩⑩⑩
 6, 4,Ｉトｰセンヤッテキタ, 56,伊藤工, 0.5, 59,   1,   0,11, 93.1,④⑥⑥, 6,11, セブンライタｰズ,---,木幡初, 0.6, 54, -20,   5, 7, 20.1,④⑥⑥, 6, 1,Ｄアクアブルｰスカイ, 74,勝浦正, 0.3, 75, -21,* 23, 4, 10.7, ⑫⑫, 6, 6,Ｈコパノジングｰ, 86,勝浦正, 0.6, 88,* 12,  22,11, 56.5,⑦⑦⑧
 7, 5,Ｅニシノシャイナｰ, 61,田中勝, 0.5, 60,*  3,  -5, 7, 21.1,①①①, 7,13, レアｰレスパｰダ,---,田中勝, 1.2, 50, -26,   6, 5,  8.5,⑯⑮⑮, 7,10,Ｉショウナンアルディ, 69,後藤浩, 0.3, 69, -17,  14, 3,  7.6, ⑤⑥, 7, 9,Ｌメイショウドンタク, 83,吉田豊, 0.7, 88,  11,  24, 7, 25.5,⑫⑬⑫
 8,10,Ｆシルクコスモス, 59,松岡正, 0.5, 61,*  2,  -1, 3,  6.4,⑤⑤⑤, 8, 6, ディアユウキ,---,浜中俊, 1.2, 48, -22,  -1, 9, 32.0,⑩⑩⑨, 8, 7,Ｇサクセスヒュｰゴｰ, 69,大庭和, 0.6, 64, -15,   8, 9, 14.1, ④④, 8, 3,Ｆヒカルカザブエ, 87,横山典, 0.8, 84,* 12,  18, 2,  4.0,⑤⑤⑦
 9,13,Ｌムンキンナンティ, 49,柴山雄, 1.8, 51,  -2,  -6,13,217.0,⑩⑪⑪, 9, 2, カズノスカｰレット,---,江田照, 1.4, 45, -23,  -2,13,118.3,⑨⑨⑪, 8, 3,Ｎシベリアンアロｰ, 41,武士沢, 0.6, 66, -19,  14,13,152.8, ⑨⑨, 9, 5,Ｊドットコム, 84,吉田隼, 0.8, 82,* 13,   9,14,121.4,③②②
10,14,Ｃファｰストグロｰス, 62,吉田豊, 2.4, 48,   0, -15, 2,  4.9,⑥⑦⑦,10, 3, レディスキッパｰ,---,ルメｰ, 1.4, 44, -23,  -1, 2,  5.1,⑬⑪⑩,10, 8,Ｋメジロワｰロック, 62,吉田豊, 0.6, 66, -18,  13,11, 46.5, ⑪⑩,10,14,Ｎビエンナｰレ, 81,伊藤工, 0.8, 83,* 12,  14,15,145.7,④④④
11, 1,Ｎスマｰトバルカン, 45,北村宏, 2.4, 47,  -2,  -8, 6, 16.0,⑫⑮⑬,11, 1, ドクトルプリマ,---,武士沢, 1.7, 41, -24,  -4,15,141.0,⑪⑫⑬,11, 4,Ｆナミダガキラリ, 72,松岡正, 0.7, 65, -17,   8, 8, 13.3, ⑥⑤,11,12,Ｇポップロック, 86,田中勝, 1.0, 87,   9,  24, 9, 51.4,⑮⑮⑮
12,12,Ｈストライビング, 57,ルメｰ, 2.7, 46,  -1, -16,10, 33.6,⑦⑨⑨,12,14, フェロｰソルジャｰ,---,小野次, 2.0, 36, -23, -12,12,118.0,⑫⑬⑫,12,14,Ｃミスベルツリｰ, 76,木幡初, 0.9, 58,*-13,   0, 6, 12.8, ②②,12, 7,Ｃモンテクリスエス, 92,北村宏, 1.2, 82,* 12,  13, 3,  6.2,⑨⑨⑨
13,15,Ｏマンドリｰカ, 38,木幡初, 3.2, 43,   0, -22,14,239.2,⑧⑧⑧,13, 4, カシノアイリス,---,郷原洋, 2.0, 40, -24,  -7,16,178.3,⑭⑭⑭,13, 5,Ｌドリｰムヘリテｰジ, 57,吉田隼, 1.3, 58, -19,   5,12, 82.7, ⑩⑪,13,11,Ｋダイワワイルドボア, 84,後藤浩, 1.4, 77,* 12,   5,12, 61.3,⑧⑧⑤
14, 2,Ｐヴィｰヴァジプシｰ, 38,幸英明, 3.8, 41,  -5, -15,12,168.9,⑮⑯⑯,14,16, エイシンロックオン,---,松岡正, 2.1, 33,*-19, -22, 1,  3.0,②②②,14,12,Ｍステルススキャン, 56,柴山雄, 1.4, 55, -17,   0,14,259.0, ⑧⑧,14,16,Ｅエｰシンダｰドマン, 88,浜中俊, 1.5, 78,* 12,   5, 8, 31.9,⑥⑥⑥
15, 3,Ｊチェリッシュ, 53,武士沢, 3.9, 41,  -4, -16,15,298.0,⑨⑭⑭,15,12, プリティエンジェル,---,勝浦正, 2.3, 30,*-19, -23,11, 56.8,⑤③③,15,13,Ｏキャサリンアイドル, 38,小野次, 2.5, 43, -23,  -6,15,346.9, ⑭⑮,15,15,Ｍハｰマジェスティ, 82,小林慎, 2.0, 77,  11,   8,13, 61.4,⑬⑫⑭
16,16,Ｍデルマカエサル, 45,中谷雄, 4.7, 37,  -4, -23,16,467.6,⑪⑬⑮,16,10, バトラコトキシン,---,大庭和,17.9,17.9---, -87, ---,14,132.0,⑮⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:90 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:3),,,,,,,,,,,
"単勝:2,390円 複勝:06=580円 07=280円 11=350円 枠連:3,540円",,,,,,,,,,,,"単勝:1,290円 複勝:05=430円 07=210円 08=560円 枠連:1,920円",,,,,,,,,,,,"単勝:450円 複勝:11=200円 06=390円 15=370円 枠連:1,490円",,,,,,,,,,,,"単勝:220円 複勝:13=140円 01=450円 02=1,270円 枠連:1,700円",,,,,,,,,,,
"馬連:9,540円 ワイド:06-07=2,480円 06-11=2,410円 07-11=1,670円",,,,,,,,,,,,"馬連:3,580円 ワイド:05-07=1,200円 05-08=2,320円 07-08=1,500円",,,,,,,,,,,,"馬連:3,310円 ワイド:06-11=1,390円 11-15=970円 06-15=2,690円",,,,,,,,,,,,"馬連:2,060円 ワイド:01-13=930円 02-13=3,350円 01-02=6,530円",,,,,,,,,,,
"馬単:19,770円 3連複:31,790円 3連単:200,090円",,,,,,,,,,,,"馬単:8,000円 3連複:15,380円 3連単:97,640円",,,,,,,,,,,,"馬単:7,800円 3連複:12,350円 3連単:50,060円",,,,,,,,,,,,"馬単:2,740円 3連複:39,540円 3連単:151,370円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 6R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  ダ1600m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■12R  ダ1300m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾋﾔｼﾝｽｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｈロスヴィｰタ, 52,吉田隼,, 56,*-13,   6, 4,  8.1, ①①, 1,10,Ｆマイネルマルシェ, 70,ルメｰ,, 70,*  9,   7, 4,  8.5, ④④, 1, 2,Ｂバｰディバｰディ, 77,松岡正,, 68,*  2,  18, 3,  5.2, ②②, 1,12,Ｈカフェレジェンド, 76,松岡正,, 79,*  1,  15, 3,  5.6, ②②
 2, 2,Ｃアマｰレトウショウ, 61,勝浦正, 0.1, 55, -16,  10, 7, 13.6, ⑦⑦, 2, 7,Ａダイワファルコン, 78,後藤浩, 0.0, 72,   5,  11, 3,  5.9, ⑤⑤, 2, 9,Ａソリタリｰキング, 82,武豊  , 0.0, 73,  -1,* 23, 1,  2.1, ⑩⑧, 2, 1,Ｆエイシンアマデウス, 77,横山典, 0.0, 80,*  0,  16, 1,  3.2, ③③
 3,10,Ｉスナｰクチェリｰ, 51,浜中俊, 0.1, 56,*-14,   6, 9, 35.2, ②②, 3, 4,Ｅマイネルナタリス, 70,幸英明, 0.1, 72,   4,* 13, 9, 31.4, ⑧⑧, 3,10,Ｆエアウルフ, 74,ルメｰ, 0.0, 71,  -1,* 23, 5, 15.5, ⑧⑨, 3,15,Ｊリバｰアゲイン, 76,吉田豊, 0.2, 79,  -3,* 18, 6, 16.9, ⑨⑨
 4, 5,Ｇトレグラツィエ, 54,菊沢隆, 0.3, 54, -15,   7, 8, 35.0, ⑤⑤, 4, 5,Ｈレインスティック, 65,吉田隼, 0.2, 70,*  9,   3, 6, 18.7, ②②, 4,11,Ｄトｰセンアレス, 76,横山典, 0.3, 68,  -1,  20, 2,  4.3, ⑨⑩, 4, 4,Ｅトウカイポプリ, 78,後藤浩, 0.3, 76,*  1,  12, 7, 20.7, ①①
 5, 1,Ａポロメリア, 64,田中勝, 0.3, 54, -19,* 13, 2,  3.5, ⑫⑩, 5, 2,Ｇニｰマルオトメ, 69,横山典, 0.3, 68,   0,* 15, 5, 18.0, ⑨⑩, 5, 7,Ｃマカニビスティｰ, 77,川島信, 0.3, 67,  -3,* 23, 4,  6.4, ⑫⑫, 5, 8,Ａギンザナイト, 80,武豊  , 0.3, 78,  -1,  15, 2,  3.5, ⑦⑥
 6, 3,Ｎザハブ, 40,木幡初, 0.3, 51,*-15,   5,10, 46.9, ③③, 6, 1,Ｂセイウンジャガｰズ, 77,松岡正, 0.4, 68,   7,   3, 1,  2.3, ③③, 6, 6,Ｌモエレデフィニット, 55,吉田豊, 0.6, 64,   0,  15,12,267.5, ⑥⑦, 6,10,Ｄゴｰルドエンデバｰ, 78,二本柳, 0.5, 77,  -8,* 21, 8, 23.1, ⑯⑮
 7,14,Ｄゴｰルドマッシモ, 61,吉田豊, 0.3, 54, -19,* 13, 1,  2.9, ⑪⑪, 7,12,Ｋレッドクロス, 60,北村宏, 0.5, 68,   0,* 13, 2,  4.2, ⑪⑪, 7, 3,Ｉブルｰソックス, 73,勝浦正, 0.8, 62,*  1,  12,10, 81.1, ③④, 7, 2,Ｉアプロｰズヒｰロｰ, 76,鈴来直, 0.5, 77,  -8,* 21, 5, 14.3, ⑮⑭
 8, 7,Ｍナリタシリウス, 41,幸英明, 0.7, 56, -23,* 17,11, 68.1, ⑯⑯, 8, 6,Ｃエステｰラブ, 71,伊藤工, 0.7, 65,  -1,* 13,11, 64.1, ⑫⑫, 8, 8,Ｇトシギャングスタｰ, 73,浜中俊, 0.9, 64,   0,  12, 6, 19.6, ⑦⑥, 8, 3,Ｋザシｰクレット, 75,江田照, 1.0, 70,  -1,   8,10, 57.3, ⑤④
 9, 4,Ｆエｰスハｰト, 55,横山典, 1.2, 48, -19,   5, 3,  7.4, ⑨⑨, 9,15, モエレエンデバｰ,---,浜中俊, 0.9, 64,  -3,* 13,13, 71.3, ⑬⑬, 9, 4,Ｋビッグバン, 59,後藤浩, 1.4, 56,   0,   7, 7, 39.0, ④⑤, 9,11,Ｌシルクイｰグル, 74,柄崎将, 1.0, 72,  -7,  16, 4,  7.5, ⑬⑬
10, 6,Ｊスズオリヅル, 49,小野次, 1.2, 50, -22,   9,12,127.8, ⑭⑭,10,13,Ｍメジロソフィア, 59,武豊  , 1.1, 60,   2,   1, 8, 26.9, ⑩⑨,10, 5,Ｊテｰオｰケンジャ, 70,幸英明, 1.6, 57,   0,   5,11,175.5, ⑤③,10, 5,Ｂソリッドラヴ, 79,大庭和, 1.2, 68,  -5,  12,12, 58.2, ⑫⑪
11,13,Ｏプラウドメアリｰ, 38,北村宏, 1.2, 45, -20,   6,13,147.2, ⑩⑫,11, 3,Ｌネバｰクイン, 60,吉田豊, 1.2, 56,* 13, -18,12, 70.9, ①①,11, 1,Ｈタカノキング, 73,酒井学, 1.9, 54,*  3,  -1, 9, 50.2, ①①,11, 7,Ｎミスタｰレンチ, 70,幸英明, 1.3, 69,  -3,   7,11, 57.5, ⑧⑦
12,11,Ｂロジガｰル, 62,中谷雄, 1.5, 47, -21,   6, 5,  9.6, ⑬⑬,12, 8,Ｎサニｰダニエル, 55,江田照, 1.4, 57,  -3,   5,15,136.0, ⑮⑭,12,12,Ｅアイアムイチバン, 76,田中勝, 2.2, 52,  -2,   5, 8, 43.2, ⑪⑪,12,14,Ｍケイアイスウォｰド, 73,津村明, 1.3, 67,*  0,   5,14, 86.0, ④⑤
13,16,Ｅトｰセンディｰバ, 56,小林淳, 1.6, 43, -17,  -2, 6, 13.5, ⑧⑧,13,14,Ｄセントアンズ, 71,田中勝, 1.6, 53,   6, -12, 7, 25.7, ⑦⑦,,,,,,,,,,,,,13,13,Ｇチャｰムウィｰク, 77,柴山雄, 2.2, 61,  -9,   7,15,133.1, ⑭⑯
14,12,Ｌアイラヴキャンディ, 41,柴山雄, 1.8, 40,*-14,  -7,16,610.1, ④④,14, 9,Ｊトｰセンパｰシモン, 61,柴山雄, 2.1, 50,  -6,  -1,14, 72.0, ⑭⑮,,,,,,,,,,,,,14, 6,Ｐエスユｰグランド, 62,小林淳, 2.6, 58,  -2,  -4,16,170.6, ⑥⑧
15,15,Ｋプロスパｰストｰム, 45,伊藤工, 2.0, 38, -16,  -8,14,255.6, ⑥⑥,15,11,Ｉクインリｰグレイス, 64,勝浦正, 2.4, 45,   4, -22,10, 54.2, ⑥⑥,,,,,,,,,,,,,15,16,Ｃウエスタンビｰバｰ, 79,田中勝, 2.6, 57,  -4,  -2, 9, 29.5, ⑪⑩
