10年 3月28日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 3月28日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1700m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
15, 5, シゲルメゴヒメ,---,秋山真, 3.0, 26, -34,  -9,13,331.2, ⑮⑮,15, 8,Ｉセイルオンザグラス, 55,川田将, 2.4, 52,   0, -17,12, 52.9,⑱⑬⑭,15, 8,Ｊブラストクロノス, 65,横山典, 3.3, 47,   2, -24, 6, 16.7,⑯⑯⑯,15,16,Ｌパｰプルイｰグル, 82,熊沢重, 1.7, 72,   5,   4,12, 97.0,⑫⑨⑨
16,10,Ｌカシノモナルダ,-12,熊沢重, 7.7,-26, -62, -33,14,341.8, ⑯⑯,16,18,Ｐユウタｰエｰル, 37,岩崎祐, 2.7, 47,   1, -27,14,105.2,④⑧⑧,16, 4, メイショウキヨマサ,---,渡辺薫, 5.3, 34,   5, -60,16,327.2,⑨⑬⑮,16,14,Ｐニホンピロコナユキ, 78,難波剛, 1.7, 70,   7,   1,16,445.3,⑥⑤⑤
,,,,,,,,,,,,17, 4,Ｎサマｰパステル, 50,勝浦正, 2.8, 46,  -3, -19,18,257.8,⑨⑯⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,15,Ｑアポロダイバｰ, 33,丹内祐, 3.1, 43,  -5, -21,16,223.0,⑭⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,
"単勝:2,590円 複勝:01=370円 12=230円 07=140円 枠連:2,590円",,,,,,,,,,,,"単勝:610円 複勝:16=200円 07=320円 10=190円 枠連:3,170円",,,,,,,,,,,,"単勝:830円 複勝:09=280円 16=530円 10=580円 枠連:2,650円",,,,,,,,,,,,単勝:760円 複勝:07=210円 03=240円 08=560円 枠連:720円,,,,,,,,,,,
"馬連:7,330円 ワイド:01-12=1,990円 01-07=730円 07-12=500円",,,,,,,,,,,,"馬連:3,530円 ワイド:07-16=1,090円 10-16=560円 07-10=730円",,,,,,,,,,,,"馬連:5,780円 ワイド:09-16=1,870円 09-10=1,770円 10-16=4,600円",,,,,,,,,,,,"馬連:2,420円 ワイド:03-07=740円 07-08=1,790円 03-08=2,430円",,,,,,,,,,,
"馬単:17,440円 3連複:5,380円 3連単:69,350円",,,,,,,,,,,,"馬単:6,890円 3連複:4,680円 3連単:30,170円",,,,,,,,,,,,"馬単:11,070円 3連複:38,170円 3連単:184,650円",,,,,,,,,,,,"馬単:4,600円 3連複:13,840円 3連単:69,870円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝1200m 4歳上ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高松宮記念 ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａグリッタｰウイング, 69,四位洋,, 62,* -3,*  8, 1,  1.5,⑩⑥③, 1,16,Ｂポンテディリアルト, 74,横山典,, 74,*  7,* 10, 2,  5.4,⑫①①, 1,18,Ｇメイショウマゼラン, 69,酒井学,, 72,*  2,   4,12, 69.2,②②②, 1, 6,Ｅキンシャサノキセキ, 89,四位洋,, 89,   8,  12, 1,  3.7, ⑦⑥
 2, 1,Ｂキクノキセキ, 67,幸英明, 0.2, 62,* -2,*  6, 2,  4.3,②②②, 2, 5,Ｃキャメロンバロｰズ, 73,安藤光, 0.7, 68,*  5,   7, 1,  2.4,④③③, 2, 9,Ｂサンライズトラスト, 74,秋山真, 0.2, 71,*  2,   3, 2,  5.4,④③③, 2,17,Ｋビｰビｰガルダン, 84,安藤勝, 0.0, 90,* 11,   9, 6, 11.9, ④⑤
 3,10,Ｆグランブリｰズ, 53,飯田祐, 0.3, 62,* -3,*  7, 5, 25.8,⑥④⑤, 3, 2,Ｄヤマニンノベリスト, 73,田辺裕, 1.1, 67,*  5,   3, 3,  5.8,①②②, 3, 4,Ｄサクラルｰラｰ, 72,小島太, 0.3, 72,  -2,* 10, 6, 16.2,⑬⑩⑩, 3,16,Ｃエｰシンフォワｰド, 92,岩田康, 0.0, 89,   7,  13, 3,  4.9, ⑫⑪
 4,16,Ｃトｰホウチェイサｰ, 61,田中勝, 0.8, 56,* -2,   0, 4,  9.9,①①①, 4, 7,Ａティフィン, 74,勝浦正, 1.3, 66,   4,   4, 4, 10.2,⑪④④, 4, 5,Ｃベルタリド, 72,田辺裕, 0.4, 69,  -1,   6, 9, 35.8,⑩⑧⑧, 4,13,Ｂサンカルロ, 93,吉田豊, 0.1, 87,   1,* 18, 4,  9.3, ⑯⑰
 5, 4,Ｈコウガ, 49,小野寺, 1.3, 54,* -3,  -2,12,229.7,⑤③④, 5,11,Ｎセンタｰステｰジ, 57,秋山真, 1.5, 64,   3,   4, 7, 16.1,②⑥⑥, 5, 7,Ａレジｰムチェンジ, 75,横山典, 0.6, 70,  -5,* 13, 1,  2.0,⑱⑱⑪, 5, 3,Ａアルティマトゥｰレ, 96,横山典, 0.1, 87,   7,  12, 2,  4.3, ⑨⑧
 6,11,Ｋシゲルサコン, 45,岩田康, 1.5, 54,  -5,  -1, 3,  8.4,⑬⑧⑦, 6, 9,Ｆトワインブルｰム, 72,吉田豊, 1.5, 64,   0,*  9, 6, 16.0,⑮⑭⑫, 6,16,Ｐシャイニｰタイガｰ, 60,池添謙, 0.8, 71,  -3,*  8,11, 64.3,⑮⑯⑱, 6,14,Ｈスズカコｰズウェイ, 85,古川吉, 0.2, 88,   2,* 16,15, 97.6, ⑭⑭
 7,15,Ｅイチエイクリッパｰ, 55,吉田豊, 1.5, 51,  -6,   0, 7, 81.2,⑨⑩⑨, 7, 8,Ｍリバｰキャッスル, 61,柴田善, 1.7, 64,   2,   5,12,114.4,⑭⑨⑧, 7,12,Ｊマｰベラスブレイド, 67,丹内祐, 0.9, 66,  -2,   3,10, 39.8,⑭⑫⑫, 7,10,Ｌヘッドライナｰ, 84,酒井学, 0.3, 85,* 14,   3,11, 42.8, ②②
 8, 2, エｰシンサンダｰ,---,佐藤哲, 2.1, 50,  -7,  -2, 8,133.7,⑯⑭⑮, 8, 1,Ｌフロｰラルウインド, 63,佐藤哲, 1.7, 65,   1,   7, 9, 23.3,⑩⑪⑩, 8, 3,Ｆエｰシングレｰソロ, 71,幸英明, 1.0, 64,  -1,  -3, 3,  7.0,⑦⑥⑥, 8, 9,Ｎファイングレイン, 83,勝浦正, 0.3, 85,   6,  11, 8, 27.8, ⑪⑫
 9,14,Ｇスリｰピｰクス, 51,西村太, 2.8, 45,  -8,  -6,15,506.1,⑮⑮⑬, 9,10,Ｏクリムゾンブｰケ, 57,幸英明, 1.7, 65,   1,   6,10, 29.4,⑨⑫⑪, 9,10,Ｌウマザイル, 65,田中勝, 1.0, 61,*  3, -11, 7, 27.5,①①①, 9,18,Ｒピサノパテック, 80,田中勝, 0.5, 82,  -1,* 14,13, 60.2, ⑱⑱
10, 3,Ｄディｰプドリｰム, 61,川須栄, 2.9, 42,* -3, -16, 6, 26.0,③⑤⑥,10, 4,Ｋカリキュレイタｰ, 65,小野寺, 1.8, 63,   0,   5,16,748.8,⑧⑩⑨,10,14,Ｅメイショウユウシャ, 71,北村友, 1.0, 64,*  0,  -5, 4,  9.2,⑥⑤⑤,10, 5,Ｆトウショウカレッジ, 86,川田将, 0.6, 82,   0,  12,10, 35.8, ⑮⑯
11, 6,Ｎミスタｰガッテン, 30,西田雄, 3.0, 43,  -7, -12,13,242.4,⑦⑫⑩,11,15,Ｅビバロングライフ, 73,岩田康, 1.9, 65,  -1,   7, 8, 16.6,⑬⑮⑬,11,17,Ｎキングスチャペル, 62,四位洋, 1.5, 58,  -1,  -9, 8, 28.1,⑨⑨⑨,11, 2,Ｏアイルラヴァゲイン, 83,秋山真, 0.6, 81,  10,   3,17,121.1, ⑤④
12, 9,Ｌラハイナ, 43,丸山元, 3.1, 43,  -6, -13, 9,152.3,⑪⑪⑫,12, 6,Ｈシアトルレイナ, 70,大野拓, 2.2, 58,   1,   1,14,217.2,⑤⑦⑦,12,15,Ｏヤマニンアロンディ, 61,大野拓, 1.5, 61,  -4,  -3,18,574.0,⑯⑮⑭,12, 8,Ｄエｰシンエフダンズ, 90,佐藤哲, 0.6, 80,* 11,   2,14, 80.2, ③③
13,12,Ｊクレバｰミッキｰ, 45,国分優, 3.3, 42,  -9,  -9,16,709.8,⑭⑯⑯,13,12,Ｇシルバｰビｰト, 71,北村友, 2.3, 61,  -1,   2, 5, 13.2,⑦⑬⑮,13,11,Ｍコアレスランナｰ, 64,安藤光, 1.6, 60,  -1,  -6,15,400.3,⑪⑬⑮,13,15,Ｉプレミアムボックス, 85,幸英明, 0.7, 80,   0,  10, 5, 10.1, ⑰⑮
14,13,Ｉサンマルデジタル, 46,芹沢純, 3.3, 39,* -3, -19,14,269.9,⑧⑦⑧,14,14,Ｐカントリｰドｰタｰ, 54,石橋脩, 2.5, 60,  -2,   4,15,409.0,⑯⑯⑯,14, 1,Ｉエンブリオ, 68,岩田康, 1.6, 59,  -4,  -4, 5, 12.3,⑰⑰⑰,14, 1,Ｐセブンシｰクィｰン, 83,北村友, 0.7, 81,* 15,  -4,16,109.1, ①①
15, 8,Ｍナスノカｰネギｰ, 32,田中博, 3.4, 40,  -8, -13,10,187.5,⑫⑬⑭,15, 3,Ｉベッロカリｰノ, 68,田中博, 2.7, 56,   2,  -5,11, 37.1,③⑤⑤,15, 2,Ｑアイスボックス, 55,宮崎北, 2.0, 54,*  1, -19,17,447.4,③④④,15, 7,Ｍカノヤザクラ, 84,小牧太, 0.8, 78,   3,   7,12, 43.8, ⑬⑬
16, 5,Ｏチャハヤ, 28,松田大, 5.3, 29,  -6, -33,11,205.9,④⑨⑪,16,13,Ｊサウスアミュｰズ, 67,松田大, 3.0, 57,   1,  -6,13,121.6,⑥⑧⑭,16, 8,Ｋマイベストソング, 65,田中博, 2.3, 52,   0, -19,13,135.7,⑧⑪⑬,16, 4,Ｇショウナンカザン, 85,柴田善, 0.8, 78,   7,   3, 9, 34.8, ⑩⑨
,,,,,,,,,,,,,,,,,,,,,,,,17, 6,Ｒアキヨシメガミ, 53,丸山元, 2.4, 50,  -1, -22,16,429.7,⑤⑦⑦,17,12,Ｑグランプリエンゼル, 82,熊沢重, 1.0, 77,  10,  -2,18,140.9, ⑥⑦
,,,,,,,,,,,,,,,,,,,,,,,,18,13,Ｈクルワザｰド, 69,熊沢重, 2.8, 47,  -2, -23,14,314.3,⑫⑭⑯,18,11,Ｊエイシンタイガｰ, 84,池添謙, 1.2, 74,   8,  -4, 7, 17.7, ⑧⑩
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:93 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:3),,,,,,,,,,,
単勝:150円 複勝:07=110円 01=140円 10=290円 枠連:230円,,,,,,,,,,,,単勝:540円 複勝:16=190円 05=120円 02=150円 枠連:440円,,,,,,,,,,,,"単勝:6,920円 複勝:18=1,060円 09=250円 04=680円 枠連:2,620円",,,,,,,,,,,,単勝:370円 複勝:06=160円 17=350円 16=180円 枠連:600円,,,,,,,,,,,
馬連:230円 ワイド:01-07=140円 07-10=470円 01-10=790円,,,,,,,,,,,,馬連:860円 ワイド:05-16=370円 02-16=600円 02-05=230円,,,,,,,,,,,,"馬連:11,510円 ワイド:09-18=3,320円 04-18=8,070円 04-09=2,280円",,,,,,,,,,,,"馬連:2,690円 ワイド:06-17=1,110円 06-16=420円 16-17=1,230円",,,,,,,,,,,
"馬単:350円 3連複:1,140円 3連単:2,900円",,,,,,,,,,,,"馬単:2,250円 3連複:1,660円 3連単:10,480円",,,,,,,,,,,,"馬単:42,050円 3連複:79,860円 3連単:702,380円",,,,,,,,,,,,"馬単:4,450円 3連複:4,230円 3連単:23,750円",,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 6R  ダ1000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 9R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  ダ1700m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,三河特別,,,,,,,,,,,,中京ｻﾝｸｽﾌﾟﾚﾐｱﾑ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｃショウナンナックル, 61,岩田康,, 66,*  1,  -3, 4,  9.1, ①①, 1,16,Ｂトップオブボストン, 76,吉田豊,, 72,*  8,   6, 5, 15.8, ②②, 1,13,Ｄマッキｰコバルト, 76,野元昭,, 78,   0,* 10,10, 27.0, ④③, 1, 5,Ａヒラボクワイルド, 86,松田大,, 90,* 13,* 13, 1,  4.3,②②②
 2, 2,Ｄロｰドセイバｰ, 60,池添謙, 0.0, 67,  -6,   3, 1,  2.3, ⑥⑥, 2, 5,Ａフィｰルドチャペル, 78,幸英明, 0.1, 71,   3,   9, 1,  1.5, ③③, 2,10,Ｂマチカネコロモガワ, 78,酒井学, 0.2, 75,*  3,   3,11, 28.3, ①①, 2, 8,Ｄナムラフュｰチャｰ, 83,幸英明, 0.4, 86,* 14,   9, 3,  5.8,①①①
 3, 7,Ｅトｰホウカクテル, 59,横山典, 0.2, 64, -15,* 10, 3,  6.5, ⑭⑪, 3, 9,Ｃスマｰトマグナム, 75,四位洋, 0.2, 71,*  9,   3, 2,  3.6, ①①, 3, 4,Ｒクリンゲルベルガｰ, 66,田中健, 0.3, 74,  -2,   7,14, 92.6, ⑤⑥, 3,12,Ｎバンドゥロンシャン, 77,北村友, 0.7, 86,  10,* 13,12, 46.3,⑦⑤④
 4, 9,Ｉブルｰムｰンピサ, 54,田中勝, 0.2, 63, -11,*  5, 7, 15.9, ⑩⑩, 4, 6,Ｆクレムリンエッグ, 67,石橋脩, 0.2, 71,   1,   9, 8, 79.8, ⑤⑤, 4, 8,Ｇスカイノダン, 75,川田将, 0.4, 73,*  1,   3, 3,  7.0, ③②, 4, 1,Ｂトｰホウアレス, 85,池添謙, 0.9, 81,  11,   8, 2,  4.9,③③③
 5,18,Ｂオペラライコｰ, 61,柴田善, 0.3, 62,* -1,  -4, 5, 10.5, ③③, 5, 1,Ｉトミケントラスト, 65,丹内祐, 0.6, 65,  -5,   9, 9,149.1, ⑦⑦, 5, 3,Ｌコンプリｰトラン, 71,大野拓, 0.5, 72,*  1,   2,13, 72.3, ②④, 5, 2,Ｅタマモスクワｰト, 82,安藤勝, 1.6, 75,   8,   7, 6, 11.5,⑩⑩⑦
 6,13,Ｆキャロルロゼ, 59,飯田祐, 0.5, 59,  -6,  -4,11, 64.9, ⑦⑦, 6, 2,Ｍガリレオシチｰ, 57,鈴来直, 0.6, 65, -11,* 13,13,333.1, ⑭⑬, 6,18,Ａブルｰミンバｰ, 79,横山典, 0.5, 70,  -3,   5, 1,  2.5, ⑧⑨, 6, 7,Ｉマッシヴエンペラｰ, 80,芹沢純, 1.8, 75,   9,   4,14, 50.1,⑪⑧⑥
 7,11,Ｇトｰセンポインタｰ, 56,北村友, 0.5, 61, -14,   4, 6, 15.6, ⑫⑬, 7, 8,Ｄリバｰサルブロｰ, 75,川須栄, 0.7, 64,  -3,   7, 4, 11.4, ⑧⑥, 7, 9,Ｃメイショウルシェロ, 77,飯田祐, 0.5, 72,  -5,   9, 5, 13.0, ⑩⑩, 7, 4,Ｌディオスクロイ, 78,田中勝, 1.8, 76,   6,   9, 5,  8.8,⑫⑭⑬
 8,16,Ｌメグチャン, 52,幸英明, 0.6, 59, -11,   1,12, 73.1, ⑪⑫, 8,11,Ｅコロナルｰプ, 68,平野優, 1.0, 62,   3,   0, 3, 10.5, ④④, 8,11,Ｐヤマニンプロロｰグ, 68,勝浦正, 0.5, 72,  -9,* 11,17,339.9, ⑫⑭, 8,11,Ｃアイノレグルス, 84,勝浦正, 1.8, 77,   8,   7, 4,  8.2,⑬⑪⑧
 9, 6, エンシェントエイジ,---,石橋脩, 0.6, 61, -21,*  9,13, 73.9, ⑰⑯, 9, 3,Ｇエクストラシチｰ, 66,大野拓, 1.1, 60,  -7,   7,10,215.7, ⑩⑩, 9,14,Ｊジョウショｰアロｰ, 72,秋山真, 0.5, 71,  -3,   5,16,183.6, ⑦⑦, 9,13,Ｋエヴァ, 78,横山典, 1.8, 78,   5,* 13, 9, 26.7,⑮⑮⑮
10,12,Ｈゴｰルドホｰス, 56,丸山元, 0.7, 56,  -5,  -7,14,116.7, ⑤⑤,10, 4,Ｋジョイチャイルド, 61,丸山元, 1.2, 59, -14,* 10, 7, 76.2, ⑮⑮,10, 7,Ｋトシザワイルド, 71,北村友, 0.6, 71,  -9,*  9, 7, 17.4, ⑬⑫,10, 6,Ｆタガノアッシュ, 81,岩田康, 2.0, 77,   8,   5,13, 47.4,⑧⑨⑨
11, 3,Ｊマイルストｰン, 53,吉田豊, 0.7, 56,  -7,  -4,10, 59.2, ⑧⑧,11, 7,Ｏウォｰタｰルフラン, 51,酒井学, 1.2, 61, -10,   7,16,468.3, ⑫⑭,11,16,Ｏキュｰトシルフ, 69,古川吉, 0.6, 72,  -1,   4, 4,  8.3, ⑥⑤,11,14,Ｈプロヴィデンス, 80,丸山元, 2.2, 76,   5,   8,10, 29.4,⑯⑯⑯
