10年11月13日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年11月13日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 7R  ダ2100m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝1400m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
 3, 4,Ｅミスタｰロックマン, 50,後藤浩, 0.9, 51,  -6,  -5, 2,  4.9, ⑩⑩, 3,12, セイカフォルテ,---,津村明, 0.4, 53,  -2,  -7, 6, 16.9, ⑦⑥, 2,11,Ｂマリアｰジュ, 80,伊藤工, 0.5, 78,   6,* 10, 4,  7.7, ⑨⑨, 3, 1,Ｋテイエムオオタカ, 61,大庭和, 0.4, 72,*  4,  -1,13,140.0, ①①
 4, 7,Ｄアウトヒット, 52,村田一, 1.3, 47,  -6, -10,10, 88.2, ⑧⑧, 4, 3, オｰソリタティヴ,---,三浦皇, 0.4, 54,* -1, -10, 5, 14.4, ②②, 3,12,Ｇヤマノベガ, 74,北村宏, 0.7, 74,* 10,   3, 9, 74.1, ②②, 4,11,Ｉライステラス, 65,内田博, 0.5, 72,   0,   4, 4, 10.2, ④④
 5, 2,Ｈキョカキョク, 37,柴田善, 1.4, 47,  -5, -11, 8, 44.4, ⑦⑦, 5, 5, ケイアイゼウス,---,勝浦正, 0.5, 52,  -3,  -9, 8, 53.9, ⑥⑤, 4, 3,Ｌナサニエル, 71,三浦皇, 0.9, 74,   7,   6, 3,  6.6, ⑧⑦, 5, 5,Ｂエｰシンブラン, 73,蛯名正, 0.5, 71,   0,   2, 8, 13.5, ③③
 6,10,Ｆサツマノホシ, 46,江田照, 1.4, 48,* -2, -16, 6, 22.9, ②②, 6, 1, ハタノゼフィロス,---,柴山雄, 1.1, 44, -14,* -1, 7, 33.5, ⑪⑪, 5, 2,Ｅマルサライガｰ, 77,柴山雄, 1.0, 73,   5,   8,12,200.5, ⑩⑩, 6, 8,Ａロビンフット, 75,吉田隼, 0.5, 73, -10,* 17, 5, 10.7, ⑭⑬
 7, 6,Ｉゴｰルドテｰスト, 35,大庭和, 2.1, 40,  -7, -15, 7, 43.4, ⑨⑨, 7, 6, グランサンク,---,蛯名正, 2.3, 38,* -1, -27, 3,  5.5, ③③, 6, 1,Ｊレオソリスト, 72,江田照, 1.0, 74,   7,   5,11,137.3, ⑥⑧, 7,14,Ｃオｰスミイｰジｰ, 71,渡辺薫, 0.6, 70,*  3,  -2, 6, 11.0, ②②
 8, 9,Ｊエアクイゾン, 31,浜中俊, 2.1, 42,* -1, -23, 5,  6.8, ①①, 8,10, エイコオウイング,---,柴田善, 3.2, 30,  -1, -34, 2,  4.7, ⑤④, 7, 6,Ｋデルマプロティナ, 72,デムｰ, 1.6, 68,   8,  -2, 6, 14.1, ⑦⑥, 8,13,Ｈジンクアッシュ, 67,吉田豊, 0.7, 69,  -8,  10,11, 64.1, ⑨⑩
 9, 3,Ｃレゴリス, 54,内田博, 2.4, 40,  -3, -23, 3,  6.4, ③③, 9, 9, コンペキノウミ,---,吉田豊, 3.4, 30, -23, -11, 9, 72.9, ⑫⑫, 8, 7,Ｃアイノカゼ, 80,勝浦正, 1.8, 68,   5,   0, 8, 62.3, ⑪⑪, 9,10,Ｄスカラブレイ, 70,柴田善, 0.7, 70,  -7,  10, 9, 35.4, ⑩⑪
10, 8,Ｇマスタｰサイプレス, 37,津村明, 2.7, 36,  -5, -24, 9, 71.6, ⑥⑥,10, 7, リネントワイニング,---,村田一, 3.5, 27,  -4, -33,11,184.2, ④⑧, 9, 9,Ｄメジロマリアン, 78,吉田豊, 1.9, 65,   8,  -5, 5,  8.9, ④⑤,10, 7,Ｅオルフェｰヴル, 70,池添謙, 0.8, 70,  -9,  11, 1,  3.3, ⑫⑫
,,,,,,,,,,,,11,11, ラブリｰムｰン,---,吉田隼, 3.8, 26,  -9, -29,10,162.8, ⑩⑩,11, 8,Ｈノｰフォｰクパイン, 73,後藤浩, 2.5, 62,   5,  -6,10,119.6, ⑫⑫,11, 2,Ｎコスモティカル, 57,津村明, 1.1, 66,  -7,   6,12,128.9, ⑪⑨
,,,,,,,,,,,,12, 4, タケデングリｰン,---,大庭和, 7.8,-13,  -9, -64,12,195.6, ⑨⑨,12, 5,Ｉマイネルオベリスク, 73,蛯名正, 3.5, 54,* 10, -23, 7, 23.8, ①①,12,15,Ｆブラウンワイルド, 70,浜中俊, 1.1, 65,  -5,   2, 3,  7.7, ⑦⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13, 9,Ｍサンライズアバカス, 58,松岡正, 1.4, 63, -11,   7,10, 60.3, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 4,Ｏオウケンウッド, 57,北村宏, 1.4, 63, -11,   6,15,202.2, ⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,12,Ｌシゲルジュウヤク, 58,三浦皇, 3.0, 43,  -4, -25,14,160.5, ⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,
単勝:210円 複勝:05=110円 01=140円 04=140円 枠連:500円,,,,,,,,,,,,単勝:680円 複勝:08=200円 02=110円 12=320円 枠連:570円,,,,,,,,,,,,"単勝:270円 複勝:10=130円 11=210円 12=1,230円 枠連:560円",,,,,,,,,,,,"単勝:1,230円 複勝:06=390円 03=190円 01=2,600円 枠連:510円",,,,,,,,,,,
馬連:490円 ワイド:01-05=220円 04-05=210円 01-04=330円,,,,,,,,,,,,馬連:580円 ワイド:02-08=310円 08-12=940円 02-12=540円,,,,,,,,,,,,"馬連:980円 ワイド:10-11=340円 10-12=1,930円 11-12=2,790円",,,,,,,,,,,,"馬連:3,100円 ワイド:03-06=1,210円 01-06=13,710円 01-03=5,560円",,,,,,,,,,,
"馬単:780円 3連複:580円 3連単:2,020円",,,,,,,,,,,,"馬単:1,780円 3連複:2,400円 3連単:14,320円",,,,,,,,,,,,"馬単:1,390円 3連複:9,540円 3連単:27,710円",,,,,,,,,,,,"馬単:7,520円 3連複:95,590円 3連単:515,710円",,,,,,,,,,,
■ 3R  芝1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  ダ1300m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,ﾉﾍﾞﾝﾊﾞｰｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｅピュアブリｰゼ, 53,内田博,, 67,*-13,*  6, 2,  3.6,①①①, 1, 3, タｰゲットマシン,---,田中勝,, 63, -17,* 16, 2,  3.2, ⑫⑫, 1, 8,Ｆレッドシュｰタｰ, 85,北村宏,, 87,* 21,  -4, 1,  3.9,③③③, 1,16,Ｂサウンドアクシス, 84,松岡正,, 83,   1,* 22, 1,  2.8, ⑭⑫
 2, 5,Ｆミススパイダｰ, 52,後藤浩, 0.7, 57,*-15,   1, 3,  4.8,③④③, 2, 5, リンガスクリフ,---,柴田善, 0.2, 56,  -8,  -2, 4,  8.0, ④④, 2, 6,Ｅスノｰクラッシャｰ, 85,デムｰ, 0.2, 90,  11,* 17, 3,  5.3,⑭⑪⑪, 2,11,Ａサクセスオネスティ, 88,北村宏, 0.0, 81,*  8,  14, 2,  3.6, ②②
 3,14,Ｄオペラフォンテン, 54,北村宏, 1.2, 54, -17,  -1, 7, 16.0,⑬⑪⑩, 3, 7, ストｰンステｰジ,---,北村宏, 0.3, 56, -13,   2, 1,  3.1, ⑧⑥, 3,10,Ｄエオリアンハｰプ, 85,田中勝, 0.2, 87,  14,   6, 4,  8.8,⑩⑧⑧, 3, 2,Ｃグロｰリｰルピナス, 82,田中勝, 0.4, 80,   2,  18, 6, 12.7, ⑪⑩
 4, 6,Ａマイネクイｰン, 66,松岡正, 1.2, 53, -16,  -4, 1,  3.4,④⑤⑤, 4, 2, キタサンハヤブサ,---,デムｰ, 0.3, 54,* -6,  -9, 3,  3.8, ①①, 4, 9,Ｌマイネルアトレ, 80,津村明, 0.2, 87,  19,  -1,14,188.3,⑤⑤④, 4, 4,Ｋアイソトｰプ, 77,安藤勝, 0.5, 78,  -1,* 20, 4,  8.3, ⑬⑬
 5,11,Ｂギンザグラマラス, 55,三浦皇, 1.2, 55, -17,  -1, 6, 10.5,⑧⑨⑨, 5,11, マツマエザクラ,---,伊藤工, 0.4, 57, -15,*  7, 7, 30.4, ⑩⑨, 5, 3,Ｃスズジュピタｰ, 86,三浦皇, 0.3, 88,  12,* 11, 9, 17.1,⑦⑩⑩, 5, 1,Ｇリバｰアゲイン, 80,吉田豊, 0.5, 78,  -2,* 21,12, 85.1, ⑮⑮
 6,10,Ｇマリｰズタイム, 52,田中勝, 1.3, 53, -17,  -2, 8, 23.4,⑨⑧⑧, 6, 6, サクラプレリュｰド,---,田中博, 1.0, 48, -10, -12, 5, 11.5, ⑤⑤, 6, 1,Ｂバシレウス, 88,蛯名正, 0.4, 84,  16,   2, 5, 11.3,⑥⑦⑥, 6,15,Ｅミッキｰフォルテ, 80,浜中俊, 0.6, 77,*  7,  10, 9, 51.3, ⑤③
 7, 3,Ｈアラマサコマンダｰ, 51,デムｰ, 1.4, 54, -20,   1, 4,  9.6,⑯⑯⑬, 7, 9, コスモレッドアイ,---,津村明, 1.2, 47, -17,  -3,10, 53.2, ⑨⑪, 7, 7,Ｎベンチャｰナイン, 78,渡辺薫, 0.7, 84,   9,* 10,12, 49.0,⑫⑬⑬, 7,13,Ｄレッドヴァンクｰル, 81,デムｰ, 0.9, 74,   3,  13, 3,  5.9, ⑩⑨
 8,15,Ｊエクセレントブルｰ, 43,柴田善, 1.5, 51, -20,  -1,10, 44.6,⑭⑫⑫, 8,10, フォｰミｰ,---,渡辺薫, 1.2, 47, -12,  -9,11,132.9, ⑦⑦, 8,15,Ｊゴｰルディｰロック, 82,勝浦正, 0.9, 81,   8,* 12,15,257.8,⑮⑮⑮, 8, 9,Ｆアンシャンレジｰム, 80,蛯名正, 1.3, 70,   5,   5, 5,  8.6, ⑦⑦
 9,16,Ｉディアテイスティｰ, 44,柴山雄, 1.6, 52, -22,*  2,14,284.5,⑮⑮⑯, 9, 1, ディアフロイデ,---,内田博, 1.3, 46,  -9, -16, 6, 24.4, ③③, 9, 4,Ｏラルケット, 78,内田博, 1.0, 77,* 24, -25, 8, 16.3,①①①, 9, 5,Ｏココカラ, 75,柴山雄, 1.3, 70,   6,   5,15,148.0, ⑥④
10, 2,Ｍエルダ, 40,勝浦正, 1.7, 50, -22,   0,11,163.4,⑦⑭⑮,10, 4, トミケンアグｰド,---,吉田隼, 1.7, 39,* -5, -28, 8, 48.0, ②②,10,13,Ｋケイアイライジン, 82,吉田豊, 1.0, 78,  16,  -7,10, 27.7,⑧⑥⑦,10, 7,Ｍコリコパット, 76,吉田隼, 1.3, 74,   1,  12,10, 75.5, ⑫⑭
11, 8,Ｏビュｰスペシャル, 31,吉田隼, 1.7, 43,*-13, -17,13,283.1,②②②,11,12, ジェイケイタイムズ,---,後藤浩, 1.8, 39, -15, -13, 9, 49.5, ⑪⑩,11,12,Ｇレインフォｰレスト, 85,池添謙, 1.1, 78,  13,  -2, 6, 12.1,⑪⑨⑨,11, 3,Ｎニシノブイシェｰプ, 76,勝浦正, 1.4, 70,*  8,   1, 8, 39.5, ①①
12,13,Ｃラストブライト, 54,蛯名正, 1.8, 44,*-14, -15, 5, 10.2,⑪③④,12, 8, ゴｰルデンハルサヤ,---,江田照, 2.6, 30, -14, -28,12,168.3, ⑥⑧,12, 2,Ａロｰドアリエス, 91,後藤浩, 1.4, 71,* 21, -26, 2,  4.3,②②②,12,14,Ｐプリモロｰズ, 56,伊藤工, 1.7, 69,  -8,  18,16,449.8, ⑯⑯
13, 7,Ｎミヤビエスプレッソ, 37,江田照, 2.0, 46, -20,  -7,12,185.0,⑫⑬⑭,,,,,,,,,,,,,13, 5,Ｍブルｰマｰテル, 79,柴田善, 1.4, 75,  10,  -2,13, 94.5,⑨⑫⑫,13, 8,Ｉケイアイブリザｰド, 78,後藤浩, 1.9, 66,   2,   5, 7, 38.7, ⑨⑪
14, 9,Ｌピｰスワンレディ, 41,伊藤工, 2.2, 39, -17, -17,15,289.2,⑤⑥⑦,,,,,,,,,,,,,14,14,Ｈキングスパｰク, 84,村田一, 1.6, 72,   9,  -3,11, 39.9,⑬⑭⑭,14, 6,Ｌセイコｰスペシャル, 77,柴田善, 2.1, 63,   3,   1,13,139.1, ⑧⑧
15,12,Ｋサマｰレインボウ, 42,吉田豊, 3.0, 32, -18, -24,16,353.9,⑩⑩⑪,,,,,,,,,,,,,15,11,Ｉエックスダンス, 83,松岡正, 1.8, 69,  18, -26, 7, 13.0,④④⑤,15,10,Ｊカフェアラジン, 77,津村明, 2.1, 64,   5,  -1,14,144.6, ④⑥
16, 1,Ｐミスコマチ, 31,浜中俊, 3.2, 28, -17, -31, 9, 35.1,⑥⑦⑥,,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｈセントエドワｰド, 78,池添謙, 2.5, 60,   6,  -6,11, 80.8, ③⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:0),,,,,,,,,,,
