10年 3月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 3月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  ダ1700m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沈丁花賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｈスペシャルイモン, 54,太宰啓,, 65,*  1,*  8, 2,  5.7,③③③, 1, 4,Ａトランブルｰ, 64,丸山元,, 62,* -2,  -2, 4, 11.0,①①①, 1,14,Ａマッキｰコバルト, 74,野元昭,, 77,* 16,  -9, 1,  1.7, ②②, 1, 5,Ｄタマモアルプス, 65,藤岡康,, 66,*  7,  -3, 3,  4.8,②②②
 2, 2,Ｂメイショウキルタｰ, 58,古川吉, 0.6, 59,*  2,   1, 3,  7.0,①①①, 2, 5,Ｇユキノサイレンス, 54,松田大, 0.0, 64,* -3,   1, 8, 20.0,②②②, 2, 8,Ｂリキサンシンオｰ, 72,柴原央, 0.0, 70,   2,*  3, 3, 10.0, ⑬⑫, 2,10,Ｅヤマニンフリスキｰ, 65,太宰啓, 0.1, 68,   3,*  7, 5,  8.6,⑪⑫⑩
 3,12,Ｅアテンボｰイ, 57,西田雄, 0.9, 58,   0,   2, 4,  7.0,⑧④④, 3,13,Ｃヤマニンガｰゴイル, 58,松山弘, 0.1, 64,  -8,*  7, 2,  3.5,⑧⑥⑥, 3,11,Ｅミティｰク, 69,川島信, 0.2, 67,   7,  -5, 5, 14.7, ⑧⑤, 3,15,Ａクロガネ, 69,川島信, 0.2, 64,   5,   1, 4,  5.3,⑨⑥⑥
 4, 9,Ａメイショウシャイン, 60,国分恭, 1.5, 54,   0,  -3, 1,  3.6,⑬⑥⑤, 4, 9,Ｌタガノタッセル, 47,太宰啓, 0.1, 65,  -6,   4, 3,  6.3,⑤⑤⑤, 4, 9,Ｄティアップノブレス, 70,北村友, 0.3, 68,   7,  -6, 4, 11.3, ⑦⑩, 4, 7,Ｈウインブシドウ, 64,秋山真, 0.2, 63,*  7,  -3, 1,  4.4,③③③
 5, 4,Ｇヤマニンアｰシｰ, 56,北村友, 1.7, 55,  -4,*  3, 6,  9.6,⑫⑬⑨, 5,16,Ｄグラドゥス, 56,丸田恭, 0.3, 65,  -8,*  8, 5, 11.9,⑩⑨⑨, 5,15,Ｆマジックゲイル, 69,川須栄, 0.3, 71,* 14, -12, 7, 18.6, ③③, 5,16,Ｉドビュッシｰ, 62,古川吉, 0.3, 66,   4,   3, 8, 18.5,⑩⑩⑨
 6, 8,Ｃニシノユｰトピア, 58,田辺裕, 1.8, 52,  -3,   0, 7, 11.8,⑨⑪⑪, 6, 8,Ｆオンワｰドカトレア, 54,加藤士, 0.7, 60, -10,   4, 7, 18.7,⑨⑩⑩, 6, 3,Ｃヨシサプライズ, 71,田辺裕, 0.4, 65,   5,  -4, 2,  7.4, ⑩⑧, 6, 3,Ｐメモリｰキャップ, 47,倉地学, 0.7, 62,   4,  -1,14,137.7,⑦⑨⑦
 7, 6,Ｊティアップエｰス, 48,川須栄, 2.0, 50,  -2,  -5,11, 47.3,⑤⑧⑧, 7,11,Ｎセルシウス, 45,柴原央, 0.8, 60, -11,*  6,11, 57.0,⑬⑬⑪, 7,16,Ｋポルタノｰヴァ, 60,小野寺, 0.4, 68,  10, -10,15,416.3, ⑤④, 7,13,Ｂナムラアレグロ, 65,上村洋, 0.8, 63,   6,  -6, 2,  4.7,⑥④④
 8,15,Ｄテイエムバゴオｰ, 57,松田大, 2.3, 50,   0, -10, 5,  7.3,⑥⑤⑥, 8, 6,Ｅマチカネヒャクセン, 55,藤岡康, 1.1, 55, -12,   1,10, 51.7,⑫⑫⑬, 8, 1,Ｊフライングビｰン, 60,松山弘, 0.6, 67,* 15, -17,13, 83.9, ①①, 8,12,Ｆテンシノアスタｰ, 64,国分恭, 0.8, 62,   5,  -3,12, 76.2,⑧⑦⑧
 9, 1,Ｎオモイカナウ, 41,松山弘, 2.7, 45,  -1, -12, 8, 17.7,④⑦⑦, 9, 2,Ｈニシノドバルダｰン, 53,吉田稔, 1.1, 57, -12,   3, 6, 13.4,⑪⑪⑫, 9, 5,Ｉショウナンアトム, 63,田中博, 0.7, 61,  -2,* -2, 8, 27.2, ⑭⑭, 9, 6,Ｇエレｰヌ, 64,吉田稔, 0.9, 61,   3,   0, 9, 30.0,⑬⑪⑪
10, 7,Ｉアンテリジェンス, 49,吉田稔, 2.9, 43,*  1, -18,10, 24.7,②②②,10, 3,Ｍトウカイカレッジ, 46,小野寺, 1.3, 51,  -7,  -8,16,399.4,⑦⑦⑦,10, 6,Ｐヨイチラブソング, 47,国分恭, 0.8, 60,  -6,*  1,16,511.3, ⑯⑮,10, 9,Ｃリズミックビｰト, 65,丸田恭, 1.0, 59,   6,  -7, 7, 15.2,⑤⑤⑤
11,14,Ｆトレノジャイアント, 56,小野寺, 3.0, 43,  -4, -11, 9, 22.0,⑭⑫⑬,11,14,Ｂジャポニズム, 63,北村友, 1.4, 47,* -5, -16, 1,  2.8,④④③,11,13,Ｈマルセイユシチｰ, 63,石橋脩, 0.8, 62,   6, -11, 6, 15.3, ⑨⑨,11, 8,Ｌレイオス, 58,中舘英, 1.0, 60,   1,   2, 6, 13.7,⑭⑭⑭
12, 3,Ｏマルヘイサッカｰ, 39,村田一, 3.1, 44,  -8,  -4,13,132.1,⑮⑮⑮,12,12,Ｊコスモドロンパ, 52,川島信, 1.6, 49, -12,  -2,14,302.8,⑮⑮⑭,12,12,Ｇライブリリュウショ, 68,太宰啓, 0.9, 58,   3, -10,12, 57.7, ⑪⑪,12, 4,Ｍモルフェキング, 58,武英智, 1.1, 60,   2,   0,15,336.9,⑮⑬⑬
