10年 3月 7日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 3月 7日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝3200m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1800m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1200m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾞﾗｯﾄﾞｽﾄｰﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｆアヌエヌエ, 56,蛯名正,, 64,   1,*  0, 5, 15.2, ⑤⑤, 1, 9, トｰセンジョｰカｰ,,五十嵐,,,,, 2,  3.1,②②①, 1, 2,Ｃガンマｰバｰスト, 70,横山典,, 79,*  4,  14, 4,  7.7,②②②, 1,12,Ｄストレｰトイン, 87,吉田豊,, 83,* 10,  11, 7, 14.3, ③③
 2,14,Ｂシルクファルシオン, 59,北村宏, 0.5, 55,  -5,*  0, 2,  3.5, ⑩⑩, 2,11, ニュｰヨｰカｰ,,佐久間,221.9,,,, 9, 51.4,⑥④④, 2, 8,Ｊモエレエンデバｰ, 63,武豊  , 0.0, 82,   1,* 19, 5, 12.3,⑨⑥④, 2,13,Ｂファイナルスコアｰ, 90,後藤浩, 0.0, 83,   6,  14, 2,  5.1, ⑦⑦
 3,11,Ａマｰシュハリアｰ, 60,松岡正, 0.7, 57,*  4,  -9, 1,  1.9, ②②, 3, 4, ブルｰベレッタ,,大庭和,222.1,,,, 6, 12.2,①①②, 3, 1,Ｇノボプロジェクト, 67,藤田伸, 0.5, 75,*  6,   7, 1,  1.8,①①①, 3, 3,Ｏカフェレジェンド, 81,松岡正, 0.1, 82,   7,  12, 9, 17.9, ⑥⑥
 4,16,Ｃメイフィｰルド, 57,石橋脩, 0.9, 56,  -1,  -6, 4, 11.9, ⑧⑦, 4, 7, マイネルネオス,,山本康,222.1,,,, 3,  7.2,⑧⑥⑥, 4,11,Ｂプレシャスジェムズ, 73,後藤浩, 0.8, 74,  -1,* 18, 6, 19.5,⑪⑩⑧, 4, 2,Ｃフミノパシフィック, 88,池添謙, 0.1, 82,   7,  12,11, 26.7, ⑤⑤
 5,15,Ｈハｰトエコ, 54,後藤浩, 1.0, 53,   1,  -9, 7, 50.1, ⑥③, 5, 8, セレスケイ,,北沢伸,222.3,,,, 1,  2.6,③③③, 5, 7,Ｆフェバリットアワｰ, 67,松岡正, 1.2, 70,   3,   6, 8, 29.6,③③③, 5, 4,Ａサクセスオネスティ, 91,安藤勝, 0.2, 80,  -5,* 22, 4,  6.3, ⑬⑭
 6, 8,Ｋテイエムタイフｰン, 48,武士沢, 1.0, 53,   2, -10,13,123.0, ③④, 6, 5, エヒテンヴィｰゼ,,金子光,223.7,,,,10, 74.6,⑪⑦⑦, 6, 4,Ｄカリバｰン, 70,田中勝, 1.6, 68,   1,   6, 2,  6.0,⑥⑤⑦, 6, 1,Ｉスリｰアリスト, 85,武豊  , 0.3, 82,  -5,* 21, 3,  5.8, ⑭⑬
 7,13,Ｏボｰンスプレマシｰ, 33,小林淳, 1.2, 49,  -9,  -2,16,287.4, ⑪⑪, 7, 3, プライドイズハｰト,,横山義,224.2,,,, 7, 21.3,④⑤⑤, 7, 9,Ｅガッツボｰイ, 69,小林淳, 1.8, 69,   0,   9, 7, 21.1,⑧⑨⑨, 7,16,Ｈジェイケイボストン, 85,江田照, 0.5, 79,*  8,   7,10, 24.2, ④④
 8, 2,Ｊシャイニｰロイヤル, 49,柴田善, 1.3, 48, -12,* -1,12,108.4, ⑬⑫, 8, 1, ファストソニック,,浜野谷,225.8,,,, 8, 43.3,⑤⑧⑧, 8, 3,Ａビレッジペガサス, 73,蛯名正, 1.9, 68,   3,   0, 3,  6.7,④④⑤, 8,11,Ｎダノンブライアン, 82,内田博, 0.6, 78,  -2,  16, 6, 11.5, ⑫⑫
 9, 3,Ｄウインドジャズ, 56,内田博, 1.4, 49,  -5,  -8, 3,  6.6, ⑨⑨, 9,10, ニュｰパワｰ,,江田勇,226.2,,,, 5, 10.7,⑨⑨⑨, 9, 6,Ｈカネサスタｰマイン, 64,伊藤工, 2.3, 64,   1,   1,10,125.2,⑤⑦⑥, 9,15,Ｊダイワプリベｰル, 85,蛯名正, 0.7, 78,  -5,  18, 8, 17.8, ⑮⑮
10,12,Ｉポイントアフタｰ, 52,吉田豊, 1.6, 48,   2, -15,10, 72.4, ④⑥,10, 2, ワイズタイクｰン,,柴田未,227.8,,,,11,151.7,⑩⑩⑩,10,10,Ｉツクバエンジェル, 64,吉田豊, 2.4, 63,   0,   2, 9, 83.4,⑦⑧⑩,10, 9,Ｅドリｰムクラウン, 87,横山典, 0.8, 77,   4,   9, 1,  4.7, ⑩⑨
11, 5,Ｇグラスピュア, 54,木幡初, 1.7, 48,*  4, -18, 9, 64.3, ①①,,,,,,,,,,,,,11, 5,Ｋゼフュロス, 40,柴田大, 3.4, 59,  -2,  -2,11,369.5,⑩⑪⑪,11, 6,Ｌリボンノキシ, 82,柴田大, 0.8, 77,* 10,   3,14, 73.9, ①①
12, 6,Ｅベルモントフｰガ, 56,池添謙, 2.2, 41, -17,  -3, 6, 35.2, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,12, 7,Ｆヒシアカデミｰ, 86,藤田伸, 0.8, 77,* 10,   4, 5,  9.6, ②②
