10年 9月26日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 9月26日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝3210m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ2400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9,11,Ｅバムシック, 41,柴田善, 0.9, 38, -22,* -1, 6, 11.3, ⑫⑫, 9, 7, コンフェルヴォｰレ,,高野和,217.8,,,,13, 44.3,⑩⑨⑦,,,,,,,,,,,,, 9, 8,Ｎケイアイスウォｰド, 74,武士沢, 0.7, 75,  -1,  14,13, 53.3, ⑭⑯
10, 4,Ｌクｰルココ, 30,北村宏, 1.0, 37, -27,*  3, 5, 10.6, ⑮⑮,10, 5, カシノレオン,,山本康,219.5,,,,14,302.8,⑪⑫⑪,,,,,,,,,,,,,10,10,Ｐテイエムゲンキボ, 71,小林淳, 0.8, 76,   0,  13,15,156.3, ⑮⑭
11, 9,Ｏチャｰミングロック, 21,武士沢, 1.1, 34, -21,  -5,12,238.7, ⑬⑬,11, 1, アイズオブゾロ,,穂苅寿,219.6,,,, 9, 22.2,⑬⑬⑫,,,,,,,,,,,,,11, 1,Ｄエｰシンドゥベタｰ, 81,吉田豊, 0.9, 74,   6,   7,11, 26.9, ⑤⑤
12, 8,Ｉバｰネット, 38,小野寺, 1.3, 33,  -6, -22,13,251.2, ⑤⑦,12, 8, ドンヤマト,,横山義,221.1,,,, 4,  7.1,③⑦⑧,,,,,,,,,,,,,12, 4,Ｂコリコパット, 82,後藤浩, 1.3, 71,   2,   8, 3,  7.1, ⑪⑬
13, 2,Ｎコスモイスキア, 26,中谷雄, 1.3, 34, -15, -12,14,300.1, ⑪⑪,13,10, ザバトルメイトル,,五十嵐,225.0,,,,11, 38.9,①⑪⑬,,,,,,,,,,,,,13,11,Ｊレッドタｰキｰ, 78,田中勝, 1.4, 70,   1,   7, 4,  7.8, ⑫⑫
14, 6,Ｋヒルノヴィンテｰジ, 32,大庭和, 2.0, 25,*  0, -36,11, 59.4, ②⑥,,,,,,,,,,,,,,,,,,,,,,,,,14, 5,Ｏジャッカヴェルデ, 74,田中博, 2.0, 66,   6,  -3,14, 80.6, ⑥⑥
15,15,Ｍサファリレット, 27,田辺裕, 2.0, 25, -21, -14,15,352.2, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,15,14,Ｇココカラ, 80,池添謙, 2.3, 62,   5,  -5, 9, 19.8, ⑧⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｍツウカイヤスナム, 75,村田一, 2.3, 62,*  9,  -8,16,210.6, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:-3),,,,,,,,,,,
単勝:370円 複勝:12=140円 03=150円 14=140円 枠連:740円,,,,,,,,,,,,単勝:400円 複勝:11=170円 13=320円 09=160円 枠連:930円,,,,,,,,,,,,単勝:420円 複勝:01=130円 05=110円 08=140円 枠連:0円,,,,,,,,,,,,"単勝:1,180円 複勝:16=480円 07=450円 03=340円 枠連:3,270円",,,,,,,,,,,
馬連:920円 ワイド:03-12=330円 12-14=320円 03-14=330円,,,,,,,,,,,,"馬連:2,100円 ワイド:11-13=760円 09-11=370円 09-13=710円",,,,,,,,,,,,馬連:280円 ワイド:01-05=140円 01-08=270円 05-08=180円,,,,,,,,,,,,"馬連:7,510円 ワイド:07-16=2,920円 03-16=2,300円 03-07=1,710円",,,,,,,,,,,
"馬単:1,690円 3連複:1,080円 3連単:5,140円",,,,,,,,,,,,"馬単:3,040円 3連複:2,420円 3連単:11,970円",,,,,,,,,,,,"馬単:920円 3連複:410円 3連単:2,460円",,,,,,,,,,,,"馬単:14,260円 3連複:25,380円 3連単:176,030円",,,,,,,,,,,
■ 2R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  芝2200m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,産経賞ｵｰﾙｶﾏｰ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａナカヤマナイト, 57,柴田善,, 71, -19,* 21, 1,  1.2,⑪⑫⑤, 1, 7, エクメｰネ,---,松岡正,, 56,*-16,   2, 2,  4.2, ②②, 1,13,Ａオリオンザアルファ, 75,田辺裕,, 75,   6,* 12, 1,  3.4,⑨⑥⑤, 1, 5,Ａシンゲン, 92,藤田伸,, 94,  17,  11, 5,  7.3,⑤④③
 2,12,Ｄアントウェルペン, 46,蛯名正, 0.2, 63,*-13,   6, 3, 10.9,①①①, 2, 4, ルｰビンシュタイン,---,北村宏, 0.1, 57, -21,   7, 5,  6.0, ④③, 2, 7,Ｉジャストザシｰズン, 67,後藤浩, 0.1, 73,   5,* 12, 7, 14.7,⑭⑦⑥, 2, 3,Ｂドリｰムジャｰニｰ, 92,池添謙, 0.0, 99,  17,* 17, 1,  2.4,⑧⑦⑦
 3, 3,Ｇナイスアゲイン, 43,北村宏, 1.0, 55, -16,   1, 2, 10.9,⑥⑤⑦, 3, 1, ロイヤルサルｰト,---,柴田善, 0.3, 55, -31,* 13, 4,  5.8, ⑧⑧, 3, 3,Ｄシルクパルサｰ, 72,伊藤工, 0.3, 71,   6,*  9, 4,  6.6,⑤⑤③, 3, 2,Ｆトウショウシロッコ, 87,吉田豊, 0.1, 93,  16,* 13, 6, 14.6,⑨⑥⑥
 4, 4,Ｊベネチアブルｰ, 34,津村明, 1.1, 54, -14,  -2,11,276.4,④④⑥, 4, 6, ボｰルドグラン,---,吉田豊, 0.6, 47,*-14,  -6, 7, 26.0, ①①, 4, 1,Ｈアカシロｰレル, 68,小野寺, 1.0, 69,   4,   6,13,145.9,⑮⑬⑨, 4, 1,Ｇサンライズベガ, 85,松岡正, 0.1, 93,* 18,   6, 7, 18.1,②②②
 5, 8,Ｅカフェロｰレル, 46,松岡正, 1.2, 52, -14,  -4, 5, 16.8,⑤⑥④, 5, 5, アナハイムシチｰ,---,津村明, 0.7, 47, -18,  -4, 3,  4.2, ③④, 5,11,Ｂエフティレガシｰ, 73,蛯名正, 1.3, 67,   6,   3, 6, 12.3,⑩⑧⑧, 5,10,Ｃジャミｰル, 90,安藤勝, 0.4, 92,  16,   8, 2,  4.7,⑦⑤⑤
 6, 5,Ｆマリｰズタイム, 45,柴田大, 1.2, 55, -18,   4, 6, 30.8,⑩⑪⑨, 6, 3, マキシムオウショウ,---,平野優, 0.7, 47, -24,   1, 8, 91.7, ⑤⑤, 6,14,Ｆシルクペガサス, 71,大江原, 1.5, 65,   6,  -2, 8, 27.1,③③⑦, 6, 8,Ｉミステリアスライト, 82,蛯名正, 0.6, 87,  17,   1, 3,  5.4,④③④
 7,10,Ｃラブバｰボン, 51,伊藤工, 1.5, 46,*-13, -11, 8, 55.1,③③③, 7, 2, サトノタイクｰン,---,後藤浩, 1.3, 39, -26,  -4, 1,  2.9, ⑦⑥, 7, 8,Ｃマｰブルアロｰ, 72,藤田伸, 1.6, 65,   6,  -2, 2,  3.6,④④④, 7, 7,Ｅデストラメンテ, 88,津村明, 0.8, 87,  14,   6,10,167.3,⑥⑧⑧
 8, 2,Ｉカシノダンガン, 39,二本柳, 1.6, 49, -17,  -4, 9, 83.4,⑨⑨⑧, 8, 8, ドリｰムジャクソン,---,田辺裕, 3.2, 14, -23, -31, 6, 20.9, ⑥⑦, 8,10,Ｅスタｰノｰブルマン, 72,木幡初, 1.9, 60,*  8,  -9, 5, 10.8,①①①, 8, 9,Ｊベンチャｰナイン, 76,武士沢, 1.0, 84,  14,   4, 9,129.2,⑩⑨⑨
 9,14,Ｂグラスシｰズン, 51,吉田豊, 1.9, 46, -18,  -5, 4, 14.5,⑬⑩⑫,,,,,,,,,,,,, 9, 6,Ｇスプリングナイル, 68,武士沢, 1.9, 61,   5,  -2,12, 98.8,⑦⑨⑩, 9, 6,Ｄシルポｰト, 89,後藤浩, 1.2, 82,* 20, -13, 4,  7.1,①①①
10, 7,Ｋベニバナクラウン, 31,石橋脩, 2.1, 40,*-13, -19,13,313.2,②②②,,,,,,,,,,,,,10, 9,Ｊショウナンアゲイン, 66,柴田善, 2.0, 62,   5,  -2, 9, 37.8,⑪⑫⑪,10, 4,Ｈミッキｰミラクル, 85,柴田善,13.5,-54,  13, ---, 8, 40.0,③⑩⑩
11, 6,Ｈマンハッタンクラブ, 40,木幡初, 2.9, 32, -17, -24, 7, 53.4,⑦⑦⑩,,,,,,,,,,,,,11, 5,Ｍシリコンフォレスト, 61,北村宏, 2.4, 56,*  8, -13, 3,  5.9,②②②,,,,,,,,,,,,
12,11,Ｌデルマヤクシｰ, 27,武士沢, 3.1, 33, -22, -15,14,407.6,⑭⑭⑬,,,,,,,,,,,,,12, 4,Ｋナイスラッキｰ, 63,江田照, 2.5, 59,   3,  -5,11, 72.9,⑬⑭⑬,,,,,,,,,,,,
13,13,Ｎティンバｰレイク, 23,平野優, 3.5, 24, -17, -33,10,248.1,⑧⑧⑪,,,,,,,,,,,,,13,12,Ｎコリオレイナス, 57,石橋脩, 2.6, 59,   5,  -8,10, 48.0,⑧⑩⑮,,,,,,,,,,,,
14, 9,Ｍフジマサエンパイア, 25,菅原隆, 4.0, 20, -19, -35,12,293.9,⑫⑬⑭,,,,,,,,,,,,,14,15,Ｏホウザンドラゴン, 45,西田雄, 2.8, 58,   4,  -7,15,513.2,⑫⑮⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｌエミネムシチｰ, 63,田中博, 2.8, 59,   5,  -9,14,209.3,⑥⑪⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:92 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,
単勝:120円 複勝:01=110円 12=160円 03=200円 枠連:490円,,,,,,,,,,,,単勝:420円 複勝:07=170円 04=180円 01=170円 枠連:0円,,,,,,,,,,,,"単勝:340円 複勝:13=150円 07=350円 03=190円 枠連:2,480円",,,,,,,,,,,,単勝:730円 複勝:05=220円 03=130円 02=240円 枠連:920円,,,,,,,,,,,
馬連:470円 ワイド:01-12=230円 01-03=250円 03-12=760円,,,,,,,,,,,,"馬連:1,510円 ワイド:04-07=480円 01-07=490円 01-04=560円",,,,,,,,,,,,"馬連:3,080円 ワイド:07-13=1,020円 03-13=370円 03-07=1,270円",,,,,,,,,,,,"馬連:940円 ワイド:03-05=340円 02-05=1,110円 02-03=390円",,,,,,,,,,,
"馬単:590円 3連複:1,100円 3連単:2,690円",,,,,,,,,,,,"馬単:2,590円 3連複:2,130円 3連単:13,520円",,,,,,,,,,,,"馬単:5,090円 3連複:5,540円 3連単:30,450円",,,,,,,,,,,,"馬単:2,260円 3連複:2,420円 3連単:13,170円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 6R  芝1600m 2 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝1600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■12R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,外房特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｉパシャ, 53,木幡初,, 62,   1,  -2, 9, 38.2, ④④, 1,10, アッパｰイｰスト,---,蛯名正,, 62,*-12,*  6, 2,  2.9,③③④, 1, 9,Ｃアンティフリｰズ, 76,松岡正,, 80,  -8,  19, 2,  3.9,⑥⑥⑥, 1, 8,Ａバイラオｰラ, 78,蛯名正,, 74,* -2,  17, 1,  2.9, ①①
 2,15,Ｆワンダフルサルｰト, 57,田辺裕, 0.0, 61,   0,  -3, 1,  4.1, ⑤⑤, 2, 4, シャイニンロミオ,---,後藤浩, 0.0, 63, -13,*  9, 1,  2.3,⑤⑤⑤, 2,12,Ｌレットイットライド, 68,江田照, 0.0, 79,  -5,  14,10, 37.6,③④④, 2,12,Ｇタマモワルツ, 72,田辺裕, 0.3, 70,  -9,* 20, 4, 11.8, ⑨⑦
 3, 8,Ｈウエスタンドルチェ, 54,柴田善, 0.1, 58,  -5,*  2, 7, 12.2, ⑩⑧, 3, 8, マイネルトゥモロｰ,---,松岡正, 0.8, 52, -13,  -3, 4,  8.1,⑥⑥⑥, 3, 1,Ａハｰティンハｰト, 85,後藤浩, 0.0, 79,  -6,  17, 1,  2.8,④⑤⑤, 3,14,Ｂトｰホウブエナス, 75,嘉藤貴, 0.3, 70,* -6,  16, 5, 11.8, ③③
 4, 9,Ｃシャイニイチカ, 63,田中勝, 0.1, 60,  -2,  -1, 2,  4.7, ⑦⑦, 4, 1, ダイワサンバｰスト,---,北村宏, 0.9, 51, -13,  -4, 3,  5.8,④④③, 4, 2,Ｂロｰレルエルヴェル, 76,田辺裕, 0.1, 79, -10,* 22, 4, 10.5,⑦⑦⑦, 4, 1,Ｆエリモエポナ, 72,松岡正, 0.4, 69,  -7,  16, 3,  4.9, ④④
 5,16,Ｇミラクルアゲン, 55,村田一, 0.2, 57,  -9,*  4, 8, 18.8, ⑫⑨, 5,11, オマワリサン,---,柴田善, 1.1, 53, -22,*  7, 5, 21.7,⑬⑬⑧, 5,10,Ｆスイｰトブレナム, 74,伊藤工, 0.2, 73,* -2,   7, 6, 15.9,②②②, 5, 7,Ｉオクルス, 68,田中勝, 0.5, 68,  -8,  17, 2,  3.8, ⑥⑤
 6,10,Ｍエアベルヘザｰ, 39,小野寺, 0.2, 58,  -6,*  2,10, 39.9, ⑪⑪, 6, 5, ベルモントセブン,---,津村明, 1.5, 42,*-10, -17,11,165.5,①①①, 6, 7,Ｈマルタｰズオリジン, 71,北村宏, 0.3, 79, -12,* 22, 7, 20.0,⑨⑪⑪, 6,11,Ｅジュエルビスティｰ, 73,北村宏, 0.6, 66, -12,* 20, 6, 12.7, ⑭⑬
 7, 1,Ｎアブソルｰトマック, 37,江田照, 0.3, 60,*  3,  -8,11,106.6, ①①, 7,13, リワｰドレブロン,---,木幡初, 1.5, 49, -23,   3,13,258.9,⑭⑫⑬, 7, 4,Ｋアマミスウィフト, 68,津村明, 0.4, 76, -10,  17,12, 79.9,⑧⑧⑧, 7,10,Ｌパブリックアフェア, 65,池添謙, 0.7, 66, -15,* 21,11, 83.7, ⑯⑯
 8, 3,Ｄオペラライコｰ, 58,松岡正, 0.7, 57,*  3, -10, 3,  5.6, ②②, 8, 3, ゴｰルドテｰスト,---,大庭和, 1.5, 47, -20,  -1,12,254.2,⑨⑪⑫, 8, 3,Ｅサマｰアクトレス, 75,石橋脩, 0.5, 76, -12,  19, 5, 15.6,⑪⑩⑩, 8, 6,Ｃグロｰリｰステップ, 74,水口優, 0.9, 65,* -5,  10, 7, 19.2, ②②
 9, 4,Ｐトキメキセイコｰ,  2,小林淳, 0.9, 53,  -1, -10,12,244.7, ⑥⑥, 9,14, ボンジュｰルリュウ,---,田中勝, 1.6, 45, -19,  -4, 9, 58.9,⑪⑩⑪, 9, 8,Ｇマヤノマヤ, 74,田中勝, 0.5, 69,* -2,   2, 3,  4.0,①①①, 9, 4,Ｊディアイリス, 68,伊藤工, 0.9, 64, -10,  15,12,175.6, ⑩⑪
10, 5,Ｂサクラオハナ, 64,北村宏, 1.7, 45,*  1, -18, 4,  5.8, ③③,10, 2, ホッコｰダイチ,---,武士沢, 1.9, 39, -19, -10,14,297.3,⑧⑨⑩,10, 6,Ｉビルトミｰアップ, 71,吉田豊, 0.7, 67,* -3,   3,11, 51.6,⑤③③,10,13,Ｍロジディオン, 64,後藤浩, 1.1, 62, -10,  13, 9, 25.8, ⑪⑩
11,13,Ｏケｰクブレッド, 37,菅原隆, 1.8, 44,  -3, -16,13,267.6, ⑧⑩,11,12, アナクレオン,---,藤田伸, 2.1, 37, -16, -15, 7, 35.4,⑦⑧⑦,11,11,Ｄミサトバレｰ, 75,武士沢, 0.7, 71, -10,  13, 8, 32.0,⑩⑨⑨,11, 5,Ｄケイアイカミノアシ, 73,石橋脩, 1.3, 62,  -9,  11, 8, 25.7, ⑧⑨
12, 6,Ａダイワマニング, 71,武士沢, 2.0, 39, -20,  -2, 5,  7.8, ⑭⑭,12, 7, ハロｰタマ,---,池添謙, 2.1, 35,*-10, -25,10, 87.3,②②②,12, 5,Ｊノｰスリヴァｰ, 70,田中博, 0.8, 73, -15,  19, 9, 32.1,⑫⑫⑫,12, 3,Ｋバイナリｰスタｰ, 68,吉田豊, 1.4, 59, -14,  14,10, 28.0, ⑮⑮
13,14,Ｌデジタルゴｰルド, 41,千葉直, 2.2, 40,  -4, -19,14,342.7, ⑨⑫,13, 9, コスモポントス,---,伊藤工, 2.2, 39, -25,  -3, 8, 48.6,⑫⑭⑭,,,,,,,,,,,,,13, 9,Ｈアポロパステル, 70,村田一, 1.6, 59, -11,  10,14,245.3, ⑬⑫
14,11,Ｊプリンセスジョイ, 43,田中博, 2.5, 39, -19,  -5,15,384.6, ⑮⑮,14, 6, コスモポｰパス,---,柴田大, 2.3, 34, -15, -19, 6, 32.8,⑩⑦⑨,,,,,,,,,,,,,14,16,Ｏモエレマイカ, 54,菅原隆, 1.7, 60,  -8,   7,16,519.9, ⑦⑧
15,12,Ｋチェアフルハイジ, 41,小林久, 2.5, 38, -19,  -6,16,469.3, ⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｎクリノスレンダｰ, 56,大庭和, 2.1, 53,  -6,   2,15,275.9, ⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｐマスタｰバリスタ, 50,武士沢, 2.1, 54, -12,   7,13,194.6, ⑫⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-16 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:稍重(指数:-3),,,,,,,,,,,
"単勝:3,820円 複勝:02=730円 15=220円 08=400円 枠連:3,350円",,,,,,,,,,,,単勝:290円 複勝:10=130円 04=110円 08=170円 枠連:300円,,,,,,,,,,,,"単勝:390円 複勝:09=160円 12=600円 01=140円 枠連:2,270円",,,,,,,,,,,,単勝:290円 複勝:08=140円 12=270円 14=300円 枠連:550円,,,,,,,,,,,
"馬連:6,880円 ワイド:02-15=1,940円 02-08=3,350円 08-15=1,190円",,,,,,,,,,,,馬連:340円 ワイド:04-10=160円 08-10=380円 04-08=310円,,,,,,,,,,,,"馬連:7,970円 ワイド:09-12=1,990円 01-09=250円 01-12=1,680円",,,,,,,,,,,,"馬連:1,710円 ワイド:08-12=630円 08-14=520円 12-14=1,350円",,,,,,,,,,,
"馬単:19,750円 3連複:18,520円 3連単:189,170円",,,,,,,,,,,,"馬単:750円 3連複:730円 3連単:2,790円",,,,,,,,,,,,"馬単:11,250円 3連複:7,080円 3連単:52,490円",,,,,,,,,,,,"馬単:2,540円 3連複:4,020円 3連単:13,820円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
