10年 8月14日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 8月14日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝1500m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ札幌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｂマｰベラスカイザｰ, 46,古川吉,, 51,  -8,*  2, 5, 13.7,⑨⑧⑦, 1, 9, グランプリボス,---,岩田康,, 68,* -5,*  6, 6, 11.3,②②②, 1, 5,Ｂマチカネヒヨドリ, 76,岩田康,, 74,   9,*  9, 3,  6.5,⑦④②, 1, 4,Ｄアｰスマリン, 70,岩田康,, 65,  -1,* 12, 4,  6.1,⑥⑦④
 2, 7,Ｆマイネルヴァルム, 38,丹内祐, 0.2, 47,* -5,  -7, 4,  7.6,①①①, 2, 3, オｰルアズワン,---,安藤勝, 0.1, 67,  -7,*  9, 1,  2.9,③③③, 2, 4,Ａレオプラズマ, 80,横山典, 0.2, 69,* 10,   0, 1,  1.6,①①①, 2, 7,Ｉヤマニンギモｰヴ, 60,古川吉, 0.1, 59,*  2,   6, 5, 11.4,②②②
 3, 1,Ｉエスタンシア, 35,秋山真, 0.3, 45,  -7,  -5, 6, 16.3,④⑤④, 3,12, ラベンダｰラッシｰ,---,ホワイ, 0.8, 59,* -2,  -7, 4,  8.5,①①①, 3, 1,Ｇサクラシザｰズ, 69,藤岡佑, 0.5, 68,   8,   2, 6, 24.2,②②③, 3, 3,Ｃオンザスロｰン, 70,藤田伸, 0.3, 62,   0,   9, 6, 18.2,⑦⑥⑥
 4, 4,Ｃモエロック, 44,藤岡佑, 0.5, 42,* -5, -12, 9, 53.1,②②②, 4, 8, ジョウノアラミス,---,藤岡佑, 1.0, 58, -12,*  6, 9, 48.3,⑫⑪⑨, 4, 2,Ｄキｰネプチュｰン, 70,長谷川, 0.5, 69,   8,   7, 8, 38.6,⑤⑥⑥, 4,10,Ｊベルモントダイヤ, 53,中谷雄, 0.8, 55,*  4,  -2, 9, 81.2,①①①
 5, 9,Ａアドマイヤシケｰダ, 50,ホワイ, 0.5, 44,  -6,  -8, 1,  2.0,③③③, 5, 1, メｰヴェ,---,横山典, 1.3, 53,  -7,  -5, 3,  4.7,④④④, 5, 3,Ｋモンピュア, 65,西村太, 0.7, 68,   8,   2,11, 82.3,③③④, 5, 1,Ａクナンガン, 74,藤岡佑, 0.9, 57,  -3,   7, 2,  5.8,⑩⑨⑨
 6, 5,Ｋライジングサン, 25,岩田康, 0.8, 42, -11,  -3,11, 71.5,⑩⑪⑩, 6, 6, アドマイヤアキｰダ,---,勝浦正, 1.3, 54,  -8,  -4, 7, 16.6,⑥⑤⑤, 6,10,Ｆアドマイヤマリン, 69,勝浦正, 0.7, 67,   8,   2, 4, 16.5,④⑤⑤, 6, 5,Ｈピロｰトｰク, 60,吉田隼, 0.9, 59,  -1,   7, 8, 79.6,⑧⑧⑧
 7, 3,Ｅリアライズブレイク, 41,横山典, 1.0, 38,  -9,  -9, 2,  5.2,⑦⑨⑨, 7, 7, ショウナンカライス,---,中舘英, 1.6, 50, -10,  -7,11, 95.2,⑤⑥⑥, 7, 7,Ｈグルｰオン, 69,柴山雄, 0.8, 67,   7,   7, 7, 30.7,⑩⑧⑦, 7, 2,Ｆユキノクイｰン, 68,安藤勝, 1.3, 50,   0,   0, 3,  6.1,④⑤⑦
 8, 6,Ｇティアラグラマラス, 36,丸田恭, 1.3, 34,  -8, -16, 7, 22.1,⑧⑦⑥, 8, 4, マイネルムジカ,---,大野拓, 1.7, 50, -10,  -7, 5, 11.1,⑪⑦⑦, 8, 8,Ｉアグネスフリｰダム, 68,藤田伸, 0.9, 69,   5,* 10,10, 43.9,⑥⑪⑩, 8, 8,Ｂマスタｰコｰク, 72,武豊  , 1.4, 51,   1,  -3, 1,  1.9,⑤④⑤
