10年 9月12日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 9月12日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 4R  ダ1000m 2 歳500万(混) 馬齢,,,,,,,,,,,,■ 7R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,おおぞら特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａゼフィランサス, 61,藤田伸,, 56,  -5,*  1, 1,  1.2, ④②, 1, 4, ラスワロフスキｰ,---,山口竜,, 68,* -2,*  6, 1,  3.1, ①①, 1,11,Ａラブフｰル, 78,古川吉,, 75,   9,   9, 1,  2.5,⑥⑥⑤, 1, 6,Ａブルｰミングアレｰ, 82,三浦皇,, 88,  -7,* 26, 1,  2.1,⑤⑤④
 2, 3,Ｅマイネタバサ, 39,丹内祐, 0.3, 54,* -2,  -5, 3, 12.1, ①①, 2, 6,Ｂイｰグルカザン, 65,荻野琢, 0.3, 65,  -5,*  5, 4,  4.9, ④④, 2, 1,Ｅアルマトゥｰラ, 71,勝浦正, 0.1, 73,   9,   9, 7, 21.5,⑧⑧④, 2,10,Ｃレインボｰダリア, 80,藤田伸, 0.2, 87,  -9,* 26, 2,  3.7,⑧⑧⑧
 3, 2,Ｂエリンコｰト, 51,池添謙, 0.4, 50,  -5,  -5, 2,  4.0, ②③, 3, 3,Ａケイアイカイト, 66,勝浦正, 0.4, 63,  -3,   3, 2,  3.8, ③③, 3, 2,Ｂスペｰスアｰク, 76,秋山真, 0.2, 73,   8,* 11, 3,  6.6,⑪⑪⑦, 3, 9,Ｇフミノイマｰジン, 74,池添謙, 0.4, 81,* -6,  18, 5, 14.2,④④③
 4, 5,Ｃランドヘラクレス, 43,柴山雄, 0.6, 47,  -8,  -5, 6, 62.1, ⑤⑤, 4, 5, イチバンボシ,---,桑村真, 0.6, 62,* -2,   1, 7, 27.2, ②②, 4, 6,Ｃヴァンダライズ, 72,三浦皇, 0.2, 73,   8,   9, 2,  4.9,⑩⑩⑩, 4, 5,Ｅダルニム, 77,宮崎北, 0.4, 80,* -6,  16, 8, 37.7,②②②
 5, 4,Ｄデルマガネｰシャ, 39,丸山元, 1.1, 40,  -5, -14, 4, 28.6, ③④, 5, 7,Ｄダイヤヘルメス, 55,丸田恭, 1.2, 54, -13,   2, 6, 24.3, ⑧⑦, 5,10,Ｌディアブラスト, 63,丸田恭, 0.3, 71,   6,* 11, 8, 24.4,⑫⑫⑪, 5, 4,Ｆパｰソナルブレｰン, 76,中舘英, 0.6, 78,* -4,  12, 6, 19.1,①①①
 6, 1,Ｆクｰクｰダダ, 36,国分優, 1.2, 39,  -9, -11, 5, 49.2, ⑦⑦, 6, 2, エクアトｰル,---,坂下秀, 1.3, 54, -10,   0, 8,108.6, ⑥⑤, 6,13,Ｊスイｰトバイカル, 65,吉田隼, 0.3, 71,   6,* 11,13,336.1,⑬⑬⑫, 6, 2,Ｈマイネノｰブレス, 73,桑村真, 0.6, 83, -11,* 25, 7, 31.7,⑩⑩⑨
 7, 7,Ｇクリノミッキｰ,-22,川須栄, 1.7, 33,  -7, -20, 7,121.9, ⑥⑥, 7, 8,Ｅエリモミヤビ, 48,丸山元, 1.7, 50,  -7,  -6, 5,  7.8, ⑤⑥, 7, 4,Ｈブルｰモｰリシャス, 66,上村洋, 0.3, 72,  11,   3, 4,  7.0,⑤⑤③, 7, 8,Ｂパｰルシャドウ, 81,丸山元, 0.6, 80,  -9,  21, 3,  5.7,⑦⑦⑦
,,,,,,,,,,,, 8, 1,Ｃリアライズナラック, 59,藤田伸, 3.7, 29, -12, -21, 3,  4.1, ⑦⑧, 8, 3,Ｆスプリングアウェク, 71,川須栄, 0.9, 62,* 16, -18, 6, 16.7,②②①, 8, 3,Ｄベストクルｰズ, 80,吉田隼, 0.6, 78,  -7,  16, 4,  8.9,③③⑤
