10年10月30日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年10月30日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  ダ1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西陣ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｂオｰラレガｰレ, 64,秋山真,, 66,*  4,* -1, 1,  2.4, ①①, 1, 8, シｰアクロス,,植野貴,,,,, 6, 23.5,③①①, 1, 3,Ｇピｰスエンブレム, 71,佐藤哲,, 79,   6,*  8, 1,  2.5,⑤④④, 1, 4,Ｄスリｰアリスト, 85,浜中俊,, 82,   5,* 16, 3,  5.0, ⑭⑭
 2, 3,Ｅカムイフォレスト, 43,川須栄, 0.9, 56,  -1,* -5, 5, 19.4, ⑥⑥, 2, 6, ディアマイホｰス,,江田勇,199.2,,,, 5, 22.3,⑥⑤④, 2, 1,Ｃプリティカポレイ, 75,秋山真, 0.4, 76,   5,*  8, 2,  4.2,⑧⑧⑦, 2, 8,Ｏクリスタルボｰイ, 74,藤岡佑, 0.1, 87,* 19,   2, 5,  9.9, ①①
 3, 7,Ｃクｰルグラン, 59,和田竜, 1.2, 56,*  3, -11, 2,  3.5, ②②, 3, 5, マサノブルｰス,,佐久間,199.2,,,,13,214.9,⑧⑦⑥, 3,10,Ｊクリムゾンシップ, 64,吉田稔, 0.8, 72,*  8,  -1,10, 71.1,①①①, 3, 6,Ａカホマックス, 89,川田将, 0.4, 83,  16,   1, 4,  5.3, ④②
 4, 2,Ｄノｰザンソング, 49,幸英明, 1.3, 53,   1, -10, 4,  7.2, ③③, 4,12, タラリア,,岩崎祐,199.4,,,,14,232.1,⑩⑧⑧, 4, 5,Ｄホクトスワン, 74,藤岡佑, 0.9, 73,   4,*  6, 9, 51.8,⑫⑩⑩, 4, 1,Ｌスペｰスフライト, 78,佐藤哲, 0.4, 81,   9,*  9,12,101.1, ⑩⑪
 5, 4,Ａビップセンノセン, 66,国分恭, 1.6, 51,   1, -12, 3,  3.5, ④⑤, 5, 7, アイアングリｰン,,林満明,199.4,,,, 1,  1.7,④④②, 5,11,Ａアルデュイナ, 78,和田竜, 1.0, 73,   6,   1, 3,  4.2,⑩⑦⑤, 5,14,Ｈスマｰトブレｰド, 82,北村友, 0.6, 76,   4,* 11,11, 60.1, ⑮⑮
 6,10,Ｈアンピエッツア, 28,酒井学, 2.5, 42,  -3, -16, 6, 34.3, ⑧⑧, 6, 9, ピサノシンボル,,五十嵐,199.5,,,, 2,  3.8,⑤⑥⑤, 6, 2,Ｉヴィｰヴァレジｰナ, 69,ホワイ, 1.0, 73,   5,   4, 6, 19.3,⑨⑨⑨, 6, 2,Ｅトウショウクエスト, 83,高倉稜, 0.8, 76,  10,   3,13,132.7, ⑧⑦
 7, 8,Ｆタガノランビｰ, 40,藤岡佑, 2.7, 41,   1, -22, 7, 44.3, ⑤④, 7, 4, ロｰドアルファｰド,,高田潤,200.2,,,, 3, 10.9,①②③, 7,12,Ｅロｰザレｰヌ, 73,浜中俊, 1.0, 73,   6,   2, 8, 36.9,③⑤⑥, 7, 7,Ｂハイエモｰション, 85,池添謙, 0.8, 79,  15,  -1, 1,  3.7, ⑤⑤
 8, 6,Ｇマウンテンパｰル, 30,高倉稜, 2.7, 39,  -4, -15,10,156.4, ⑨⑨, 8, 2, アグネスジルバ,,北沢伸,200.5,,,, 9, 47.1,⑨⑪⑪, 8, 9,Ｂビップピュアレディ, 75,幸英明, 1.5, 69,*  7,  -5, 4,  7.1,⑥③③, 8,12,Ｉテイエムクレナイ, 80,幸英明, 0.9, 76,  10,   3, 7, 17.8, ⑨⑩
