10年10月23日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年10月23日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 4R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小名浜特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａシゲルジュウヤク, 62,国分恭,, 53,* -9,* -5, 1,  2.5, ⑤④, 1, 1,Ｆカシノネロ, 70,渡辺薫,, 79,*  2,  15, 2,  7.6,①①①, 1, 6,Ａバクシンカｰリｰ, 74,木幡初,, 77,   4,   6, 1,  2.1, ④③, 1, 2,Ｂアグネスアンカｰ, 79,的場勇,, 74,   0,* 19, 2,  3.5,⑦⑧⑥
 2,13,Ｄトウカイギアｰ, 47,的場勇, 0.0, 53,* -6,  -7, 5,  9.8, ①①, 0, 6,Ｌビップレジェンド, 66,松山弘, 0.0, 82,  -2,* 23, 9, 26.7,⑥⑥⑤, 2,11,Ｊセントアンズ, 63,中舘英, 0.2, 75,*  7,   1, 5, 14.3, ②②, 2, 9,Ｄミルフィアタッチ, 77,国分恭, 0.2, 71,   2,  14, 6, 17.6,⑥④⑤
 3, 2,Ｈトｰセンジャガｰ, 37,上村洋, 0.1, 52, -12,* -3, 7, 23.3, ⑥⑤, 2,10,Ｃナリタプラチナ, 73,藤岡康, 0.2, 80,  -2,  21, 1,  1.7,⑤⑦⑥, 3,14,Ｅラブグランデｰ, 70,秋山真, 0.3, 73,   0,   6, 4,  8.9, ⑩⑧, 3,11,Ａロｰレルレガリス, 79,中舘英, 0.3, 69,*  3,  13, 1,  2.8,④③③
 4, 7,Ｅボｰルドグラン, 46,宮崎北, 0.2, 51,* -9,  -7, 4,  8.4, ②③, 3, 8,Ｊロイヤルダリア, 67,平野優, 0.2, 75,*  0,  13, 7, 21.2,②②②, 4,16,Ｂエステｰラブ, 71,丸山元, 0.4, 71,  -2,   7, 7, 19.2, ⑬⑫, 4,10,Ｃエタｰナルロブロイ, 77,丸山元, 0.4, 68,   1,  14, 3,  5.1,⑧⑦⑧
 5, 1,Ｃカシノエベレスト, 54,古川吉, 0.3, 50, -11,* -6, 2,  4.6, ⑦⑦, 4, 5,Ｇウォｰボネット, 69,木幡初, 0.4, 80,  -3,* 22,12, 50.9,⑫⑫⑫, 5, 5,Ｆクリンゲルベルガｰ, 68,松山弘, 0.5, 70, -13,* 17, 8, 21.9, ⑯⑯, 5,15,Ｎスタｰノｰブルマン, 69,木幡初, 0.5, 66,*  3,   9, 9, 49.3,①①①
 6, 3,Ｂショウナンマイケル, 59,丸山元, 0.4, 47,* -9,  -9, 3,  5.1, ③②, 5,13,Ａベルタリド, 76,田辺裕, 0.4, 76,  -2,  19, 4, 15.8,⑪⑨⑨, 6, 3,Ｌメジロソフィア, 52,国分恭, 0.5, 71,  -2,   6,12, 87.7, ⑪⑨, 6, 7,Ｆアキノグロｰブ, 74,藤岡康, 0.6, 70,  -3,* 20, 7, 18.3,⑮⑮⑬
 7,11,Ｌデリｰル, 17,田辺裕, 0.8, 41, -17,  -7,11, 85.2, ⑪⑪, 6,11,Ｅエｰシングレｰソロ, 72,赤木高, 0.6, 76,  -5,* 22, 8, 23.2,⑮⑮⑭, 7, 1,Ｉフラッシュバット, 66,西田雄, 0.6, 68,  -6,*  8,16,154.0, ⑭⑭, 7, 5,Ｊスタｰサイクル, 72,渡辺薫, 0.7, 68,  -1,  16,13, 68.1,⑩⑫⑫
 8, 9,Ｆコスモサンドリヨン, 42,木幡初, 0.9, 42, -11, -13, 6, 13.2, ⑨⑨, 7, 4,Ｈホｰクウィンザｰ, 69,古川吉, 0.6, 78,  -3,  19, 6, 17.9,⑩⑪⑩, 8,15,Ｋノアウイニング, 62,古川吉, 0.6, 70,*  6,  -3, 9, 23.9, ③⑤, 8, 4,Ｋセレスブレイク, 70,秋山真, 0.7, 67,  -1,  16,10, 58.2,⑭⑬⑭
 9, 6,Ｇデルマラクシュミｰ, 39,伊藤直, 1.3, 36, -12, -19, 8, 35.0, ⑧⑧, 8,14,Ｐセトノジャｰニｰ, 56,小林淳, 0.8, 68,* -1,   8,16,142.1,④④④, 9,12,Ｃトシザレイクブルｰ, 71,長谷川, 0.6, 69,   2,   1, 2,  5.9, ⑨⑩, 9, 8,Ｅモエレジンダイコ, 76,丹内祐, 0.8, 65,*  3,   8, 4,  7.8,②②②
10, 5,Ｉシッポナ, 32,渡辺薫, 1.5, 34, -20, -14,13,106.8, ⑫⑫, 9,15,Ｏグｰテデロワ, 62,村田一, 1.1, 68,  -2,   8,11, 46.6,⑦⑧⑦,10, 9,Ｇフィｰルザファン, 67,的場勇, 0.6, 69,   5,  -2,10, 26.5, ⑤④,10, 6,Ｈイマカツタイガｰ, 73,柴原央, 0.9, 65,   2,   9,12, 65.0,③⑤④
11,12,Ｊビハク, 32,秋山真, 1.6, 32, -25,  -9,10, 84.9, ⑬⑬,10, 7,Ｎメイショウギリシャ, 62,川須栄, 1.1, 69,  -4,  12,13, 77.4,⑬⑬⑮,11, 4,Ｈマンダリンレイ, 67,小野寺, 0.7, 67,  -2,   3, 6, 15.7, ⑫⑬,11,14,Ｉヴァルドルフ, 72,田辺裕, 1.1, 64,   0,  12, 8, 40.5,⑪⑩⑩
12, 4,Ｋアクビサテルバン, 29,丹内祐, 1.8, 30,* -9, -28, 9, 44.9, ④⑥,11, 3,Ｂザバトルクラシック, 74,小野次, 1.3, 69,  -6,  15,10, 40.0,⑭⑯⑬,12, 2,Ｍカイテキプリン, 47,上村洋, 0.8, 67,   1,   0,11, 39.3, ⑦⑥,12, 3,Ｌヤマニンワｰシップ, 70,小林淳, 1.3, 63,  -1,  11,14,184.2,⑬⑪⑪
