10年12月 4日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年12月 4日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,堺ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｄカネトシマｰシャル, 53,国分恭,, 55,  -4,  -7, 4,  7.6,⑥⑤④, 1,10, ヒシカツヒトリタビ,,林満明,,,,, 4, 10.6,④④③, 1, 3,Ｂシルクシュナイダｰ, 70,吉田豊,, 68,   1,*  4, 1,  3.0, ⑦⑥, 1,14,Ｈニホンピロアワｰズ, 85,酒井学,, 87,* 11,  11, 1,  2.8,④④④
 2, 7,Ｂタマモダイナミック, 58,吉田豊, 0.0, 51,  -4,  -7, 1,  2.7,⑤④⑤, 2,11, キシリトｰル,,熊沢重,203.1,,,, 5, 10.7,③②①, 2,12,Ｉショウナンアリビオ, 54,池添謙, 0.0, 69,   4,   1, 4,  9.0, ④④, 2, 6,Ｊプリンセスペスカ, 83,池添謙, 0.0, 85,  10,* 13, 8, 29.0,⑤⑤⑤
 3, 1,Ｆロｰレルマキバオｰ, 49,熊沢重, 0.1, 56,  -5,* -5, 7, 38.8,⑨⑧⑦, 3, 2, ディｰプスピリット,,小坂忠,203.4,,,, 2,  4.9,①①②, 3, 6,Ｅヤマノサファイア, 61,幸英明, 0.3, 69,   4,   0, 7, 17.2, ⑥⑤, 3,12,Ｃメテオロロジスト, 88,武豊  , 0.1, 84,* 12,   9, 2,  4.4,③②②
 4, 2,Ａマサシ, 59,和田竜, 0.2, 54,  -4,  -8, 3,  4.1,⑧⑦⑥, 4, 6, ブチカマシ,,仲田雅,203.8,,,, 9, 28.3,⑦⑥④, 4, 7,Ｄタビト, 66,藤田伸, 0.5, 65,   0,*  3, 6, 11.4, ⑪⑨, 4, 4,Ｍビタｰスウィｰト, 80,川須栄, 0.3, 87,  10,* 13,13,131.0,⑦⑨⑨
 5, 8,Ｃダノンマックイン, 54,ルメｰ, 0.4, 49,* -3, -12, 2,  2.9,③③③, 5, 1, オンワｰドフレスコ,,今村康,210.0,,,,14,182.6,⑧⑨⑤, 5, 4,Ｆウインマｰベリック, 60,ルメｰ, 0.6, 64,   2,  -1, 5,  9.4, ⑧⑧, 5, 8,Ｋアドマイヤテンクウ, 81,小牧太, 0.3, 83,   8,* 16, 9, 34.0,⑬⑭⑭
 6, 4,Ｅハコダテイチバン, 52,吉田稔, 0.4, 49,* -2, -13, 5, 17.0,①①①, 6, 9, メイケイオｰシャン,,白浜雄,211.0,,,,10, 79.9,⑪⑩⑦, 6, 8,Ａクィｰンズバｰン, 71,福永祐, 0.8, 65,*  6,  -8, 2,  3.5, ②②, 6,15,Ｉポｰカｰフェイス, 84,佐藤哲, 0.7, 82,   9,  10,12,128.3,⑫⑪⑫
 7, 6,Ｈメイショウハウンド, 48,石橋守, 0.8, 52,  -6,  -9, 8, 67.8,⑩⑩⑨, 7, 3, ビコｰコルサコフ,,佐久間,211.4,,,,12,120.7,⑫⑪⑥, 7, 9,Ｈロｰジｰライト, 56,国分優, 0.9, 62,   1,  -2,11,126.5, ⑩⑩, 7, 2,Ｏミッキｰバラｰド, 80,和田竜, 0.7, 82,* 11,   5, 7, 18.3,②③③
 8, 5,Ｇレイクキャスケｰド, 49,安藤光, 1.7, 40,  -5, -19,10, 92.1,⑦⑥⑧,,,,,,,,,,,,, 8, 2,Ｃサザンブレイズ, 70,酒井学, 1.5, 61,*  7, -15, 3,  5.0, ①①, 8,11,Ｄラルｰチェ, 87,国分恭, 0.9, 82,   8,   8,10, 34.4,⑭⑫⑩
