10年 5月 9日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 5月 9日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1300m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  ダ1600m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵｱｼｽｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｄベネディｰレ, 59,内田博,, 61,* -4,   1, 1,  2.1, ②①, 1,11,Ｅマイネルネオハｰト, 62,武士沢,, 61,*  0,   3, 5,  9.5,②②②, 1,11,Ｂクラッカｰジャック, 71,岩田康,, 67,  -4,* 14, 4,  8.3, ⑨⑨, 1, 7,Ｅダイショウジェット, 91,柴山雄,, 87,  11,  23, 5, 10.3, ⑤⑤
 2,12,Ｍネオヴェリｰフェズ, 39,横山典, 0.6, 55,* -4,  -4, 6, 18.2, ⑤②, 2, 9,Ｂエタｰナルシチｰ, 67,北村宏, 0.5, 58,  -2,   1, 3,  7.1,⑥③③, 2, 3,Ｅエリモシｰド, 68,福永祐, 0.0, 66,*  1,   8, 3,  6.4, ②②, 2, 4,Ｄナムラハンタｰ, 92,安藤勝, 0.0, 88,* 14,  17, 4,  7.2, ①①
 3, 1,Ｂハニｰカラｰ, 59,伊藤工, 0.7, 55, -12,   5, 3,  5.7, ⑥⑥, 3, 4,Ａゴｰトゥザミラノ, 72,柴田善, 0.5, 63,  -7,* 16, 1,  1.7,⑩⑩⑩, 3,12,Ｐジャッカヴェルデ, 10,柴田善, 0.2, 63,*  2,   5, 9, 37.4, ①①, 3, 3,Ａダノンカモン, 95,岩田康, 0.2, 88,* 12,  18, 1,  2.9, ③③
 4,14,Ａルペルカリア, 60,福永祐, 0.7, 56, -14,*  7, 2,  4.6, ⑪⑨, 4, 1,Ｉサｰクルステｰジ, 50,後藤浩, 0.5, 58,  -3,   3, 8, 71.9,⑤⑤④, 4, 5,Ａロｰブドヴルｰル, 75,内田博, 0.4, 63,  -1,   7, 1,  2.0, ④⑤, 4,14,Ｉスタｰシップ, 89,武士沢, 0.6, 83,   6,* 24,12, 58.5, ⑪⑩
 5,11,Ｌブロｰドアウェイク, 39,石橋脩, 0.8, 55,  -9,   0,11, 91.7, ④⑤, 5, 3,Ｄセレナデスタン, 64,岩田康, 0.5, 63,  -5,* 13, 4,  8.2,⑧⑨⑦, 5,14,Ｃモエレジンダイコ, 71,伊藤工, 0.4, 63,  -3,   9, 5, 15.3, ⑥⑥, 5, 6,Ｎポｰトラヴ, 86,小林淳, 0.7, 83,* 13,  12,15,193.4, ②②
 6, 9,Ｆダイナミズム, 55,三浦皇, 0.8, 56, -17,* 10, 5, 17.2, ⑫⑬, 6,10,Ｋマイネルポンポｰソ, 48,柴田大, 0.7, 58,  -4,   6,10,181.1,⑦⑦⑥, 6, 4,Ｏマイネルフリｰデン, 56,石橋脩, 0.4, 65, -10,* 17,11,118.2, ⑮⑮, 6,16,Ｇクリｰン, 90,横山典, 0.9, 82,   9,  18,10, 36.9, ⑦⑦
 7, 4,Ｃジョウノパッション, 59,松岡正, 1.1, 51,  -9,  -3, 4,  7.0, ③④, 7, 2,Ｆケンシン, 60,福永祐, 0.7, 54,*  0,  -9, 2,  5.5,①①①, 7,10,Ｆダイワレギオン, 68,北村宏, 0.7, 59,*  1,   3, 6, 27.0, ③③, 7, 2,Ｊアｰトオブウォｰ, 88,幸英明, 1.0, 83,   6,  20,13,128.4, ⑧⑧
 8, 5, アテナブルｰ,---,水口優, 1.1, 53, -12,   2,12,167.9, ⑧⑧, 8, 6,Ｃシンボリボルドｰ, 65,大庭和, 1.3, 52,  -4,  -3, 6, 31.9,③④⑤, 8,13,Ｊメジロガストン, 64,吉田豊, 0.8, 59,  -4,   8,10, 57.9, ⑩⑩, 8, 1,Ｂシビルウォｰ, 93,蛯名正, 1.1, 86,   4,* 25, 2,  4.4, ⑬⑭
