10年 5月15日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 5月15日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1600m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,立川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｃレインボｰハｰト, 59,戸崎圭,, 57,*-13,   5, 2,  3.9, ②②, 1,10, トｰセンコックス,,水出大,,,,, 2,  3.0,⑤④③, 1, 2,Ｆセンタｰステｰジ, 70,蛯名正,, 79,*  0,* 20, 2,  3.9, ③③, 1,11,Ｄソｰマジック, 78,戸崎圭,, 86,* -2,  18, 1,  3.1, ②②
 2, 2,Ｅトｰセンママレｰド, 58,柴田善, 0.3, 56, -20,* 13, 4, 10.2, ⑭⑭, 2,12, テンジンリュウセｰ,,浜野谷,202.0,,,, 7, 24.1,④⑤④, 2,10,Ｎギンザクイｰンビｰ, 59,四位洋, 0.2, 77,  -5,* 27, 3,  6.8, ⑫⑪, 2,12,Ｂジョｰメテオ, 79,後藤浩, 0.2, 84,* -4,  18, 3,  5.0, ④④
 3,13,Ｄパラダイスモデル, 58,松岡正, 0.5, 53, -14,   4, 5, 14.2, ④⑤, 3, 9, コアグリｰン,,金子光,202.1,,,,10, 77.5,⑧⑧⑥, 3, 7,Ｏマスタｰギラティナ, 51,北村宏, 0.8, 69,*  3,   9,14, 87.8, ①①, 3,10,Ｆダノンヨｰヨｰ, 76,岩田康, 0.2, 90, -11,* 31, 2,  3.1, ⑬⑬
 4, 1,Ｈチェックユアハｰト, 56,岩田康, 0.6, 55, -18,*  8, 8, 28.8, ⑨⑩, 4, 8, ナカヤマスナイパｰ,,石神深,202.2,,,, 1,  2.6,⑦⑥⑧, 4, 1,Ｍメジロマリアン, 60,横山典, 1.0, 69,  -2,  14, 9, 19.0, ④④, 4, 4,Ｃチュウワプリンス, 78,福永祐, 0.4, 84,  -4,  17, 5, 13.4, ③③
 5, 3,Ｂタマモメロディ, 62,勝浦正, 0.8, 51, -16,   3, 3,  6.5, ⑥⑦, 5, 2, ステルススキャン,,平沢健,202.4,,,, 9, 47.9,②②②, 5,11,Ａクルンプホルツ, 73,安藤勝, 1.2, 69,  -4,  17, 1,  3.8, ⑩⑨, 5, 9,Ｇトップキングダム, 76,柴田善, 0.7, 80,  -6,  17, 6, 17.3, ⑩⑨
 6, 8,Ｇチェルカトロｰバ, 57,大庭和, 1.0, 48, -19,   5,11,163.8, ⑪⑪, 6,13, ヤマニンプレアデス,,柴田大,202.6,,,,11,126.9,①①①, 6, 6,Ｃクリノマックス, 71,三浦皇, 1.2, 69,  -2,  13, 7, 15.9, ⑤⑤, 6, 5,Ｈディｰプスピリット, 74,藤田伸, 0.7, 80,  -6,  15, 4,  8.7, ⑦⑦
 7, 4,Ｉラヴァリｰウィッチ, 51,北村宏, 1.0, 50, -20,*  7,12,166.2, ⑯⑯, 7, 7, マイネルカｰロ,,高野和,203.5,,,,13,151.3,⑥⑦⑦, 7, 8,Ｈオｰシャンロｰド, 69,柴田善, 1.2, 68,  -2,  14,12, 74.6, ⑦⑦, 7, 8,Ｉゴｰルドアグリ, 72,蛯名正, 0.7, 78,  -5,  14, 9, 29.1, ⑤⑤
 8, 9,Ｊハラップクｰ, 51,浜中俊, 1.1, 49, -15,  -1,13,185.9, ⑧⑥, 8, 6, ニシノドｰン,,山本康,203.8,,,, 6, 15.7,③③⑤, 8,16,Ｊエアカサミラ, 68,福永祐, 1.6, 66,  -4,  13,11, 54.3, ⑨⑩, 8, 2,Ａメイショウコウセイ, 79,四位洋, 0.7, 80,  -8,  18, 8, 21.6, ⑧⑧
