10年 8月15日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 8月15日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  芝1800m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ札幌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｆサクラベル, 45,ホワイ,, 64,*-11,   6, 1,  2.6, ①①, 1, 8, イイデタイガｰ,---,池添謙,, 61,*-32,* 24, 1,  2.0,①①①, 1, 9,Ａイッツアチャンス, 82,武豊  ,, 73,* 10,   4, 2,  3.8, ②②, 1,12,Ｂアドマイヤプレミア, 75,上村洋,, 78,   1,* 15, 4,  8.9,⑪⑧⑥
 2, 6,Ａゼフィランサス, 60,藤田伸, 0.1, 65, -16,* 10, 4,  5.6, ⑤③, 2, 4, インパクトゲｰム,---,安藤勝, 0.3, 61, -34,* 25, 2,  3.1,⑥⑤⑤, 2,12,Ｆサクラナスカ, 67,岩田康, 0.2, 74,   7,   6, 3,  4.1, ③③, 2, 2,Ｍテイエムキングダム, 59,中舘英, 0.1, 71,*  2,   8, 6, 13.7,①①①
 3, 3,Ｅアタッキングゾｰン, 48,岩田康, 0.3, 60,*-12,   3, 2,  3.0, ②②, 3, 7, マイネロサリラ,---,ホワイ, 0.6, 54,*-31,  17, 3,  4.4,④③②, 3,11,Ｈキタサンハナミチ, 63,西村太, 0.6, 66,  -3,*  8, 9, 76.3, ⑨⑦, 3, 9,Ｋクリノテンペスタ, 62,秋山真, 0.2, 73,   0,* 12,13,149.4,⑩⑦⑤
 4, 1,Ｃショウナンアリビオ, 50,池添謙, 0.7, 55, -16,   2, 3,  3.9, ④④, 4, 5, ユキノミラクル,---,佐藤哲, 0.8, 51, -33,  17, 8, 44.2,③④④, 4, 7,Ｉドナルドバロｰズ, 63,ホワイ, 0.6, 67,   0,   7, 5, 12.9, ⑤⑤, 4, 5,Ｃサトノホクト, 71,四位洋, 0.9, 65,   1,   4, 2,  3.8,⑦④③
 5, 4,Ｄリアライズノユメ, 48,吉田隼, 0.8, 54, -20,   5, 6, 45.9, ⑥⑥, 5, 3, ヒダカアルテミス,---,吉田隼, 0.9, 53, -36,  21, 5, 28.8,⑩⑨⑥, 5, 2,Ｄシルクデイブレイク, 68,芹沢純, 0.7, 64,  -2,   6, 1,  2.7, ⑥⑥, 5, 7,Ｅスマイルキング, 70,横山典, 0.9, 65,*  2,   3, 3,  6.8,②②②
 6, 5,Ｇオウエイステイジ, 28,宮崎北, 1.8, 40, -20,  -8, 7,116.9, ⑦⑦, 6, 2, ランドヘラクレス,---,柴山雄, 1.7, 43, -37,  11,10,143.2,⑨⑩⑦, 6, 3,Ｊトゥインクルスノｰ, 60,川須栄, 0.8, 64,   2,   2,10, 80.2, ④④, 6, 8,Ｉオｰスミカイエン, 67,古川吉, 1.0, 65,   0,   6, 8, 23.2,⑬⑩⑨
 7, 2,Ｂニシノハピエン, 50,藤岡佑, 2.0, 37, -16, -15, 5, 14.9, ③⑤, 7,10, コスモユリア,---,三浦皇, 2.2, 31,*-32,  -6, 4, 15.5,②②③, 7, 1,Ｂエイシンクエスト, 72,藤岡佑, 1.0, 60, -12,* 10, 4,  7.0, ⑫⑫, 7, 1,Ｄソヴリン, 70,宮崎北, 1.0, 66,   0,   6,12, 93.0,⑨⑨⑧
,,,,,,,,,,,, 8, 6, リズムボｰイ,---,藤岡佑, 2.4, 33, -36,   0, 9, 56.7,⑦⑧⑩, 8, 5,Ｋプリンセスミカ, 51,秋山真, 1.0, 62,  -1,   4,11,105.9, ⑦⑩, 8,10,Ｌキンショｰダンデｰ, 62,三浦皇, 1.1, 66,  -1,   6,10, 29.2,⑧⑬⑩
