10年 4月 3日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 4月 3日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ2400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2500m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9,13,Ｊカシマパステル, 50,柴田善, 1.0, 48,  -3, -14, 8, 24.5,⑥⑥⑤, 9,12, ミウラチェス,,柴田未,198.5,,,,10, 75.9,⑥⑥⑥, 9, 7,Ｃサクラシザｰズ, 72,田中博, 2.8, 62,   7,  -7, 4,  9.7,⑧⑩⑩, 9, 4,Ｉロｰズプレステｰジ, 74,後藤浩, 1.8, 66,* 11,  -4,11, 56.9,③④⑤
10, 8,Ｇエミネンスグリｰズ, 57,蛯名正, 1.4, 47,  -3, -17, 5,  9.4,⑦⑤⑦,10, 5, クリｰバレン,,柴田大,199.5,,,, 7, 27.8,⑫⑬⑪,10,12,Ｉタマモウィナｰ, 66,丸山元, 5.8, 49,*  9, -40, 6, 28.2,①①⑦,10, 1,Ｇジェイケイラン, 76,江田照, 1.9, 68,   8,   3, 6, 11.7,⑬⑬⑫
11,11,Ｉプラウドメアリｰ, 56,北村宏, 2.1, 38,* -2, -25,13,226.2,②②②,11,14, スティングマリｰ,,平沢健,199.7,,,, 2,  3.4,①③⑤,11, 3,Ｌケｰジｰカチボシ, 53,村田一, 7.9, 43,   5, -45,10, 86.2,⑪⑪⑪,11,12,Ｋパルエクスプレス, 73,木幡初, 1.9, 66,   9,  -1,12, 63.9,⑦⑧⑥
12,10,Ｆブライティアレザｰ, 57,丸山元, 2.2, 43,  -6, -20, 9, 66.8,⑩⑨⑪,12, 6, サジタリウス,,蓑島靖,200.5,,,, 9, 72.5,⑬⑫⑫,12, 8,Ｊセトウチモモタロｰ, 65,田辺裕,12.8,  1,   0, -70,11,133.8,②⑫⑫,12, 9,Ｎグランドカラｰ, 68,三浦皇, 2.1, 65,   9,  -5, 9, 35.7,⑤⑨⑦
13, 7,Ｋラビングリｰシャ, 47,菅原隆, 3.0, 36,  -8, -23,14,436.2,④⑫⑬,13, 8, ハクサンレジェンド,,金子光,207.6,,,,14,153.4,⑭⑭⑬,,,,,,,,,,,,,13,14,Ｍマスラタケヲ, 68,丸山元, 2.2, 65,   7,   2,14,364.4,⑭⑭⑭
14, 1,Ｌフロストフラワｰ, 30,田中博, 4.5, 28, -10, -33,12,163.4,⑨⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,14,10,Ｌニシノプライスレス, 72,松岡正, 2.5, 63,  10,  -9, 5,  9.7,⑥⑦⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-1),,,,,,,,,,,
"単勝:9,790円 複勝:05=2,450円 12=270円 04=250円 枠連:1,300円",,,,,,,,,,,,"単勝:1,160円 複勝:07=230円 11=140円 03=1,710円 枠連:740円",,,,,,,,,,,,単勝:690円 複勝:06=210円 11=170円 04=120円 枠連:730円,,,,,,,,,,,,単勝:370円 複勝:06=140円 05=150円 13=150円 枠連:970円,,,,,,,,,,,
"馬連:13,170円 ワイド:05-12=5,160円 04-05=6,550円 04-12=740円",,,,,,,,,,,,"馬連:880円 ワイド:07-11=350円 03-07=7,140円 03-11=2,940円",,,,,,,,,,,,"馬連:4,150円 ワイド:06-11=860円 04-06=340円 04-11=320円",,,,,,,,,,,,馬連:880円 ワイド:05-06=280円 06-13=260円 05-13=400円,,,,,,,,,,,
"馬単:72,420円 3連複:45,840円 3連単:652,690円",,,,,,,,,,,,"馬単:2,580円 3連複:18,830円 3連単:94,280円",,,,,,,,,,,,"馬単:8,320円 3連複:1,640円 3連単:21,270円",,,,,,,,,,,,"馬単:1,730円 3連複:950円 3連単:4,800円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-15,,,,,■ 5R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 8R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■11R  芝1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,船橋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｃシルクファルシオン, 62,北村宏,, 63,*  4,*  0, 1,  2.2, ②②, 1, 3,Ｃドリｰムバスケット, 59,松岡正,, 68,*  0,*  7, 3,  4.3,①②①, 1, 4,Ｂブライトアイザック, 77,江田照,, 77,*  4,*  9, 1,  3.4, ②②, 1, 3,Ｈリキサンファイタｰ, 76,村田一,, 82,  -3,  18, 8, 19.3, ⑤⑤
 2,15,Ｂマｰシュハリアｰ, 63,松岡正, 0.2, 61,   2,* -1, 2,  3.3, ④④, 2, 4,Ｂプレタポルテ, 61,北村宏, 0.1, 67,  -1,* 10, 1,  2.8,⑥④③, 2,12,Ｅコスモパイレット, 70,松岡正, 0.2, 74,   0,* 11, 3,  3.8, ④⑤, 2, 2,Ｃメイビリｰヴ, 79,武士沢, 0.2, 77,   2,  10, 3,  5.6, ④④
 3, 8,Ｄサクラクロｰバｰ, 61,横山典, 0.6, 60,*  4,  -5, 3,  4.2, ①①, 3, 6,Ｆメジロバラク, 52,吉田豊, 1.1, 55,  -7,*  4, 7, 22.9,⑩⑧⑦, 3,16,Ｄトロイオンス, 71,田中博, 0.6, 72,*  5,   3, 8, 18.1, ①①, 3,10,Ｂトップオブピｰコイ, 80,田中勝, 0.3, 80, -14,* 24, 2,  5.2, ⑯⑪
 4,12,Ｊセザンブライト, 43,三浦皇, 1.2, 53,*  3, -10, 8, 44.7, ③③, 4, 8,Ｋフェニックスワン, 33,後藤浩, 1.2, 54,  -7,   3,10, 70.5,⑧⑨⑩, 4, 3,Ａダスタップ, 77,丸山元, 0.8, 71,  -2,   7, 2,  3.8, ⑤③, 4, 9,Ｊエフテｰストライク, 75,吉田豊, 0.3, 78,  -9,  19,12, 39.6, ⑩⑨
 5,11,Ｆウインドジャズ, 54,中舘英, 1.3, 51,  -1,  -7, 4, 15.2, ⑥⑧, 5, 1,Ｄレオヒリュウ, 58,江田照, 1.9, 45,  -4, -12, 5, 17.4,⑤⑥⑥, 5, 5,Ｃクラッカｰジャック, 73,内田博, 0.9, 69,  -8,* 12, 4,  8.0, ⑨⑧, 5, 6,Ｇボストンゴｰルド, 77,柴田善, 0.4, 77, -10,  19, 6, 13.1, ⑪⑫
 6, 5,Ｇオンワｰドチアフル, 53,郷原洋, 1.6, 47,  -4,  -7,10, 96.3, ⑧⑦, 6,13,Ｇキスオブファイアｰ, 49,三浦皇, 1.9, 48, -10,  -3, 8, 37.2,⑨⑪⑪, 6, 9,Ｋジョｰレオｰネ, 62,三浦皇, 1.6, 63,*  3,  -4, 5, 12.3, ③④, 6, 5,Ａツｰデイズノｰチス, 81,内田博, 0.4, 77,  -8,  16, 1,  3.6, ⑨⑧
 7, 9,Ｈビンテｰジワイン, 47,吉田豊, 1.8, 44,  -7,  -6,11,254.8, ⑩⑨, 7,10,Ｊカンクロ, 43,岩部純, 1.9, 44,  -2, -16, 9, 40.7,④⑤⑤, 7,14,Ｆピサノプレミアム, 68,吉田隼, 1.8, 61,  -3,   0, 7, 16.1, ⑥⑨, 7, 8,Ｍベイリングボｰイ, 74,柴山雄, 0.5, 78, -14,* 22, 4,  9.0, ⑮⑯
 8,13,Ａタマノリテラシｰ, 63,小野寺, 1.8, 45,  -4,  -9, 6, 23.8, ⑨⑩, 8, 2,Ｅヴィｰヴァロブロイ, 54,蛯名正, 2.1, 41,  -1, -20, 6, 21.0,③③④, 8, 2,Ｊキングオバマ, 63,大江原, 1.8, 60,  -5,   1,11,210.0, ⑦⑥, 8,15,Ｄタイセイハニｰ, 78,勝浦正, 0.5, 76, -12,  19, 7, 14.3, ⑭⑬
 9,14,Ｅテイエムタイフｰン, 56,武士沢, 1.9, 44,  -1, -12, 7, 30.1, ⑦⑥, 9,11,Ｈダイワトリビュｰン, 45,内田博, 2.1, 43,  -4, -15, 4, 12.4,⑦⑦⑧, 9,15,Ｉホクセツポイント, 64,菅原隆, 1.9, 60,  -9,   5, 9, 72.7, ⑪⑩, 8,12,Ｋワンダｰクラフティ, 75,中舘英, 0.5, 74,*  4,   3, 5,  9.8, ③②
10, 4,Ｉコスモルアノｰヴァ, 44,丹内祐, 2.7, 38,  -8, -12,12,272.3, ⑫⑫,10, 9,Ｉマイネギュゼル, 44,石橋脩, 2.2, 45,  -9,  -6,15,217.0,⑪⑩⑨,10,13,Ｈシルクファラオ, 67,蛯名正, 2.0, 59,  -5,  -1, 6, 15.0, ⑧⑦,10, 4,Ｉナンゴクプラネット, 76,伊藤工, 0.5, 75,  -6,  14,14, 65.8, ⑦⑦
11, 1, スマｰトチョイス,---,田辺裕, 2.7, 37, -10, -11, 9, 53.8, ⑬⑮,11,15, ゼンノドンカスタｰ,---,小野寺, 2.6, 39, -14,  -5,13,199.5,⑬⑬⑫,11, 1,Ｍコノハナ, 57,伊藤工, 2.0, 57, -13,   6,12,211.0, ⑬⑪,11,13,Ｆケイティラブ, 77,野元昭, 0.5, 74,*  7,   0,11, 27.4, ①①
12, 6,Ｋコアレスグルｰム, 36,蛯名正, 2.8, 39,   0, -21, 5, 19.0, ⑤⑤,12,14,Ｌマイネルニコラス, 19,伊藤工, 2.9, 36, -19,  -3,14,214.3,⑭⑭⑭,12,11,Ｌカリスマブラック, 57,石橋脩, 3.2, 49, -12,  -4,13,254.1, ⑭⑭,12,11,Ｌクリｰルバレット, 74,黛弘人, 0.7, 72,  -3,   8,10, 23.0, ⑥⑥
13, 2,Ｌカシノアイリス, 35,水口優, 3.0, 34, -10, -13,16,476.1, ⑭⑬,13,12, サムライヒｰロｰ,---,田辺裕, 3.1, 31, -16, -11,12,108.3,⑫⑫⑬,13, 6,Ｎステファナイト, 50,武士沢, 3.4, 45, -13,  -5,15,450.7, ⑮⑮,13, 1,Ｏゼットカｰク, 73,江田照, 0.7, 72,*  5,   1,13, 55.0, ②③
14,16,Ｍカシノアベベ, 32,西田雄, 3.0, 35,  -6, -16,15,342.9, ⑪⑪,14, 5,Ａツクバキング, 64,吉田隼, 4.1, 22,*  1, -53, 2,  3.0,②①②,14, 8,Ｇクリノオンビｰト, 67,大庭和, 3.5, 43, -13,  -6,10,114.9, ⑯⑯,14, 7,Ｐダンディｰズケア, 70,木幡初, 0.8, 72, -11,  15,16,179.7, ⑬⑮
15, 3,Ｎマスアンドゥナ, 32,二本柳, 3.0, 34, -11, -12,14,336.7, ⑮⑭,15, 7, ワタシシンジテ,---,田中博, 7.6, -8, -58,  -3,11, 85.6,⑮⑮⑮,15, 7,Ｐセンゴクカイドウ, 40,宮崎北, 3.5, 45, -11,  -7,16,466.9, ⑫⑬,15,16,Ｎジョイントスタｰズ, 73,西田雄, 0.9, 70, -10,  12,15,135.0, ⑫⑭
16, 7,Ｏサザンマグノリア,-44,田中博,18.4,18.4---, -82, -82,13,287.8, ⑯⑯,,,,,,,,,,,,,16,10,Ｏグレｰスチャｰチ, 49,柴山雄, 4.4, 36,  -7, -19,14,391.0, ⑩⑫,16,14,Ｅショウナンカッサイ, 77,北村宏, 1.0, 68,  -6,   7, 9, 20.7, ⑧⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-1),,,,,,,,,,,
単勝:220円 複勝:10=110円 15=110円 08=140円 枠連:310円,,,,,,,,,,,,単勝:430円 複勝:03=160円 04=140円 06=540円 枠連:290円,,,,,,,,,,,,単勝:340円 複勝:04=150円 12=160円 16=450円 枠連:390円,,,,,,,,,,,,"単勝:1,930円 複勝:03=450円 02=230円 10=220円 枠連:3,520円",,,,,,,,,,,
馬連:330円 ワイド:10-15=150円 08-10=200円 08-15=280円,,,,,,,,,,,,"馬連:550円 ワイド:03-04=220円 03-06=1,330円 04-06=1,310円",,,,,,,,,,,,"馬連:670円 ワイド:04-12=290円 04-16=1,080円 12-16=1,110円",,,,,,,,,,,,"馬連:5,070円 ワイド:02-03=1,500円 03-10=1,610円 02-10=820円",,,,,,,,,,,
"馬単:560円 3連複:370円 3連単:1,450円",,,,,,,,,,,,"馬単:1,210円 3連複:4,300円 3連単:17,050円",,,,,,,,,,,,"馬単:1,420円 3連複:3,790円 3連単:14,580円",,,,,,,,,,,,"馬単:12,940円 3連複:12,420円 3連単:105,720円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 6R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 9R  芝2200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,山吹賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａジャストザシｰズン, 63,内田博,, 65,  -3,*  7, 1,  1.9,⑨⑧⑤, 1,10,Ｄホロｰポイント, 69,柴田善,, 65,* -5,* 19, 1,  1.6,①①①, 1, 5,Ｂトウカイメロディ, 70,吉田隼,, 83, -15,* 31, 2,  4.0,⑥⑥⑥, 1, 7,Ｂベルモントガリバｰ, 81,内田博,, 82,   6,* 14, 2,  2.9,⑭⑪⑫
 2, 1,Ｊゲンパチシャトル, 42,丸山元, 0.2, 63,* -1,  -1, 8, 29.3,①①①, 2, 7,Ｃウイントランザム, 69,蛯名正, 0.3, 66,* -6,  19, 5, 16.4,④③③, 2, 2,Ａリｰサムキッド, 71,松岡正, 0.2, 78, -15,  24, 5, 23.4,④④④, 2,14,Ａマジカルブリット, 83,横山典, 0.0, 79,*  9,   8, 1,  2.6,⑥④②
 3, 5,Ｂトｰセンヤッテキタ, 58,江田照, 0.2, 61,* -1,   0, 5, 10.2,③②②, 3, 8,Ｂナムラロアｰ, 70,内田博, 0.4, 67,  -6,* 21, 2,  4.4,⑤⑤⑤, 3, 6,Ｃシャガｰル, 69,横山典, 0.2, 73,*-12,  19, 1,  1.4,②②②, 3,10,Ｍトｰセンルｰチェ, 76,伊藤工, 0.2, 78,   5,* 14,14,181.9,⑯⑭⑭
 4, 7,Ｈブリｰジｰデイズ, 53,田中博, 0.3, 61,  -3,*  2, 2,  5.5,⑤④④, 4, 5,Ａフェバリットアワｰ, 71,勝浦正, 0.8, 62,  -8,  18, 4, 14.5,⑦⑦⑦, 4, 4,Ｅメジロムｰア, 68,石橋脩, 0.3, 71,*-11,  13, 6, 40.8,①①①, 4,12,Ｌグレｰスエポナ, 76,後藤浩, 0.5, 74,* 10,   2, 4, 13.4,③②①
 5, 3,Ｄアドバンステイオｰ, 57,吉田隼, 1.0, 59,  -3,  -1, 7, 26.7,⑥⑥⑦, 5,11,Ｆトｰセンドンファン, 63,横山典, 0.9, 59,* -6,  13, 7, 20.9,②②②, 5, 3,Ｄタニノエポレット, 68,内田博, 0.4, 76, -15,  23, 3,  7.4,⑤⑤⑤, 5,16,Ｄドリｰムリバイバル, 80,松岡正, 0.5, 77,   5,* 12, 5, 14.4,⑮⑬⑬
 6, 6,Ｆベルモントパルキア, 55,西村太, 1.1, 55,  -3,  -5, 6, 14.6,②③③, 6, 6,Ｋルナｰレガシｰ, 57,後藤浩, 1.7, 52,  -7,   8, 3, 10.0,⑧⑥⑥, 6, 1,Ｆノｰザンリバイブ, 61,柴田善, 0.6, 70, -14,  16, 4, 10.6,③③③, 6, 4,Ｉナムラマハラジャ, 77,柴田善, 0.8, 75,   7,   6,11, 64.2,⑬⑩⑨
 7, 9,Ｅニシノユｰトピア, 56,田辺裕, 1.4, 56,  -5,  -1, 9, 33.5,⑧⑩⑨, 7, 4,Ｈドリｰムザネクスト, 60,丸山元, 1.7, 57,  -7,   9, 9, 84.6,③④④,,,,,,,,,,,,, 7,13,Ｋエバｰモア, 76,大庭和, 0.9, 72,   5,   8,16,202.9,⑫⑫⑩
 8, 2,Ｃヤマニンアｰシｰ, 57,松岡正, 1.6, 52,  -3,  -6, 3,  7.3,④⑤⑥, 8, 2,Ｇサントアスコット, 61,江田照, 2.5, 50,  -9,   5,11,250.1,⑨⑨⑧,,,,,,,,,,,,, 8, 5,Ｆコスモフォｰス, 78,木幡初, 0.9, 73,   8,   2, 6, 17.2,⑤③④
 9, 4,Ｋエムエムクイｰン, 39,村田一, 2.6, 47,  -5, -12,12,352.9,⑩⑨⑧, 9, 3,Ｊスギノリバｰス, 58,伊藤工, 2.8, 47, -11,   6,10,177.1,⑪⑩⑨,,,,,,,,,,,,, 9, 2,Ｈシルクスタｰシップ, 78,丸山元, 1.1, 75,   7,   2,10, 55.6,④⑤⑦
10,12,Ｇカトルズブンタ, 55,後藤浩, 2.7, 43,  -4, -15, 4,  9.9,⑦⑦⑩,10, 9,Ｉマイネルスピリドン, 58,松岡正, 3.6, 42, -11,  -1, 6, 19.5,⑩⑪⑪,,,,,,,,,,,,,10,11,Ｃカズノロマン, 80,蛯名正, 1.5, 71,   7,  -2, 3,  6.4,⑩⑦⑥
11,10,Ｉジャングルボルト, 44,武士沢, 2.8, 43,  -5, -13,11,112.8,⑪⑪⑪,11, 1,Ｅエンダｰズシャドウ, 66,田中勝, 4.1, 38,  -9,  -7, 8, 27.0,⑥⑧⑩,,,,,,,,,,,,,11, 8,Ｊトｰセンマンボ, 77,西田雄, 1.8, 69,   7,  -3,15,197.6,⑨⑧⑪
12, 8, ディファイアンス,---,伊藤工, 5.3, 32, -19,  -9,10, 37.1,⑫⑫⑫,,,,,,,,,,,,,,,,,,,,,,,,,12, 3,Ｅマルサライガｰ, 79,武士沢, 3.0, 59,   7, -12,13,155.5,⑦⑨⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13, 9,Ｐアップカントリｰ, 72,三浦皇, 3.3, 59,   4, -10, 7, 24.6,②⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,15,Ｇアサクサゼットキ, 78,吉田豊, 3.4, 57,   5, -12, 8, 35.7,⑪⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｏスギノブレイド, 72,田中勝, 4.3, 51,   8, -26, 9, 36.1,⑧⑥⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｎベルモントヤマユリ, 74,西村太, 4.4, 51,*  9, -29,12, 83.0,①①③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-3),,,,,,,,,,,
"単勝:190円 複勝:11=110円 01=460円 05=220円 枠連:2,030円",,,,,,,,,,,,単勝:160円 複勝:10=110円 07=290円 08=130円 枠連:480円,,,,,,,,,,,,"単勝:400円 複勝:05=280円 02=1,110円 枠連:0円",,,,,,,,,,,,"単勝:290円 複勝:07=120円 14=140円 10=1,820円 枠連:400円",,,,,,,,,,,
"馬連:1,980円 ワイド:01-11=740円 05-11=360円 01-05=1,640円",,,,,,,,,,,,"馬連:1,380円 ワイド:07-10=390円 08-10=170円 07-08=610円",,,,,,,,,,,,"馬連:2,960円 ワイド:02-05=310円 05-06=120円 02-06=260円",,,,,,,,,,,,"馬連:390円 ワイド:07-14=200円 07-10=5,480円 10-14=5,860円",,,,,,,,,,,
