10年 5月 9日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 5月 9日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,二王子特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａティファニｰケイス, 67,秋山真,, 67,*  5,  -1, 1,  2.6, ①①, 1, 2,Ａキクノキセキ, 67,丸山元,, 77,* 10,*  6, 1,  1.8,①①①, 1,15,Ｈリバｰサルブロｰ, 68,秋山真,, 66,   6,   0,11, 49.5, ④④, 1, 9,Ａグレイスフルソング, 75,吉田隼,, 72,   8,   9, 1,  2.5, ⑦⑦
 2,13,Ｂエスジｰナミ, 64,ウィリ, 0.1, 67,*  4,  -1, 5,  8.9, ②②, 2,12,Ｅエンジェルブレス, 59,川須栄, 2.0, 64,   6,  -4, 5, 14.8,⑤④③, 2, 9,Ａトロイオンス, 73,田中博, 0.0, 67,*  8,  -3, 4,  8.3, ①①, 2, 5,Ｄトウカイソニック, 68,的場勇, 0.0, 72,   6,* 13, 2,  3.9, ⑧⑧
 3, 3,Ｅナムラジョイ, 51,太宰啓, 0.3, 62,  -5,*  5, 3,  5.2, ⑨⑧, 3,10,Ｂジェットヴォイス, 66,国分優, 2.2, 62,*  9, -11, 3, 11.2,③②②, 3, 1,Ｊサウスジャック, 66,西田雄, 0.1, 66,*  7,  -2, 8, 16.8, ②③, 3, 7,Ｃロｰレルエルヴェル, 69,田辺裕, 0.4, 68,   5,* 11, 7, 12.5, ⑨⑨
 4,14,Ｆプリマベｰラシチｰ, 48,上村洋, 0.5, 63,*  3,  -4, 4,  8.4, ③③, 4,14,Ｇキャリｰザデイ, 57,田中博, 2.2, 64,   4,  -3, 2,  3.7,⑦⑦⑦, 4, 2,Ｋマンテンテイオｰ, 64,芹沢純, 0.1, 65,  -2,*  6,15,191.5, ⑪⑪, 4, 3,Ｅバックハウス, 68,ウィリ, 0.7, 63,* 12,  -9, 5, 10.4, ②②
 5, 8, キタノアツヒメ,---,西田雄, 1.0, 58,   1,  -6, 9, 52.3, ④④, 5, 5,Ｃギャラクシｰ, 63,船曳文, 2.6, 61,   6,  -6,10, 69.3,⑨⑥⑤, 5, 4,Ｆベストフェット, 70,田辺裕, 0.2, 64,   2,   1, 6, 11.3, ⑦⑦, 5, 8,Ｊケｰジｰカチボシ, 54,宮崎北, 0.8, 62,  10,  -9,10,136.9, ③③
 6,11,Ｄビコｰペグｰ, 56,吉田隼, 1.2, 54,  -7,  -1, 2,  4.9, ⑪⑪, 6, 7,Ｉサクセスシェｰバｰ, 56,平野優, 2.9, 59,   2,  -4, 4, 12.2,⑪⑩⑪, 6, 6,Ｄセレスコクオｰ, 71,松田大, 0.3, 64,   3,  -1, 2,  4.8, ⑤⑤, 6, 6,Ｆテツキセキ, 67,荻野琢, 0.9, 63,  10,  -5, 4,  7.5, ⑤⑤
 7, 6,Ｇカエラチャン, 46,国分優, 1.2, 56,   0,  -7,12, 88.5, ⑤⑤, 7,13,Ｊヤブサメ, 56,丸田恭, 3.5, 54,   6, -16, 7, 20.6,⑥⑤④, 7,13,Ｌマイティｰクラウン, 63,小野寺, 0.3, 63, -10,* 12,12, 60.6, ⑮⑮, 7, 1,Ｉマイサイドキック, 63,松田大, 1.1, 59,   9, -10, 6, 12.0, ④④
 8, 4, サマｰベニング,---,古川吉, 1.3, 52,  -5,  -4, 7, 19.4, ⑧⑩, 8, 3,Ｄノアスカｰレット, 61,松山弘, 3.6, 55,   1,  -8, 6, 15.8,⑫⑪⑨, 8, 3,Ｎワンダｰリディア, 61,田嶋翔, 0.4, 62,  -5,*  6,13,120.8, ⑭⑭, 8,10,Ｂポケッタブルゲｰム, 73,木幡初, 1.2, 57,* 12, -18, 3,  6.9, ①①
