10年 7月18日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 7月18日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ函館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂテイエムシャトウ, 47,小野次,, 46,*-16,*  1, 3, 16.2, ③③, 1, 4, トラストワン,---,藤岡佑,, 61, -15,   7, 4,  7.0, ④④, 1,10,Ｅシルクアルバス, 72,横山典,, 73,   5,*  8, 4,  8.7,⑤④③, 1, 5,Ｈニシノミｰチャン, 64,藤田伸,, 71,*  1,   6, 4, 10.2, ②②
 2, 1,Ｅナムラオｰシャン, 41,藤田伸, 0.2, 43,*-15,  -3, 2,  4.5, ①①, 2, 7, マギストラ,---,藤田伸, 0.0, 62, -19,* 11, 1,  2.0, ⑧⑦, 2, 1,Ｃエスジｰストリｰム, 75,西村太, 0.1, 74,   4,* 11, 6, 16.3,⑨⑦⑤, 2, 4,Ｉスニｰカｰブルｰス, 63,藤岡佑, 0.0, 72,*  2,   6, 7, 19.0, ①①
 3, 4,Ａスズカホｰプ, 58,安藤勝, 0.2, 44, -19,*  1, 1,  1.2, ⑤⑤, 3, 1, ノｰブルディｰド,---,池添謙, 0.1, 60, -15,   6, 2,  3.6, ⑤⑤, 3, 8,Ｂアイソトｰプ, 75,安藤勝, 0.1, 71,*  6,   6, 2,  3.0,②②②, 3, 8,Ｅスピｰディセイコｰ, 68,横山典, 0.2, 68,* -1,   6, 1,  2.8, ③③
 4, 8,Ｈデルマラクシュミｰ, 32,荻野琢, 0.4, 42, -20,   0, 8,163.2, ⑧⑦, 4, 9, ロジッツェル,---,横山典, 0.2, 59, -23,* 12, 3,  6.5, ⑩⑧, 4, 5,Ｆビクトリアスバイオ, 72,大野拓, 0.4, 69,   6,   6,10, 50.8,④⑤⑥, 4, 9,Ｆディパｰチャｰズ, 67,木幡初, 0.4, 66,  -4,   6, 6, 14.1, ⑤⑥
 5, 3,Ｇウォｰタｰメイ, 32,吉田隼, 0.8, 36, -19,  -7, 5, 36.0, ④④, 5, 2, アンリミテッドピサ,---,武幸四, 0.5, 55, -19,   5, 6, 26.5, ⑦⑥, 5,12,Ｉグレイドキング, 66,丹内祐, 0.5, 72,*  6,   3, 9, 45.1,③③④, 5, 1,Ｃマイスイｰトホｰム, 69,丸山元, 0.5, 65, -10,   8, 3,  5.4, ⑨⑨
 6, 5,Ｄシオンフェアリｰ, 44,丸田恭, 1.2, 31, -21,  -9, 4, 27.5, ⑥⑧, 6, 3, テイエムジョニクロ,---,柴山雄, 1.0, 47, -15,  -5, 9,118.6, ③③, 6,11,Ｄシルクエステｰト, 74,藤岡佑, 0.6, 72,   3,*  8, 3,  6.0,⑧⑨⑧, 6, 2,Ｄザデイ, 69,吉田隼, 0.6, 64,  -8,   6, 5, 11.8, ⑧⑧
 7, 2,Ｃボビｰバロｰズ, 45,柴山雄, 1.2, 31,*-16, -14, 6, 41.0, ②②, 7, 8, ハイパフォｰマンス,---,吉田隼, 1.2, 45,*-12, -10, 5, 10.9, ②②, 7, 3,Ａトウシンボルト, 77,池添謙, 1.1, 66,   4,   2, 1,  2.9,⑦⑧⑨, 7, 7,Ｇキタサンハナミチ, 65,西村太, 0.6, 63, -19,* 14, 9, 44.9, ⑫⑫
 8, 6,Ｆテイエムミライオｰ, 37,長谷川, 1.8, 24, -20, -18, 7, 96.2, ⑦⑥, 8,10, ティアラグラマラス,---,古川吉, 1.9, 37, -21, -10, 7, 70.7, ⑨⑨, 8, 7,Ｈウルトライエロｰ, 67,小林徹, 1.1, 67,*  6,  -3,11, 94.5,①①①, 8,11,Ｂバリバリセレブ, 72,柴山雄, 0.7, 62,  -4,   3, 8, 21.4, ⑥④
