10年11月 6日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年11月 6日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,檜原湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｃチェリｰビスティｰ, 54,中舘英,, 65,* -1,   5, 3,  4.3, ①①, 1,11,Ｋチュウワブロッサム, 56,荻野琢,, 73,   8,   2, 9, 49.4,②⑤⑥, 1,10,Ｉドリｰムハッチ, 70,平野優,, 76,* -2,* 18, 8, 16.8,②②②, 1, 1,Ａネヴァｰフェイド, 79,藤岡康,, 75,   6,  17, 1,  1.7,③④③
 2,13,Ｅカシノエベレスト, 50,渡辺薫, 0.7, 56,* -3,  -2, 6, 13.7, ③②, 2, 8,Ｂランブリングロｰズ, 70,藤岡康, 0.1, 72,   9,   0, 2,  3.8,⑥③③, 2, 3,Ｅパｰフェクトバイオ, 72,中舘英, 0.2, 75,* -1,  16, 2,  5.0,①①①, 2,13,Ｂカネトシスラｰヴァ, 76,丸山元, 0.1, 73,   3,* 21, 3,  7.9,⑪⑩⑩
 3, 5,Ａガｰルズストｰリｰ, 60,国分優, 0.8, 54, -13,*  6, 1,  3.4, ⑩⑩, 3, 3,Ｃカオカオプリン, 69,小野寺, 0.3, 70,   5,*  3, 5, 17.9,⑨⑪⑩, 3, 7,Ａサクセスヒュｰゴｰ, 76,的場勇, 0.5, 76,  -4,* 17, 1,  2.5,⑦⑦⑦, 3, 6,Ｋメルヴェイユドｰル, 65,石橋脩, 0.3, 72,   4,  15, 8, 28.3,⑦⑦⑧
 4, 6,Ｄフェイスフルラバｰ, 50,小野寺, 0.9, 52,  -7,   0, 5, 10.7, ⑤⑤, 4, 2,Ａエヴァ, 77,吉田隼, 0.4, 71,* 10,  -4, 1,  2.2,①①①, 4, 5,Ｂトウカイキアｰロ, 73,石橋脩, 0.7, 72,  -3,  15, 3,  6.2,⑥⑤⑤, 4,11,Ｍクヴァルダ, 62,渡辺薫, 0.3, 74,   1,* 20,13,189.1,⑬⑬⑬
 5, 2,Ｂミサノグリｰン, 55,丸山元, 0.9, 52, -13,   5, 2,  4.0, ⑨⑧, 5, 1,Ｉディミｰタ, 61,大野拓, 0.5, 67,   6,   0, 4, 10.7,⑦⑦⑤, 5, 2,Ｄホトダｰ, 72,国分優, 0.8, 70,  -3,  13,11,110.4,④④③, 5, 2,Ｇビュｰティファイン, 68,吉田隼, 0.4, 69,   4,  13, 6, 18.1,⑥⑥⑦
 6,10,Ｋコスモセクシｰ, 36,丹内祐, 1.3, 48,  -7,  -6, 8, 29.6, ⑥⑥, 6, 7,Ｇクリノビッグスカイ, 63,西田雄, 0.6, 69,   5,   2, 7, 24.7,⑪⑩⑨, 6, 9,Ｆイマカツタイガｰ, 71,柴原央, 0.9, 71,  -5,  17, 7, 14.5,⑩⑨⑨, 6,12,Ｉトシザマキ, 66,長谷川, 0.6, 69,   2,  13, 5, 14.6,⑩⑨⑨
 7, 1,Ｌトミケンアエラス, 33,的場勇, 1.5, 46, -24,*  7,10, 68.8, ⑭⑬, 7,10,Ｅダイワボニｰタ, 65,丸田恭, 1.0, 64,   7,  -5, 6, 18.9,⑧⑧⑦, 7, 1,Ｇメイショウデジレ, 71,小島太, 1.0, 70,  -5,  17,10, 44.2,⑧⑩⑩, 7, 7,Ｌフロｰリストライフ, 64,上村洋, 0.8, 65,   5,   4, 2,  4.9,④③④
 8, 9,Ｍバトルトコパ, 25,丸田恭, 1.5, 45, -13,  -1,12, 88.9, ⑪⑫, 8, 5,Ｄラヴァリｰウィッチ, 67,丸山元, 1.4, 62,   8,  -9, 3,  4.5,⑤⑥⑧, 8, 8,Ｈトップランナｰ, 70,丸田恭, 1.1, 68,  -6,  17, 9, 20.2,⑫⑪⑪, 8, 4,Ｊサンアイブライト, 65,武士沢, 1.1, 63,   2,   8,10, 89.5,⑫⑪⑪
 9, 7,Ｈセイユアドリｰム, 42,嘉藤貴, 1.6, 43, -10,  -7, 7, 22.2, ⑧⑨, 9, 6,Ｈカシノスタｰライト, 61,赤木高, 1.8, 59,*  9, -16,10, 57.7,④②②, 9,11,Ｊケイオｰスタｰ, 67,大野拓, 1.4, 64,  -3,   8, 5, 10.0,⑤⑥⑥, 9, 9,Ｆニシノフェリｰチェ, 68,的場勇, 1.1, 63,   3,   8,11, 98.4,⑨⑫⑫
