10年11月 7日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年11月 7日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,磐梯山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃアタッキングゾｰン, 59,丸山元,, 61,*  3,  -4, 1,  1.8, ①①, 1,10,Ａヴェラブランカ, 71,石橋脩,, 76,*  6,* 14, 2,  3.4,④③②, 1, 1,Ｅコスモフォｰス, 72,丹内祐,, 73,   0,* 13, 3,  5.1,⑨⑦⑤, 1, 2,Ｈコスモメドウ, 75,丹内祐,, 90,  -6,* 30, 2,  5.0,⑧⑧⑧
 2,14,Ｅデイブレイク, 56,柴田大, 0.1, 59,  -1,* -1, 2,  5.6, ⑧⑧, 2, 3,Ｃメイショウヤワラ, 69,鮫島良, 1.2, 66,*  7,   2, 1,  2.9,①①①, 2, 2,Ｄユジェニックブルｰ, 73,田中健, 0.0, 74,   1,* 10, 2,  3.7,⑥④④, 2, 6,Ｅサクラキングオｰ, 77,上村洋, 0.3, 80,* -4,  18, 7, 10.3,②②②
 3, 3,Ｋヘラルドリｰ, 44,大野拓, 0.1, 59,   1,* -3,11, 72.9, ⑤②, 3, 1,Ｊアリガタイ, 51,丸山元, 1.9, 62,   6,   0, 7, 19.9,③④③, 3, 8,Ａオリエンタルコｰル, 75,丸山元, 0.2, 72,   1,* 12, 1,  3.2,⑦⑧⑦, 3, 9,Ｇスマｰトジェネシス, 76,中舘英, 0.4, 80,* -4,  16, 1,  3.6,①①①
 4,12,Ｉプリティｰマッハ, 46,村田一, 0.6, 53,  -9,*  2,10, 45.6, ⑫⑪, 4, 9,Ｈバイブレイションズ, 64,江田照, 2.7, 57,   3,  -3, 8, 21.7,⑧⑨⑩, 4,12,Ｆレッドシャドウ, 72,国分優, 0.2, 70,*  4,   4, 7, 15.2,④③②, 4, 3,Ｃリヴィエラブルｰ, 80,丸田恭, 0.4, 79,  -5,  19, 5,  7.4,③③③
 5, 8,Ａビットプレスト, 60,中舘英, 0.8, 54,*  2, -10, 3,  6.9, ④④, 5, 4,Ｂウインク, 70,村田一, 2.8, 57,   2,  -1, 4,  7.2,⑪⑪⑪, 5, 5,Ｃメイショウモネ, 75,水口優, 0.3, 70,   1,   8, 6, 11.3,⑤⑤⑥, 5, 4,Ａリバティバランス, 95,二本柳, 0.4, 82,  -5,  22, 3,  5.9,⑦⑦⑦
 6, 6,Ｈジャｰグラット, 51,丸田恭, 1.0, 53,*  2, -11, 6, 26.0, ③③, 6, 2,Ｅオンワｰドチアフル, 66,西田雄, 2.8, 57,   3,  -4,11,143.1,⑥⑧⑤, 6, 4,Ｂエｰシンテンモク, 75,荻野琢, 0.5, 69,*  5,   0, 4,  7.2,①①①, 6, 8,Ｉロケットダイヴ, 73,鮫島良, 0.5, 79,  -5,  18, 9, 21.4,④④④
 7,11,Ｊヴィゴラスブレイン, 46,田辺裕, 1.0, 51,  -1,  -9,12,134.3, ⑦⑥, 7, 5,Ｇカルトマリｰヌ, 65,的場勇, 3.0, 59,   3,  -5, 5,  8.2,⑦⑩⑨, 7, 7,Ｇカシノヘラクレス, 71,上野翔, 2.0, 59,  -2,   0, 8, 21.1,⑩⑩⑩, 7, 1,Ｂギムレットアイ, 83,鈴来直, 0.6, 80,  -6,  21, 8, 12.9,⑥⑥⑥
 8,16,Ｍヨイチサｰクル, 34,江田照, 1.2, 49,  -2, -10, 5, 16.6, ⑨⑩, 8,12,Ｉアマゾニアン, 57,国分優, 3.2, 53,   5, -10,12,158.6,⑨⑤⑦, 8,11,Ｈミゲｰル, 67,船曳文, 2.0, 59,   1,  -4,11,165.3,③⑨⑨, 8, 7,Ｆブルｰスタｰキング, 76,石橋脩, 0.6, 80,  -5,  18, 6,  9.7,⑤⑤⑤
 9,13,Ｂユウキマリアッチ, 59,梶晃啓, 1.2, 49,   1, -13, 9, 33.3, ⑥⑤, 9, 6,Ｌメルシｰパッション, 31,丸田恭, 3.4, 51,   4, -11, 9, 67.1,⑤⑥⑥, 9, 9,Ｋトップオブカハラ, 53,水出大, 2.1, 57,   1,  -7, 9, 42.5,⑧⑥⑧, 9, 5,Ｄクロカンブッシュ, 78,丸山元, 0.9, 79,  -6,  21, 4,  6.5,⑨⑨⑨
10,15,Ｄニジブルｰム, 57,石橋脩, 1.3, 46,  -7,  -8, 4,  9.9, ⑩⑨,10, 8,Ｄゴシップガｰル, 67,藤岡康, 3.5, 53,   4, -10, 3,  7.1,⑩⑦⑧,10, 3,Ｉホクセツポイント, 64,菅原隆, 2.2, 59,  -3,   1,10, 85.9,⑪⑪⑪,,,,,,,,,,,,
