10年 2月 7日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 2月 7日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
 7, 2,Ｂツｰピｰスルｰラｰ, 61,的場勇, 0.9, 51,  -2,  -8, 2,  3.4, ④④, 7,11,Ｂマコトヴォイジャｰ, 59,吉田稔, 0.5, 55,*  7, -21, 3,  5.2,③③③, 7, 9,Ｅレオプラズマ, 77,的場勇, 0.9, 69,   7,  -2, 3,  5.2,⑥⑥⑦, 7,12,Ｎハマノモナｰク, 70,渡辺薫, 0.6, 72,  -5,   9,12, 31.0, ⑰⑰
 8, 9,Ｈキュｰト, 48,国分恭, 1.1, 49, -11,  -4, 5, 15.1, ⑨⑧, 8, 9,Ｊキチロクアナン, 49,丸山元, 1.0, 49,*  9, -33,16,169.0,①①①, 8,13,Ｏビコｰフェザｰ, 30,丸山元, 1.4, 69,   4,*  6, 8, 24.3,⑮⑭⑬, 8,16,Ｅスカイノダン, 74,荻野琢, 0.7, 71,*  8,  -6, 4,  8.4, ③③
 9,16,Ｏパシャ, 18,梶晃啓, 1.3, 48, -12,  -4,12,131.3, ⑪⑩, 9,18,Ｋマイネルバンベｰル, 49,川島信, 1.5, 47,   4, -25,12,121.3,⑨⑨⑪, 9,10,Ｈアドマイヤワｰルド, 69,藤岡康, 1.6, 67,   6,  -3,10, 25.6,⑫⑨⑨, 9, 8,Ａケンブリッジエル, 79,鮫島良, 0.7, 71,   6,  -4, 1,  2.7, ⑥⑥
10,15,Ｊエルフガｰランド, 43,丸田恭, 1.5, 44, -16,  -5, 7, 18.4, ⑬⑬,10, 1,Ｏアクエリアスブルｰ, 44,丸田恭, 1.7, 46,  -2, -14,13,121.7,⑯⑯⑯,10, 4,Ｋマイネルアｰバニタ, 68,石橋脩, 1.7, 68,   4,   2,12, 54.5,⑬⑫⑫,10, 7,Ｏサンマルヘイロｰ, 70,田辺裕, 0.8, 69,   2,  -2,14, 48.1, ⑩⑩
11, 6,Ｋクｰルパｰソン, 42,吉田稔, 1.6, 43, -19,* -3, 9, 44.6, ⑭⑮,11,13,Ｈメイショウギリシャ, 51,古川吉, 1.8, 47,   5, -32, 5, 11.6,⑥⑥⑥,11, 7,Ｇセイカプレスト, 69,北村友, 2.0, 65,   5,  -2, 9, 24.7,⑧⑪⑪,11, 5,Ｄタｰニングポイント, 75,宮崎北, 0.9, 68,   6,  -7, 9, 25.5, ⑤⑤
12, 4,Ｉセブンエナジｰ, 46,松田大, 1.8, 43, -14,  -9,13,135.0, ⑫⑪,12,10,Ｒダンツキャッスル, 20,松山弘, 2.1, 41,   1, -26,15,164.8,⑪⑭⑬,12, 6,Ｎセトウチモモタロｰ, 59,田辺裕, 2.2, 63,   6,  -8,13,157.1,⑪⑧⑧,12,17,Ｌナムラエクシｰド, 71,小林徹, 1.0, 67,  -6,   3, 8, 17.9, ⑮⑮
13,12,Ｇラブモｰション, 49,宮崎北, 1.9, 41, -12, -10,11,116.6, ⑩⑫,13,12,Ｎゲンパチオブラヴ, 45,宮崎北, 2.3, 40,   2, -34,11,112.4,⑧⑩⑩,13, 5,Ｍウメノカイウン, 64,草野太, 3.3, 57,   3, -10,14,167.5,④⑬⑭,13, 4,Ｋラヴァｰズテｰラｰ, 71,藤岡康, 1.0, 67,   3,  -4, 6, 15.4, ⑨⑨
14,14,Ｌカノヤピュｰ, 42,松山弘, 2.6, 32, -24,  -9,15,213.0, ⑯⑯,14,14,Ｑトモエジョｰ, 39,松田大, 2.3, 40,  -1, -28,17,299.2,⑬⑮⑭,14,11,Ｊレオタツオｰ, 68,東川公, 3.4, 57,   6, -17,15,209.6,⑤⑩⑩,14, 3,Ｃスワン, 75,飯田祐, 1.2, 64,   4,  -8, 5, 12.4, ⑧⑧
15, 3,Ｍエｰシンランマン, 25,荻野琢, 2.6, 34, -24,  -9,14,138.2, ⑮⑭,15, 4,Ｉクリノオペラオｰ, 50,田辺裕, 2.9, 35,   4, -46,14,163.5,⑦⑧⑧,15,15,Ｉトップオブオナｰ, 68,松山弘, 3.7, 55,   2, -10,11, 40.9,⑭⑮⑮,15,15,Ｉアモｰレヴォレ, 74,中舘英, 1.8, 57,* 13, -25, 7, 16.9, ①①
16,13,Ｎクリノリメンバｰ, 21,国分優, 2.7, 32, -10, -19,16,293.7, ⑧⑨,16, 2,Ｌマイネルリブレット, 48,田中博, 3.0, 35,  -3, -32, 9, 30.3,⑰⑰⑰,,,,,,,,,,,,,16, 1,Ｈグロｰリｰルピナス, 74,東川公, 1.9, 55,   6, -20,10, 27.1, ④④
,,,,,,,,,,,,17, 6,Ｐディアドクタｰ, 42,大野拓, 4.4, 29,   1, -61, 8, 28.9,⑤⑫⑮,,,,,,,,,,,,,17,10,Ｒセフティバｰニング, 62,吉田稔, 2.0, 54,*  9, -24,18,169.0, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,13,Ｑワシントンパｰク, 64,村田一, 2.0, 54,   4, -18,16, 79.4, ⑪⑪
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:2),,,,,,,,,,,
単勝:600円 複勝:07=190円 11=130円 05=180円 枠連:890円,,,,,,,,,,,,"単勝:1,560円 複勝:16=410円 07=170円 05=270円 枠連:470円",,,,,,,,,,,,"単勝:410円 複勝:01=160円 14=480円 08=450円 枠連:2,760円",,,,,,,,,,,,"単勝:710円 複勝:14=270円 18=740円 02=2,160円 枠連:1,090円",,,,,,,,,,,
"馬連:1,010円 ワイド:07-11=350円 05-07=590円 05-11=450円",,,,,,,,,,,,"馬連:3,350円 ワイド:07-16=910円 05-16=1,810円 05-07=600円",,,,,,,,,,,,"馬連:3,290円 ワイド:01-14=1,330円 01-08=950円 08-14=3,040円",,,,,,,,,,,,"馬連:13,740円 ワイド:14-18=3,990円 02-14=8,950円 02-18=37,540円",,,,,,,,,,,
"馬単:2,420円 3連複:2,120円 3連単:12,040円",,,,,,,,,,,,"馬単:8,400円 3連複:8,450円 3連単:59,570円",,,,,,,,,,,,"馬単:6,210円 3連複:12,790円 3連単:70,090円",,,,,,,,,,,,"馬単:22,620円 3連複:506,820円 3連単:1,772,350円",,,,,,,,,,,
■ 3R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 6R  芝1800m 3 歳新馬 馬齢,,,,,,,,,,,,■ 9R  ダ1700m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■12R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中京,,,,,,,,,,,,,,,,,,,,,,,,安城特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｅペチカ, 72,丸山元,, 74,*  4,   8, 6, 12.7,①①①, 1, 9, アジェンダ,---,中舘英,, 63,* -2,* -2, 2,  2.8,①①①, 1,10,Ｂナムラフュｰチャｰ, 75,藤岡康,, 83,* 10,*  8, 2,  2.7,①①①, 1, 6,Ｃグロｰリｰシｰズ, 74,北村友,, 77,*  7,   5, 2,  4.7,④④③
 2,10,Ｄキャメロンバロｰズ, 74,安藤光, 0.2, 71,*  2,*  9, 4,  7.6,③③②, 2,12, サクラヴィヴィアン,---,吉田稔, 0.2, 60,* -4,* -3, 1,  2.8,②②②, 2, 9,Ｅカリズマクレスト, 69,田中健, 0.6, 79,*  9,   5, 6, 26.7,②②②, 2, 5,Ｂブラストダッシュ, 76,太宰啓, 0.0, 76,*  9,   2, 1,  3.9,②②②
 3, 6,Ｂミコノス, 75,国分恭, 0.6, 72,   2,   8, 1,  2.9,⑥⑥⑤, 3,15, リヴィエラ,---,丸田恭, 0.4, 57,* -3,  -5,10, 39.5,⑤⑤⑤, 3, 8,Ａアイソトｰプ, 78,北村友, 0.8, 77,   8,*  6, 1,  2.6,⑤③③, 3, 3,Ｉダノンイチロｰ, 69,松田大, 0.1, 75,* 10,  -3, 5,  8.3,①①①
 4, 4,Ｈビバロングライフ, 70,太宰啓, 0.7, 71,   2,   7,10, 29.7,⑤④④, 4,11, テルミｰホワイ,---,梶晃啓, 0.5, 58,  -5,* -3,11, 55.2,⑥⑥⑥, 4,14,Ｋコスモナダル, 59,丹内祐, 1.0, 76,   7,*  7, 7, 27.6,⑨⑦④, 4,13,Ｄタキオンクｰル, 74,丸田恭, 0.2, 75,   3,* 11, 8, 14.7,⑩⑩⑨
 5, 3,Ｆワキノキルシェ, 72,北村友, 0.9, 73,   2,   9, 7, 21.2,⑦⑦⑥, 5, 4, フェアリｰレイ,---,藤岡康, 0.5, 56,  -5,  -5, 4,  9.5,③③③, 5,16,Ｃコンヴィヴィオ, 72,古川吉, 2.1, 68,   7,  -3, 3,  6.2,⑦⑥⑦, 5,12,Ｈファビラスボｰイ, 69,中舘英, 0.4, 74,   6,   2, 3,  6.0,⑦⑥⑤
 6, 5,Ｉアルフェラッツ, 70,西田雄, 1.1, 69,  -1,   8,12, 61.0,⑨⑩⑦, 6, 8, ロｰレルクラシック,---,北村友, 0.7, 56,  -8,* -1, 3,  7.9,⑨⑩⑧, 6, 7,Ｄディアトゥドリｰム, 70,安藤光, 2.1, 66,   3,   5, 5, 17.4,⑭⑭⑩, 6,11,Ｆスズカジェット, 73,藤岡康, 0.4, 73,   3,*  6, 9, 18.8,⑨⑨⑧
 7, 8,Ｊホッコｰフクヒメ, 69,飯田祐, 1.1, 68,   1,   6, 5, 10.2,⑬⑨⑨, 7, 7, モリナリ,---,川島信, 1.0, 52,  -6,  -9, 6, 19.9,⑪⑧⑦, 7, 4,Ｊヴィｰヴァアミｰコ, 59,田辺裕, 3.3, 59,   8, -15,14,174.2,⑥⑤⑥, 7, 2,Ａハマノエルマｰ, 80,安藤光, 0.7, 69,   5,   1, 6, 10.8,⑥⑦⑦
 8, 7,Ｃフォルクスオｰパｰ, 75,渡辺薫, 1.1, 70,   1,   6, 3,  6.1,⑧⑧⑧, 8,10, ディｰプドリｰム,---,太宰啓, 1.1, 50,* -4, -15, 7, 29.5,④④④, 8, 5,Ｌサンダｰアロング, 59,西田雄, 4.5, 51,   5, -21,16,204.7,⑮⑧⑧, 8, 8,Ｊキングウェｰルズ, 64,東川公, 0.8, 71,   2,   5,10, 30.1,⑪⑬⑬
 9, 1,Ａアマゾネスバイオ, 76,丸田恭, 1.2, 69,  -3,* 11, 2,  4.5,⑫⑬⑫, 9, 3, カネコメツヨシ,---,田辺裕, 1.1, 51,  -7,  -6,12, 90.3,⑬⑪⑩, 9,13,Ｍマイハｰトマイラブ, 59,荻野琢, 4.5, 54,   3, -17,12,133.2,⑩⑪⑫, 9, 4,Ｇプライドマウンテン, 70,田中博, 0.9, 68,   6,  -6, 7, 12.5,③③④
10, 9,Ｇジョウノグレｰス, 71,宮崎北, 1.5, 64,*  2,  -1, 9, 23.0,②②③,10,14, シルクマウンテン,---,国分恭, 1.6, 48,  -6, -17, 9, 34.9,⑦⑦⑨,10, 1,Ｇミココロ, 64,東川公, 4.8, 51,   3, -17,13,171.2,⑪⑬⑬,10, 9,Ｅチュウワプリンス, 73,吉田稔, 1.1, 67,   2,   0, 4,  6.8,⑫⑪⑫
11,13,Ｋストロングジョイス, 69,古川吉, 1.8, 65,  -2,   4,13, 90.2,⑪⑪⑪,11, 2, コパノハニヤマヒメ,---,鮫島良, 1.9, 42,  -8, -19,15,122.0,⑧⑨⑪,11,15,Ｐトウカイエクセル, 50,酒井学, 4.9, 48,   7, -29, 4,  8.9,③④⑤,11, 7,Ｋマイネソシオ, 63,石橋脩, 1.4, 64,   4,  -7,12,119.2,⑧⑧⑩
12, 2,Ｌミスアンコｰル, 63,中舘英, 4.1, 47,  -4, -13, 8, 22.8,⑩⑫⑬,12, 5, アイリシュミラクル,---,石橋脩, 2.1, 43, -10, -15, 8, 30.3,⑭⑫⑬,12, 6,Ｈアグネスハイヤｰ, 63,松山弘, 5.1, 48,   0, -16, 8, 34.0,⑬⑮⑮,12,10,Ｌディｰプキッス, 63,国分恭, 1.9, 60,   2, -10,11, 71.8,⑬⑫⑪
