10年12月25日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年12月25日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■10R  芝2000m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9, 8,Ｂタガノエテルネル, 64,幸英明, 1.2, 55, -13,   7, 4, 24.9,⑭⑯⑭, 9,11, ツルマルビビッド,,南井大,203.7,,,, 8, 24.3,⑨⑨⑨, 9, 4, マスタｰゾロアｰク,---,川田将, 2.0, 42,* -6, -26, 6, 20.4, ②②, 9, 3,Ｎアヴェンティｰノ, 68,岩田康, 0.9, 80,   3,  13,14,141.0,⑫⑭⑭
10, 2,Ｈコスモアジル, 53,和田竜, 1.4, 54, -12,   3, 8, 84.8,⑩⑫⑬,10, 3, アペリティフ,,高野容,204.4,,,, 6, 14.0,⑫⑪⑪,10, 7, サンレイデュｰク,---,幸英明, 2.1, 42, -12, -15,11,134.0, ⑨⑩,10, 2,Ｉジェントルフォｰク, 81,川田将, 0.9, 78,   7,   3,10, 29.9,④④⑤
11,12,Ｊカネトシファイタｰ, 52,秋山真, 1.4, 52, -12,   3, 7, 66.2,⑫⑬⑪,11,12, クリノイマジン,,江田勇,204.5,,,,13,218.3,⑩⑩⑩,11, 9, ツルミアクセル,---,デムｰ, 2.4, 37,  -7, -27, 3, 10.8, ⑧⑥,11,11,Ｌエｰシンコンファｰ, 77,川須栄, 0.9, 77,   6,   4,12, 80.5,⑦⑥⑩
12,16,Ｍストレｰト, 44,熊沢重, 2.1, 48, -11,  -6,15,516.9,⑥⑧⑨,12, 2, テイエムブユウデン,,田村太,206.1,,,,10, 64.6,⑭⑭⑬,12,15, デラノｰチェ,---,福永祐, 3.1, 31, -14, -27, 4, 12.2, ⑫⑬,12,10,Ｅゴｰルディｰロック, 85,国分恭, 1.0, 78,   5,   8, 8, 23.4,⑬⑪⑪
13,13,Ｎマイネルディビｰノ, 41,ウィリ, 2.1, 45,  -9,  -7,11,143.1,⑬⑦⑦,13, 5, チョウバクシン,,黒岩悠,206.5,,,,12,148.6,⑬⑬⑫,13, 5, シｰエリアル,---,大下智, 3.2, 30, -11, -31,15,348.4, ⑪⑪,13, 4,Ｂザサンデｰフサイチ, 85,安藤勝, 1.2, 76,   3,   7, 6, 11.1,⑧⑬⑬
14, 9,Ｌヴィｰヴァゴｰルド, 44,北村友, 2.3, 46, -13,  -2,16,546.9,⑮⑮⑯,14,13, テントゥワン,,山本康,209.9,,,,14,226.8,⑪⑫⑭,14,14, グランオペラ,---,和田竜, 4.7,  8, -10, -57,14,272.9, ⑦⑨,14, 5,Ｋタイセイファイタｰ, 78,小牧太, 1.8, 68,   4,  -6,13,124.6,⑥⑧⑧
15,11,Ｄルｰジュマジック, 58,浜中俊, 2.4, 45, -12,  -6, 6, 62.0,⑪⑪⑫,,,,,,,,,,,,,15, 8, イセノメガミ,---,熊沢重, 5.9, -1, -24, -50,13,248.2, ⑮⑮,,,,,,,,,,,,
16, 6,Ｉメイショウハウンド, 52,石橋守, 2.7, 45, -12,  -7,12,258.9,⑯⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:1),,,,,,,,,,,
単勝:120円 複勝:10=100円 07=200円 01=880円 枠連:350円,,,,,,,,,,,,単勝:720円 複勝:10=200円 07=120円 04=320円 枠連:500円,,,,,,,,,,,,単勝:150円 複勝:10=110円 03=330円 12=600円 枠連:340円,,,,,,,,,,,,"単勝:550円 複勝:01=190円 12=190円 06=140円 枠連:2,270円",,,,,,,,,,,
"馬連:490円 ワイド:07-10=230円 01-10=1,200円 01-07=2,930円",,,,,,,,,,,,"馬連:680円 ワイド:07-10=240円 04-10=1,340円 04-07=630円",,,,,,,,,,,,"馬連:890円 ワイド:03-10=440円 10-12=840円 03-12=3,680円",,,,,,,,,,,,"馬連:2,350円 ワイド:01-12=810円 01-06=400円 06-12=540円",,,,,,,,,,,
"馬単:560円 3連複:5,270円 3連単:9,220円",,,,,,,,,,,,"馬単:1,800円 3連複:3,010円 3連単:17,190円",,,,,,,,,,,,"馬単:1,190円 3連複:6,110円 3連単:14,210円",,,,,,,,,,,,"馬単:4,260円 3連複:2,630円 3連単:20,500円",,,,,,,,,,,
■ 2R  ダ1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:14,,,,,■ 8R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  芝2000m 2 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾗｼﾞｵNIKKEI杯2歳ｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｈカラフルデイズ, 52,福永祐,, 67,   7,* -2, 3,  5.3, ⑤⑤, 1,15,Ｃハンドインハンド, 65,小牧太,, 71,  -1,*  6, 3,  4.2, ⑫⑫, 1, 9,Ｉキングパｰフェクト, 65,岩部純,, 84,* 14,   9, 7, 25.7, ②②, 1, 8,Ｇダノンバラｰド, 69,武豊  ,, 78,   1,* 16, 4,  6.9,⑩⑪⑪
 2, 8,Ｂエｰシンギムレット, 59,川田将, 0.6, 63,*  9, -10, 5, 11.2, ①①, 2, 5,Ａアドマイヤカｰリン, 75,安藤勝, 0.0, 71,   2,* -1, 1,  2.5, ⑥⑤, 2, 5,Ｅイチオカ, 73,岩田康, 0.6, 75,   3,* 13, 3,  6.1, ⑪⑩, 2, 2,Ｅオｰルアズワン, 70,安藤勝, 0.0, 77,   3,   9, 2,  3.9,⑧⑥⑦
 3, 1,Ａユウキマリアッチ, 60,幸英明, 0.8, 59,   5,* -8, 4,  7.8, ⑥⑥, 3, 9,Ｄジェントルマン, 62,浜中俊, 0.3, 67,*  5,  -9, 6, 23.3, ②②, 3, 8,Ｂスマｰトキャスタｰ, 76,デムｰ, 0.8, 73,   6,   8, 5, 10.6, ⑩⑦, 3, 3,Ａコティリオン, 77,ルメｰ, 0.1, 77,   0,* 13, 5, 11.8,⑦⑩⑩
 4, 6,Ｆエｰシンパナギア, 52,岩田康, 1.4, 55,   6, -15, 2,  3.8, ④④, 4, 3,Ｅサイモンロｰド, 62,岩田康, 0.4, 66,*  3,  -9, 4,  8.3, ③③, 4,12,Ｄリバｰサルブロｰ, 75,池添謙, 1.3, 70,   9,   1, 4,  8.8, ⑥⑤, 4,15,Ｉウインバリアシオン, 67,福永祐, 0.1, 75,*  4,   4, 3,  4.9,④④③
 5, 4,Ｎトｰホウオリｰブ, 33,和田竜, 1.6, 52,  -2,* -7,11,153.5, ⑭⑬, 5, 8,Ｂソルデマｰヨ, 66,ルメｰ, 0.5, 65,   2,  -7, 2,  4.0, ⑦⑦, 5,15,Ｆカレンベルナルド, 67,川田将, 1.4, 67,   1,   7, 8, 41.7, ⑫⑪, 5,11,Ｊアドマイヤコリン, 67,藤岡佑, 0.4, 72,*  6,  -3, 9, 36.3,①①①
 6,12,Ｅビｰチパレｰド, 56,ルメｰ, 1.7, 51,   3, -13, 1,  2.1, ⑦⑦, 6, 6,Ｆスマｰトリバティｰ, 62,デムｰ, 0.8, 62,   1,  -8, 9, 53.6, ⑧⑨, 6, 2,Ｏコｰリングオブラブ, 51,小牧太, 1.4, 67,   4,   5,13,147.4, ⑧⑧, 6, 6,Ｎナリタキングロｰド, 62,川田将, 0.4, 72,*  4,  -1, 7, 29.5,③②②
 7, 2,Ｇファワン, 52,佐藤哲, 1.9, 50,   1, -12,13,300.0, ⑪⑩, 7, 2,Ｒタガノグレイグｰス, 48,幸英明, 0.9, 61,   2, -12,15,331.0, ⑤⑥, 7,14,Ａプリサイストップ, 76,和田竜, 1.7, 64,  -1,   7, 1,  2.3, ⑮⑬, 7, 4,Ｂハｰバｰコマンド, 76,ウィリ, 0.5, 69,   2,   5,10, 43.9,⑥⑧⑧
 8, 5,Ｊメモリｰフェスタ, 49,池添謙, 2.0, 50,*  8, -23, 8, 55.0, ②②, 8,16,Ｊメイショウヤマカゼ, 59,池添謙, 1.1, 58,*  4, -19, 8, 34.2, ④④, 8, 6,Ｍラブアダブダブ, 54,佐藤哲, 1.7, 68,  11,  -4,15,335.7, ③③, 8,12,Ｄショウナンマイティ, 74,浜中俊, 0.6, 70,   2,   3, 1,  3.1,⑨⑨⑨
 9,10,Ｌストリングビｰン, 38,国分優, 2.4, 45,   1, -18,10, 90.5, ⑩⑪, 9,18,Ｇウインルキア, 61,四位洋, 1.4, 57,   1, -16, 7, 27.5, ⑪⑪, 9,16,Ｋハッピｰスカッシュ, 62,ウィリ, 1.7, 64,  -1,   8,11,104.3, ⑬⑭, 9, 5,Ｆノヴァグロリア, 70,佐藤哲, 0.6, 71,  -1,  10,15,101.4,⑫⑭⑭
10,14,Ｉニシノガラシャ, 49,浜中俊, 2.7, 44,   0, -18, 7, 49.6, ⑫⑫,10, 7,Ｈトｰワブリッツ, 61,藤岡佑, 1.5, 57,  -3,  -9,11, 97.3, ⑰⑰,10,13,Ｃフロｰズンタイム, 76,安藤勝, 1.8, 65,  10,  -5, 2,  4.2, ④④,10,10,Ｋイデア, 67,デムｰ, 0.7, 71,  -1,   9, 8, 34.3,⑭⑮⑮
11, 9,Ｃハギノギフト, 59,秋山真, 2.7, 45,   2, -20, 6, 31.1, ⑨⑨,11,12,Ｉダノンハロｰ, 59,スミヨ, 1.5, 56,  -3,  -9, 5, 14.3, ⑱⑱,11, 7,Ｊドリｰムゲイル, 63,上野翔, 1.9, 64,   8,  -3,10, 84.4, ⑤⑥,11, 7,Ｏビップセレブアイ, 53,岩田康, 0.9, 66,*  4,  -7,12, 63.3,②③⑤
12, 3,Ｋシゲルフクブチョウ, 44,国分恭, 2.8, 44,  -2, -15,14,426.3, ⑬⑭,12,14,Ｌメジロリュウジン, 56,福永祐, 1.7, 54,   1, -20,14,236.9, ⑩⑩,12,10,Ｇキュｰト, 65,国分恭, 2.2, 63,   6,  -4, 9, 49.5, ⑦⑨,12, 9,Ｍゴットマスタング, 66,国分恭, 1.1, 66,   0,  -1,14,100.5,⑬⑬⑬
13,11,Ｍワンダｰエレメント, 36,野元昭, 3.2, 40,   2, -25,15,514.0, ⑧⑧,13,17,Ｏドナリｰベ, 49,秋山真, 1.7, 53,  -2, -16,16,402.4, ⑯⑭,13, 4,Ｈハｰトフルボディ, 65,福永祐, 2.6, 61,* 13, -14, 6, 12.3, ①①,13,13,Ｈマｰベラスカイザｰ, 68,和田竜, 1.2, 64,*  4, -11,13, 78.5,⑮⑦④
14, 7,Ｄアキノランラン, 57,ウィリ, 3.4, 40,*  8, -34, 9, 64.1, ③③,14, 4,Ｐテイエムオニキス, 48,田村太, 1.8, 51,   1, -24,18,604.1, ⑨⑧,14, 3,Ｎミッキｰマドラｰ, 53,国分優, 2.9, 54,   4,  -8,12,123.9, ⑨⑫,14, 1,Ｃユニバｰサルバンク, 76,スミヨ, 1.2, 63,   3,  -8, 6, 16.2,⑤⑤⑥
15,15,Ｐマヤヴィｰナス, 23,熊沢重, 4.2, 33,  -9, -20,12,254.6, ⑮⑮,15,13,Ｎマテンロウカフェ, 50,武豊  , 1.9, 50,  -3, -17,10, 61.9, ⑮⑯,15,11,Ｐテイケイプリオｰル, 42,幸英明, 4.0, 44,  -4, -10,14,187.6, ⑭⑮,15,14,Ｌレッドセインツ, 67,四位洋, 2.4, 54,   1, -19,11, 61.1,⑪⑫⑫
16,16,Ｏトウケイムｰディ, 29,鷹野宏, 4.6, 30,  -9, -23,16,854.9, ⑯⑯,16,10,Ｋマイネルシトラス, 58,川須栄, 2.0, 49,  -2, -21,13,194.9, ⑬⑬,16, 1,Ｌベｰトｰヴェン, 58,石橋守, 5.0, 36,  -7, -16,16,438.9, ⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,17, 1,Ｍマルキｰズ, 51,国分優, 2.7, 44,  -2, -29,17,509.3, ⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,11,Ｑフォｰカルシャイン, 48,国分恭, 5.7,  2,*  6, -90,12,136.8, ①①,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:1),,,,,,,,,,,
"単勝:530円 複勝:13=250円 08=270円 01=240円 枠連:1,670円",,,,,,,,,,,,単勝:420円 複勝:15=150円 05=120円 09=350円 枠連:520円,,,,,,,,,,,,"単勝:2,570円 複勝:09=650円 05=220円 08=350円 枠連:6,190円",,,,,,,,,,,,"単勝:690円 複勝:08=220円 02=160円 03=320円 枠連:1,000円",,,,,,,,,,,
"馬連:2,570円 ワイド:08-13=900円 01-13=680円 01-08=620円",,,,,,,,,,,,"馬連:550円 ワイド:05-15=230円 09-15=1,030円 05-09=900円",,,,,,,,,,,,"馬連:9,240円 ワイド:05-09=2,690円 08-09=3,060円 05-08=880円",,,,,,,,,,,,"馬連:1,400円 ワイド:02-08=610円 03-08=990円 02-03=820円",,,,,,,,,,,
"馬単:4,510円 3連複:2,810円 3連単:18,060円",,,,,,,,,,,,"馬単:1,350円 3連複:3,110円 3連単:12,090円",,,,,,,,,,,,"馬単:23,290円 3連複:22,410円 3連単:133,900円",,,,,,,,,,,,"馬単:3,290円 3連複:5,310円 3連単:27,670円",,,,,,,,,,,
■ 3R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:14,,,,,■ 6R  ダ1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■12R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,摂津特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａカルドブレッサ, 67,川田将,, 64,  -2,  -4, 1,  4.0, ⑤⑤, 1,12, タガノルナリロ,---,スミヨ,, 54,*-11,*  4, 3,  8.5, ②②, 1,13,Ｂドリｰムゼニス, 82,スミヨ,, 78,   5,*  5, 3,  4.8, ⑩⑤, 1, 1,Ａリバプｰルサウンド, 86,川須栄,, 84,*  9,  12, 3,  7.7,①①①
 2,13,Ｅアドマイヤバｰトン, 63,安藤勝, 0.1, 63,  -3,* -2, 2,  5.1, ⑪⑩, 2,11, タガノプリンス,---,岩田康, 0.1, 56, -15,*  8, 2,  4.6, ⑧⑧, 2, 5,Ｋアドマイヤロイヤル, 73,安藤勝, 0.2, 77,   5,   3, 6, 15.3, ③⑥, 2, 2,Ｇメガロスバンダム, 78,小牧太, 0.3, 80,*  8,  10, 8, 28.9,③③③
 3,14,Ｉノｰザンリバｰ, 57,武豊  , 0.1, 62,  -6,*  2, 4,  6.0, ⑬⑬, 3, 3, ホホヲヨセテ,---,国分恭, 0.6, 52,*-10,  -3, 7, 32.1, ①①, 3, 3,Ｄジョｰメテオ, 81,デムｰ, 0.3, 76,   2,*  6, 5,  9.8, ⑪⑩, 3, 5,Ｄキンショｰダンデｰ, 82,北村友, 0.4, 82,   8,  11, 2,  5.7,⑤④④
 4,10,Ｋモエロック, 57,佐藤哲, 0.2, 60,  -6,* -1,10, 52.2, ⑩⑫, 4, 6, スイｰトレｰヌ,---,川田将, 0.7, 51, -12,  -1, 5, 10.0, ③⑤, 4, 8,Ｅルｰジュバンブｰ, 81,秋山真, 0.3, 75,   5,   2, 4,  7.9, ⑥⑦, 4, 8,Ｃアドマイヤプレミア, 82,川田将, 0.6, 86,   3,* 21, 4,  9.9,⑯⑯⑮
 5,18,Ｈシルヴァｰスプｰン, 59,デムｰ, 0.6, 56,  -8,  -4, 7, 14.7, ⑰⑯, 5, 1, ミッキｰセブン,---,北村友, 0.8, 49, -13,  -1, 1,  1.6, ⑤③, 5, 1,Ａナシュワンヒｰロｰ, 83,武豊  , 0.3, 74,*  7,  -2, 2,  4.0, ①①, 5,14,Ｅトップオブパンチ, 81,佐藤哲, 0.9, 80,   5,  12, 9, 50.8,⑩⑪⑨
 6,11,Ｃキョウワダッフィｰ, 64,池添謙, 0.8, 54,  -2, -15, 6,  9.2, ⑥⑥, 6, 7, ジョウノエンドレス,---,ウィリ, 0.8, 49, -13,  -2, 6, 31.0, ④④, 6, 4,Ｆサバｰス, 80,福永祐, 0.3, 76,   2,*  5, 8, 28.3, ⑦⑧, 6,13,Ｆロｰレルレヴァｰタ, 80,ウィリ, 1.1, 78,   8,   6,10, 54.0,⑦⑦⑤
 7,16,Ｇアスタｰヒュｰモア, 61,ルメｰ, 0.8, 55,  -7,  -5, 8, 20.8, ⑮⑮, 7,10, ハロｰザロック,---,福永祐, 0.9, 49, -14,  -1, 4,  9.0, ⑦⑥, 7, 7,Ｃナリタスレンダｰ, 82,藤田伸, 0.5, 75,   1,*  6, 1,  3.0, ⑫⑫, 7, 4,Ｂロｰドイノセント, 83,スミヨ, 1.1, 73,*  8,   3, 1,  1.9,②②②
 8, 9,Ｄザルグｰン, 64,スミヨ, 0.8, 55,  -3, -12, 5,  7.9, ⑨⑨, 8, 2, トｰホウエルザ,---,和田竜, 1.9, 42, -20,  -2, 8, 99.9, ⑩⑨, 8,11,Ｇナムラボルテｰジ, 76,幸英明, 0.6, 73,   2,   2, 9, 39.0, ⑨⑪, 8, 7,Ｏパワｰエｰス, 72,熊沢重, 1.4, 79,   3,  11,12,104.1,⑬⑫⑫
 9,15,Ｒメイショウブロガｰ, 43,川須栄, 0.9, 52,*  1, -21,18,418.5, ②②, 9, 4, ヘルタｰスケルタｰ,---,幸英明, 3.1, 32, -14, -19,10,184.7, ⑥⑦, 9,14,Ｌテキｰラ, 70,岩崎祐, 0.7, 71,   2,  -1,10, 66.2, ⑬⑨, 9,12,Ｈミルフィアタッチ, 77,国分優, 1.5, 74,   7,   2, 6, 14.1,⑥⑥⑦
10, 4,Ｑアクアシャンデリア, 43,北村友, 1.0, 52,  -5, -14,12, 91.2, ⑧⑧,10, 5, カノンハｰモニｰ,---,田村太, 3.4, 30, -25,  -8, 9,145.1, ⑪⑪,10, 6,Ｈヤマカツゴｰルド, 75,池添謙, 0.8, 72,  -2,*  5,11, 81.6, ⑭⑭,10, 6,Ｊコｰトユｰフォリア, 76,幸英明, 1.8, 74,   5,   4,11, 90.7,⑪⑩⑪
11, 3,Ｎレンヌルシャトｰ, 48,小牧太, 1.0, 52, -10,  -5, 9, 42.5, ⑱⑱,11, 9, シュンライ,---,熊沢重, 4.4, 22, -19, -25,11,197.6, ⑨⑩,11, 2,Ｉガンダｰラ, 75,和田竜, 1.1, 67,   5, -11, 7, 15.9, ⑤④,11,16,Ｉスｰサンストリｰム, 76,和田竜, 2.0, 74,   7,   1, 5, 11.6,⑧⑧⑧
12, 6,Ｆコスモソルフェリノ, 63,幸英明, 1.0, 51,*  0, -21, 3,  5.1, ③③,,,,,,,,,,,,,12,12,Ｊザリｰン, 74,ルメｰ, 1.2, 65,*  7, -14,13,145.4, ④③,12,11,Ｎスナｰクツバサ, 74,岩田康, 2.1, 71,   8,  -3, 7, 20.7,④⑤⑥
13,17,Ｌジャマイカジョｰ, 53,国分恭, 1.1, 52, -10,  -6,17,299.3, ⑯⑰,,,,,,,,,,,,,13, 9,Ｎメイショウナナボシ, 67,ウィリ, 1.4, 59,*  6, -18,12, 87.1, ②②,13, 9,Ｐオｰシャンクルｰズ, 72,岩崎祐, 2.4, 70,   3,   3,15,406.2,⑭⑬⑬
14, 5,Ｂゴｰルデンオブジェ, 65,ウィリ, 1.2, 47,*  1, -25,11, 70.7, ①①,,,,,,,,,,,,,14,10,Ｍヒシドンネル, 68,佐藤哲, 3.6, 37,   1, -39,14,287.5, ⑧⑬,14, 3,Ｍタニノロッキｰ, 75,中村将, 2.4, 71,   6,  -1,13,313.5,⑨⑨⑩
15,12,Ｍホワイトスパルタン, 53,和田竜, 1.3, 48,  -2, -24,15,260.1, ⑦⑦,,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｌエプソムスタウト, 75,大下智, 2.6, 69,   2,   4,16,535.2,⑫⑮⑯
16, 2,Ｊミスタｰマスタｰド, 57,野元昭, 1.4, 47,  -2, -24,14,128.0, ④④,,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｋナムラマハラジャ, 75,国分恭, 3.1, 67,   4,  -4,14,353.2,⑮⑭⑭
