10年 7月 3日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 7月 3日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 4R  芝2770m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白河特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｂダイメイザクラ, 63,蛯名正,, 66,* -4,* 14, 2,  4.3, ③②, 1, 4, テンジンリュウセｰ,,浜野谷,,,,, 1,  1.8,④③②, 1,16,Ａニシノツインクル, 62,内田博,, 66,*  1,  -1, 2,  3.8, ①①, 1, 2,Ｃダイメイザバリヤル, 77,柴田善,, 78, -12,* 28, 3,  7.7, ⑨⑧
 2, 5,Ｈクイｰンガバナンス, 52,伊藤工, 0.7, 56,  -7,   7, 4,  7.2, ⑤⑤, 2, 8, ネヴァリバティ,,五十嵐,182.4,,,, 2,  5.1,①①①, 2,12,Ｅプルミエアムｰル, 54,田辺裕, 0.1, 63,  -7,*  8, 5, 12.2, ⑩⑩, 2, 6,Ａヒカルジョディｰ, 80,松岡正, 0.0, 75,   0,  16, 2,  3.4, ③③
 3,15,Ｆエルフガｰランド, 55,平野優, 0.8, 56,* -1,   1, 6, 13.0, ①①, 3, 9, ニシノアララギ,,大庭和,182.5,,,, 6, 25.0,⑦⑥⑥, 3, 5,Ｄキャニオンビュｰ, 58,田中博, 0.1, 64,  -6,*  6, 4,  6.6, ⑨⑧, 3,10,Ｅメイショウルシェロ, 72,飯田祐, 0.2, 73,*  2,  12, 4, 12.1, ②②
 4,13,Ｅエアモｰジョｰ, 56,後藤浩, 1.1, 54, -14,* 10, 7, 19.3, ⑬⑫, 4, 1, シデンカイ,,草野太,182.9,,,, 4,  8.1,③④④, 4,11,Ｂヤマニンアストレア, 61,蛯名正, 0.3, 61,  -4,   1, 3,  5.2, ④④, 4, 1,Ｈロｰドバロック, 69,田中勝, 0.5, 72, -10,  21, 6, 22.6, ⑩⑦
 5,10,Ｃシャイニイチカ, 62,柴田善, 1.1, 52,  -9,   5, 1,  4.0, ⑧⑧, 5, 2, リバルドボｰイ,,平沢健,183.2,,,, 3,  6.5,⑥⑤⑤, 5,14,Ｇリズミカルステップ, 50,石橋脩, 0.4, 61,  -3,  -2, 6, 16.3, ⑤⑥, 5, 9,Ｊカツヨトワイニング, 56,大庭和, 0.5, 69,  -4,  14, 8, 50.5, ⑤⑤
 6,14,Ｇパノラマトウショウ, 52,田辺裕, 1.1, 50,  -7,   2,11, 45.5, ⑥③, 6, 6, タニノゴッドマザｰ,,高野和,184.6,,,, 8, 33.6,②②③, 6, 9,Ｃダイワボニｰタ, 61,柴田善, 0.8, 54,  -5,  -5, 1,  3.3, ⑦⑤, 6, 7,Ｇエｰピｰレジェンド, 69,江田照, 0.7, 67,  -6,  14,10,150.4, ⑥⑥
 7, 7,Ａアラマサマンボウ, 65,吉田豊, 1.2, 50, -12,   6, 5,  7.4, ⑪⑬, 7, 3, スプリングマリア,,金子光,192.7,,,,10, 72.4,⑩⑦⑦, 7, 6,Ｈリキアイタイリン, 49,坂井英, 1.0, 52,  -5,  -7, 9, 23.0, ⑥⑦, 7, 4,Ｂサクラミモザ, 79,内田博, 0.9, 64,*  3,   2, 1,  1.8, ①①
 8, 9,Ｋコスモスルス, 43,松岡正, 1.6, 46, -11,  -1,10, 25.5, ⑨⑩, 8,11, ラオムフェｰレ,,柴田大,199.9,,,, 5, 14.5,⑪⑧⑧, 8, 4,Ｎコイハテサグリ, 34,国分優, 1.0, 51,  -7,  -6,11,147.2, ⑧⑨, 8, 3,Ｆコアレスカポｰテ, 71,蛯名正, 1.2, 59,  -1,   2, 5, 12.3, ④④
 9,12,Ｏチェイニｰウォｰク, 25,国分優, 1.8, 42, -15,   0, 8, 22.5, ⑫⑪,,,,,,,,,,,,, 9, 1,Ｌコンジュレｰション, 44,宮崎北, 1.2, 49, -18,   2,12,172.2, ⑭⑬, 9, 5,Ｄスズノメヒョｰ, 73,後藤浩, 1.3, 58, -10,   8, 9, 62.0, ⑧⑩
10,11,Ｌドナカレラ, 36,田中博, 1.9, 42, -10,  -4,13,134.1, ⑩⑨,,,,,,,,,,,,,10,15,Ｍアポロサニｰナ, 41,西田雄, 1.3, 49,*  0, -16,10, 43.7, ②②,10, 8,Ｉレイクエルフ, 61,的場勇, 1.3, 59,  -9,   9, 7, 36.6, ⑦⑨
11, 6,Ｉセレブシチｰ, 50,鈴来直, 2.0, 40, -16,  -1,12, 81.9, ⑭⑭,,,,,,,,,,,,,11, 2,Ｆハマノドリｰム, 52,吉田豊, 1.4, 46, -20,   2, 8, 20.8, ⑮⑭,,,,,,,,,,,,
