10年 8月 7日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 8月 7日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-13,,,,,■ 4R  芝2850m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,13,11, ユキノマｰヴェラス,,水出大,204.4,,,,12,181.8,⑬⑬⑬,13, 4,Ｉアトムスパンカｰ, 65,田中勝, 3.1, 57,   5, -12,14,254.8,⑪⑫⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14,10,Ｎモレタニア, 51,西田雄, 3.8, 54,   3, -14,15,355.0,⑮⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 7,Ｍワンダｰスキｰ, 61,松岡正, 6.3, 37,   8, -45, 2,  4.6,④④⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:-4),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-4),,,,,,,,,,,
単勝:450円 複勝:09=140円 08=120円 01=300円 枠連:530円,,,,,,,,,,,,単勝:670円 複勝:02=170円 14=110円 07=350円 枠連:500円,,,,,,,,,,,,単勝:940円 複勝:12=330円 03=270円 13=200円 枠連:570円,,,,,,,,,,,,単勝:440円 複勝:06=140円 04=130円 03=230円 枠連:560円,,,,,,,,,,,
馬連:510円 ワイド:08-09=220円 01-09=730円 01-08=610円,,,,,,,,,,,,"馬連:600円 ワイド:02-14=290円 02-07=1,530円 07-14=770円",,,,,,,,,,,,"馬連:4,190円 ワイド:03-12=1,300円 12-13=780円 03-13=730円",,,,,,,,,,,,馬連:530円 ワイド:04-06=230円 03-06=530円 03-04=500円,,,,,,,,,,,
"馬単:1,230円 3連複:1,910円 3連単:8,120円",,,,,,,,,,,,"馬単:1,690円 3連複:3,490円 3連単:20,020円",,,,,,,,,,,,"馬単:8,800円 3連複:6,300円 3連単:41,560円",,,,,,,,,,,,"馬単:1,300円 3連複:1,590円 3連単:7,230円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■11R  ダ1800m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,,,,,,,,,,,,,関越ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｃトｰホウブエナス, 61,嘉藤貴,, 69,* -1,*  7, 4,  6.8, ②②, 1, 6, レッドエレンシア,---,蛯名正,, 44,*-21,  -1, 3,  8.3, ③③, 1,13,Ｎステイツマンシップ, 60,蛯名正,, 82,   1,* 21, 9, 33.7, ⑭⑭, 1,11,Ｂシビルウォｰ, 91,吉田豊,, 87,   7,* 23, 3,  6.9,⑬⑬⑬
 2, 7,Ｆシルクミライ, 56,松岡正, 0.4, 65,  -5,*  7, 5, 10.4, ⑤④, 2,18, ミエノゴｰゴｰ,---,石橋脩, 0.2, 41,*-21,  -6, 2,  4.1, ②②, 2, 2,Ｏエバｰシャイニング, 56,北村宏, 0.1, 77,   8,   1, 4, 13.1, ⑥⑤, 2,14,Ａクリｰン, 91,後藤浩, 0.0, 84,  11,* 14, 2,  6.9,⑧⑦⑤
 3,12,Ｅサクラオハナ, 58,北村宏, 0.8, 60,*  0,  -1, 1,  3.8, ①①, 3,17, コスモシャオロン,---,松岡正, 0.2, 40,*-20,  -7, 6,  9.6, ①①, 3,15,Ａピサノユリシｰズ, 72,吉田豊, 0.1, 76,   4,*  9, 3,  6.0, ⑬⑫, 3, 8,Ｄアドマイヤマジン, 90,田辺裕, 0.3, 84,  11,  12, 5, 10.9,⑥⑥⑥
 4, 2,Ｂシャイニイチカ, 63,田中勝, 1.2, 59,  -6,   2, 2,  4.2, ⑦⑥, 4,12, フレンドサンポウ,---,小林淳, 0.4, 40, -25,  -2,11, 52.4, ⑥⑥, 4,17,Ｂガンズオブナバロン, 72,内田博, 0.3, 76,   7,   0, 2,  5.0, ⑫⑩, 4,15,Ｉジョウノボヘミアン, 87,蛯名正, 0.5, 84,  10,  12, 1,  2.3,⑪⑨⑦
 5, 8,Ｄマキノタｰコイズ, 60,蛯名正, 1.5, 55,  -5,  -3, 3,  4.4, ④⑤, 5, 4, コラボレｰション,---,吉田豊, 0.9, 36, -33,*  2, 7, 14.0, ⑭⑬, 5, 7,Ｈニシノホウギョク, 67,田中博, 0.3, 73,* 11,  -9, 7, 25.4, ②②, 5, 6,Ｏオメガファルコン, 84,中舘英, 0.9, 79,* 13,   2, 8, 18.5,②②②
 6, 1,Ｇネオイグザンプル, 54,西田雄, 2.0, 51,  -9,  -3, 6, 12.4, ⑨⑦, 6, 9, ミスコマチ,---,酒井忍, 1.3, 34, -38,*  4,15,141.1, ⑰⑰, 6,11,Ｄマイヨｰル, 71,松岡正, 0.4, 71,* 18, -25, 1,  1.8, ①①, 6, 2,Ｇタガノエクリプス, 87,酒井学, 1.4, 79,   9,   5,15,116.5,⑨⑩⑩
 7,10,Ｈニンジンガスキ, 51,江田照, 2.0, 50,  -7,  -6, 9, 29.0, ⑥⑩, 7,16, ホｰマンアクセル,---,村田一, 1.3, 27,*-22, -17, 4,  8.7, ⑤⑤, 7, 4,Ｃサウスエンピリカル, 71,津村明, 0.5, 72,  10,  -7, 5, 19.9, ④④, 7,13,Ｊゲンパチタキオン, 86,田中勝, 1.8, 75,   7,   7,12, 45.6,⑮⑭⑭
 8,13,Ｉアンジェラスクイン, 50,中舘英, 2.2, 48,  -4, -10, 7, 16.5, ③③, 8,15, アイカギ,---,田辺裕, 1.4, 28, -30,  -8,12, 62.0, ⑫⑫, 8, 3,Ｊドリｰムザドリｰム, 62,坂井英, 0.7, 71,   6,  -3,13,220.9, ⑩⑧, 8, 9,Ｆシルククルセイダｰ, 88,松岡正, 1.9, 74,   5,   9,10, 33.5,⑭⑮⑮
 9,11,Ｋヤマニンマチュア, 35,田辺裕, 2.9, 42,  -8, -12,10, 60.3, ⑧⑧, 9, 8, ナイスアゲイン,---,北村宏, 1.5, 30, -37,* -1, 1,  3.2, ⑯⑯, 9,10,Ｅマルタｰズクリス, 71,田辺裕, 1.0, 64,   8, -12, 8, 27.5, ⑦⑦, 9, 5,Ｈオウロプレット, 87,伊藤工, 1.9, 72,  10,  -1, 4,  9.1,⑦⑧⑨
10, 4,Ｌエタｰナルブレス, 20,中谷雄, 3.5, 37, -17,  -9,14,338.6, ⑪⑪,10, 7, ウエスタンレビュｰ,---,後藤浩, 1.6, 23,*-23, -21, 5,  9.0, ④④,10, 6,Ｉボｰンコレクタｰ, 66,田中勝, 1.1, 66,   4,  -6,10, 78.5, ⑪⑪,10, 3,Ｎサンマルセイコｰ, 84,石神深, 2.0, 73,   9,   0,13, 86.2,⑩⑪⑪
11, 9, フレンチ,---,坂井英, 3.7, 35, -17, -11,11, 67.1, ⑫⑫,11, 5, オヤシオ,---,酒井学, 1.6, 23, -25, -18,10, 35.6, ⑦⑦,11,14,Ｋランドスパウト, 62,西田雄, 1.3, 60,* 11, -22,15,291.2, ③③,11,12,Ｋセイカアレグロ, 86,津村明, 2.8, 67,   8,  -5,14,114.0,⑫⑫⑫
12, 6,Ｊサクラデスティニｰ, 44,小島太, 3.8, 34,  -9, -19, 8, 16.6, ⑩⑨,12, 2, トｰセンクリオネ,---,西田雄, 1.6, 25, -28, -12,16,142.1, ⑩⑩,12, 8,Ｆトｰセンロマネ, 70,江田照, 2.3, 56,  -1, -10,11, 88.3, ⑱⑯,12, 1,Ｃポｰトラヴ, 90,小林淳, 2.8, 66,* 13, -15,11, 45.0,①①①
13, 3, ヴェスプレｰム,---,小林淳, 4.1, 32, -22,  -9,13,268.2, ⑬⑬,13, 1, キラウェアミスト,---,国分優, 1.7, 27, -35,  -6,18,217.1, ⑮⑭,13,12,Ｍトドロキエンジェル, 60,伊藤工, 2.4, 54,  -2,  -9,14,259.3, ⑰⑰,13,10,Ｌエプソムアｰロン, 86,酒井忍, 3.0, 66,* 12, -14, 9, 31.7,⑤③③
14,14, ヤマニンフェｰヴ,---,伊藤工, 8.6, -9, -24, -47,12,141.5, ⑭⑭,14,14, コスモキンプウ,---,津村明, 1.9, 22, -31, -13,13, 71.4, ⑪⑪,14,18,Ｇロックフルマｰク, 68,小林淳, 2.4, 54,   6, -28, 6, 22.6, ⑨⑨,14, 7,Ｅメイショウシャフト, 89,村田一, 5.0, 52,  11, -29, 7, 17.0,④⑤⑧
,,,,,,,,,,,,15,13, エｰシンボダイジュ,---,中舘英, 1.9, 20, -28, -19, 9, 33.0, ⑨⑧,15, 1,Ｐリワｰドクラウン, 56,五十嵐, 3.4, 43,  -4, -22,12,200.8, ⑯⑮,15, 4,Ｍシルクウィザｰド, 85,内田博, 6.3, 46,* 12, -41, 6, 11.7,③④④
,,,,,,,,,,,,16, 3, コスモハンサム,---,田中博, 2.4, 16, -33, -17, 8, 25.7, ⑬⑮,16, 9,Ｌポパイザセｰラマン, 61,二本柳, 3.8, 41,   7, -52,16,320.0, ⑤⑥,,,,,,,,,,,,
,,,,,,,,,,,,17,11, リリｰコンコルド,---,中谷雄, 2.5, 13, -28, -26,14,117.2, ⑧⑨,17, 5,Ｑアメｰジングソｰル, 49,菅原隆, 4.6, 34,  -3, -43,17,497.1, ⑧⑬,,,,,,,,,,,,
,,,,,,,,,,,,18,10, タケデンブラック,---,大庭和, 4.5, -4, -52, -20,17,180.2, ⑱⑱,18,16,Ｒトウショウビリｰヴ, 44,武士沢, 5.8, 11,  -4, -58,18,540.6, ⑮⑱,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-1),,,,,,,,,,,
"単勝:680円 複勝:15=200円 07=350円 12=170円 枠連:3,350円",,,,,,,,,,,,単勝:830円 複勝:06=220円 18=160円 17=340円 枠連:750円,,,,,,,,,,,,"単勝:3,370円 複勝:13=1,490円 02=490円 15=330円 枠連:3,970円",,,,,,,,,,,,単勝:690円 複勝:11=220円 14=220円 08=340円 枠連:620円,,,,,,,,,,,
"馬連:4,030円 ワイド:07-15=1,180円 12-15=450円 07-12=910円",,,,,,,,,,,,"馬連:1,950円 ワイド:06-18=940円 06-17=1,370円 17-18=850円",,,,,,,,,,,,"馬連:23,540円 ワイド:02-13=6,220円 13-15=3,050円 02-15=1,290円",,,,,,,,,,,,"馬連:2,070円 ワイド:11-14=830円 08-11=1,180円 08-14=1,120円",,,,,,,,,,,
"馬単:6,630円 3連複:5,150円 3連単:40,950円",,,,,,,,,,,,"馬単:4,580円 3連複:7,160円 3連単:39,470円",,,,,,,,,,,,"馬単:61,260円 3連複:49,920円 3連単:491,840円",,,,,,,,,,,,"馬単:4,400円 3連複:5,250円 3連単:26,880円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 6R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 9R  芝1400m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■12R  芝1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾀﾞﾘｱ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｄキャリｰザデイ, 67,松岡正,, 70,   3,*  8, 3,  4.5,⑤④③, 1, 6,Ｄユキノサイレンス, 58,後藤浩,, 64,* -2,  -1, 4,  7.2, ①①, 1, 7,Ｃエｰシンブラン, 50,北村宏,, 63,  -5,* 10, 3,  8.1, ⑥⑥, 1,18,Ｅウィルパワｰ, 73,松岡正,, 72,* -1,   6, 1,  2.2, ①①
 2, 8,Ｂリバｰダンス, 71,田中勝, 0.7, 67,   3,*  4, 4,  5.4,⑦⑥⑤, 2, 2,Ａゴルトブリッツ, 70,北村宏, 0.0, 68,  -7,*  7, 1,  2.0, ⑧⑧, 2, 8,Ａサイレントソニック, 63,蛯名正, 0.2, 60,  -4,*  5, 1,  2.0, ⑤⑤, 2, 6,Ｇコスモドロス, 71,津村明, 0.1, 72,* -2,   7, 6, 18.5, ③③
 3, 9,Ｅテンシノネオ, 62,江田照, 0.7, 65,*  7,  -4, 7, 37.3,①①①, 3,11,Ｆマキシムカフェ, 55,江田照, 0.0, 65,* -4,   0, 6, 16.7, ④③, 3, 5,Ｅマイネルラクリマ, 47,松岡正, 0.4, 57,  -1,  -2, 2,  4.0, ③③, 3, 8,Ｉオチャノコサイサイ, 70,坂井英, 0.2, 70,* -4,   7, 8, 20.1, ④④
 4,14,Ｃサクセスシェｰバｰ, 67,蛯名正, 1.1, 64,   0,*  5, 2,  3.7,⑬⑩⑨, 4,14,Ｂトｰアボンジョルノ, 64,内田博, 0.2, 65,  -5,   1, 3,  6.7, ⑥⑥, 4, 1,Ｂマイネルロガｰル, 51,石橋脩, 0.5, 57,  -3,  -1, 4,  9.0, ④④, 4, 3,Ｆコスモピアチュｰレ, 73,伊藤工, 0.3, 70,  -9,  12, 9, 22.3, ⑧⑧
 5,15,Ｇシベリアンファクト, 60,西田雄, 1.3, 63,   2,   1, 9, 43.3,⑧⑧⑦, 5, 1,Ｅイｰスタリｰガスト, 56,吉田豊, 0.3, 63,  -7,   3, 5,  7.8, ⑦⑦, 5, 4,Ｄラバｰフロｰ, 50,酒井学, 0.8, 54,*  1,  -8, 5,  9.4, ②②, 5, 5,Ｃショウナンアルディ, 75,石橋脩, 0.4, 72, -12,* 15, 5, 13.5, ⑪⑪
 6, 5,Ｍタイキデイブレイク, 50,田辺裕, 1.8, 58,   4,  -7, 8, 37.6,④⑤④, 6, 9,Ｈスプリングボｰデン, 52,酒井忍, 0.6, 61,  -8,   0,17,306.2, ⑩⑨, 6, 9,Ｆフロｰルジェナ, 45,田中勝, 0.8, 55,  -6,   1, 7, 31.9, ⑦⑦, 6,11,Ｎウィザｰスプｰン, 63,田嶋翔, 0.4, 67,* -1,   2, 7, 18.9, ②②
 7, 1,Ｈニシノヴァンクｰル, 57,村田一, 2.3, 56,  -2,  -2, 5, 26.3,⑮⑫⑪, 7, 5,Ｉコスモウィズユｰ, 51,津村明, 0.7, 57,  -5,  -6, 8, 48.1, ⑤⑤, 7, 6, ヴェガス,---,酒井忍, 1.0, 51,  -8,  -1, 9, 35.2, ⑧⑨, 7,15,Ｋクロフォｰド, 68,後藤浩, 0.6, 68, -12,  12, 2,  7.1, ⑫⑫
 8, 7,Ａシルクリンカｰン, 71,中舘英, 2.5, 54,*  7, -17, 1,  2.6,③②②, 8,16,Ｍラスカルジャネット, 46,坂井英, 0.7, 65, -12,* 10,11,123.6, ⑱⑰, 8, 3,Ｈマルタカシクレノン, 28,内田博, 1.3, 46,*  3, -19, 6, 14.2, ①①, 8, 1,Ａメイショウカンパク, 76,村田一, 0.7, 71, -21,* 23, 4,  9.9, ⑱⑰
 9, 2,Ｊフラメンコスケッチ, 56,大庭和, 3.2, 48,  -3,  -5,12,152.7,⑭⑭⑬, 9, 4,Ｐシンボリモンペリエ, 40,田中勝, 1.0, 53,  -6, -11,10,106.6, ③④, 9, 2,Ｇカトルズタッチ, 44,後藤浩, 1.6, 44,  -9,  -7, 8, 33.6, ⑩⑧, 9,10,Ｄミスベルツリｰ, 73,蛯名正, 0.7, 68, -13,  14, 3,  7.7, ⑬⑬
10, 6,Ｆゲンパチシャトル, 62,酒井忍, 3.3, 50,  -2, -10, 6, 33.4,⑫⑪⑫,10,18,Ｇコンカオルデｰル, 55,伊藤工, 1.0, 59, -12,*  5, 7, 43.1, ⑰⑱,10,10, モエレウェバリング,---,坂井英, 2.6, 32,  -9, -20,10,174.6, ⑨⑩,10,14,Ｐフェルミオン, 63,江田照, 0.7, 66,  -5,   4,14, 74.7, ⑦⑥
11,11,Ｏエフティブレｰヴ, 39,水出大, 3.4, 48,   0, -14,14,206.8,⑪⑨⑩,11,10,Ｋカンタベリｰドｰル, 49,大庭和, 1.1, 56, -11,  -1,12,151.0, ⑯⑯,,,,,,,,,,,,,11, 9,Ｒサクラフジビュｰ, 52,北村宏, 0.8, 69, -17,* 17,18,224.8, ⑯⑯
12, 4,Ｉサウンドアリュｰル, 57,坂井英, 3.6, 47,   2, -19,10, 82.1,⑥⑦⑥,12,13,Ｃフレアリングレッド, 61,田辺裕, 1.2, 50,  -6, -10, 2,  6.0, ⑨⑩,,,,,,,,,,,,,12, 4,Ｊキタノオｰロラ, 70,田辺裕, 0.9, 61,  -5,   1,12, 43.6, ⑥⑤
13,10,Ｋハイスピｰドバトル, 55,武士沢, 4.9, 36,  -3, -21,15,297.6,⑨⑬⑭,13, 7,Ｎアｰティカル, 43,石橋脩, 1.4, 48,* -4, -21, 9, 94.6, ②②,,,,,,,,,,,,,13, 7,Ｏコチャ, 63,大江原, 1.1, 63, -16,  11,15,129.8, ⑮⑮
14,12,Ｎユメノサキガケ, 40,石橋脩, 6.6, 31,   4, -48,13,183.9,②③⑧,14, 8,Ｑスイｰトバｰグマン, 28,国分優, 1.4, 51, -10,  -8,16,275.0, ⑬⑫,,,,,,,,,,,,,14,13,Ｂダブルフレｰバｰ, 75,吉田豊, 1.1, 60,  -9,   3,10, 27.9, ⑨⑨
15, 3,Ｌナンヨｰビクトリｰ, 51,伊藤工, 7.4, 24,  -5, -38,11,140.3,⑩⑮⑮,15,17,Ｏトップウイナｰ, 43,小林淳, 1.8, 46,  -9, -15,14,212.7, ⑫⑬,,,,,,,,,,,,,15,12,Ｌパワｰショウ, 68,内田博, 1.2, 62, -15,   8,11, 32.2, ⑭⑭
,,,,,,,,,,,,16,15,Ｌグレイトサム, 46,嘉藤貴, 2.0, 44, -11, -15,13,181.4, ⑮⑮,,,,,,,,,,,,,16,16,Ｈエンダｰズシャドウ, 71,田中勝, 1.7, 52,  -9,  -6,16,131.3, ⑩⑩
,,,,,,,,,,,,17, 3,Ｊナスケンアゼリア, 49,増沢由, 2.3, 41,  -9, -20,15,214.1, ⑪⑪,,,,,,,,,,,,,17, 2,Ｍワンダフルスイｰト, 67,中舘英, 1.7, 58, -21,  11,13, 70.9, ⑰⑱
,,,,,,,,,,,,18,12, ヨシダｰクスマイル,---,平野優, 2.7, 35, -11, -24,18,396.1, ⑭⑭,,,,,,,,,,,,,18,17,Ｑチェリｰソウマ, 56,中谷雄, 3.6, 30,  -5, -36,17,162.6, ⑤⑦
