10年 5月 1日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 5月 1日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,荒川峡特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｇホッカイアラカティ, 52,丸田恭,, 54,*  1, -15, 7, 25.6,①①①, 1,11,Ｆヒルノリンベル, 51,丹内祐,, 62,   8,  -9, 4, 13.3, ⑤⑤, 1, 6,Ｃパルクエスト, 69,丸山元,, 72,* 10,*  2, 3,  7.0,①①①, 1, 8,Ｂリッカロイヤル, 69,安藤光,, 77,* -4,* 16, 2,  3.6, ②②
 2, 3,Ｈナンヨｰドリｰム, 48,上村洋, 0.0, 55,  -2,*-11, 3,  9.2,⑦⑥⑧, 2, 9,Ｅエリモダンディズム, 52,北村友, 0.3, 61,  10, -12, 5, 18.3, ④④, 2,11,Ｂマチカネナツノジン, 70,上村洋, 1.0, 69,   8,  -3, 2,  2.7,④③③, 2, 6,Ｃエｰシングレｰソロ, 68,田中健, 0.3, 75,  -7,* 16, 3,  4.9, ④④
 3, 6,Ａマｰジｰビｰト, 65,古川吉, 0.1, 52,  -2,*-11, 1,  1.5,⑪⑧⑦, 3,12,Ａヒシビビッド, 69,佐藤哲, 0.5, 60,* 12, -16, 1,  1.4, ②②, 3, 7,Ｊトウケイシャイン, 58,鷹野宏, 1.4, 64,   9,  -7,10,105.8,③②②, 3, 1,Ａゴｰルドスパｰクル, 72,的場勇, 0.4, 74,  -5,  13, 1,  2.8, ③③
 4, 5,Ｆトゥルｰマイハｰト, 52,中谷雄, 0.6, 49,  -2, -15, 2,  6.1,⑤⑨⑨, 4, 5,Ｈミツアキゴｰルド, 51,鈴来直, 0.5, 56,   4,  -8, 6, 21.6, ⑦⑦, 4, 2,Ｄコウエイテンプウ, 69,北村友, 1.4, 65,   6,  -2, 1,  2.4,⑤⑤⑤, 4, 7,Ｆタツクｰル, 63,丸山元, 0.4, 74,  -7,  14, 7, 54.1, ⑦⑦
 5,11,Ｂグラスアタック, 61,菅原隆, 0.9, 47,  -3, -15, 4, 13.2,⑨⑩⑩, 5, 4,Ｇユウタｰラッキｰ, 51,南田雅, 0.5, 55,   1,* -6, 8, 52.9, ⑪⑨, 5, 5,Ｆリバｰキャッスル, 64,古川吉, 2.1, 60,   6,  -7, 8, 26.6,⑩⑥⑥, 5, 5,Ｄハンタｰキリシマ, 66,野元昭, 0.7, 71,  -5,   9, 5,  8.8, ⑤⑤
 6, 1,Ｉナンヨｰビクトリｰ, 47,鮫島良, 1.0, 47,   0, -21, 8, 32.5,④③③, 6,14, ブルｰデジャブ,---,長谷川, 0.9, 50,  -7,* -2, 9,145.2, ⑮⑭, 6, 1,Ｅシアトルレイナ, 65,丸田恭, 2.8, 55,   8, -16, 9, 33.2,②④④, 6, 2,Ｅタンホイザｰ, 66,北村友, 0.7, 72,  -7,  12, 4,  5.0, ⑥⑥
 7, 9,Ｅメイショウリベット, 53,荻野琢, 1.1, 47,  -1, -21, 9, 44.4,⑥⑤⑤, 7, 3,Ｂツｰピｰスルｰラｰ, 58,的場勇, 1.1, 53,  10, -19, 2,  5.8, ③③, 7, 9,Ａメジロスプレンダｰ, 72,大野拓, 2.8, 53,   5, -12, 4,  8.5,⑦⑦⑦, 7, 3,Ｈミシュランシチｰ, 55,佐藤哲, 1.1, 61,* -4,  -2, 6, 15.4, ①①
 8, 7,Ｄプレザントシチｰ, 55,丸山元, 1.8, 41,  -2, -26,10, 47.9,⑧⑦⑥, 8, 6,Ｃグラスミュｰズ, 55,芹沢純, 1.5, 47,   4, -17, 7, 37.8, ⑧⑧, 8, 4,Ｇキストゥクラウン, 63,黛弘人, 2.8, 56,   3,  -8, 6, 25.8,⑪⑪⑪, 8, 4,Ｇトドロキエンジェル, 61,丸田恭, 1.2, 64,  -6,   5, 8, 58.5, ⑧⑧
