10年 5月16日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 5月16日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1900m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  ダ1400m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,栗東ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｆシルクマッドネス, 61,幸英明,, 66,   4,*  1, 2,  4.4,⑧⑥⑦, 1, 9,Ａピカピカテッタ, 67,野元昭,, 61,* -6,   1, 3,  5.5, ②②, 1,10,Ｅトレイルブレイザｰ, 69,和田竜,, 73,   2,  14, 4, 11.1,③④④, 1,13,Ｂセイクリムズン, 90,岩田康,, 89,   2,* 22, 1,  2.4, ⑧⑧
 2, 2,Ｃウインドミネｰタｰ, 62,浜中俊, 0.3, 64,*  5,  -5, 3,  6.6,①①①, 2, 7,Ｂアドマイヤツバサ, 62,岩田康, 0.0, 63,  -7,*  5, 1,  2.2, ⑤④, 2, 5,Ｄタマモグランプリ, 69,浜中俊, 0.0, 77,   0,* 24, 5, 14.4,⑧⑧⑥, 2, 8,Ｈタカオセンチュリｰ, 86,国分恭, 0.4, 84,*  8,  11, 9, 32.6, ①①
 3, 4,Ｈネオペンドラゴン, 58,池添謙, 0.4, 62,   3,  -2, 7, 13.4,⑨⑧⑤, 3,10,Ｆマルティニｰク, 53,小牧太, 0.1, 60,  -8,*  3, 4,  7.8, ⑥⑤, 3, 6,Ｇサンライズトリプル, 66,池添謙, 0.0, 75,   2,  14, 3,  4.8,④③③, 3, 6,Ｄティアップワイルド, 89,池添謙, 0.4, 83,   5,  15, 2,  4.5, ③④
 4,15,Ｉテイエムバゴオｰ, 57,小牧太, 0.6, 60,*  4,  -7, 6, 13.3,④③③, 4, 6,Ｍシゲルハンベイ, 44,小林徹, 0.2, 57,* -5,  -3,18,479.8, ①①, 4, 9,Ｆナイスミｰチュｰ, 68,小牧太, 0.2, 72,   1,  16, 7, 32.0,⑥⑥⑦, 4, 7,Ａワンダｰポデリオ, 90,幸英明, 0.5, 84,   2,  19, 3,  5.5, ⑪⑪
 5, 3,Ｅメイショウトシイエ, 61,国分恭, 0.6, 63,   2,  -1, 5, 12.0,⑥⑨⑧, 5, 1,Ｃブレイク, 61,浜中俊, 0.3, 61, -10,*  6, 2,  4.2, ⑫⑪, 5, 2,Ａネオファンタジア, 84,岩田康, 0.5, 69,   1,  11, 1,  1.8,⑤⑤⑤, 5,15,Ｅドスライス, 88,小牧太, 0.5, 82,*  7,  12, 4,  8.0, ②②
 6, 7,Ｄニシノバスタｰ, 61,高倉稜, 0.8, 61,   1,* -1,10, 43.6,⑬⑫⑨, 6,16,Ｌサクシｰド, 48,和田竜, 0.3, 58,* -6,  -1, 8, 54.3, ③③, 6, 4,Ｃアイウォントユｰ, 69,幸英明, 0.8, 66,   0,  10, 2,  4.4,⑦⑦⑨, 6, 4,Ｇタｰトルベイ, 86,浜中俊, 0.7, 82,   1,  17,11, 65.7, ⑩⑦
 7, 1,Ａシゲルサコン, 63,岩田康, 1.0, 60,   3,  -9, 8, 15.1,⑦⑤④, 7, 2,Ｅサンレイファントム, 53,岩崎祐, 0.5, 56,  -9,   0,10,118.2, ⑨⑦, 7, 8,Ｈスペシャルイモン, 64,太宰啓, 0.9, 58,*  8, -13, 9,174.6,②②②, 7,10,Ｋイブロン, 84,川田将, 0.8, 82,  -1,* 20, 8, 28.1, ⑬⑬
 8, 6,Ｂダイナミックソング, 63,太宰啓, 1.3, 59,   0,  -3, 4,  7.0,⑫⑭⑭, 8, 8,Ｉメイショウオルフェ, 52,難波剛, 1.1, 47,  -9,  -9,15,383.9, ⑩⑧, 8, 3,Ｊアイヌモシリ, 57,安部幸, 0.9, 66,   0,  10,10,273.3,⑨⑨⑧, 8, 2,Ｆカルナバリｰト, 87,和田竜, 0.8, 81,   4,  13, 5, 16.6, ⑦⑤
