10年 7月17日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 7月17日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 4R  芝2850m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五頭連峰特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｂヤマニンアストレア, 60,内田博,, 69,*  5,  -1, 6, 12.0, ①①, 1,11, アイディリック,,鈴木慶,,,,, 4,  7.5,⑧⑦④, 1, 3,Ｌエムオｰクラウン, 53,伊藤工,, 72,*  8,   2, 8, 42.4,②④④, 1, 6,Ｃリクエストソング, 80,内田博,, 86,* -9,  25, 3,  5.5, ①①
 2, 5,Ｄコスモピクシｰ, 58,松岡正, 0.0, 69,*  3,   3, 1,  4.6, ④④, 2, 4, ハクサン,,石神深,186.2,,,, 2,  3.1,⑥②②, 2,10,Ｃシンボリボルドｰ, 62,大庭和, 0.0, 75,   5,*  9, 7, 27.0,⑪⑩⑦, 2,14,Ｂエオリアンハｰプ, 82,田中勝, 0.2, 85, -11,* 27, 1,  2.6, ⑤⑥
 3, 7,Ｆマレｰネ, 57,北村宏, 0.3, 66,  -2,*  5, 8, 18.3, ⑫⑭, 3, 5, タマモグレアｰ,,林満明,186.6,,,, 3,  5.3,⑩③③, 3, 2,Ｄクｰゲルブリッツ, 60,内田博, 0.2, 70,*  9,  -5, 1,  2.6,①①①, 3, 5,Ｉパｰプルタイヨｰ, 74,蛯名正, 0.2, 84,*-10,  25, 2,  5.5, ④④
 4,12,Ｈサクラティアモ, 56,宮崎北, 0.3, 67,   2,   2, 2,  4.8, ⑧⑦, 4,12, オンワｰドシェルタ,,穂苅寿,187.3,,,, 6, 18.3,⑤⑥⑤, 4, 7,Ａゴルトブリッツ, 72,北村宏, 0.2, 70,*  9,  -4, 2,  3.6,④③②, 4,11,Ｅサバｰス, 78,戸崎圭, 0.2, 83,*-10,  23, 7, 21.8, ②②
 5,16,Ｍカｰルファタｰレ, 52,石橋脩, 0.4, 66,  -6,*  9,11, 28.2, ⑯⑯, 5, 6, ディアマイホｰス,,江田勇,187.8,,,, 9, 55.9,⑨⑨⑧, 5, 4,Ｅドリｰムネイチヤｰ, 59,田辺裕, 0.4, 67,   7,  -2, 3,  5.3,⑤⑤⑤, 5, 8,Ｈマイティｰスルｰ, 74,吉田豊, 0.2, 82, -12,* 26, 9, 30.1, ⑦⑤
 6,10,Ｎオオトリフクムスメ, 51,中舘英, 0.4, 66,  -2,*  5, 4,  8.3, ⑬⑫, 6, 2, マイネルハヤト,,草野太,188.7,,,,10, 70.3,⑫⑪⑪, 6,14,Ｂテｰプカット, 64,田中勝, 0.9, 66,   5,  -3, 4,  7.9,⑫⑪⑬, 6, 3,Ａハウオリ, 83,柴田善, 0.5, 81, -13,* 26, 4,  7.6, ⑩⑧
 7,15,Ｃサマｰロコガｰル, 58,村田一, 0.5, 64,  -3,   4, 3,  6.2, ⑭⑬, 7, 9, トウショウヴォイス,,高野和,188.9,,,, 8, 55.2,⑪⑩⑨, 7, 8,Ｈシャイントウショウ, 58,田中博, 1.1, 64,   1,   2, 6, 18.9,⑮⑮⑮, 7,13,Ｆホクレレ, 76,伊藤工, 0.5, 80, -13,  25,10, 35.8, ⑨⑩
 8, 6,Ｅトレグラツィエ, 58,蛯名正, 0.6, 63,   0,  -1, 9, 24.2, ⑩⑪, 8, 7, ドラゴンハンタｰ,,平沢健,189.9,,,,12,106.7,⑬⑫⑫, 8,16,Ｎミュｰジｰロｰジｰ, 52,村田一, 1.2, 63,   1,   1,15,247.1,⑭⑯⑯, 8, 2,Ｎリバイバルシチｰ, 70,草野太, 0.6, 79, -12,  22,13,190.0, ⑥⑦
 9, 2,Ｑファルファリｰナ, 49,田中博, 0.7, 62,   2,  -5,14, 43.9, ⑤⑥, 9, 3, ジョｰベルスタｰ,,五十嵐,190.1,,,, 5, 14.1,②④⑦, 9,13,Ｊクリノセレブニ, 55,西田雄, 1.3, 62,   5,  -7,13,186.6,⑩⑫⑨, 9, 1,Ｋマルタｰズオリジン, 72,田辺裕, 0.6, 79, -14,* 26,12, 84.7, ⑬⑪
10,14,Ｉエルフガｰランド, 56,平野優, 0.9, 58,   1,  -8, 5,  9.8, ⑥⑤,10,10, トｰセンマンボ,,浜野谷,190.3,,,, 7, 24.8,③⑧⑩,10,18,Ｒクリノオペラオｰ, 41,武士沢, 1.3, 59,   3,  -7,16,254.4,⑰⑭⑭,10, 7,Ｊオリエンタルジェイ, 73,北村宏, 0.6, 81, -14,* 26, 5,  7.9, ⑭⑬
11, 1,Ｌミヤギマジック, 54,田中勝, 0.9, 59,*  5, -11, 7, 15.4, ②②,11,13, シルクプラチナム,,大江原,202.9,,,,13,108.4,⑦⑬⑬,11,17,Ｍノｰブルエｰス, 53,小野寺, 1.6, 61,  -3,*  6,10,105.3,⑱⑱⑱,11,12,Ｄタニオブゴｰルド, 79,江田照, 0.8, 74,*-10,  15, 6, 19.3, ③③
12, 4,Ｐアイティラブ, 50,江田照, 1.1, 57,   0,  -7,17,145.9, ⑨⑩,,,,,,,,,,,,,12, 6,Ｋカツヨスペシャル, 54,嘉藤貴, 1.7, 55,*  9, -25,12,132.8,③②③,12,10,Ｍグレイスフルソング, 71,津村明, 0.8, 77, -13,  21,11, 48.6, ⑧⑨
13,11,Ｊヴィヴィアン, 55,中谷雄, 1.2, 58,  -4,  -2,16, 49.6, ⑮⑮,,,,,,,,,,,,,13,15,Ｐリュウシンノア, 43,草野太, 1.7, 57,   4, -12,17,378.8,⑬⑬⑫,13, 4,Ｇテクニカルラン, 75,石橋脩, 1.0, 78, -14,  21, 8, 23.3, ⑪⑫
14,13,Ｇポイントアフタｰ, 57,吉田豊, 1.2, 54,   0,  -9,12, 30.0, ⑪⑧,,,,,,,,,,,,,14, 1,Ｉコンシエンス, 57,津村明, 1.9, 53,   5, -19,11,109.7,⑧⑨⑥,14, 9,Ｌアマミスウィフト, 71,的場勇, 1.5, 69, -14,  15,14,327.1, ⑫⑭
15,17,Ｏショウナンアオバ, 51,戸崎圭, 1.2, 57,  -6,   0,13, 40.6, ⑰⑰,,,,,,,,,,,,,15, 5,Ｆマキシミンルｰル, 59,石橋脩, 2.0, 55,   7, -23, 5, 10.3,⑥⑥⑧,,,,,,,,,,,,
16, 3,Ａアラマササンデｰ, 60,伊藤工, 1.5, 51,   1, -14,15, 45.5, ⑦⑨,,,,,,,,,,,,,16,11,Ｇカトルズフライト, 58,江田照, 2.1, 51,   5, -24, 9, 48.6,⑨⑦⑩,,,,,,,,,,,,
17,18,Ｒシルクデスティニｰ, 44,小野寺, 1.6, 50,*  4, -19,18,213.5, ③③,,,,,,,,,,,,,17, 9,Ｑニュｰトリノ, 42,大江原, 2.2, 53,  -2,  -7,14,198.2,⑯⑰⑰,,,,,,,,,,,,
18, 8,Ｋエアモｰジョｰ, 55,柴田善, 1.9, 51, -19,*  8,10, 26.4, ⑱⑱,,,,,,,,,,,,,18,12,Ｏポッキｰホッキイ, 50,宮崎北, 4.2, 37,   6, -55,18,428.8,⑦⑧⑪,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-2),,,,,,,,,,,
"単勝:1,200円 複勝:09=460円 05=190円 07=490円 枠連:840円",,,,,,,,,,,,単勝:750円 複勝:11=200円 04=140円 05=200円 枠連:740円,,,,,,,,,,,,"単勝:4,240円 複勝:03=790円 10=510円 02=150円 枠連:4,750円",,,,,,,,,,,,単勝:550円 複勝:06=180円 14=110円 05=170円 枠連:370円,,,,,,,,,,,
"馬連:2,330円 ワイド:05-09=920円 07-09=3,610円 05-07=1,520円",,,,,,,,,,,,"馬連:1,260円 ワイド:04-11=430円 05-11=740円 04-05=460円",,,,,,,,,,,,"馬連:39,240円 ワイド:03-10=6,300円 02-03=1,570円 02-10=1,040円",,,,,,,,,,,,馬連:860円 ワイド:06-14=350円 05-06=630円 05-14=260円,,,,,,,,,,,
"馬単:6,060円 3連複:15,450円 3連単:109,770円",,,,,,,,,,,,"馬単:2,840円 3連複:3,160円 3連単:19,270円",,,,,,,,,,,,"馬単:62,850円 3連複:28,730円 3連単:247,670円",,,,,,,,,,,,"馬単:2,230円 3連複:1,510円 3連単:9,290円",,,,,,,,,,,
■ 2R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 5R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  ダ1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,,,,,,,,,,,,,柳都ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｃワクワク, 64,吉田豊,, 70,* -3,*  4, 4,  9.1, ③②, 1,10, ラッシュウインド,---,松岡正,, 46,*-10,  -6, 3,  4.7, ②②, 1, 7,Ａアｰリｰアメリカン, 77,松岡正,, 79,*  9,   6, 3,  4.8, ①①, 1, 2,Ｂタガノクリスエス, 90,田辺裕,, 88,  10,* 19, 2,  4.5,⑦⑥⑥
 2, 6,Ｂケイビイテルマ, 64,蛯名正, 0.2, 67,  -6,*  3, 1,  2.2, ⑥⑤, 2, 3, キッスオブドラゴン,---,田中勝, 0.1, 45,* -9,  -8, 6, 12.6, ①①, 2,14,Ｂロｰブドヴルｰル, 76,柴田大, 0.4, 75,   1,* 11, 7, 12.9, ⑦⑥, 2, 9,Ｆドリｰムライナｰ, 87,戸崎圭, 0.0, 89,* 12,* 16, 3,  5.0,②②②
 3, 2,Ｆマルタカボス, 58,内田博, 0.4, 65,* -3,  -4, 5, 16.6, ①①, 3,14, コスモオウガイ,---,石橋脩, 0.5, 41, -23,*  0,13, 85.6, ⑫⑫, 3, 9,Ｉラヴリｰドリｰム, 72,蛯名正, 0.6, 74,   3,   7, 2,  4.8, ⑤④, 3,15,Ｅツクバホクトオｰ, 87,柴田善, 0.4, 85,  11,  14, 4,  7.8,⑤⑤⑤
 4, 1,Ｅコスモロｰダンセ, 59,伊藤工, 0.6, 63,  -6,  -1, 8, 19.0, ⑤④, 4, 4, ダｰトムｰア,---,江田照, 0.6, 40, -15,  -8, 1,  4.2, ⑦⑥, 4, 2,Ｊカフェマｰシャル, 69,戸崎圭, 0.8, 71,  -6,* 13, 6, 12.3, ⑭⑬, 4, 3,Ａダノンカモン, 94,松岡正, 0.4, 85,  11,  14, 1,  4.0,④④④
 5, 9,Ｋタスマニア, 49,武士沢, 0.7, 66, -11,*  8,10, 54.7, ⑰⑮, 5, 2, コスモイｰチタイム,---,柴田大, 0.8, 40, -14,  -8,10, 53.1, ⑥⑨, 5, 8,Ｇゴｰルドバシリスク, 72,内田博, 0.9, 71,  -4,* 11, 1,  3.8, ⑬⑪, 5, 1,Ｍゴｰルデンプライズ, 83,田中博, 1.0, 84,   8,  14,10, 47.3,⑨⑨⑧
 6,16,Ａティアモブリｰオ, 69,石橋脩, 0.7, 64,  -7,  -1, 2,  4.3, ⑦⑦, 6, 9, グレイトフルレタｰ,---,吉田豊, 1.0, 35, -14, -13, 2,  4.4, ⑤④, 6,10,Ｄモエレジンダイコ, 74,伊藤工, 1.1, 68,  -2,   7, 9, 24.6, ⑪⑩, 6,13,Ｄスｰサンライダｰ, 89,中舘英, 1.3, 78,* 13,   3, 8, 17.3,①①①
 7,10, ペンテシレイア,---,柴田善, 0.8, 61,  -9,   0, 3,  6.6, ⑩⑪, 7, 6, リｰサムダイチ,---,内田博, 1.1, 36, -25,* -3, 5, 10.9, ⑬⑬, 7, 6,Ｃサルバドｰルチｰフ, 75,田中勝, 1.1, 68,   0,   5, 5, 10.5, ⑧⑨, 7,12,Ｌハｰドシｰキング, 83,村田一, 1.4, 80,   7,  13,11, 51.0,⑫⑬⑫
 8,18,Ｇセイウンホルス, 57,田辺裕, 0.9, 61, -10,   2, 6, 16.8, ⑭⑭, 8,15, コスモロングロｰド,---,津村明, 1.6, 30, -13, -19, 7, 13.1, ④⑤, 8, 3,Ｈマッドマックス, 72,的場勇, 1.2, 69,   1,   4,10, 25.4, ⑥⑦, 8,14,Ｋプラチナメｰン, 83,内田博, 1.8, 76,  11,   1, 6,  9.5,③③③
 9,17,Ｄデュリュクス, 60,江田照, 1.1, 60, -10,  -1, 7, 18.0, ⑯⑯, 9,12, コスモアイボリｰ,---,戸崎圭, 1.8, 30, -15, -18, 9, 44.4, ⑧⑦, 9, 4,Ｌエクストラシチｰ, 66,草野太, 1.7, 65,  -1,   3,14,138.7, ⑩⑧, 9,10,Ｉサンマルセイコｰ, 85,伊藤工, 1.8, 76,   7,  10, 9, 30.4,⑮⑮⑭
10,13,Ｍスノｰボｰル, 44,田中勝, 1.2, 61, -14,*  5,11,105.7, ⑱⑰,10, 8, ベストピッチ,---,田辺裕, 1.8, 29, -19, -15,11, 70.9, ⑩⑩,10,11,Ｋモルフェキング, 67,柴田善, 2.0, 60,  -5,   2,12, 49.0, ⑮⑭,10, 4,Ｃピサノエミレｰツ, 89,北村宏, 1.9, 75,   8,   6, 7, 13.4,⑪⑪⑪
11,12,Ｈプｰルルメリット, 55,平野優, 1.4, 57, -11,  -2,14,175.1, ⑬⑬,11,11, イケメンパラダイス,---,伊藤工, 2.1, 26, -18, -18, 8, 19.3, ⑪⑪,11,12,Ｆミッキｰシュタルク, 72,江田照, 2.2, 59,*  8, -12, 4,  8.8, ②②,11,11,Ｇノワｰルシチｰ, 86,大庭和, 2.0, 73,   7,   7,12, 68.4,⑬⑭⑬
12,11,Ｉセイウンスマイル, 51,大庭和, 1.4, 52,  -6, -14, 9, 46.4, ④⑥,12,13, ウマテック,---,柴田善, 2.2, 26, -15, -21, 4,  5.2, ⑨⑧,12, 1,Ｍシンボリバッハ, 65,石橋脩, 2.3, 58,*  5, -10,15,140.2, ③③,12, 6,Ｎケイジｰジュニアｰ, 81,伊藤直, 2.3, 73,   8,   2,13, 91.0,⑩⑩⑩
13, 8,Ｐランコントレ, 38,国分優, 1.6, 48,* -3, -20,17,347.6, ②③,13, 7, ラブステラｰ,---,西田雄, 2.5, 24, -12, -27,14,192.5, ③③,13,13,Ｏセイウンノレッジ, 52,田辺裕, 3.5, 47,  -3, -13,13,103.5, ⑫⑫,13, 7,Ｈアグネスネクタル, 85,江田照, 2.4, 73,   7,   3,14, 95.5,⑭⑫⑮
14, 5,Ｏスイｰトフォンダ, 43,戸崎圭, 1.7, 51,  -7, -14,13,158.0, ⑨⑨,14, 1, シｰイズエンジェル,---,村田一, 6.6,-15, -28, -49,12, 75.3, ⑭⑭,14,15,Ｅイルドロｰル, 73,中舘英, 3.6, 46,   3, -20, 8, 20.3, ④⑤,14, 8,Ｊキュｰトエンブレム, 83,田中勝, 2.6, 70,  10,  -3, 5,  9.4,⑧⑧⑦
15, 3,Ｊカシノカルミア, 49,二本柳, 1.8, 47,  -7, -17,12,152.4, ⑧⑧,,,,,,,,,,,,,15, 5,Ｎタカラハｰバｰ, 57,国分優, 9.2, -3,   0, -66,11, 27.5, ⑨⑮,15, 5,Ｏゼンノトレヴィ, 76,宮崎北, 5.7, 49,  10, -29,15,150.8,⑥⑦⑨
16, 7,Ｑシルクリｰドオフ, 36,西田雄, 2.0, 46, -11, -15,18,623.9, ⑫⑫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,Ｌペリグｰ, 48,津村明, 2.1, 44, -10, -17,15,271.9, ⑪⑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,14,Ｎリッシンブラボｰ, 44,小野寺, 2.5, 42, -15, -15,16,332.8, ⑮⑱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,
単勝:910円 複勝:04=220円 06=110円 02=320円 枠連:850円,,,,,,,,,,,,"単勝:470円 複勝:10=210円 03=400円 14=2,050円 枠連:1,570円",,,,,,,,,,,,"単勝:480円 複勝:07=200円 14=310円 09=180円 枠連:1,170円",,,,,,,,,,,,単勝:450円 複勝:02=150円 09=190円 15=240円 枠連:400円,,,,,,,,,,,
"馬連:880円 ワイド:04-06=400円 02-04=1,090円 02-06=500円",,,,,,,,,,,,"馬連:2,920円 ワイド:03-10=1,270円 10-14=6,690円 03-14=11,880円",,,,,,,,,,,,"馬連:3,260円 ワイド:07-14=1,000円 07-09=440円 09-14=780円",,,,,,,,,,,,"馬連:1,000円 ワイド:02-09=400円 02-15=650円 09-15=690円",,,,,,,,,,,
"馬単:2,510円 3連複:2,650円 3連単:18,220円",,,,,,,,,,,,"馬単:4,440円 3連複:98,510円 3連単:314,820円",,,,,,,,,,,,"馬単:5,320円 3連複:3,140円 3連単:24,350円",,,,,,,,,,,,"馬単:1,920円 3連複:2,700円 3連単:10,720円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 6R  芝1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■12R  芝1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,閃光特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
