10年 6月12日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 6月12日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  ダ1600m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,稲村ヶ崎特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａジャズピアノ, 72,丸山元,, 75,*  4,* 11, 1,  1.6, ①①, 1, 4,Ａネオヴェリｰブル, 76,北村宏,, 67,*  8, -11, 1,  2.2,③③④, 1,10,Ｄメジロマリアン, 73,横山典,, 77,   6,* 10, 3,  8.4, ④④, 1, 1,Ｂミステリアスライト, 82,蛯名正,, 81,   3,* 19, 2,  4.0,④④⑤
 2, 5,Ｄトｰセンビｰナス, 59,蛯名正, 1.3, 65,   2,   2, 4, 12.7, ③④, 2, 8,Ｄニュｰコネクション, 65,内田博, 0.1, 67,*  8, -11,10, 35.8,⑦⑤⑤, 2,11,Ａギンザクイｰンビｰ, 81,蛯名正, 0.1, 79,   3,* 14, 1,  1.8, ⑦⑥, 2, 4,Ａハギノバロンドｰル, 84,横山典, 0.2, 79,   2,* 19, 1,  1.8,⑤⑥⑥
 3,16, ウインクロニクル,---,田辺裕, 1.6, 61,  -3,*  6, 9, 64.8, ⑪⑪, 3, 7,Ｇリヴィエラ, 58,蛯名正, 0.1, 66,* 10, -14, 7, 16.8,④④③, 3, 7,Ｅマスタｰギラティナ, 72,北村宏, 0.8, 67,* 18, -16, 8, 19.4, ①①, 3, 6,Ｄマツリダガッツ, 79,内田博, 0.6, 75,*  5,   8, 3,  5.3,②②②
 4,10,Ｂデュｰクビスティｰ, 65,内田博, 1.6, 63,*  3,  -2, 2,  5.5, ④③, 4,17,Ｈロｰドタｰゲット, 54,戸崎圭, 0.1, 68,   4,* -2, 5, 11.1,⑬⑬⑪, 4,13,Ｂエレガントマナｰ, 73,中舘英, 1.0, 70,   6,   2, 6, 17.7, ⑤⑤, 4, 3,Ｅトウカイソニック, 76,的場勇, 0.7, 75,   1,  16, 4,  8.3,⑥⑦⑧
 5, 2,Ｉアｰクビショップ, 51,伊藤工, 2.0, 57,  -3,   2, 7, 29.9, ⑩⑩, 5,14,Ｂクリミナルコｰド, 67,後藤浩, 0.1, 66,   5,* -7, 3,  7.8,⑪⑩⑩, 5,16,Ｇコウエイテンプウ, 68,吉田隼, 1.0, 71,   9,  -2, 2,  6.0, ③③, 5, 7,Ｃネオスピリッツ, 79,北村宏, 0.7, 74,   3,   9, 5, 13.6,③③④
 6, 7,Ｊサトノイｰグル, 51,北村宏, 2.4, 54,  -1,  -4, 6, 25.9, ⑧⑦, 6,15,Ｍイｰスタリｰガスト, 49,吉田豊, 0.3, 64,   3,* -4,12, 98.4,⑫⑫⑬, 6, 9,Ｆピンクバｰディｰ, 69,大庭和, 1.5, 64,   0,   6,11,116.6, ⑧⑨, 6, 5,Ｆコンベンション, 74,後藤浩, 1.1, 69,   3,   3, 6, 37.8,⑦⑤③
 7,13,Ｇタイセツナチキュウ, 55,戸崎圭, 2.8, 53,  -1,  -8, 5, 21.9, ⑦⑧, 7,12,Ｏコスモマｰクン, 46,三浦皇, 0.3, 65,   7, -12,14,151.7,⑧⑦⑦, 7, 8,Ｏスタｰフルｰツ, 49,伊藤工, 1.6, 66,   2,   4, 9, 40.5, ⑨⑧, 7, 2,Ｈアマミスウィフト, 70,石橋脩, 1.3, 71,   1,   6, 8,144.2,⑧⑧⑦
 8,11,Ｃミリオンデンジャｰ, 64,三浦皇, 2.9, 50,  -3,  -7, 3,  6.5, ⑨⑨, 8,11,Ｆマキシミンルｰル, 61,伊藤工, 0.5, 63,   6, -11, 8, 18.9,⑩⑨⑨, 8,12,Ｈインディストラｰダ, 68,勝浦正, 1.9, 64,   0,   3, 5, 12.8, ⑪⑩, 8, 9,Ｇサトノハピネス, 73,松岡正, 1.9, 60,*  6, -16, 7, 91.8,①①①
