10年 2月21日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 2月21日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  ダ1600m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1400m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1600m 4歳上1600万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,初音ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｄガンマｰバｰスト, 56,横山典,, 67,* -4,* 10, 3,  5.9, ①①, 1, 4, ホロｰポイント,---,ルメｰ,, 66,* -6,* 10, 1,  1.5, ②②, 1, 7,Ａサクセスオネスティ, 89,北村宏,, 83,* 12,   9, 2,  3.3, ②②, 1, 7,Ｂブライティアパルス, 84,後藤浩,, 85,* 19,  -3, 2,  5.2, ①①
 2, 9,Ａシンボリルルド, 64,北村宏, 0.8, 60,* -3,   5, 1,  1.9, ②②, 2,14, キリキングスタｰ,---,岩田康, 0.5, 63,  -8,*  8, 2,  6.3, ⑦⑤, 2, 1,Ｂエｰシンビｰトロン, 85,武豊  , 0.1, 86,* 13,   7, 1,  2.2, ①①, 2, 4,Ｋマイネプリンセス, 79,石橋脩, 0.0, 87,* 14,   5,11, 37.4, ③③
 3, 2,Ｈタマノリテラシｰ, 47,吉田隼, 1.0, 61,  -8,*  8, 8, 48.8, ⑥⑥, 3,10, サクラブライアンス,---,藤岡佑, 0.9, 59,  -8,   5, 8, 37.3, ⑤④, 3,13,Ｃメイショウヨシヒサ, 85,吉田隼, 0.3, 85,   2,* 20, 3,  4.5, ⑫⑬, 3, 6,Ｇリビアｰモ, 81,松岡正, 0.1, 87,   6,* 16, 1,  2.3, ⑬⑭
 4, 6,Ｂミリオンデンジャｰ, 62,江田照, 1.3, 56,  -6,   2, 2,  4.9, ③④, 4,11, ヤマニンアｰシｰ,---,吉田隼, 2.0, 54, -11,   2,13,120.0, ⑧⑧, 4, 3,Ｈヌｰサ, 76,草野太, 0.8, 79,* 11,   4, 6, 28.8, ③③, 4, 9,Ｃクｰデグレイス, 83,吉田隼, 0.2, 83,* 16,  -1, 3,  5.2, ②②
 5,13,Ｊディアイリス, 45,岩田康, 2.1, 52,* -4,  -6, 5, 22.4, ④③, 5, 9, ミストラルスｰパｰ,---,横山典, 2.6, 48, -15,   1, 4, 12.4, ⑩⑨, 5,11,Ｉソｰクアップザサン, 74,田中博, 1.1, 79,  -1,* 19, 8, 83.3, ⑭⑮, 5, 2,Ｌマイティｰスルｰ, 77,吉田豊, 0.3, 82,   6,* 13, 5, 15.6, ⑭⑫
 6,10,Ｐクロススピリット, 36,郷原洋, 2.4, 49,  -9,  -3,14,153.5, ⑨⑧, 6,13, ガブリヨリ,---,デムｰ, 3.0, 44,  -9, -10, 3, 10.1, ⑥⑦, 6, 4,Ｄスカｰレットライン, 81,ルメｰ, 1.3, 76,   4,   8, 4,  8.5, ⑧⑨, 6,12,Ｄフレンチノワｰル, 83,田辺裕, 0.5, 80,   7,   9,13,159.6, ⑩⑪
 7, 5,Ｇハマノドリｰム, 47,丸山元, 2.5, 48, -11,  -2, 7, 35.5, ⑪⑨, 7, 8, トｰアシングン,---,柴山雄, 3.8, 41, -21,   2,12,119.7, ⑫⑫, 7,15,Ｅホワイトヴェｰル, 80,吉田豊, 1.3, 76,   1,  13, 7, 33.8, ⑬⑭, 7,14,Ｅマイネエスポワｰル, 83,ルメｰ, 0.7, 77,   6,   8,10, 35.2, ⑫⑬
 8,11,Ｃニシノファウスト, 62,松岡正, 2.6, 47,  -6,  -8, 4,  6.6, ⑤⑤, 8, 6, ダイビングキャッチ,---,大庭和, 4.0, 35, -17,  -6, 7, 32.8, ⑨⑩, 8, 5,Ｍホワイトクルｰザｰ, 72,丸山元, 1.4, 75,   5,   6,13,199.1, ⑨⑧, 8, 3,Ｆパｰルシャドウ, 82,武豊  , 0.7, 77,  12,  -1, 6, 16.6, ⑥④
