10年 1月 5日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 1月 5日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 4R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■10R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,初日の出ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａエアティアｰモ, 68,藤田伸,, 79,*  9,*  6, 1,  2.2, ②②, 1,13,Ｂキャプテンルビｰ, 76,蛯名正,, 80,*  5,* 14, 9, 25.8,④④③, 1, 8,Ｅタマモハｰバｰ, 68,中舘英,, 75,* 12,   1, 4, 11.1, ①①, 1,15,Ａサマｰウインド, 91,内田博,, 93,* 14,* 18, 1,  1.6, ③③
 2, 1,Ｃハニｰカラｰ, 60,伊藤工, 1.4, 62,   1,*  1, 4,  8.4, ⑩⑧, 2, 2,Ｌキッズアプロｰズ, 64,田中勝, 0.0, 78,*  5,* 13, 3,  3.8,②②②, 2, 5,Ｂザドライブ, 75,内田博, 0.1, 72,   3,*  8, 2,  4.1, ⑨⑨, 2, 5,Ｂファイナルスコアｰ, 91,後藤浩, 0.8, 85,   6,* 18, 2,  5.0, ⑪⑨
 3,13,Ｂミヤギマジック, 61,村田一, 2.0, 61,*  8, -11, 5, 11.9, ③③, 3, 5,Ｄシルクエンデバｰ, 75,柴田善, 0.7, 75,   2,* 13, 6, 17.7,⑦⑨⑧, 3,12,Ｄレグルスハｰト, 69,柴田善, 0.3, 69,   2,   6, 3,  5.9, ⑩⑩, 3, 2,Ｇダイワプリベｰル, 84,武士沢, 1.1, 82,   5,* 16,13,145.5, ⑫⑩
 4, 5,Ｈプロポｰズ, 56,北村宏, 2.0, 57,   4,  -7, 2,  4.2, ⑥⑤, 4, 1,Ａホウショウアマネ, 79,内田博, 0.8, 74,*  5,   7, 2,  3.5,③③④, 4, 3,Ａダイワフラッグ, 78,蛯名正, 0.6, 68,* 10,  -3, 1,  1.9, ②②, 4,13,Ｄストレｰトイン, 88,中舘英, 1.2, 82,* 16,   5, 5, 17.8, ①①
 5, 2,Ｅタマモワルツ, 59,勝浦正, 2.1, 55,  -2,* -2, 9, 38.0, ⑬⑪, 5, 7,Ｈサクラルｰラｰ, 67,村田一, 0.8, 74,   4,   8, 7, 19.5,⑧⑥⑤, 5,14,Ｉオｰスミビｰナス, 61,丸山元, 0.6, 65,  -5,* 11,15,264.7, ⑮⑭, 5,11,Ｈサラトガ, 84,木幡初, 1.3, 80,  11,   9, 7, 30.4, ⑥⑥
 6, 8,Ｆチェックユアハｰト, 58,内田博, 2.3, 59,   8, -12, 3,  6.0, ④④, 6,12,Ｅハリマノワタリドリ, 74,安藤勝, 1.1, 71,   2,  10, 1,  3.2,⑭⑪⑩, 6,13,Ｇノボパガｰレ, 64,三浦皇, 0.7, 68,   8,  -2, 5, 14.7, ④④, 6, 7,Ｆジェイケイボストン, 84,江田照, 1.4, 79,  11,   8, 6, 23.4, ⑤⑤
 7, 6,Ｊハッピｰライフ, 54,柴田善, 2.3, 60,* 10, -15, 8, 28.3, ①①, 7, 3,Ｇロｰドカイザｰ, 69,三浦皇, 1.5, 70,   3,   4, 4, 11.3,⑤⑤⑥, 7, 9,Ｃリリｰザサン, 70,武士沢, 0.7, 64,  -2,*  7, 7, 32.5, ⑫⑪, 7, 3,Ｃスガノメダリスト, 89,横山典, 1.6, 78,  11,   6, 3,  9.0, ④④
 8,11,Ｄエｰシンアマゾｰン, 59,吉田豊, 2.4, 56,   5, -12, 7, 27.0, ⑦⑥, 8,14,Ｆトゥルｰボｰン, 73,木幡初, 1.6, 66,   3,   3, 8, 25.0,⑨⑧⑦, 8,16,Ｊラッキｰフラワｰ, 61,木幡初, 0.9, 64,   0,   5,10, 88.5, ⑪⑫, 8,10,Ｅフキラウソング, 87,安藤勝, 1.7, 76,   2,  13, 4, 10.8, ⑯⑭
 9, 3,Ｋビジュｰトップス, 49,的場勇, 3.1, 48,   0, -12,14,207.8, ⑫⑬, 9, 9,Ｊシルクライトアップ, 66,鈴来直, 1.7, 70,   2,   6,13,228.5,⑪⑩⑨, 9,11,Ｌベルファスト, 58,小林淳, 1.0, 64,  -2,   5,13,204.3, ⑬⑬, 9,12,Ｊストｰリｰテリング, 81,蛯名正, 1.7, 78,  12,   5,10, 79.4, ⑦⑦
10, 7,Ｐプリモウェｰブ,-14,後藤浩, 3.2, 45,  -4, -10,11,146.7, ⑭⑭,10,10,Ｃサクラリｰバポｰト, 76,田中博, 1.9, 68,   3,   3, 5, 12.7,⑬⑫⑪,10, 4,Ｆシルクバクシン, 65,田辺裕, 1.1, 63,   2,   0, 9, 66.5, ⑧⑧,10, 6,Ｋダイイチミラクル, 78,小林久, 1.8, 77,   4,  11,15,336.0, ⑬⑪
11,14,Ｇタマモキャンディ, 57,中舘英, 3.4, 49,   7, -22,10, 62.2, ⑤⑦,11,16,Ｉマキハタセンシブル, 66,宮崎北, 2.6, 65,  -1,   5,16,391.2,⑮⑮⑯,11, 6,Ｋファｰストメジャｰ, 59,石橋脩, 1.2, 64,   7,  -5, 6, 28.2, ⑥③,11,14,Ｏマチカネハヤテ, 64,伊藤直, 2.1, 75,* 14,   0,14,150.5, ②②
12,16,Ｎトップクィｰン, 34,武士沢, 3.4, 47,   5, -20,12,169.6, ⑧⑩,12,15,Ｍビｰビｰライナｰ, 62,伊藤工, 2.6, 62,  -2,   4,11,198.0,⑯⑯⑮,12,10,Ｈサウスジャック, 62,大野拓, 1.4, 60,   8,  -8,11,152.0, ⑤⑥,12, 8,Ｉワｰキングウｰマン, 82,田中勝, 2.3, 72,   4,   7, 9, 71.7, ⑭⑬
13,12,Ｍプリトヴィツェ, 36,小野次, 3.5, 45,  -5, -11,15,268.9, ⑮⑮,13, 6,Ｎホｰカｰシｰホｰク, 61,武士沢, 3.3, 55,*  6, -16,14,308.9,①①①,13,15,Ｎショウナンサミット, 51,吉田豊, 2.0, 54,  -4,  -2, 8, 38.4, ⑭⑮,13, 1,Ｌスパｰブスピリット, 77,北村宏, 2.3, 71,   3,   8,12,133.7, ⑮⑯
14, 4,Ｉマキシムクロｰバｰ, 54,三浦皇, 3.6, 45,   1, -17, 6, 21.2, ⑪⑨,14, 4,Ｋリバｰミラクル, 66,郷原洋, 3.3, 59,   0,  -4,12,220.6,⑩⑬⑭,14, 7,Ｍカシノレッド, 53,二本柳, 2.2, 53,   4, -12,14,230.8, ⑦⑦,14, 9,Ｐプリモロｰズ, 61,石橋脩, 2.6, 71,   6,   2,16,375.8, ⑩⑮
15,15,Ｌデルマドミティア, 38,伊藤直, 3.8, 43,   3, -21,13,196.1, ⑨⑫,15,11,Ｏエアパグナス, 60,後藤浩, 3.3, 57,   4, -11,10, 37.9,⑥⑦⑫,15, 2,Ｏフェアｰムｰラン, 51,吉田隼, 2.2, 51, -12,   3,12,170.9, ⑯⑯,15, 4,Ｍシルクプラチナム, 77,大野拓, 2.9, 66,   8,  -2, 8, 69.0, ⑧⑧
