10年 9月11日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 9月11日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝1800m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,
 9, 9,Ｇサンキュｰフライト, 35,小林徹, 1.7, 38, -11,  -9, 9, 61.8, ⑧⑨, 9, 8,Ｇボｰレア, 52,桑村真, 4.5, 38,  -2, -24, 9,193.1,⑦⑨⑨, 9, 3,Ａモエレジュンキン, 76,黛弘人, 1.1, 53,  -7,   3, 5, 17.4, ⑨⑨, 9, 1, エルドラゴン,---,五十嵐, 2.4, 38, -23,  -8, 7, 29.4,⑧⑥⑤
,,,,,,,,,,,,,,,,,,,,,,,,10, 6,Ｆブルｰエンジェル, 68,川須栄, 1.1, 52, -10,   4, 9, 32.0, ⑫⑫,10, 5, アンドラダイト,---,坂下秀, 2.6, 32,*-20, -18, 9, 59.2,②②③
,,,,,,,,,,,,,,,,,,,,,,,,11, 1,Ｂスニｰカｰブルｰス, 73,秋山真, 1.3, 52,  -1,  -3, 2,  3.0, ④⑤,11, 7, クルビット,---,丸田恭, 3.5, 22, -23, -25, 8, 42.1,③④⑨
,,,,,,,,,,,,,,,,,,,,,,,,12,12,Ｊトｰセンファルコン, 52,古川吉, 1.6, 47,  -7,  -2,12, 96.5, ⑩⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:67 ﾚｰｽﾍﾟｰｽ指数:-18 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:0),,,,,,,,,,,
単勝:430円 複勝:03=110円 01=130円 02=110円 枠連:850円,,,,,,,,,,,,単勝:330円 複勝:06=140円 02=110円 04=190円 枠連:240円,,,,,,,,,,,,"単勝:1,430円 複勝:11=230円 10=150円 07=680円 枠連:1,160円",,,,,,,,,,,,単勝:600円 複勝:03=170円 10=130円 04=200円 枠連:420円,,,,,,,,,,,
"馬連:1,220円 ワイド:01-03=230円 02-03=190円 03-05=160円",,,,,,,,,,,,馬連:260円 ワイド:02-06=160円 04-06=500円 02-04=260円,,,,,,,,,,,,"馬連:1,230円 ワイド:10-11=450円 07-11=4,000円 07-10=1,580円",,,,,,,,,,,,馬連:740円 ワイド:03-10=350円 03-04=510円 04-10=350円,,,,,,,,,,,
"馬単:2,180円 3連複:630円 3連単:2,960円",,,,,,,,,,,,"馬単:660円 3連複:570円 3連単:3,420円",,,,,,,,,,,,"馬単:4,280円 3連複:11,820円 3連単:83,850円",,,,,,,,,,,,"馬単:1,820円 3連複:1,500円 3連単:7,760円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 5R  芝1500m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■11R  ダ1700m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ札幌,,,,,,,,,,,,,,,,,,,,,,,,報知杯大雪ﾊﾝﾃﾞｷｬｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｋユナイテッドウィル, 40,池添謙,, 66,* -6,* 11, 8, 53.0,⑦①①, 1, 1, レｰヴディソｰル,---,中舘英,, 59, -30,* 19, 1,  1.4,⑧⑧⑧, 1, 3,Ａウォｰクラウン, 80,四位洋,, 79,   9,   2, 3,  4.5,⑦⑦⑤, 1, 5,Ｇキャプテンルビｰ, 79,丸山元,, 82,*  9,* 11, 6, 13.4,⑦⑤③
 2, 9,Ｅクルｰルヴィオラ, 62,勝浦正, 0.4, 63,* -6,   9, 2,  6.1,⑤③③, 2, 9, ノｰザンリバｰ,---,四位洋, 0.2, 55, -28,* 14, 2,  7.6,⑦⑥⑤, 2, 2,Ｂイイデエｰス, 77,秋山真, 0.0, 78,  11,  -3, 6, 16.8,④④③, 2, 4,Ａキティ, 87,荻野琢, 0.0, 82,   8,* 13, 1,  3.4,⑥⑦④
 3, 2,Ａネオスペチアｰレ, 69,秋山真, 0.8, 60,* -6,   5, 1,  1.8,②②②, 3,14, シナル,---,三浦皇, 0.3, 53, -26,  10, 9, 58.3,⑤④④, 3,11,Ｇアスカトップレディ, 73,藤田伸, 0.3, 76,  11,  -5, 4,  5.0,⑤⑤④, 3,11,Ｊヒラボクスペシャル, 75,吉田稔, 0.2, 79,*  9,   7,11, 30.8,②②①
 4, 4,Ｆカサドｰルバンダム, 62,竹之下, 1.0, 60,  -9,   9, 9, 61.6,⑨⑧⑥, 4, 3, オｰラレガｰレ,---,秋山真, 0.5, 50, -26,   7, 6, 21.2,③③②, 4,10,Ｉタキオンコウショウ, 71,長谷川, 0.3, 77,   7,   2, 9, 34.6,⑩⑩⑨, 4,12,Ｅマッドマックス, 81,四位洋, 0.3, 77,*  8,   7, 2,  3.5,④③②
 5, 6,Ｃチェックユアハｰト, 66,吉田隼, 1.0, 61,  -8,   6, 6, 11.6,④⑤⑤, 5, 4, マイネルグラｰド,---,五十嵐, 0.5, 52, -30,  12, 5, 21.1,⑥⑦⑥, 5, 7,Ｈラフォルジュルネ, 73,中舘英, 0.4, 74,* 12, -12, 1,  3.7,①①①, 5, 8,Ｃバトルブリンディス, 81,柴山雄, 0.6, 75,   7,   8,10, 29.7,⑧⑩⑦
 6,11,Ｄヴィエナトウショウ, 66,丸田恭, 1.4, 56,  -8,   3, 4,  9.1,⑥⑥⑦, 6, 7, ストロングノヴァ,---,長谷川, 0.7, 46,*-24,   1,14,242.0,①①①, 6,14,Ｋオンザスロｰン, 64,三浦皇, 0.5, 75,  11,  -7,10, 49.9,⑥⑥⑥, 6,13,Ｋソｰクアップザサン, 72,丹内祐, 1.1, 74,   5,   7,13, 62.1,⑨⑫⑨
 7,10,Ｂプｰルルメリット, 66,小林徹, 1.5, 59,  -9,   5, 3,  7.2,⑩⑨⑧, 7, 2, ラプリメｰラ,---,古川吉, 1.3, 44, -31,   5, 4, 10.7,⑩⑩⑪, 7, 1,Ｄロｰズバンク, 76,吉田稔, 0.6, 75,   3,*  8, 5, 10.2,⑯⑯⑮, 7, 7,Ｈフェイドレスシｰン, 77,秋山真, 1.9, 68,   6,  -2, 8, 17.3,⑫⑪⑩
 8, 3,Ｊアルファジュレ, 44,中舘英, 2.1, 53, -13,   6,11,203.8,⑪⑪⑪, 8,11, ミステリアスガｰル,---,丸山元, 1.3, 40, -30,   2,10, 66.4,⑨⑨⑨, 8, 6,Ｌトｰセンフェアリｰ, 62,坂下秀, 0.7, 74,   3,*  7,15,244.0,⑮⑮⑭, 8, 3,Ｄアｰクビスティｰ, 81,勝浦正, 2.3, 63,   7,  -7, 3,  6.3,⑩⑧⑪
 9, 5,Ｈスファレライト, 58,丸山元, 2.1, 52, -11,   1, 5,  9.5,⑧⑩⑩, 9, 8, クリスタルクｰル,---,吉田隼, 1.4, 38,*-25,  -5,12,154.4,②②③, 9, 4,Ｊベイルリ, 68,古川吉, 0.9, 73,   7,  -3,13,102.6,⑫⑬⑬, 9, 1,Ｆミスタｰルイス, 79,丸田恭, 2.6, 62,   8, -10, 5, 12.7,③⑥⑧
10, 1,Ｇナツミプリンセス, 60,国分優, 2.3, 49,  -7,  -6, 7, 37.3,①④④,10,10, マルブツロｰマン,---,西村太, 1.4, 42, -33,   5,13,170.2,⑫⑪⑩,10,16,Ｍヤマニンデュｰン, 61,宮崎北, 1.0, 70,   8, -10,16,324.8,⑨⑧⑩,10, 2,Ｌモエレデフィニット, 68,三浦皇, 2.6, 61,   7, -11, 9, 23.7,⑤④⑥
11, 8,Ｉコｰラスシチｰ, 51,宮崎北, 3.7, 40,  -8, -15,10,150.6,③⑦⑨,11,12, サトノタイガｰ,---,勝浦正, 1.9, 34, -33,  -2, 8, 44.3,⑪⑫⑫,11,12,Ｆニシノフェリｰチェ, 74,柴山雄, 1.1, 69,   9, -11,11, 71.8,⑭⑨⑧,11,10,Ｉホワイトベッセル, 76,古川吉, 2.7, 61,   4,  -5, 7, 16.5,⑬⑬⑬
,,,,,,,,,,,,12, 6, リｰアノン,---,藤田伸, 2.1, 30, -28, -11, 3,  9.4,④⑤⑦,12, 9,Ｃツルミプラチナム, 77,柴原央, 1.2, 68,   5,  -6, 2,  4.3,⑬⑭⑪,12, 9,Ｂマルタカワンタッチ, 82,中舘英, 3.0, 59,   7, -13, 4,  9.0,⑪⑨⑫
,,,,,,,,,,,,13, 5, カネスインバディル,---,柴山雄, 2.2, 33, -37,   1,11, 82.8,⑬⑬⑭,13, 8,Ｎユメユメユメ, 60,五十嵐, 1.2, 66,* 12, -22, 8, 31.1,③③②,13, 6,Ｍプリモロｰズ, 61,吉田隼, 3.4, 57,*  9, -21,12, 56.8,①①⑤
,,,,,,,,,,,,14,13, エクセレントブルｰ,---,吉田稔, 2.3, 34, -40,   5, 7, 35.3,⑭⑭⑬,14,15,Ｏキングオブロマネ, 57,丸山元, 1.5, 64,   7, -15,14,179.8,⑪⑪⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｐペガサスガｰル, 56,国分優, 2.2, 58,   7, -23,12, 86.1,⑧⑫⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｅアポロヴァンドｰム, 76,丹内祐, 2.9, 55,* 12, -46, 7, 21.6,②②⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-17 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,
"単勝:5,300円 複勝:07=1,160円 09=210円 02=110円 枠連:3,850円",,,,,,,,,,,,単勝:140円 複勝:01=110円 09=180円 14=790円 枠連:420円,,,,,,,,,,,,"単勝:450円 複勝:03=170円 02=310円 11=190円 枠連:1,320円",,,,,,,,,,,,"単勝:1,340円 複勝:05=410円 04=170円 11=780円 枠連:2,490円",,,,,,,,,,,
"馬連:22,690円 ワイド:07-09=5,660円 02-07=1,500円 02-09=350円",,,,,,,,,,,,"馬連:480円 ワイド:01-09=230円 01-14=1,410円 09-14=2,510円",,,,,,,,,,,,"馬連:2,710円 ワイド:02-03=810円 03-11=460円 02-11=850円",,,,,,,,,,,,"馬連:2,520円 ワイド:04-05=970円 05-11=5,500円 04-11=1,680円",,,,,,,,,,,
"馬単:40,720円 3連複:7,160円 3連単:144,430円",,,,,,,,,,,,"馬単:550円 3連複:5,730円 3連単:13,440円",,,,,,,,,,,,"馬単:4,310円 3連複:4,340円 3連単:30,940円",,,,,,,,,,,,"馬単:5,860円 3連複:24,150円 3連単:147,070円",,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-12,,,,,■ 6R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 9R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■12R  芝1500m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,手稲山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａフレデフォｰト, 60,古川吉,, 67,  -6,* 10, 1,  1.5, ④③, 1,12,Ｈクナンガン, 66,川須栄,, 68,   4,*  2, 2,  4.3,⑫⑬⑩, 1, 9,Ｇグレナディｰン, 65,上村洋,, 69,   0,   6, 1,  2.3, ④⑤, 1, 6,Ｂアイアムマリリン, 71,藤田伸,, 73,  -3,*  7, 1,  2.2,⑤⑥⑥
 2, 1,Ｃミッドナイトクロス, 57,丸山元, 0.0, 66,  -7,* 11, 2,  6.5, ⑤⑤, 2, 7,Ｂマスタｰコｰク, 71,四位洋, 0.0, 67,* 10,  -9, 3,  5.7,①①①, 2,11,Ｉドリｰムピｰチ, 64,西村太, 0.0, 71, -10,* 17,13, 77.2, ⑪⑪, 2, 2,Ｈドリｰムヒｰロｰ, 64,池添謙, 0.2, 71,  -1,   4, 4,  8.1,④④④
 3, 9,Ｄジワクｰ, 55,川須栄, 0.2, 64,  -9,* 10, 5, 12.4, ⑥⑥, 3, 9,Ｄヤサシイキモチ, 68,藤田伸, 0.5, 65,   8,  -8, 1,  4.0,⑩⑦②, 3, 8,Ｆコクトｰ, 66,五十嵐, 0.0, 69,*  3,   4,12, 46.6, ③④, 3, 4,Ｄボタニカルアｰト, 69,丸山元, 0.4, 66,   0,  -1, 2,  5.7,③③③
 4, 4,Ｍアルブネア, 28,三浦皇, 1.2, 50,* -1, -10, 4, 12.1, ①①, 4, 6,Ａオメガリトルスタｰ, 74,三浦皇, 0.5, 65,   6,  -6, 6, 12.9,⑧⑨⑦, 4,12,Ａトシザレイクブルｰ, 73,池添謙, 0.1, 68,  -2,   8, 2,  3.7, ⑧⑧, 4,13,Ａケｰジｰカチボシ, 71,三浦皇, 0.5, 66,   0,  -2, 3,  6.0,⑦⑤⑤
 5, 5,Ｈフタタビ, 49,丸田恭, 1.2, 50, -13,   1, 9, 52.2, ⑧⑦, 5,10,Ｆフラッテロｰザ, 67,池添謙, 0.6, 63,   7,  -9, 7, 13.1,⑤⑥⑧, 5,13,Ｌモリトアヤメ, 62,四位洋, 0.1, 69,  -5,  10,11, 34.9, ⑩⑩, 5,14,Ｅジャカランダテラス, 67,丸田恭, 0.6, 62,*  3,  -8, 5, 10.9,①①①
 6, 8,Ｇボｰシュヴァル, 51,吉田稔, 1.3, 48, -11,  -1, 3,  9.8, ⑦⑧, 6,13,Ｊラッキｰフラワｰ, 64,黛弘人, 0.8, 65,   6,  -5,12,137.1,⑪⑫⑨, 6,10,Ｍデイズオブメモリｰ, 61,吉田稔, 0.1, 71, -11,* 17, 8, 25.4, ⑫⑫, 6,11,Ｍラヴァリｰトゥルｰ, 56,丹内祐, 0.8, 65,  -4,   0,11,112.3,⑥⑩⑨
 7, 6,Ｂバトラコトキシン, 58,宮崎北, 1.4, 49, -15,   1,13,231.4, ⑩⑨, 7, 1,Ｅウィッシュアゲン, 68,丸山元, 1.3, 59,   8, -15, 4,  7.5,⑥⑤⑤, 7, 5,Ｊメジロガストン, 63,三浦皇, 0.1, 68,  -2,   8, 7, 20.5, ⑦⑦, 7,10,Ｃグリュｰネワルト, 70,中舘英, 0.8, 63,  -2,  -3, 6, 11.5,⑩⑦⑦
 8, 2,Ｅジュウクセイリュウ, 54,柴原央, 1.4, 48,* -4,  -9, 7, 33.2, ③②, 8, 3,Ｃタマモチャｰム, 70,古川吉, 1.4, 57,*  8, -17, 5,  8.6,④③④, 8, 1,Ｃメイクユｰハッピｰ, 70,吉田隼, 0.2, 67,  -6,  10, 6, 16.8, ⑨⑨, 8,12,Ｇヴィルマｰル, 65,五十嵐, 1.0, 64,  -7,   4, 7, 17.2,⑬⑬⑫
 9, 3,Ｋヤマイチリノ, 41,小林徹, 1.5, 48, -19,   4, 8, 44.7, ⑫⑪, 9, 4,Ｍアイティアビｰ, 52,丹内祐, 1.6, 58,   4, -12,13,203.2,⑨⑪⑬, 9,16,Ｐイナズマガイア, 46,武英智, 0.4, 66, -11,  13,15,254.6, ⑬⑬, 9, 5,Ｌフライングビｰン, 56,川須栄, 1.0, 61,  -4,  -3,14,199.7,⑧⑨⑧
10, 7,Ｌスタｰダンス, 38,丹内祐, 1.6, 46,* -5, -12,11,180.7, ②④,10,11,Ｉスマｰトパルス, 65,吉田稔, 1.6, 56,*  8, -20, 8, 15.9,③②③,10, 3,Ｋラブチャｰミｰ, 62,秋山真, 0.5, 63,  -1,   1, 9, 26.5, ⑤③,10, 3,Ｊマコトバンクウ, 59,古川吉, 1.0, 67, -11,*  9, 9, 75.4,⑭⑭⑭
11,10,Ｆカズノスカｰレット, 52,勝浦正, 1.8, 42, -14,  -5, 6, 14.7, ⑨⑩,11, 8,Ｌバイブレイションズ, 58,吉田隼, 2.0, 55,   6, -19, 9, 17.3,⑬⑩⑪,11, 7,Ｂサアドウゾ, 71,藤田伸, 0.6, 61,*  3,  -4, 4, 11.7, ②②,11, 1,Ｆビｰビｰボルト, 65,吉田隼, 1.1, 57,*  1, -12, 8, 21.8,②②②
12,12,Ｉシルクアイガｰ, 46,長谷川, 2.6, 32, -18, -11,10, 71.7, ⑬⑫,12, 5,Ｋブラックジョｰク, 62,宮崎北, 2.0, 53,*  8, -23,10, 27.1,⑦④⑥,12, 2,Ｈキルシュバウム, 64,丸山元, 0.8, 58,  -1,  -2, 5, 16.5, ⑥⑥,12, 8, プニプニヨｰクン,---,増沢由, 1.6, 53,  -2, -12,12,147.2,⑫⑧⑪
13,13,Ｊブラックサン, 44,柴山雄, 2.7, 30, -15, -16,12,187.6, ⑪⑬,13, 2,Ｇシｰブルｰ, 67,五十嵐, 2.7, 49,   6, -25,11, 35.1,②⑧⑫,13,14,Ｎフィドルプレイヤｰ, 61,荻野琢, 1.0, 60, -25,* 18,14,106.9, ⑯⑯,13, 9,Ｉユキノマｰヴェラス, 62,柴山雄, 1.7, 53,  -6,  -8,13,166.7,⑪⑪⑩
,,,,,,,,,,,,,,,,,,,,,,,,14,15,Ｅワｰルドワン, 67,古川吉, 1.0, 57,*  5, -10, 3,  9.2, ①①,14, 7,Ｋシセイアスカ, 58,坂下秀, 1.7, 53,  -6,  -8,10,106.7,⑨⑫⑬
,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｄウイニングドラゴン, 69,中舘英, 1.2, 57, -13,   6,10, 34.3, ⑭⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 4,Ｏシャルウイゴｰ, 55,勝浦正, 1.7, 48, -18,   3,16,376.2, ⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-15 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:0),,,,,,,,,,,
単勝:150円 複勝:11=110円 01=180円 09=240円 枠連:430円,,,,,,,,,,,,"単勝:430円 複勝:12=150円 07=190円 09=150円 枠連:1,020円",,,,,,,,,,,,"単勝:230円 複勝:09=140円 11=1,880円 08=670円 枠連:500円",,,,,,,,,,,,単勝:220円 複勝:06=120円 02=190円 04=170円 枠連:980円,,,,,,,,,,,
馬連:460円 ワイド:01-11=280円 09-11=350円 01-09=860円,,,,,,,,,,,,"馬連:1,440円 ワイド:07-12=550円 09-12=360円 07-09=350円",,,,,,,,,,,,"馬連:9,640円 ワイド:09-11=4,060円 08-09=1,540円 08-11=20,390円",,,,,,,,,,,,馬連:950円 ワイド:02-06=340円 04-06=280円 02-04=630円,,,,,,,,,,,
"馬単:800円 3連複:1,560円 3連単:4,410円",,,,,,,,,,,,"馬単:2,630円 3連複:1,670円 3連単:11,440円",,,,,,,,,,,,"馬単:11,880円 3連複:72,430円 3連単:372,270円",,,,,,,,,,,,"馬単:1,500円 3連複:1,370円 3連単:5,850円",,,,,,,,,,,
