10年 5月22日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 5月22日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝2400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
15, 8, トウショウドラフト,---,丸田恭, 2.0, 36, -24,   0,13,166.4, ⑭⑭,15, 5,Ｉトｰホウグリｰン, 63,田辺裕, 4.8, 35,   2, -29, 8, 53.1, ⑥⑦,15,13,Ｏヴィッテリア, 61,黛弘人, 2.0, 59,   4,  -4,14,225.4,⑭⑮⑮,15, 5,Ｋアグネスロｰジイ, 59,中舘英, 1.5, 53,  -5,  -3, 4,  8.6,   
16, 3,Ｏブラックバトル, 35,鈴来直, 3.5, 21, -25, -15,16,241.9, ⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,,16, 7,Ｍラブリイロｰズ, 57,黛弘人, 2.7, 35,*  5, -27,14, 68.3,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,
単勝:840円 複勝:12=230円 10=140円 15=610円 枠連:690円,,,,,,,,,,,,"単勝:400円 複勝:04=190円 06=420円 01=880円 枠連:2,230円",,,,,,,,,,,,"単勝:380円 複勝:03=170円 10=590円 12=210円 枠連:3,930円",,,,,,,,,,,,"単勝:480円 複勝:08=170円 10=390円 01=150円 枠連:1,680円",,,,,,,,,,,
"馬連:1,170円 ワイド:10-12=550円 12-15=4,130円 10-15=1,410円",,,,,,,,,,,,"馬連:3,110円 ワイド:04-06=1,280円 01-04=4,360円 01-06=12,150円",,,,,,,,,,,,"馬連:3,820円 ワイド:03-10=1,910円 03-12=480円 10-12=2,040円",,,,,,,,,,,,"馬連:4,280円 ワイド:08-10=1,330円 01-08=320円 01-10=1,510円",,,,,,,,,,,
"馬単:2,900円 3連複:10,260円 3連単:53,100円",,,,,,,,,,,,"馬単:4,730円 3連複:69,890円 3連単:222,870円",,,,,,,,,,,,"馬単:4,480円 3連複:9,730円 3連単:49,050円",,,,,,,,,,,,"馬単:8,170円 3連複:6,010円 3連単:45,780円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
