10年 2月20日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 2月20日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝2000m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 9,11,Ｎラブルビｰ, 45,江田照, 1.4, 50,  -5,  -9,14,179.7, ⑧⑨, 9, 5, ナスノマツカゼ,,大江原,208.0,,,, 7, 27.4,⑧⑩⑩, 9,14,Ｉエｰシンリバティｰ, 66,小牧太, 1.3, 61,   2,  -3, 4,  6.0, ⑧⑧, 9,10,Ｃダイレクトキャッチ, 84,小牧太, 1.0, 75,   3,   5, 4,  6.7,⑨⑨⑨
10, 5,Ｋパノラマトウショウ, 50,左海誠, 1.4, 50, -10,  -4,10, 58.9, ⑮⑮,10,10, ゴスペル,,江田勇,208.2,,,,11, 90.5,⑤④④,10, 6,Ｄシルクタｰンベリｰ, 72,四位洋, 1.4, 59,*  4,  -7, 6,  8.0, ③③,10, 5,Ｊカイシュウタキオン, 70,北村宏, 1.3, 70,   7,  -7,10, 67.0,⑥⑥⑦
11,16,Ｍクロヒョウ, 50,伊藤工, 1.7, 47,  -9,  -7,12, 97.7, ⑭⑭,11,14, キチロクレナン,,山本康,210.1,,,,12,107.2,①③⑥,11, 3,Ｎドリｰムザネクスト, 59,丸山元, 1.5, 58,*  5, -10,13, 88.5, ①①,,,,,,,,,,,,
12,15,Ｉプルミエアムｰル, 52,丸田恭, 2.0, 46,  -7, -10, 9, 39.6, ⑯⑫,12,11, ミスケンタッキｰ,,金子光,213.0,,,,14,133.4,⑬⑬⑬,12,11,Ｅパブリックアフェア, 69,柴田善, 1.6, 60,  -2,   0,11, 58.5, ⑭⑭,,,,,,,,,,,,
13,14,Ｏサンタイコウ, 38,大野拓, 2.0, 45,  -9,  -9,13,175.9, ⑬⑯,13,13, ガンバルライアン,,石神深,213.9,,,,13,132.3,⑭⑭⑭,13, 1,Ｊツクバエンジェル, 65,中舘英, 1.8, 57,   2,  -8, 8, 24.5, ⑦⑦,,,,,,,,,,,,
14, 7,Ｇストロングレジｰナ, 55,吉田隼, 3.0, 38,  -5, -23,11, 78.5, ⑦⑧,14, 9, チョットゴメンナ,,浜野谷,220.6,,,, 8, 60.7,⑩⑫⑫,14,10,Ｆレディｰキセキ, 68,石橋脩, 1.8, 60,   0,  -4,12, 85.5, ⑨⑫,,,,,,,,,,,,
15,13,Ｈユウミホｰプ, 54,丸山元, 3.5, 33,  -8, -24, 7, 25.9, ⑪⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16, 1,Ｐレイオブホｰプ, 20,郷原洋, 5.3, 19,  -6, -42,15,205.6, ⑫⑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,
単勝:330円 複勝:09=120円 03=190円 02=230円 枠連:370円,,,,,,,,,,,,単勝:220円 複勝:04=110円 02=200円 01=210円 枠連:580円,,,,,,,,,,,,単勝:550円 複勝:13=190円 15=550円 08=210円 枠連:640円,,,,,,,,,,,,"単勝:880円 複勝:04=200円 09=460円 03=130円 枠連:3,040円",,,,,,,,,,,
"馬連:1,000円 ワイド:03-09=370円 02-09=480円 02-03=590円",,,,,,,,,,,,馬連:800円 ワイド:02-04=300円 01-04=370円 01-02=750円,,,,,,,,,,,,"馬連:5,940円 ワイド:13-15=2,420円 08-13=820円 08-15=2,120円",,,,,,,,,,,,"馬連:10,490円 ワイド:04-09=1,370円 03-04=300円 04-06=2,520円",,,,,,,,,,,
"馬単:1,750円 3連複:1,920円 3連単:8,500円",,,,,,,,,,,,"馬単:1,230円 3連複:1,550円 3連単:4,980円",,,,,,,,,,,,"馬単:9,570円 3連複:11,730円 3連単:79,440円",,,,,,,,,,,,"馬単:19,260円 3連複:3,830円 3連単:40,810円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 5R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  ダ1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■11R  芝1600m 3 歳ｵｰﾌﾟﾝ(牝) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾞｲﾘｰ杯ｸｲｰﾝｶｯﾌﾟ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4, ヒシイサベル,---,丸山元,, 57, -10,*  5,13, 74.8, ④③, 1, 5,Ｂブｰケドロゼブルｰ, 60,デムｰ,, 64,  -9,* 12, 4,  9.3, ⑭⑬, 1,16,Ａブラストヘッド, 82,中舘英,, 81,*  8,  10, 2,  4.8, ①①, 1, 9,Ｄアプリコットフィズ, 74,蛯名正,, 83,* 10,   0, 1,  2.2, ②③
 2,16, マキノタｰコイズ,---,蛯名正, 0.2, 56,* -8,   1, 3,  5.3, ②②, 2,14,Ｅランダムトｰク, 55,柴田善, 0.1, 60,* -1,  -6, 7, 33.4, ②②, 2,14,Ｂザドライブ, 79,北村宏, 0.5, 76,   6,* 11, 1,  2.8, ⑨⑦, 2,10,Ｎプリンセスメモリｰ, 62,勝浦正, 0.3, 83,   3,* 13,10, 61.0, ⑮⑮
 3, 7, トｰセンママレｰド,---,伊藤工, 0.3, 56, -15,*  9, 4,  7.9, ⑫⑪, 3,15,Ａプレタポルテ, 61,田中勝, 0.2, 59,  -5,   0, 2,  3.6, ⑧⑦, 3,12,Ｊカズノロマン, 71,蛯名正, 0.8, 76,*  7,   5, 7, 12.8, ④⑤, 3, 1,Ｉテイラｰバｰトン, 71,四位洋, 0.5, 76,* 10,  -6, 2,  4.1, ③②
 4,11, ダイナミズム,---,デムｰ, 0.4, 55, -10,   2, 2,  3.8, ③④, 4,11,Ｃコスモカンタｰビレ, 59,石橋脩, 0.3, 60,  -7,   3, 6, 15.2, ⑪⑪, 4,15,Ｈグラスブレイド, 72,大野拓, 0.8, 76,   4,* 11,12, 90.6, ⑬⑫, 4, 3,Ｍトｰセンフリｰジア, 64,田辺裕, 0.5, 75,   6,   0,12,120.5, ⑨⑥
 5, 9, アンジェラスクイン,---,伊藤直, 1.0, 50, -11,  -2, 7, 20.9, ⑤⑤, 5,12,Ｄジュンノアスカ, 55,中谷雄, 0.6, 56, -10,   3,10, 89.6, ⑮⑭, 5, 3,Ｇマイネルビスタ, 73,木幡初, 0.8, 77,   2,* 14, 9, 42.5, ⑮⑮, 5, 5,Ａブルｰミングアレｰ, 77,デムｰ, 0.8, 72,   7,  -7, 3,  5.2, ④⑤
 6, 2, ニンフェッタ,---,大江原, 1.0, 50, -13,   0,10, 50.9, ⑨⑦, 6, 3,Ｎユメユメユメ, 47,丹内祐, 0.6, 54,* -3, -10,12,124.0, ④④, 6,10,Ｅキングスリｰジョン, 75,田中勝, 0.9, 74,*  7,   4, 6, 11.9, ②②, 6, 6,Ｂシャルルヴォア, 76,柴田善, 1.0, 71,   1,   0, 6, 25.9, ⑪⑬
 7, 3, プレミアムカラｰ,---,吉田隼, 1.8, 44,* -7, -14, 6, 14.2, ①①, 7, 9,Ｍテンエイエスプリ, 48,大庭和, 0.6, 55,  -5,  -6, 8, 41.1, ⑥⑥, 7, 5,Ｃシルクエンデバｰ, 78,柴田善, 1.1, 74,   6,   4, 5, 11.8, ⑥④, 7,15,Ｆギンザボナンザ, 73,北村宏, 1.2, 68,   6, -10, 4,  6.8, ⑦⑧
 8,10, グラスミント,---,小林久, 1.9, 44, -20,   1, 8, 24.1, ⑭⑮, 8, 2,Ｊヴィクトリアロｰズ, 52,的場勇, 0.7, 52,* -1, -13,13,154.5, ③③, 8, 8,Ｍウィニングトリック, 65,勝浦正, 1.2, 74,   3,   9, 8, 38.2, ⑫⑬, 8,14,Ｏプリマビスティｰ, 62,左海誠, 1.2, 70,   2,  -1,14,168.2, ⑯⑯
 9,12, フェスティヴレディ,---,石橋脩, 2.0, 43, -12, -10,11, 54.1, ⑥⑥, 9,13,Ｇブランジェリｰナ, 54,北村宏, 0.8, 52,  -7,  -6, 1,  2.1, ⑦⑧, 9, 9,Ｄロトスカイブルｰ, 77,藤田伸, 1.3, 73,   5,   5, 4,  6.7, ⑦⑧, 9,16,Ｃイイデサンドラ, 74,田中勝, 1.3, 67,   6, -10, 7, 26.1, ⑩⑨
10, 5, アリススプリングス,---,田辺裕, 2.5, 38, -17,  -7,15,120.1, ⑮⑬,10, 6,Ｆプリティｰピュティ, 55,四位洋, 0.8, 54,  -9,  -1, 5, 13.0, ⑬⑫,10, 7,Ｉラプタｰストｰム, 72,丹内祐, 1.3, 73,   4,   5,10, 57.4, ⑪⑪,10, 4,Ｊカホマックス, 70,松岡正, 1.3, 68,   7, -14, 5, 21.8, ⑤④
11,15, マロンシュヴｰ,---,柴山雄, 3.0, 35, -22,  -6,12, 58.0, ⑯⑯,11, 1,Ｈホｰプフルメロディ, 54,松岡正, 0.9, 52,  -4, -12, 3,  7.5, ⑤⑤,11,13,Ｋマルタｰズスクｰプ, 70,松岡正, 1.6, 69,   5,   2,11, 78.4, ⑧⑨,12,12,Ｅビｰビｰエｰディン, 74,吉田隼, 1.6, 63,* 11, -25,11,116.7, ①①
12, 6, メランコリｰ,---,勝浦正, 3.4, 31, -17, -16, 9, 35.2, ⑬⑫,12, 4,Ｉコスモロｰダンセ, 53,伊藤工, 1.2, 50, -14,   0,14,235.0, ⑫⑮,12, 4,Ｌシルキｰチｰフ, 69,丸山元, 2.4, 65,   2,  -1,16,275.1, ⑯⑯,11, 7,Ｈメイショウスズラン, 72,藤田伸, 1.6, 64,   3, -11, 8, 36.9, ⑬⑩
13,13, タカオミレニアム,---,中舘英, 3.6, 30, -13, -22, 5,  9.6, ⑧⑨,13,10,Ｋピカンチラヴ, 52,蛯名正, 1.4, 47,  -6, -12,11,107.2, ⑩⑩,13, 1,Ｆリヴザルト, 73,デムｰ, 3.5, 57,   3, -11, 3,  5.6, ⑭⑭,13,13,Ｌオルレアンノオトメ, 64,柴田大, 1.8, 61,   4, -16, 9, 56.5, ⑧⑪
14, 8, ソングフライト,---,武士沢, 3.8, 28, -14, -22,16,145.8, ⑩⑩,14, 8,Ｏセイカペガサス, 33,池崎祐, 1.6, 44,  -7, -16,15,379.5, ⑨⑨,14, 2,Ｏグロｰリｰタンゴ, 51,横山義, 4.1, 52,   7, -22,15,201.5, ⑤③,14, 2,Ｐウネントリッヒ, 57,的場勇, 1.9, 58,   6, -20,16,273.8, ⑥⑦
15, 1, チェイニｰウォｰク,---,松岡正, 4.3, 23, -13, -28, 1,  3.4, ⑦⑧,,,,,,,,,,,,,15, 6,Ｎティアップメキラ, 62,江田照, 4.3, 50,   4, -19,14,138.9, ⑩⑩,15,11,Ｋラジャポネｰズ, 69,田中博, 2.1, 59,   3, -18,15,259.8, ⑫⑫
16,14, ラブミｰモア,---,丸田恭, 4.3, 26, -18, -21,14,102.4, ⑪⑭,,,,,,,,,,,,,16,11, アメリカンアイドル,---,小野次, 5.4, 45,   6, -31,13,111.8, ③⑥,16, 8,Ｇマイネノｰブレス, 72,石橋脩, 2.3, 58,   3, -20,13,142.2, ⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:1),,,,,,,,,,,
"単勝:7,480円 複勝:04=1,530円 16=220円 07=220円 枠連:2,880円",,,,,,,,,,,,"単勝:930円 複勝:05=330円 14=610円 15=150円 枠連:1,400円",,,,,,,,,,,,単勝:480円 複勝:16=170円 14=120円 12=270円 枠連:550円,,,,,,,,,,,,"単勝:220円 複勝:09=120円 10=810円 01=170円 枠連:6,040円",,,,,,,,,,,
"馬連:19,300円 ワイド:04-16=6,300円 04-07=5,550円 07-16=870円",,,,,,,,,,,,"馬連:11,210円 ワイド:05-14=3,090円 05-15=500円 14-15=980円",,,,,,,,,,,,"馬連:660円 ワイド:14-16=310円 12-16=1,080円 12-14=650円",,,,,,,,,,,,"馬連:6,240円 ワイド:09-10=1,630円 01-09=220円 01-10=2,690円",,,,,,,,,,,
"馬単:73,420円 3連複:59,600円 3連単:635,110円",,,,,,,,,,,,"馬単:20,560円 3連複:8,940円 3連単:74,000円",,,,,,,,,,,,"馬単:1,600円 3連複:2,880円 3連単:12,990円",,,,,,,,,,,,"馬単:9,040円 3連複:6,970円 3連単:45,020円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■12R  ダ1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,調布特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａノボプロジェクト, 67,藤田伸,, 63,*  4,*  5, 1,  1.7, ①①, 1,11,Ｆニシノマナザシ, 58,松岡正,, 71,* 10, -13, 5,  9.3,⑥④③, 1,14,Ａエオリアンハｰプ, 84,田中勝,, 86,   7,* 13, 1,  3.8,⑤⑧⑨, 1,13,Ｄオウロプレット, 81,蛯名正,, 82,* 13,   5, 4,  6.4, ②②
 2,11,Ｂマスタｰソムリエ, 63,北村宏, 0.3, 59,   2,*  6, 2,  3.8, ⑥⑥, 2, 4,Ａユウガナル, 61,小牧太, 0.2, 68,   6,* -7, 6,  9.5,⑦⑩⑩, 2, 1,Ｌヒシセンチュリｰ, 73,松岡正, 0.2, 82,* 11,  -1, 2,  5.1,①①①, 2, 5,Ｃアイノレグルス, 82,勝浦正, 0.0, 82,   9,* 11, 6, 22.9, ⑬⑫
 3,13,Ｇレオアラシ, 55,デムｰ, 0.9, 57,   0,   4, 4, 13.5, ⑦⑦, 3, 8,Ｃコスモラピュタ, 61,伊藤工, 0.2, 66,* 14, -24, 9, 18.7,③①①, 3, 8,Ｂフェニコｰン, 82,藤田伸, 0.3, 82,   8,   5, 3,  5.3,⑦④④, 3,10,Ｉジョｰメテオ, 80,田中勝, 0.1, 80,* 13,   3, 3,  5.5, ①①
 4, 1,Ｆヒュｰスケン, 56,小林淳, 1.5, 53,   2,  -4, 5, 14.4, ⑤⑤, 4,15,Ｅドリｰムセｰリング, 59,藤田伸, 0.3, 68,   9, -15, 4,  8.4,⑧⑥④, 4, 9,Ｇイケドラゴン, 79,柴田善, 0.4, 80,*  9,   1, 7, 16.4,③③③, 4,12,Ｅアンヴェイル, 81,松岡正, 0.2, 80,* 13,   4, 2,  5.3, ⑦④
 5,16,Ｃウエスタンウェイブ, 58,柴田善, 1.6, 52,*  3,  -7, 3, 11.4, ③③, 5, 2,Ｂアルマトゥｰラ, 61,北村宏, 0.4, 67,   6,* -9,10, 21.8,⑨⑪⑪, 5,13,Ｃダイワオｰジｰ, 81,左海誠, 0.5, 81,   5,*  9, 5,  8.9,⑪⑪⑫, 5, 6,Ｇジェンティリティｰ, 80,丸山元, 0.5, 78,  12,   2,13,101.6, ③⑤
 6, 8,Ｉヒノモトイチバン, 53,四位洋, 1.9, 51,  -3,   2, 9, 56.0, ⑫⑪, 6,10,Ｌヒカルアカツキ, 53,木幡初, 0.6, 63,   7, -17, 3,  6.3,⑪⑧⑦, 6, 2,Ｊテクニカルラン, 76,デムｰ, 0.5, 82,   6,* 10, 4,  5.9,⑩⑨⑩, 6, 9,Ａランフォルセ, 83,藤田伸, 0.7, 78,  10,   4, 1,  2.6, ⑨⑪
 7, 7,Ｈトラストイチゲキ, 54,柴山雄, 1.9, 49,  -1,  -2,11, 92.8, ⑩⑩, 7, 7,Ｊフロｰリストライフ, 55,四位洋, 0.8, 63,   9, -21, 1,  3.5,⑤⑤⑥, 7, 4,Ｍエイシンフレンチ, 73,中舘英, 0.8, 80,   4,*  9,10, 29.8,⑬⑫⑬, 7, 7,Ｋサクラマジェスティ, 79,田中博, 0.8, 76,   8,*  5,11, 57.7, ⑯⑮
 8, 3,Ｐエイダイボルト, 33,田中勝, 2.1, 51,  -7,*  6,10, 65.8, ⑮⑯, 8, 6,Ｈゴｰトゥザミラノ, 58,中舘英, 0.9, 62,* 11, -30, 8, 18.1,②②②, 8, 7,Ｅマイネエアウエイ, 79,石橋脩, 0.8, 78,* 11,  -6,13,183.2,②②②, 8, 1,Ｊキャプテンルビｰ, 79,村田一, 1.1, 74,  10,   0, 9, 45.9, ⑧⑩
 9, 4,Ｋメジロレイチェル, 47,高橋智, 2.2, 50,  -6,   2,15,281.8, ⑯⑮, 9, 3,Ｄモンテマツリ, 61,柴田善, 0.9, 61,   3, -13,12, 54.8,⑩⑫⑫, 9, 6,Ｎアマミスウィフト, 72,勝浦正, 0.9, 80,   4,   8,12,135.4,⑭⑭⑭, 9, 8,Ｍアドマイヤマントル, 78,伊藤工, 1.2, 71,  10,  -1,10, 46.7, ⑭⑬
10,10,Ｍラヴァリｰボヌス, 43,草野太, 2.3, 48,  -6,   1,12,169.2, ⑭⑭,10, 9,Ｍニュｰコネクション, 44,江田照, 1.0, 61,   2,*-10,13,220.5,⑬⑬⑭,10,11,Ｋミッキｰミラクル, 75,北村宏, 1.1, 73,   8,  -7, 6,  9.0,④⑥⑥,10, 2,Ｏナリタベガ, 73,柴山雄, 1.2, 72,   7,   3,16,263.5, ⑮⑯
11, 9,Ｄフォｰリアル, 57,丸山元, 2.3, 48,   0,  -6, 6, 24.0, ⑧⑧,11,14,Ｋバイブレイションズ, 53,蛯名正, 2.8, 44,   3, -40,11, 44.0,⑭⑭⑬,11, 5,Ｉラヴォランテ, 77,吉田隼, 1.2, 75,   6,   1, 8, 22.4,⑫⑬⑪,11, 3,Ｎテンザンモビｰル, 74,吉田隼, 1.3, 74,   8,   1,14,106.0, ⑫⑭
12, 5,Ｏフレアリングレッド, 36,伊藤工, 2.4, 46,  -5,  -1, 8, 48.7, ⑪⑬,12,13,Ｇポルトゥエンセ, 58,田中勝, 2.9, 43,   7, -50, 2,  5.5,⑫⑨⑧,12,10,Ｆヒシパｰフェクト, 79,蛯名正, 1.3, 72,   8,  -9, 9, 23.2,⑧⑤⑤,12,11,Ｐエイダイハリケｰン, 69,江田照, 1.6, 69,  11,  -6,15,136.0, ⑥⑦
13,15,Ｅホッカイアラカティ, 56,中舘英, 2.4, 47,*  4, -15, 7, 24.4, ②②,13, 1,Ｎケイビイスペンサｰ, 34,岩部純, 2.9, 43,   6, -46,15,358.8,④⑦⑨,13,12,Ｈダｰクエンジェル, 78,小牧太, 1.5, 71,   7,  -9,11, 54.6,⑨⑩⑧,13,16,Ｂリアルヴィクトリｰ, 82,北村宏, 1.8, 65,* 13, -11,12, 58.2, ④③
14, 6,Ｌタイセイロｰザ, 44,武士沢, 2.4, 46,  -1,  -7,13,221.5, ⑨⑨,14, 5,Ｉアドマイヤファイン, 56,勝浦正, 4.3, 36,   9, -72, 7, 11.0,①③⑤,14, 3,Ｄクリノアドベンチャ, 81,武士沢, 2.2, 62,   8, -21,14,213.6,⑥⑦⑦,14,15,Ｈオｰルフォｰミｰ, 80,デムｰ, 1.8, 69,  11,  -8, 5,  8.3, ⑪⑨
15, 2,Ｎキタサンアイドル, 42,鈴来直, 2.5, 48,  -5,  -1,16,284.3, ⑬⑫,15,12,Ｏノｰブルビュｰティ, 19,左海誠, 6.0,  5, -11, -57,14,348.8,⑮⑮⑮,,,,,,,,,,,,,15,14,Ｆシルクプレスト, 81,大野拓, 2.4, 63,  11, -13, 7, 23.5, ⑩⑧
16,12,Ｊヤマニンピトレスク, 48,柴田大, 3.3, 40,   2, -19,14,254.7, ④④,16,16, ヴァンプランタン,---,田中博,76.2,76.2---, ---, ---,16,412.3,⑯⑯⑯,,,,,,,,,,,,,16, 4,Ｌトｰセンマンボ, 78,西田雄, 3.4, 57,  11, -22, 8, 32.9, ⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
