10年 4月11日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 4月11日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  芝2000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2000m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島民報杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｄランダムトｰク, 55,丸山元,, 54,*  3,  -7, 2,  4.2,①①①, 1, 6,Ａタガノアブシンベル, 65,太宰啓,, 69,* -9,* 14, 1,  2.5,⑪⑧②, 1, 7,Ｅナリタダイコク, 67,太宰啓,, 63,*  3,   3, 2,  3.7,②②②, 1, 8,Ｃチョウカイファイト, 88,北村友,, 87,   8,  12,10, 28.1,⑥⑥⑥
 2, 1,Ａサザンクロスレディ, 61,長谷川, 0.0, 53,   1,* -5, 1,  2.1,③③③, 2, 9,Ｂオペラオｰカン, 56,三浦皇, 0.2, 67, -11,* 13, 2,  3.4,⑨⑥①, 2,12,Ｇフランドルシチｰ, 67,三浦皇, 0.2, 63,   0,*  5, 3,  8.3,⑧⑨⑥, 2, 4,Ｊケイアイライジン, 85,川島信, 0.1, 83,   7,  14,12, 37.5,⑩⑨⑤
 3, 2,Ｇハｰベストラヴ, 50,国分優, 0.3, 52,   0,* -5, 9, 81.6,⑤⑧⑤, 3, 1,Ｏメジロチェスタｰ, 40,黛弘人, 0.7, 64, -10,*  9, 3,  7.0,⑧⑩⑦, 3, 8,Ｄホｰクウィンザｰ, 68,古川吉, 0.2, 67,   1,*  6, 6, 16.2,⑬⑩⑦, 3,11,Ｋミッキｰパンプキン, 85,太宰啓, 0.2, 87,   6,* 18, 8, 18.6,⑮⑬⑨
 4, 3,Ｉフラメンコスケッチ, 48,田辺裕, 0.5, 51,  -2,* -4,12,187.1,⑦⑨⑦, 4, 5,Ｄメイショウピゴット, 53,秋山真, 0.8, 59, -11,   4, 4,  7.2,④⑤⑥, 4,11,Ｍバイタルシチｰ, 60,北村友, 0.3, 63,   2,   3, 8, 31.7,⑤⑦⑧, 4,14,Ｅマイネルスタｰリｰ, 86,三浦皇, 0.2, 87,   6,* 18, 3,  5.8,⑭⑭⑭
 5,11,Ｂオンマイマインド, 60,三浦皇, 0.6, 50,  -1,  -6, 4,  6.2,⑪⑪⑨, 5, 4,Ｊビジュアルフライト, 45,北村友, 1.3, 58, -14,   6,12,152.3,⑬⑭⑭, 5,15,Ｎクヴァルダ, 59,秋山真, 0.5, 60,  -1,   4, 7, 27.7,⑩⑫⑫, 5, 6,Ｆキャプテンベガ, 86,松田大, 0.2, 86,   7,  13, 6, 13.0,⑫⑩⑩
 6,12,Ｅナリタレジｰナ, 50,北村友, 0.9, 49,   1, -13, 5, 20.6,⑫⑤④, 6,12,Ｐキタサンブユｰデン, 38,武英智, 1.7, 52, -12,  -2,14,261.4,⑮⑫⑪, 6,14,Ｉトミケンプライム, 64,木幡初, 0.5, 64,  -2,* 10,10, 69.3,⑯⑮⑭, 6,12,Ｂキングストリｰト, 90,秋山真, 0.5, 82,   7,  10, 1,  2.7,⑪⑪⑪
 7, 9,Ｌオモイカナウ, 47,秋山真, 1.0, 47,   0, -11, 6, 28.9,⑨⑦⑧, 7,15,Ｈニュｰコネクション, 47,芹沢純, 1.7, 48,* -9, -10, 7, 20.6,⑥⑦③, 7, 1,Ｃジｰシｰベン, 68,大江原, 0.5, 61,  -2,*  5,11, 90.5,⑨⑬⑬, 7,15,Ｇキョウエイストｰム, 86,木幡初, 0.7, 81,   6,  10, 9, 24.8,⑬⑫⑫
 8,10,Ｆラナイダンス, 50,村田一, 1.3, 47,  -2,  -8, 7, 36.4,⑬⑫⑩, 8, 7,Ｅバトルヒミコ, 52,川島信, 1.9, 43,* -9, -12, 5, 17.2,①④⑧, 8, 2,Ａキングオブチャド, 71,中舘英, 0.5, 59,*  3,  -3, 1,  2.1,⑪⑤③, 8, 9,Ｌデストラメンテ, 82,丹内祐, 0.8, 77,* 11,  -3,11, 36.2,③③④
