10年 7月24日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 7月24日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:15,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｄサニｰエリザベス, 60,丸田恭,, 69,  -9,* 13, 4,  8.6, ⑧⑧, 1, 7, シズパンチ,---,佐々木,, 66,  -3,*  9, 8, 26.1, ⑤⑤, 1,13,Ｅマヤノクレナイ, 77,古川吉,, 80,* -4,  16, 4,  6.6, ②②, 1, 6,Ａダノンヒデキ, 79,安藤勝,, 81,   8,  19, 1,  2.0,④④③
 2,14,Ｇオキザリス, 56,横山典, 0.4, 64, -14,* 13, 2,  5.5, ⑩⑩, 2, 8,Ｄホワイトクルｰザｰ, 65,吉田隼, 0.1, 66,*  0,   7, 7, 18.7, ③③, 2, 4,Ｃロｰズカットダイヤ, 81,秋山真, 0.1, 79,  -9,* 20, 1,  5.8, ⑧⑦, 2, 1,Ｂナムラボルテｰジ, 77,長谷川, 0.2, 79,   5,* 20, 3,  6.2,⑥⑥④
 3, 3,Ｈペガサスガｰル, 52,丸山元, 0.4, 63,* -4,   2,11, 53.4, ③②, 3, 4,Ａエイシンクエスト, 77,藤岡佑, 0.4, 62,  -2,   5, 3,  5.7, ④④, 3, 6,Ｍモトヒメ, 71,大野拓, 0.2, 77,  -7,  16, 3,  6.3, ⑤④, 3, 4,Ｅオブコｰス, 75,上村洋, 0.4, 79,   5,* 21, 6, 25.1,⑦⑧⑧
 4, 8,Ｂサマｰヘレネ, 61,黛弘人, 0.5, 62,  -5,   2, 1,  3.0, ⑤⑤, 4, 3,Ｂナムラアトラクト, 75,小林徹, 0.4, 62,  -9,*  9, 1,  2.2, ⑦⑦, 4,12,Ｉファルクス, 73,宮崎北, 0.3, 76,  -7,  15, 2,  6.2, ⑥⑧, 4, 3,Ｄシャイニｰブレｰヴ, 76,藤岡佑, 0.5, 77,   4,* 21, 2,  5.7,⑧⑦⑦
 5, 1,Ａアｰスツリｰ, 62,藤岡佑, 0.5, 64, -16,* 13, 7, 14.4, ⑪⑬, 5,10,Ｉオリオンザブラック, 63,大野拓, 0.8, 58,*  1,   0, 4,  6.2, ②②, 5, 2,Ａインプレスウィナｰ, 85,丸田恭, 0.5, 74, -15,* 20,12, 20.7, ⑭⑬, 5,10,Ｊトレノユｰボウ, 66,横山典, 0.9, 72,   0,* 23, 5,  9.7,⑬⑬⑫
 6,11,Ｋサクラリベルテ, 39,北村浩, 0.5, 63, -13,  10, 6, 12.7, ⑨⑨, 6, 5,Ｇヒシソロモン, 63,西村太, 1.3, 51, -14,   5,10,113.4, ⑪⑨, 6, 1,Ｂオリオンザドンペリ, 83,勝浦正, 0.5, 73, -13,* 19, 9, 16.4, ⑫⑩, 6,11,Ｃプリムｰル, 77,吉田隼, 0.9, 69,   7,   8, 4,  8.6,⑤⑤⑤
 7, 5,Ｃサバンナ, 61,小林徹, 0.6, 61,  -8,   4, 5,  8.7, ⑦⑦, 7, 2,Ｅアルマダ, 65,丸山元, 1.3, 53,  -5,   0, 9, 55.3, ⑥⑥, 7,15,Ｆエフテｰストライク, 75,横山典, 0.5, 72,* -5,  11, 5, 10.3, ④⑤, 7, 8,Ｆメイショウベｰネ, 70,大野拓, 0.9, 73,   1,  19, 9, 33.0,⑫⑩⑨
 8, 2,Ｌケイエスジャパン, 39,池添謙, 0.8, 58,* -1,  -6, 9, 32.2, ①①, 8, 9,Ｊデステニｰアロｰ, 60,四位洋, 1.6, 49, -16,   4,11,252.3, ⑫⑫, 8, 7,Ｏジョイントスタｰズ, 68,丹内祐, 0.6, 72,* -5,  10,16,151.6, ③③, 7,13,Ｇキングスデライト, 68,吉田稔, 0.9, 66,* 12,  -4,12, 97.3,③③②
 9,10,Ｊクリノハイビｰト, 49,宮崎北, 0.9, 58,* -4,  -4,10, 34.1, ④④, 9,11,Ｃカラフルパレット, 65,丸田恭, 1.6, 49,  -8,  -2, 6, 18.5, ⑧⑩, 9,16,Ｈプレンティフェスタ, 74,丸山元, 0.6, 71,  -7,  11, 7, 13.4, ⑦⑥, 9, 2,Ｌシｰブルｰ, 64,丹内祐, 1.4, 63,* 13, -13,10, 36.0,①①①
10,15,Ｆビｰライト, 56,藤田伸, 1.0, 56, -17,   7, 3,  6.0, ⑬⑪,10,12,Ｆスワット, 64,古川吉, 1.9, 46, -10,  -3, 5, 15.7, ⑨⑪,10, 8,Ｊノｰワンエルス, 72,吉田隼, 0.6, 70,* -3,   7, 6, 11.4, ①①,10, 5,Ｋキャッツテイル, 66,西村太, 1.5, 66,   1,  11,13,157.8,⑩⑪⑪
