10年 3月14日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 3月14日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2880m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝1600m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東風ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｃノボシャンパｰニュ, 58,三浦皇,, 66,* -2,   4, 1,  1.9, ①①, 1, 3, プレストキララ,,江田勇,,,,,13, 76.9,③①①, 1, 1,Ｃマルカボルト, 70,福永祐,, 78,*  6,   5, 2,  3.4,①①①, 1,11,Ｆフィフスペトル, 85,蛯名正,, 88,   6,  17, 2,  3.5,⑦④④
 2, 7,Ｆディアイリス, 54,岩田康, 0.0, 67,  -4,*  7, 5, 10.9, ③③, 2,10, ドンヤマト,,山本康,194.9,,,, 8, 32.5,②④②, 2, 6,Ｇクォｰクスタｰ, 66,柴田善, 0.3, 76,   1,* 11, 3,  5.0,⑦⑧⑦, 2, 6,Ａマイネルファルケ, 89,松岡正, 0.2, 85,*  7,  12, 1,  3.4,③③③
 3, 6,Ｅサングレアズｰル, 56,松岡正, 0.2, 64,* -2,   3, 2,  5.1, ②②, 3, 2, タイキヴァルト,,金子光,196.1,,,, 6, 24.7,④③③, 3, 4,Ｌタイムチェイサｰ, 63,蛯名正, 0.6, 72,   3,   3, 5, 15.1,②⑤④, 3, 1,Ｄショウワモダン, 87,後藤浩, 0.2, 84,   2,  18, 5, 11.1,④⑤⑥
 4, 3,Ｂタマモワルツ, 59,勝浦正, 0.3, 63, -10,*  9, 4, 10.2, ⑦⑥, 4, 8, スティングマリｰ,,平沢健,196.1,,,, 5, 11.3,⑥⑤④, 4, 5,Ｆハシルヨミテテ, 68,大庭和, 0.6, 72,   4,   1,11, 75.4,③④②, 4,12,Ｉオｰスミダイドウ, 78,岩田康, 0.4, 80,*  8,   6,10, 55.8,②②②
 5, 9,Ａプリンシプルレディ, 59,蛯名正, 0.5, 63,  -6,   4, 3,  5.1, ⑤④, 5,12, サニｰネイティブ,,高野和,196.4,,,, 3,  4.3,⑧⑥⑥, 5,14,Ａエｰブチェアマン, 74,後藤浩, 0.8, 71,   2,   5, 6, 19.7,⑩⑨⑬, 5, 4,Ｂデリキットピｰス, 89,田中勝, 0.4, 87,  -3,* 25, 3,  5.9,⑪⑭⑭
 6, 8,Ｌコスモルアノｰヴァ, 39,伊藤工, 2.6, 43, -16,  -6, 9, 64.6, ⑨⑨, 6,11, モンスタｰパｰク,,横山義,199.6,,,, 7, 31.6,⑨⑧⑦, 6, 3,Ｉリｰサムキッド, 65,岩田康, 0.9, 72,  -1,* 10, 8, 32.4,⑪⑫⑪, 6, 2,Ｃリザｰブカｰド, 87,北村宏, 0.4, 85,   1,  19, 7, 12.0,⑤⑧⑤
 7, 2,Ｈアｰティカル, 53,柴田善, 2.6, 43, -22,   1, 7, 27.2, ⑭⑭, 7, 1, ブルｰフォｰチュン,,大江原,199.9,,,,10, 48.0,①②⑤, 7,10,Ｋディアブラスト, 64,田中勝, 1.0, 68,   3,  -2,10, 52.8,⑤⑦⑨, 7, 5,Ｎダンスフォｰウィン, 71,横山義, 0.4, 86,  -2,* 22,12,182.6,⑩⑬⑩
 8,11,Ｊハニカミスマイル, 47,青木芳, 2.9, 41, -19,  -5,11,193.1, ⑫⑩, 8, 7, ヨイチセレブ,,五十嵐,200.2,,,,11, 52.7,⑫⑨⑨, 8,11,Ｄピサノユリシｰズ, 70,松岡正, 1.7, 63,   4, -14, 4,  6.3,⑧⑥⑥, 8, 3,Ｅマルタカエンペラｰ, 86,吉田豊, 0.6, 83,  -1,  21, 4,  7.0,⑨⑫⑪
