10年 6月 5日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 6月 5日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1600m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,江の島特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａチャレンジフラッグ, 65,後藤浩,, 56,*  3,  -5, 1,  2.7, ③③, 1, 6, サニｰネイティブ,,大庭和,,,,, 1,  2.3,⑦⑦⑥, 1,14,Ａラルケット, 77,横山典,, 71,*  8,   2, 1,  2.0, ②②, 1,12,Ａアドマイヤアモｰレ, 79,後藤浩,, 81,   8,*  5, 9, 24.3, ⑨⑨
 2, 9,Ｄアルファアンジュ, 60,戸崎圭, 0.0, 58,*  4,  -6, 3,  6.2, ②②, 2, 1, コアグリｰン,,金子光,199.9,,,, 4,  8.0,④④③, 2, 3,Ｅメイショウマリア, 70,柴田善, 0.1, 69,*  9,  -4, 7, 15.6, ①①, 2, 9,Ｅシェリルピンク, 77,木幡初, 0.2, 80,   3,* 10, 7, 21.0, ⑬⑭
 3, 5,Ｈカオカオプリン, 59,三浦皇, 0.0, 59,  -2,*  3, 4,  7.4, ⑨⑧, 3, 8, モエレエキスパｰト,,穂苅寿,200.4,,,, 2,  4.1,②①①, 3, 7,Ｆカゼノグッドボｰイ, 70,村田一, 0.4, 71,   0,  10, 5, 13.6, ⑧⑩, 3,10,Ｊラヴドシャンクシｰ, 74,中舘英, 0.2, 79,* 13,  -8, 2,  4.7, ②②
 4, 2,Ｊブロｰドアウェイク, 56,石橋脩, 0.2, 57,  -2,   0, 7, 23.8, ⑥⑦, 4, 5, ハクサン,,石神深,200.5,,,, 3,  6.5,③②②, 4,17,Ｈケｰジｰカチボシ, 68,戸崎圭, 0.4, 70,   1,   8,10, 36.6, ⑩⑨, 4,16,Ｈケｰジｰハッピｰ, 76,柴山雄, 0.2, 78,  12,  -5,12, 53.4, ⑤⑤
 5,11,Ｆトｰセンママレｰド, 59,柴田善, 0.3, 56,  -4,*  3, 5,  7.5, ⑩⑩, 5, 3, テンジンリュウセｰ,,浜野谷,200.7,,,, 5, 12.4,⑧⑤⑦, 5, 6,Ｋロイヤルダリア, 66,蛯名正, 0.5, 69,  -4,* 13, 6, 14.7, ⑪⑪, 5, 6,Ｄポンテディリアルト, 77,横山典, 0.2, 78,  11,  -2,10, 33.3, ⑥⑥
 6, 4,Ｂタマモメロディ, 62,勝浦正, 0.5, 54,   0,  -4, 6, 13.2, ⑦⑥, 6, 2, アイディリック,,鈴木慶,200.8,,,,10, 67.5,⑥⑥④, 6, 2,Ｃショウナンアルディ, 74,三浦皇, 0.6, 70,  -5,* 14, 2,  5.7, ⑯⑯, 6,18,Ｑラｰクキャロル, 65,吉田豊, 0.4, 78,   3,* 11, 8, 21.3, ⑭⑯
 7,10,Ｇネオヴェリｰフェズ, 59,横山典, 0.5, 54,  -2,  -2, 2,  5.2, ⑧⑨, 7, 4, ジョｰベルスタｰ,,五十嵐,200.9,,,, 8, 23.3,⑨⑧⑧, 7,13,Ｒマルタｰズクリス, 49,吉田隼, 0.6, 66,   3,   1,17,415.5, ⑦⑦, 7, 2,Ｍサマｰアクトレス, 72,戸崎圭, 0.4, 77,   4,*  7, 4,  7.4, ⑯⑬
 8, 6,Ｉトレグラツィエ, 56,吉田隼, 0.6, 56,  -5,*  2,13, 57.6, ⑭⑬, 8,10, ピサノシンボル,,水出大,202.8,,,, 6, 13.2,⑤⑨⑨, 8,11,Ｍマイネルアウストロ, 64,松岡正, 0.6, 68,   1,   5, 8, 20.6, ⑨⑧, 8, 8,Ｇマヤノマヤ, 76,蛯名正, 0.5, 75,* 16, -15, 3,  7.1, ①①
