10年 1月16日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 1月16日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  ダ1200m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1800m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9, 8,Ｍコスモストラヴィン, 39,丹内祐, 2.0, 49,   7, -18,11, 84.0, ④⑥, 9,13, クｰルペガサス,---,クラス, 1.7, 43,  -5, -13, 9, 31.4, ⑧⑨, 9, 1,Ｎマイネルフォルザ, 64,石橋脩, 1.8, 68,   0,   7,13,324.3,⑦⑪⑩, 9, 8,Ｊマイネルキｰロフ, 80,丹内祐, 0.8, 76,* 14,  -6,11, 43.9,③②②
10, 5,Ｇスマイルウィン, 50,伊藤工, 2.4, 43,   5, -20,12,152.3, ⑨⑧,10,16, レジェンドキャット,---,横山典, 1.7, 44,   0, -18, 5, 11.0, ⑥⑦,10,10,Ｃナパ, 75,松岡正, 1.9, 64,   2,   5, 5, 13.9,⑪⑧⑨,10, 5,Ｌウォｰタｰマｰク, 77,吉田隼, 0.8, 77,  11,  -2,14,177.5,⑤⑥⑤
11, 3,Ｌラヴァリｰボヌス, 42,草野太, 2.5, 41, -11,  -6,16,289.7, ⑯⑯,11, 7, メイスンアイドル,---,伊藤工, 2.0, 39, -13,  -8,10, 52.7, ⑬⑬,11, 6,Ｊフルボディｰ, 68,後藤浩, 2.1, 63,   0,   5,11,181.8,⑬⑬⑫,11, 7,Ｄコスモピロリ, 84,石橋脩, 0.8, 79,  10,   2, 7, 23.0,⑨⑪⑪
12, 7,Ｏトミケンシャルム, 32,国分優, 2.8, 39,  -3, -16,15,276.5, ⑭⑭,12, 9, グリｰリｰレイ,---,中舘英, 2.2, 47,* 14, -35, 1,  2.1, ①①,12, 3,Ｍアンハｰトキング, 65,村田一, 2.3, 62,   1,   2,15,374.6,⑮⑩⑬,12, 4,Ｆフサイチアソｰト, 83,丸田恭, 0.9, 77,   7,*  7, 6, 21.3,⑬⑬⑬
13,15,Ｊベルモントアリｰバ, 47,西田雄, 3.0, 39,   4, -24,14,201.0, ⑩⑫,13, 5, フジリｰナ,---,木幡初, 2.6, 37, -21,  -5,13,121.9, ⑭⑮,13,11,Ｋケイアイスサノオ, 67,江田照, 2.7, 57,   3,  -5, 9, 75.1,③⑤⑤,13, 9,Ｃエフティイカロス, 84,柴山雄, 1.1, 76,   7,   4, 8, 24.7,⑭⑭⑭
14, 4,Ｎトップダラｰ, 37,中舘英, 3.1, 37,   1, -22, 9, 21.8, ⑬⑬,14,15, オペラサウンド,---,中谷雄, 2.7, 35,  -2, -25,16,263.7, ⑦⑥,14, 5,Ｌフォｰジドスチｰル, 67,高山太, 3.4, 56,   0,  -4,12,212.1,⑭⑭⑭,14,12,Ｍキングルｰキｰ, 75,北村宏, 1.2, 72,  11,  -7,13, 65.5,⑧⑦⑥
15, 9,Ｐアッサリネ, 32,吉田隼, 3.8, 32,  -4, -22,13,172.9, ⑮⑮,15, 8, ニコニコトｰト,---,大庭和, 2.7, 31,  -6, -20,14,179.2, ⑨⑪,15,14,Ｏロイヤルロｰド, 53,吉田隼, 3.6, 54,  -1,  -5,14,361.9,⑫⑮⑮,,,,,,,,,,,,
16,14,Ｋトウカイミラクル, 43,的場勇, 4.4, 26,   6, -37, 7, 18.2, ⑦⑪,16, 1, ライドオンウェｰブ,---,吉田隼, 4.8,  3, -26, -20,15,200.8, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:2),,,,,,,,,,,
単勝:360円 複勝:01=140円 12=180円 10=140円 枠連:640円,,,,,,,,,,,,"単勝:520円 複勝:10=220円 02=1,430円 14=570円 枠連:2,890円",,,,,,,,,,,,単勝:150円 複勝:12=110円 08=270円 09=170円 枠連:290円,,,,,,,,,,,,"単勝:500円 複勝:06=210円 02=240円 13=210円 枠連:1,890円",,,,,,,,,,,
"馬連:1,320円 ワイド:01-12=480円 01-10=340円 10-12=450円",,,,,,,,,,,,"馬連:14,250円 ワイド:02-10=2,820円 10-14=1,690円 02-14=9,210円",,,,,,,,,,,,馬連:920円 ワイド:08-12=430円 09-12=240円 08-09=900円,,,,,,,,,,,,"馬連:1,850円 ワイド:02-06=700円 06-13=690円 02-13=870円",,,,,,,,,,,
"馬単:2,270円 3連複:1,640円 3連単:9,420円",,,,,,,,,,,,"馬単:25,520円 3連複:61,840円 3連単:373,970円",,,,,,,,,,,,"馬単:1,210円 3連複:1,530円 3連単:5,200円",,,,,,,,,,,,"馬単:3,410円 3連複:3,650円 3連単:20,060円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝2000m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  芝1600m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,ﾆｭｰｲﾔｰｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｇヒラボクビジン, 50,横山典,, 58,  -5,*  2, 5, 18.8,⑥⑦④, 1, 1, ロジサイレンス,---,柴田善,, 47, -16,* -6, 2,  4.1,⑤⑦⑤, 1,14,Ａナムラカクレイ, 85,北村宏,, 84,* 18,   5, 1,  2.9, ④③, 1, 7,Ａレッドスパｰダ, 92,横山典,, 91,  20,   6, 2,  3.2,①③③
 2,10,Ａセイカミカワ, 62,田中勝, 0.2, 55,  -5,* -1, 1,  1.9,⑧⑧⑦, 2, 7, アルジェンテウス,---,横山典, 0.2, 41, -16, -10, 3,  6.1,④⑤⑥, 2,11,Ｄフミノパシフィック, 80,後藤浩, 0.6, 77,  14,   4, 3,  4.9, ⑥⑥, 2, 1,Ｄエｰシンフォワｰド, 89,蛯名正, 0.0, 94,  19,   9, 1,  2.3,⑤⑤⑤
 3, 6,Ｂデルマアウレリア, 60,戸崎圭, 0.4, 56,  -3,  -4, 4,  8.1,⑤④③, 3, 3, レディパレｰド,---,熊沢重, 0.3, 41,*-15, -14, 6, 14.3,③③③, 3,16,Ｃツウカイヤスナム, 80,木幡初, 0.7, 79,* 19,  -2, 6, 18.3, ②②, 3, 8,Ｃトｰセンクラウン, 89,江田照, 0.3, 88,  15,* 12, 8, 24.3,⑭⑪⑨
 4, 2,Ｃロｰゼウィｰク, 58,後藤浩, 0.7, 51,* -2, -10, 2,  5.4,①①①, 4, 2, ウインアクレイム,---,勝浦正, 0.3, 39,*-14, -19,12, 73.5,①①①, 4, 5,Ｏサルバドｰルアスカ, 70,戸崎圭, 0.9, 76,  14,   1, 4,  7.1, ⑤④, 4, 9,Ｈマルタカエンペラｰ, 85,柴田善, 0.5, 88,  15,* 11, 9, 24.8,⑪⑫⑪
 5, 1,Ｐホｰプダイナスティ, 29,松岡正, 0.9, 52, -10,*  3, 9, 34.0,⑯⑮⑫, 5,13, チャンピオンハｰレ,---,後藤浩, 0.4, 45, -20,* -3, 1,  3.5,⑫⑫⑩, 5,12,Ｉグレイスフルムｰヴ, 75,吉田隼, 1.0, 73,   9,   6, 9, 34.9, ⑬⑬, 5, 5,Ｆダンスインザモア, 87,松岡正, 0.5, 89,  12,* 13, 5, 15.8,⑬⑭⑬
 6, 5,Ｋセレソロｰサ, 41,田中博, 1.1, 50,* -2, -13, 6, 19.3,②②②, 6,15, ドリｰムプロメテル,---,吉田隼, 0.4, 39,*-14, -17, 9, 44.5,⑦④④, 6,10,Ｍフェｰルクｰクｰ, 72,クラス, 1.0, 74,  12,   3,10, 54.1, ⑨⑧, 6, 2,Ｌバトルバニヤン, 83,中舘英, 0.6, 88,  15,   9,11, 29.2,⑩⑩⑫
 7, 4,Ｊハッピｰメッセｰジ, 43,丸山元, 1.5, 48,  -8,  -6,14,171.7,⑭⑫⑨, 7,11, ディアドクタｰ,---,大野拓, 0.5, 41, -18, -11,10, 45.3,⑥⑧⑨, 7, 2,Ｂアｰリｰアメリカン, 81,松岡正, 1.1, 72,  11,   2, 2,  4.0, ⑦⑦, 7,12,Ｊリザｰブカｰド, 83,北村宏, 0.7, 85,  18,   2, 6, 17.6,⑧⑨⑦
 8,14,Ｅライトメイクアップ, 52,吉田隼, 1.5, 49,  -4, -10, 8, 31.2,⑨⑨⑧, 8,10, ドラゴンカイザｰ,---,蛯名正, 0.9, 38, -17, -14, 4,  6.2,⑬⑪⑧, 8, 9,Ｋケイアイモｰガン, 74,宮崎北, 1.1, 72,  10,   4,15,194.5, ⑩⑨, 8, 4,Ｋレジネッタ, 83,後藤浩, 0.9, 82,  19,  -3, 3, 11.8,⑥⑥⑥
 9,16,Ｆウインディｰリング, 51,クラス, 2.5, 42,  -3, -21, 3,  6.8,⑦⑥⑤, 9, 5, ワｰルドエンペラｰ,---,丸田恭, 0.9, 36, -19, -13,14,103.0,⑨⑩⑫, 9, 1,Ｇタマモハｰバｰ, 76,中舘英, 1.2, 77,* 20,  -6, 8, 23.9, ①①, 9,15,Ｅショウワモダン, 88,勝浦正, 1.0, 81,* 23, -11, 7, 20.7,③②②
10,13,Ｈダマスカスロｰズ, 50,丸田恭, 2.7, 41,  -6, -17,15,346.1,⑫⑩⑩,10, 8, エミネンスグリｰズ,---,北村宏, 0.9, 43, -23,* -3, 5,  6.7,⑯⑮⑬,10,13,Ｌザシｰクレット, 73,江田照, 1.4, 68,   9,   1,13,106.7, ⑪⑫,10,14,Ｐマイネルフォｰグ, 78,石橋脩, 1.0, 83,  18,  -2,12, 98.9,⑨⑧⑩
11, 8,Ｄジェイケイミラクル, 53,江田照, 3.3, 35,  -8, -20, 7, 26.5,⑩⑬⑬,11, 9, イエロｰブレイブ,---,黛弘人, 1.0, 38, -22,  -9, 8, 40.5,⑭⑬⑭,11, 8,Ｊエイシンイッテン, 74,田中勝, 1.6, 67,  11,  -2,12, 83.1, ⑧⑩,11, 6,Ｇタイガｰストｰン, 87,戸崎圭, 1.0, 81,  12,   6,10, 25.5,⑫⑮⑮
12, 7,Ｉモｰベイン, 46,北村宏, 3.3, 35,  -7, -21,10, 38.9,⑮⑪⑭,12,16, マイネルシエロ,---,石橋脩, 1.5, 29, -16, -29, 7, 21.8,⑪⑥⑦,12, 6,Ｈホワイトクルｰザｰ, 76,伊藤工, 1.6, 63,  -5,* 12,11, 80.8, ⑯⑯,12,13,Ｉファイアｰフロｰト, 85,クラス, 1.1, 79,* 23, -13, 4, 14.7,②①①
13, 3,Ｏコスモショｰル, 30,丹内祐, 4.1, 32,  -4, -34,12,108.6,③③⑥,13, 4, ピｰスオブケイク,---,田中博, 1.8, 25,*-13, -40,11, 49.7,②②②,13, 7,Ｅフェイクスタｰ, 79,勝浦正, 1.7, 70,  17,  -8, 5, 14.3, ③⑤,13,11,Ｍアグネストレジャｰ, 79,吉田隼, 1.2, 79,  13,   2,14,169.3,⑯⑬⑭
14,12,Ｎイパルファン, 40,石神深, 4.2, 32,  -8, -25,13,128.7,⑪⑭⑮,14, 6, ディアミクリ,---,丸山元, 2.0, 25, -19, -28,15,224.8,⑧⑨⑪,14, 4,Ｐヤマニンプロロｰグ, 69,村田一, 1.7, 64,   4,   3,16,305.7, ⑮⑮,14, 3,Ｏスピｰドタッチ, 78,熊沢重, 1.4, 77,  16,  -6,15,198.4,⑦⑦⑧
15,15,Ｌチャメ, 40,木幡初, 4.5, 27,  -4, -38,11, 68.5,④⑤⑪,15,12, ストロングマン,---,小林淳, 3.2, 16, -23, -34,13, 80.6,⑩⑯⑯,15,15,Ｆエヴァシャイン, 78,蛯名正, 1.9, 65,  10,  -3, 7, 18.8, ⑫⑪,15,16,Ｎゼットフラッシュ, 78,武士沢, 1.6, 71,  21, -16,16,227.6,④④④
16, 9,Ｍポンテエスペランサ, 40,宮崎北, 5.1, 26, -10, -31,16,399.1,⑬⑯⑯,16,14, ミヤサンアマンテ,---,宮崎北, 4.4, -2, -23, -52,16,263.9,⑮⑭⑮,16, 3,Ｎクリノラブゴｰルド, 71,熊沢重, 2.1, 63,   4,   0,14,163.3, ⑭⑭,16,10,Ｂクリｰン, 91,田中勝, 2.5, 64,   8,  -7,13,162.3,⑮⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:2),,,,,,,,,,,
"単勝:1,880円 複勝:11=350円 10=110円 06=170円 枠連:1,030円",,,,,,,,,,,,単勝:410円 複勝:01=170円 07=190円 03=410円 枠連:630円,,,,,,,,,,,,単勝:290円 複勝:14=130円 11=180円 16=450円 枠連:700円,,,,,,,,,,,,単勝:320円 複勝:07=130円 01=110円 08=320円 枠連:310円,,,,,,,,,,,
"馬連:1,190円 ワイド:10-11=500円 06-11=1,170円 06-10=240円",,,,,,,,,,,,"馬連:1,190円 ワイド:01-07=530円 01-03=1,170円 03-07=1,450円",,,,,,,,,,,,"馬連:720円 ワイド:11-14=360円 14-16=870円 11-16=1,050円",,,,,,,,,,,,馬連:350円 ワイド:01-07=170円 07-08=810円 01-08=780円,,,,,,,,,,,
"馬単:3,360円 3連複:2,160円 3連単:18,810円",,,,,,,,,,,,"馬単:2,320円 3連複:5,190円 3連単:21,590円",,,,,,,,,,,,"馬単:1,270円 3連複:3,160円 3連単:11,290円",,,,,,,,,,,,"馬単:780円 3連複:1,810円 3連単:7,190円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 6R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 9R  ダ1800m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,初凪賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｂシルクウィｰク, 60,木幡初,, 57,*  3, -10, 1,  3.5,③④②, 1, 6,Ｄセイウンオウサム, 64,松岡正,, 71,   4,* -1, 2,  4.2, ⑤⑤, 1,11,Ｌユノゾフィｰ, 79,横山典,, 83,   8,* 13, 1,  2.8,⑭⑩⑨, 1, 7,Ｄミヤビリュウオｰ, 73,戸崎圭,, 73,  -4,   8, 5, 13.4,⑭⑦⑤
 2, 4,Ｅウエスタンウェイブ, 57,伊藤工, 0.0, 58,   1,  -6, 3,  5.7,⑦⑥④, 2, 2,Ｃダイワナイト, 65,北村宏, 0.3, 65,   1,* -2, 1,  3.4, ⑥⑥, 2,16,Ｄスカｰレットライン, 82,戸崎圭, 0.3, 80,* 10,   7, 4,  8.8,②②②, 2,13,Ｇブルｰムインハｰト, 70,小林淳, 0.1, 76,  -7,* 14, 8, 32.8,⑬⑫⑪
 3,14,Ａアサクサマリンバ, 63,菊沢隆, 0.1, 59,   0,  -6, 6, 11.8,⑨⑦⑥, 3, 9,Ｈウエスタンディオ, 53,田中勝, 0.3, 65,   1,* -2, 6, 11.3, ⑧⑦, 3,15,Ｇトップキングダム, 81,柴田善, 0.3, 80,   9,   8, 2,  4.4,⑦④④, 3, 8,Ｌモアスマイル, 63,吉田隼, 0.3, 70,  -5,   6,11, 46.0,⑥⑤⑥
 4, 5,Ｃジンデンバルト, 59,田面木, 0.1, 60,  -1,* -2, 8, 17.4,⑩⑩⑧, 4,10,Ｂアｰリｰデイズ, 65,蛯名正, 0.3, 69,*  9, -10, 3,  4.5, ②②, 4,10,Ｃシルクイｰグル, 82,柄崎将, 0.4, 80,   9,   8, 5, 10.5,⑪⑥⑦, 4,10,Ｅビｰモブホｰプ, 72,蛯名正, 0.3, 72,  -5,   7,10, 35.9,⑨⑨⑦
 5, 1,Ｄジュンノアスカ, 59,中谷雄, 1.4, 50,   1, -19,11, 44.5,⑤⑤⑤, 5, 3,Ｅジンリッキｰ, 63,田辺裕, 0.4, 65,   5,  -7, 8, 63.4, ④④, 5,13,Ｈヤマタケディガｰ, 81,後藤浩, 0.5, 78,   7,* 10, 8, 17.6,⑬⑪⑩, 5, 4,Ｉエアキリヤン, 66,小野寺, 0.3, 67,* -1,  -2, 9, 34.0,③②②
 6, 3,Ｉコスモマハトマ, 53,松岡正, 1.8, 49,  -9,* -1, 7, 15.4,⑯⑯⑮, 6, 7,Ｆマイネコティヨン, 61,津村明, 0.6, 64,   7, -11, 7, 21.6, ③③, 6, 3,Ａヌｰサ, 86,北村宏, 0.6, 76,   8,   8, 3,  6.6,⑧⑦⑧, 6, 9,Ｏコウヨウサンデｰ, 61,田中博, 0.4, 65,* -1,  -4, 6, 18.4,①①①
 7,13,Ｇマスタｰウィンド, 55,田中勝, 2.1, 46,  -3, -16, 4,  7.5,⑪⑪⑩, 7,11,Ａタカラハｰバｰ, 68,後藤浩, 0.7, 65,* 11, -16, 4,  5.1, ①①, 7, 4,Ｂアバレダイコ, 85,松岡正, 0.9, 75,   8,   5, 7, 14.1,⑥⑨⑥, 7, 1,Ｂサクラルｰラｰ, 77,村田一, 0.5, 73, -10,* 14, 3,  9.2,⑫⑭⑮
 8, 8,Ｆサンワｰドネオ, 56,勝浦正, 3.1, 39,*  4, -36, 5,  8.6,①①①, 8, 4, ホワイトジュエル,---,丸山元, 0.9, 57,   1, -10, 9,117.2, ⑦⑨, 8, 2,Ｆナムラビスマルク, 81,蛯名正, 1.0, 77,   7,   7,12, 77.6,⑫⑬⑪, 8, 5,Ａハギノバロンドｰル, 80,横山典, 0.5, 68,  -7,   8, 1,  1.7,⑧⑪⑫
 9, 2,Ｐヤマニンジンジャｰ, 35,柴山雄, 3.3, 40,  -6, -19,15,192.5,⑭⑭⑫, 9, 1,Ｇアンクルバンザイ, 58,嘉藤貴, 0.9, 56,  -2,  -6, 5,  7.1, ⑨⑧, 9, 9,Ｍマスタｰコｰク, 78,武士沢, 1.0, 74,* 10,   2,14, 99.8,⑤③③, 9,11,Ｆダイワバイロン, 70,田中勝, 0.7, 65,  -5,   1,12, 54.0,⑤⑧⑧
10,15,Ｌプロスペクタス, 41,田辺裕, 3.4, 41,  -8, -16,16,295.9,⑮⑮⑭,10, 8, ケイアイグロリア,---,戸崎圭, 1.3, 52,  -2, -11,10,133.3, ⑩⑩,10, 6,Ｅアルダントヌイ, 82,的場勇, 1.1, 72,* 11,  -1, 6, 12.6,①①①,10, 6,Ｃニシノマルス, 75,柴田善, 0.7, 68,  -8,   7, 7, 32.1,⑪⑬⑬
11, 6,Ｋアテンボｰイ, 47,西田雄, 3.9, 37,*  3, -42,12, 44.8,⑥②③,11, 5,Ｉプレストクィｰン, 48,南田雅, 1.9, 45,  -6, -15,11,236.6, ⑪⑪,11, 5,Ｋタマモスクワｰト, 79,吉田隼, 1.5, 73,   7,   3,11, 63.9,⑩⑭⑬,11,16,Ｋシデンカイ, 64,草野太, 0.8, 70,  -9,* 11,15,130.7,⑮⑮⑭
12,10,Ｈシンボリボルドｰ, 54,江田照, 4.3, 33,   0, -38,13, 59.3,⑧⑧⑨,,,,,,,,,,,,,12,14,Ｐエプソムスタウト, 75,クラス, 1.7, 71,   7,   0,13, 82.0,⑨⑫⑭,12, 2,Ｊマイネルアリオン, 65,松岡正, 0.8, 66,  -5,   1, 4, 11.2,⑩⑩⑨
13,12,Ｊオウシュウベスト, 49,クラス, 5.3, 30,   2, -52, 9, 31.0,②③⑦,,,,,,,,,,,,,13,12,Ｉニシノテンカ, 81,熊沢重, 2.0, 72,   7,  -1,10, 63.5,⑯⑮⑮,13, 3,Ｈウマザイル, 66,北村宏, 0.9, 61,  -4,  -6, 2,  6.5,②③③
