10年 5月23日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 5月23日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  芝1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,胎内川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｃメイショウクレモナ, 60,川須栄,, 66,*  1,*  3, 3,  3.9,③③②, 1,13,Ａエスジｰナミ, 69,中舘英,, 65,*  2,*  1, 1,  1.6, ②②, 1,10,Ａカネトシスラｰヴァ, 76,丸山元,, 73,   3,* 10, 1,  1.9, ⑪⑪, 1, 2,Ｄトレジャｰハント, 71,木幡初,, 73,  -1,  11, 3,  5.5,⑤④④
 2, 4,Ａエンジェルブレス, 67,松山弘, 0.3, 64,*  3,* -2, 1,  2.9,④①①, 2,12,Ｊエｰシンオフクロ, 51,荻野琢, 0.0, 66,*  4,  -1, 5, 17.5, ①①, 2, 8,Ｈミスベルツリｰ, 68,木幡初, 0.2, 71,   3,*  9, 4, 12.5, ⑩⑩, 2, 3,Ｅマｰチインパクト, 70,古川吉, 0.0, 75,  -1,* 12, 9, 31.9,⑧⑥⑥
 3, 6,Ｆグラスアタック, 52,丸田恭, 1.8, 56,  -3,* -3, 4,  9.3,⑪⑨⑦, 3,14,Ｄリリｰレインジャｰ, 60,川須栄, 0.0, 63,   0,*  2, 4,  9.7, ⑥④, 3,13,Ｇテｰマソング, 68,吉田隼, 0.2, 68,*  7,   0, 2,  4.7, ②②, 3, 1,Ｆラッキｰポケット, 69,北村友, 0.1, 74,  -2,* 12, 1,  3.9,⑦⑧⑧
 4,10,Ｇメイショウリベット, 51,水出大, 2.2, 51,  -1, -12,12, 68.8,⑥⑤⑤, 4, 8,Ｇユウタｰラッキｰ, 57,南田雅, 1.0, 54,  -3,  -4, 9, 60.5, ⑧⑧, 4, 5,Ｄジョウノガｰベラ, 71,江田照, 0.3, 68,   2,*  8, 9, 47.4, ⑫⑫, 4, 7,Ｋスプリングバレル, 63,宮崎北, 0.2, 67,*  1,   2,13,122.0,①①①
 5, 7,Ｋマイネアイｰダ, 45,丹内祐, 2.3, 52,  -1, -11, 8, 35.0,⑤⑦⑥, 5, 4,Ｈブライティアカンナ, 55,田辺裕, 1.2, 53,   0,  -8,10, 69.9, ④⑤, 5, 4,Ｅフレノカトリｰヌ, 70,平野優, 0.5, 66,   5,   0, 6, 13.9, ⑤⑤, 5, 6,Ｂエｰシングレｰソロ, 74,江田照, 0.3, 69,  -2,   9, 2,  4.7,⑥⑦⑦
 6, 3,Ｄメイショウヘイゾウ, 59,西村太, 2.3, 52,  -5,  -4,10, 47.1,⑩⑪⑩, 6, 1,Ｉネイチャｰゼウス, 52,西田雄, 1.2, 53,*  1,  -9, 8, 54.9, ③③, 6, 7,Ｎサウスエンピリカル, 62,船曳文, 0.6, 69,  -1,* 12,12, 74.3, ⑮⑮, 6, 4,Ｃシゲルアンビシャス, 71,川島信, 0.4, 73,  -5,* 15, 6, 10.0,⑭⑮⑮
 7,15,Ｉディｰプドリｰム, 48,船曳文, 2.5, 49,*  2, -19, 6, 22.6,②②③, 7, 5,Ｃエリモダンディズム, 62,北村友, 1.4, 50, -11,*  1, 3,  8.4, ⑬⑫, 7,12,Ｂサムワントゥラブ, 72,中舘英, 0.7, 65,   5,  -2, 7, 19.4, ⑧⑧, 7,13,Ｉリッカメルド, 65,安藤光, 0.8, 62,  -1,  -2, 7, 15.9,④⑤⑤
 8, 2,Ｂモｰレツ, 63,丸山元, 2.6, 47,*  1, -18, 2,  3.8,⑧④④, 8, 3, キョウワウィッシュ,---,松山弘, 1.4, 48, -13,*  1,13,219.5, ⑭⑬, 8,14,Ｃスイｰトマトルｰフ, 71,丸田恭, 0.7, 62,*  6,  -6, 8, 30.0, ④④, 8,12,Ｎトドロキエンジェル, 60,田辺裕, 0.8, 67,  -4,  10,12, 79.2,⑯⑭⑬
 9,12,Ｈキセキノウタ, 51,草野太, 2.6, 49,  -3, -11,14,123.8,⑦⑧⑧, 9, 7,Ｆイワイザケ, 59,丸山元, 1.4, 50,  -5,  -4, 6, 17.9, ⑪⑪, 9, 9,Ｏベイルリ, 60,古川吉, 1.0, 64,   1,   1,14, 86.5, ⑬⑬, 9,15,Ｈマイネルメビウス, 66,丸山元, 0.9, 60,*  1,  -6, 5,  8.6,③②②
10,14, フォルモンド,---,荻野琢, 3.5, 45,  -6, -12, 5, 12.3,⑭⑭⑬,10, 6,Ｅアマゾニアン, 59,宮崎北, 1.5, 48,  -6,  -6, 2,  6.5, ⑩⑩,10,16,Ｊテｰオｰティアラ, 66,上村洋, 1.0, 62,   5,  -6, 3, 10.1, ⑨⑨,10, 5,Ｇスマｰトファントム, 67,上村洋, 1.0, 64,  -3,   2,10, 34.8,⑬⑪⑭
