10年11月14日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年11月14日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,銀嶺ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａカフェヒミコ, 60,柴田善,, 65,*  9,*  3, 1,  1.1, ①①, 1, 7, バイヨン,,穂苅寿,,,,, 1,  1.8,④④⑤, 1,14,Ｄコスモレニ, 74,津村明,, 74,   2,* 15, 7, 21.9, ⑧⑨, 1,16,Ｉスタｰボｰド, 81,戸崎圭,, 82,  -5,* 24, 2,  3.3, ④④
 2,10,Ｃアポロノカンザシ, 58,北村宏, 1.4, 55,* 10,  -8, 2,  7.7, ②②, 2,11, モリノミヤコ,,大庭和,205.3,,,, 2,  4.2,⑤①①, 2, 6,Ａツクバキング, 76,柴田善, 0.3, 71,   5,   9, 2,  4.2, ⑦⑦, 2, 3,Ａツクバホクトオｰ, 87,吉田豊, 0.1, 81,* -4,* 23, 4,  7.5, ③③
 3, 3,Ｋトｰセントレジャｰ, 27,吉田豊, 1.9, 47,   0,  -2, 7, 65.4, ⑦⑦, 3, 2, トップシノワｰズ,,石神深,205.3,,,, 6, 26.4,③⑤④, 3,16,Ｉダｰクインサニティ, 72,松岡正, 0.4, 70,* 10,   2, 1,  3.7, ①①, 3, 1,Ｂピｰスオブパワｰ, 85,藤田伸, 0.3, 80,* -3,  18, 3,  5.1, ①①
 4, 1,Ｂレッドオブガバナｰ, 58,伊藤工, 1.9, 48,   3,  -6, 3, 11.5, ⑤⑤, 4, 8, メルシｰゴｰルド,,山本康,205.8,,,, 5, 18.8,①②②, 4,12,Ｍパブリックアフェア, 66,吉田隼, 0.5, 72,  -1,* 14,13,111.6, ⑫⑫, 4,14,Ｐプレシャスジェムズ, 74,吉田隼, 0.5, 79,* -4,  18, 7, 38.0, ②②
 5, 2,Ｅジパングファｰスト, 50,武士沢, 2.7, 41,   3, -11,10,105.7, ⑥⑥, 5, 6, リワｰドクラウン,,五十嵐,206.9,,,, 7, 27.1,⑨⑨⑨, 5,11,Ｎハイエストクライム, 62,横山典, 0.6, 69,   7,   3, 6, 10.5, ④④, 5, 2,Ｊベビｰネイル, 81,横山典, 0.5, 78,  -6,  22, 1,  2.5, ⑤⑤
 6, 4,Ｊサイレントリタｰン, 28,柴山雄, 2.8, 39,  -7,  -1,11,209.4, ⑪⑪, 6, 3, トｰセンブルｰアイ,,蓑島靖,207.0,,,, 8, 45.3,⑪⑩⑩, 6,10,Ｋアｰスグラヴィティ, 70,戸崎圭, 0.7, 69,   0,  11,15,162.2, ⑩⑪, 6,12,Ｇブラッシュアップ, 82,津村明, 0.5, 79,  -9,* 25,11,106.5, ⑪⑫
 7, 7,Ｇニシノカスケｰド, 47,勝浦正, 2.8, 40,  -1,  -8, 6, 43.7, ⑧⑧, 7, 9, ビｰアウェイク,,高野和,207.2,,,, 9, 65.8,⑩⑧⑧, 7, 2,Ｊドリｰムザネクスト, 70,三浦皇, 0.8, 68,  -1,  11,10, 42.7, ⑪⑩, 7,10,Ｃギシアラバストロ, 84,北村宏, 0.9, 75,  -9,  21, 8, 42.7, ⑧⑪
 8, 8,Ｄサｰストンヴィンス, 51,三浦皇, 3.0, 39,  -2,  -9, 5, 39.5, ⑩⑨, 8,10, トウカイロｰド,,佐久間,207.9,,,, 4, 15.2,②③③, 8, 3,Ｌリンドブルム, 69,吉田豊, 0.8, 67,   2,   8, 9, 32.1, ⑨⑧, 8, 5,Ｋシルクアルボｰレ, 80,柴山雄, 1.0, 75,  -9,  21,16,346.7, ⑬⑨
 9, 9,Ｉラヴァリｰシｰク, 32,吉田隼, 3.3, 37,  -5,  -8, 8, 71.2, ⑨⑩, 9, 1, クリノイマジン,,江田勇,208.6,,,,11,169.3,⑦⑦⑦, 9, 5,Ｈミラクルセッション, 73,内田博, 0.9, 67,   6,   2, 4,  7.1, ⑥⑤, 9, 4,Ｍジェイケイボストン, 78,江田照, 1.1, 74,  -6,  16,15,239.3, ⑥⑥
10,11,Ｆレッツマンボウ, 50,柴田大, 3.7, 35,   8, -26, 4, 28.3, ③④,10, 5, コアレスグルｰム,,金子光,208.6,,,,10, 80.0,⑥⑥⑥,10, 1,Ｂハンマｰプライス, 76,勝浦正, 0.9, 67,   5,   3, 5, 10.1, ⑤⑥,10,13,Ｅノｰリプライ, 83,三浦皇, 1.1, 74, -10,  21, 5, 18.1, ⑫⑬
11, 5,Ｈブレスユｰ, 33,郷原洋, 4.2, 31,   8, -31, 9, 89.4, ④③,11,13, マンドリｰカ,,草野太,211.1,,,,13,176.2,⑬⑫⑪,11, 9,Ｇゴｰアップドラゴン, 73,嘉藤貴, 0.9, 68,  -3,* 13,11, 57.5, ⑬⑬,11,11,Ｄディアマジェスティ, 84,柴原央, 1.2, 74,  -7,  17, 6, 22.2, ⑨⑧
,,,,,,,,,,,,12,12, ブラウンゴアｰ,,柴田大,211.2,,,,12,174.2,⑧⑪⑫,12, 8,Ｆリトルドア, 73,北村宏, 1.3, 64,  -4,  11, 3,  4.4, ⑯⑯,12, 8,Ｏハｰドランナｰ, 75,熊沢重, 1.2, 75,  -7,  17,14,230.4, ⑦⑦
,,,,,,,,,,,,13, 4, グランプリサクセス,,高田潤,219.5,,,, 3,  5.0,⑫⑬⑬,13,15,Ｃアルセｰヌシチｰ, 75,武士沢, 1.4, 61,*  9,  -6, 8, 30.8, ③③,13, 7,Ｈブイチャレンジ, 81,武士沢, 1.4, 70,  -9,  17,10, 81.2, ⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,14, 7,Ｅマルタｰズマゼル, 74,伊藤工, 1.6, 63,  -3,   9,12, 86.5, ⑮⑮,14, 9,Ｎダイワルビア, 77,田中博, 1.4, 73, -13,  22, 9, 55.1, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｐセイウンリファイン, 55,北村友, 2.2, 56,*  9, -13,16,174.3, ②②,15, 6,Ｌフィｰルドジュエル, 79,秋山真, 1.6, 70, -12,  18,12,140.1, ⑮⑭
,,,,,,,,,,,,,,,,,,,,,,,,16, 4,Ｏブラウンチｰタｰ, 56,江田照, 2.3, 58,  -3,   3,14,146.6, ⑭⑭,16,15,Ｆアズライト, 83,小牧太, 1.7, 68, -12,  17,13,215.2, ⑭⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-22 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:2),,,,,,,,,,,
