10年12月 5日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年12月 5日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  ダ1700m 3歳上1000万 ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ小倉,,,,,,,,,,,,,,,,,,,,,,,,岩国特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｄリバｰロイヤル, 52,上村洋,, 64,  -2,*  4, 1,  3.1, ③③, 1, 3, ロｰドカナロア,---,古川吉,, 81,*  6,*  5, 1,  1.2, ①①, 1, 2,Ａファイアナカヤマ, 78,太宰啓,, 71,   0,* 11, 1,  2.2,④⑤③, 1, 3,Ｈネオギャラクシｰ, 79,古川吉,, 77,  10,   7, 4, 15.2,⑤⑤④
 2, 9,Ｇニシノショｰタイム, 43,西田雄, 0.1, 63,*  2,*  0, 6,  7.1, ①①, 2, 8, シェルエメｰル,---,佐藤哲, 1.0, 64,   1,  -2, 3, 14.0, ⑤④, 2,15,Ｂルナキッズ, 75,荻野琢, 0.1, 73,*  1,*  9, 2,  4.9,②②②, 2, 9,Ｅキラウエア, 80,上村洋, 0.0, 80,   9,*  9, 2,  4.4,⑦⑥⑥
 3, 8,Ｂトルベジｰノ, 56,秋山真, 1.3, 49,  -6,  -5, 3,  6.5, ⑤⑤, 3, 1, サッチャｰ,---,西田雄, 1.0, 65,   2,  -4,12,125.4, ③②, 3,13,Ｃゴｰアップドラゴン, 72,嘉藤貴, 0.3, 70,  -1,*  9,12, 35.8,⑩⑥⑤, 3, 1,Ａメイショウダグザ, 84,中舘英, 0.2, 75,* 13,   1, 1,  2.0,①①①
 4,14,Ｉスリｰスプリント, 40,黛弘人, 1.4, 47, -12,  -2,10, 84.4, ⑦⑦, 4,13, アイムヒアｰ,---,川島信, 1.4, 58,  -5,  -3,14,213.8, ⑦⑦, 4,12,Ｇメイショウリバｰ, 69,飯田祐, 1.0, 65,   0,   4,11, 33.7,⑮⑧⑧, 4,13,Ｉミルフィアタッチ, 79,宮崎北, 0.3, 74,   8,   7, 6, 16.1,⑨⑦⑤
 5,13,Ｅショウナンマイケル, 49,ウィリ, 1.4, 47, -15,   0, 4,  6.8, ⑨⑨, 5,16, セトノアカリ,---,赤木高, 1.7, 54,  -3,  -8,10, 63.5, ⑧⑧, 5, 6,Ｉウインステルス, 68,ウィリ, 1.0, 65,  -2,   6, 3,  9.5,⑧⑨⑥, 5, 5,Ｃキンショｰダンデｰ, 81,北村友, 0.3, 77,   5,* 13, 3,  8.8,⑭⑮⑩
 6, 3,Ａチェルビアット, 64,中舘英, 1.5, 47,*  0, -11, 2,  4.7, ②②, 6, 7, クｰファセクメト,---,北村友, 2.0, 48,  -9,  -6, 2, 12.1, ⑫⑨, 6, 7,Ｄスタｰサイクル, 72,渡辺薫, 1.2, 65,  -2,   6, 9, 20.6,⑬⑬⑪, 6,16,Ｌコｰトユｰフォリア, 73,赤木高, 0.6, 73,   6,   7,13,112.1,⑫⑪⑧
 7, 2,Ｈフレッチャロッサ, 42,北村友, 1.6, 46, -12,  -4, 5,  7.0, ⑥⑥, 7,11, イソノヴィｰナス,---,畑端省, 2.1, 52,*  4, -19,15,219.4, ②③, 7,16,Ｋリネンタキシｰド, 66,田辺裕, 1.2, 61,   0,   0,10, 25.2,⑪④④, 7,10,Ｍトウカイセレブ, 71,秋山真, 0.6, 72,* 11,  -1, 7, 18.4,④③③
 8, 7,Ｍジンプウ, 21,西村太, 1.9, 41, -19,  -2,12,185.7, ⑫⑫, 8,14, ヒシラスティ,---,中舘英, 2.3, 49,   2, -21, 4, 15.7, ④⑤, 8, 4,Ｌニシキホマレ, 66,丸田恭, 1.3, 62,  -3,   4, 7, 17.7,⑤⑩⑩, 8, 4,Ｆクリスマスキング, 79,ウィリ, 0.7, 73,   8,   4, 5, 16.1,⑩⑨⑨
