10年 8月 1日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 8月 1日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  芝2850m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■10R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,豊栄特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｈピｰエムヘクタｰ, 38,北村宏,, 53, -19,* 13, 5,  6.7, ⑨⑦, 1, 8, トｰセンコックス,,水出大,,,,, 2,  3.9,④③②, 1,18,Ａクルタナ, 58,北村宏,, 63,* -2,* -2, 1,  2.6,   , 1, 6,Ｇゴｰルスキｰ, 79,北村宏,, 92,* 13,* 13, 4,  7.6, ④④
 6, 7,Ａアップトゥパｰ, 60,柴田大, 0.1, 47,*-10,   0, 3,  4.5, ②②, 2, 3, マイネルカｰロ,,草野太,186.4,,,, 3,  7.8,⑥⑦⑦, 2, 7,Ｆトゥモロｰカフェ, 52,中舘英, 0.4, 57,  -7,  -5,11, 26.6,   , 2,17,Ｏワｰルドコンパス, 72,田中勝, 0.7, 83,* 14,   0, 9, 24.2, ②②
 2,14,Ｆビリｰヴマイン, 39,内田博, 0.3, 50, -17,*  9, 1,  3.8, ⑧⑧, 3,13, トキノナスティア,,浜野谷,186.6,,,, 1,  2.4,②②③, 3,10,Ｋムｰンダスト, 45,内田博, 0.4, 57,*  0, -10, 6, 14.4,   , 3,18,Ｈドリｰムゼニス, 78,村田一, 0.8, 82,   7,* 10, 1,  4.2, ⑫⑫
 3,12,Ｇグレイトフルレタｰ, 39,吉田豊, 0.4, 45, -15,   4, 4,  6.1, ⑦⑤, 4, 4, ブルｰポラリス,,五十嵐,186.8,,,, 5, 11.2,①①①, 4,16,Ｅカレンナヒトミ, 53,菅原隆, 0.4, 56, -19,*  2, 8, 18.2,   , 4,16,Ａマイネルエルフ, 85,津村明, 0.9, 79,  10,   3, 6,  9.5, ⑥⑤
 4, 9,Ｋラブステラｰ, 24,西田雄, 0.5, 44, -12,  -1,12,114.8, ③③, 5,12, アグネスヘルメス,,北沢伸,187.0,,,, 8, 23.8,⑨⑧⑧, 5, 4,Ｍアナタノネガイ, 44,西田雄, 0.4, 56, -15,*  0, 7, 16.3,   , 5, 2,Ｆモンテフジサン, 79,内田博, 1.2, 78,  10,   0, 5,  8.6, ⑦⑥
 5, 3,Ｃコスモアトミック, 41,蛯名正, 0.5, 44, -13,   1, 2,  4.3, ④④, 6, 5, タマモヴィグラス,,平沢健,187.3,,,, 7, 20.5,⑫⑫⑫, 6, 9,Ｃノアスピリタス, 55,田中博, 0.5, 54,* -3, -10,12, 32.1,   , 6, 3,Ｄヤマタケディガｰ, 80,田中博, 1.2, 78,   4,* 10,11, 31.5, ⑯⑯
 7, 8,Ｌエムエフコンコルド, 23,田辺裕, 1.0, 36,* -6, -16,10, 65.9, ①①, 7,14, ブルｰベレッタ,,大庭和,187.4,,,,10, 44.2,⑤⑤⑥, 7, 8,Ｂクイｰンガバナンス, 57,伊藤工, 0.6, 52, -17,* -2, 2,  4.6,   , 7, 8,Ｎショウナンアクロス, 72,吉田豊, 1.3, 75,   6,   6,12, 66.9, ⑭⑭
 8,13,Ｉマイネルマサムネ, 27,伊藤工, 1.0, 37, -15,  -5, 6, 13.9, ⑤⑥, 8, 9, マイサンシャイン,,蓑島靖,187.6,,,,13,118.0,⑧⑩⑩, 8,12,Ｇオウカランマン, 52,宮崎北, 0.8, 49,  -4, -13, 4, 11.7,   , 8, 9,Ｊマイネルマルシェ, 76,中谷雄, 1.3, 76,  10,  -2,14,107.3, ⑤⑦
