10年 3月14日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 3月14日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,甲南ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｄミニｰバロｰズ, 58,武豊  ,, 70,*  1,*  4, 5,  9.8, ②②, 1, 9, シｰスピアｰ,,白浜雄,,,,, 1,  1.5,④④②, 1, 5,Ｅチャｰムドリｰム, 72,池添謙,, 73,  -7,* 19, 6, 14.2, ⑭⑭, 1, 7,Ｅトｰホウアタック, 87,和田竜,, 87,* 15,   8, 8, 40.4,⑤③③
 2, 9,Ｃメイショウサバト, 60,田嶋翔, 0.2, 68,  -4,*  7, 3,  4.9, ⑦⑥, 2, 3, ライブリシュロム,,小坂忠,199.2,,,, 6, 16.1,⑦①①, 2,15,Ｂダスタップ, 77,浜口楠, 0.1, 74,   5,   7, 5, 11.2, ⑥⑥, 2,10,Ｈコロナグラフ, 85,川原正, 0.2, 85,* 16,   3, 5, 14.6,②②②
 3, 1,Ｇスナｰクチェリｰ, 52,浜中俊, 0.4, 67,*  3,  -1, 6, 11.3, ①①, 3,13, ラッキｰリップス,,北沢伸,200.1,,,, 3,  9.0,⑥⑤④, 3,10,Ｃファンドリカップ, 76,幸英明, 0.3, 72,   1,   8, 1,  2.4, ⑪⑦, 3, 9,Ｊメイショウタメトモ, 83,川田将, 0.2, 88,  13,* 11,11,129.0,⑩⑨⑦
 4,14,Ｆアクティビュｰティ, 55,熊沢重, 0.8, 63,  -6,   3, 4,  9.8, ⑧⑧, 4,11, トミｰブランド,,植野貴,201.4,,,, 8, 53.5,③③③, 4,14,Ｈシルクドミニオン, 69,川原正, 0.4, 71,  -9,* 18, 8, 23.8, ⑯⑯, 4,14,Ｂタマモクリエイト, 90,幸英明, 0.3, 86,  12,* 10, 4,  8.1,⑧⑩⑧
 5,15,Ａタガノシビル, 62,川田将, 1.0, 61,  -1,  -3, 1,  3.1, ⑤⑤, 5, 8, アスカノユタカ,,熊沢重,201.4,,,, 2,  6.8,①②⑤, 5,13,Ｊエｰティｰショパン, 67,熊沢重, 0.6, 71,   0,   8,11, 68.8, ⑫⑩, 5,12,Ｄエタｰナルスマイル, 87,伊藤直, 0.8, 83,   9,* 12, 9, 88.5,⑬⑬⑬
 6,10,Ｋピアノボレロ, 39,武幸四, 1.2, 61, -16,* 10, 9,119.6, ⑬⑫, 6, 6, オｰプンセサミ,,中村将,201.7,,,, 9, 55.6,⑤⑥⑥, 6, 9,Ｇウララカ, 70,浜中俊, 0.6, 71,  -2,  10, 9, 35.2, ⑬⑬, 6,13,Ｇボクノタイヨウ, 86,藤田伸, 0.9, 81,  14,   2, 7, 25.6,⑥⑥④
 7, 4,Ｂルペルカリア, 61,藤岡佑, 1.5, 56,  -5,  -4, 2,  3.5, ⑥⑦, 7, 7, モリノミヤコ,,浜野谷,202.1,,,, 5, 15.5,⑧⑧⑧, 7, 1,Ｄライフストリｰム, 74,武豊  , 0.7, 69,   2,   4, 3,  5.4, ⑦⑧, 7, 5,Ｆピエナポパイ, 86,池添謙, 1.0, 80,  13,   4, 6, 16.5,⑨⑧⑥
 8,12,Ｈワンダｰチャｰム, 51,小林徹, 1.5, 56,  -1,  -7,11,220.3, ④④, 8, 4, ピサノアルハンブラ,,西谷誠,202.4,,,, 4, 14.6,②⑦⑦, 8, 6,Ｆレジャイｰル, 72,小牧太, 1.0, 65,   1,   2, 4, 11.1, ⑧⑨, 8, 3,Ｉニュｰイチトク, 84,小牧太, 1.4, 77,* 17,  -8, 2,  3.8,①①①
 9, 5,Ｉベルベットカフェ, 51,池添謙, 1.5, 55,*  0,  -8, 7, 13.0, ③③, 9, 5, スカイボｰイング,,岩崎祐,202.5,,,,12,148.0,⑩⑨⑨, 9, 8,Ｐキミニムチュウ, 61,田中学, 1.3, 63,  -7,   9,14,325.4, ⑮⑮, 9, 8,Ｌアグネスマクシマム, 77,渡辺薫, 1.4, 80,  12,   2,12,219.8,⑪⑪⑪
10, 2,Ｅシュンセイ, 56,和田竜, 1.6, 55,  -7,  -3, 8, 26.1, ⑨⑨,10,10, メイショウカレン,,高井彰,204.6,,,, 7, 23.1,⑭⑬⑬,10, 4,Ｉドリｰムクェｰサｰ, 67,大野拓, 1.6, 59,   1,  -2,13,150.7, ⑨⑪,10, 4,Ａキングスエンブレム, 92,武豊  , 1.7, 78,  14,  -3, 1,  2.0,⑦⑦⑤
11, 8,Ｊキョウワプレジャｰ, 49,長谷川, 4.2, 32,  -9, -23,10,136.7, ⑩⑪,11, 1, アイアングリｰン,,林満明,204.7,,,,11, 90.4,⑬⑩⑩,11,11,Ｎオｰルブランニュｰ, 62,藤岡佑, 1.6, 61,* 10, -10,12, 85.1, ②②,11, 6,Ｃアドマイヤスワット, 90,横山典, 1.8, 75,  11,   0, 3,  7.7,⑫⑫⑫
12, 7, テイエムハナヤカ,---,高井彰, 4.3, 31, -19, -14,14,329.7, ⑭⑭,12,14, エルジャンクション,,仲田雅,205.0,,,,13,157.8,⑪⑫⑫,12, 2,Ｌアスタｰクリス, 64,小林徹, 1.7, 61,   8,  -8,15,363.8, ③⑤,12, 2,Ｎグッドフロマｰジュ, 76,石橋守, 2.5, 75,   6,   2,14,462.0,⑭⑭⑭
13,13,Ｌキョウワクインビｰ, 36,中村将, 4.3, 33, -22, -10,16,457.0, ⑮⑮,13, 2, ウインザモチ,,高野容,205.0,,,,10, 83.3,⑫⑭⑭,13, 7,Ｋフェリスホイｰル, 66,藤田伸, 1.8, 59,  -1,  -2, 7, 15.4, ⑩⑫,13, 1,Ｍメイショウゲンスイ, 76,熊沢重, 2.9, 71,  13, -14,13,241.1,④⑤⑨
14,11, カロｰラｰ,---,川原正, 5.0, 25,  -8, -31,12,225.4, ⑪⑩,14,12, ユウリョク,,今村康,205.1,,,,14,231.3,⑨⑪⑪,14,16,Ｏウォｰタｰサムデイ, 61,横山典, 2.1, 56,   7, -12,10, 50.0, ⑤④,14,11,Ｋアｰスワンハｰト, 80,浜中俊, 4.3, 60,  13, -27,10,118.7,③④⑩
15, 6,Ｍミスハロウィｰン, 19,渡辺薫, 5.6, 20, -17, -28,15,350.9, ⑫⑬,,,,,,,,,,,,,15, 3,Ａマイネラロンハ, 77,渡辺薫, 2.3, 55,* 11, -19, 2,  4.8, ①①,,,,,,,,,,,,
16,16, コウエイキャンディ,---,小坂忠, 6.1, 15, -35, -15,13,288.1, ⑯⑯,,,,,,,,,,,,,16,12,Ｍプリティブルｰム, 63,長谷川, 3.2, 47,   8, -21,16,575.7, ④③,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:2),,,,,,,,,,,
