10年10月23日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年10月23日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝2910m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■10R  芝2400m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,古都ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａエｰシンジェイワン, 67,浜中俊,, 69,   4,*  1, 1,  1.8, ③②, 1,10, アスカノユタカ,,高田潤,,,,, 1,  3.1,⑤④②, 1, 9,Ａシュテルンタｰラｰ, 81,浜中俊,, 74,   2,* 13, 1,  1.7, ⑥⑤, 1, 3,Ｎロｰドキャニオン, 76,四位洋,, 86,*  7,  16,16,171.9,⑤⑤⑤
 2, 7,Ｃサカジロゴｰルド, 65,岡部誠, 0.3, 67,*  6,  -4, 4,  8.0, ②③, 2, 5, ビｰビｰスカット,,西谷誠,195.3,,,, 6, 11.6,⑪⑨⑦, 2,11,Ｌアクティビュｰティ, 62,熊沢重, 0.4, 72,   1,* 10, 3,  8.6, ⑧⑥, 2,11,Ｄブルｰミングアレｰ, 83,浜中俊, 0.0, 86,*  7,* 18, 1,  2.8,⑧⑧⑨
 3, 5,Ｂキョウエイバサラ, 66,川島信, 0.4, 66,*  8,  -6, 3,  6.7, ①①, 3,13, ジェンティリティｰ,,林満明,195.5,,,, 7, 22.7,③③④, 3,16,Ｎエｰシンスポｰル, 60,川田将, 0.4, 70,*  7,   4, 8, 44.5, ②②, 3, 1,Ｂロイヤルネックレス, 85,池添謙, 0.0, 86,   5,* 19, 2,  3.6,⑦⑦⑧
 4,14,Ｉショウナンタスク, 45,幸英明, 0.4, 65,   2,*  0, 5, 11.8, ⑦⑦, 4, 3, シゲルハスラット,,高野容,195.5,,,, 4,  6.7,⑥⑤③, 4,14,Ｄシルバｰキセキ, 68,福永祐, 0.5, 69,*  5,   5, 2,  6.9, ④③, 4, 9,Ｌトモロポケット, 78,岡部誠, 0.1, 84,*  8,  12, 6, 19.1,②②②
 5, 9,Ｅオウエイロブロイ, 57,川田将, 1.6, 55,   3, -11, 7, 32.8, ⑥④, 5, 6, メイショウブソン,,植野貴,195.9,,,,10, 39.5,②①①, 5, 3,Ｅメイショウフェｰヴ, 67,難波剛, 1.2, 63,  -4,   8,12,114.8, ⑫⑩, 5, 4,Ｋエｰシンジｰライン, 78,芹沢純, 0.2, 82,*  7,  12,13, 93.5,③③④
 6, 4,Ｄバｰジニアキャット, 63,福永祐, 1.6, 52,  -2,  -7, 2,  6.2, ⑧⑧, 6, 4, ディｰプスピリット,,小坂忠,196.5,,,, 3,  6.5,⑫⑧⑥, 6, 2,Ｍメイショウヤワラ, 62,幸英明, 1.2, 63,*  8,  -4, 5, 10.5, ①①, 6,16,Ａフィニステｰル, 85,藤田伸, 0.2, 86,   5,* 19, 4, 10.8,⑬⑫⑬
 7,11,Ｆシゲルカイチョウ, 54,池添謙, 1.8, 52,   3, -14, 8, 40.3, ④⑤, 7, 9, フィデリオ,,北沢伸,197.8,,,, 8, 25.8,⑩⑩⑧, 7, 1,Ｃピエナリリｰ, 70,太宰啓, 1.4, 61,  -7,* 10,10, 72.1, ⑮⑭, 7,14,Ｏモｰニングフェイス, 76,川島信, 0.3, 83,*  7,  12, 8, 44.5,⑪⑨⑦
 8, 2,Ｈシゲルトウカツカン, 45,太宰啓, 2.0, 47, -10,  -3,12,145.9, ⑬⑫, 8,12, ブルｰフォｰチュン,,大江原,198.4,,,, 2,  3.7,④⑦⑤, 8, 4,Ｂニホンピロシュラブ, 74,酒井学, 1.5, 61,*  5,  -4, 4,  8.8, ③④, 8,18,Ｒシゲルタック, 73,高倉稜, 0.5, 81,   5,  14,12, 81.8,⑫⑬⑫
 9, 8,Ｌクｰルオｰシャン, 42,藤田伸, 2.0, 49,  -1, -12, 9, 58.0, ⑨⑨, 9, 2, ヤマニンドレｰプ,,浜野谷,200.5,,,,11, 70.0,⑨⑪⑨, 9, 6,Ｇスプリングアウェク, 67,藤岡佑, 1.7, 59,  -1,   1, 6, 18.4, ⑨⑧, 9,15,Ｅカワキタフウジン, 83,福永祐, 0.5, 83,   4,  16, 3,  4.7,⑭⑭⑭
10, 1,Ｇネバｰプリンス, 51,田中克, 2.3, 48,   3, -18,10, 69.0, ⑤⑥,10, 8, シャイニｰフライト,,佐久間,200.6,,,,14,129.2,⑬⑫⑩,10,15,Ｆロｰズバレｰ, 67,高倉稜, 1.9, 54,   2,  -5,14,133.5, ⑤⑦,10, 8,Ｍワンダｰムシャ, 76,野元昭, 0.7, 77,*  8,   2, 7, 20.9,①①①
11,12,Ｍマンテンマックス, 42,佐久間, 2.4, 46,  -3, -13,14,214.0, ⑩⑪,11,14, トｰセンガラシャ,,石神深,213.7,,,,13,100.8,⑭⑬⑪,11,10,Ｏグロｰリｰブリッジ, 57,石橋守, 2.0, 57,  -8,   4,15,173.9, ⑯⑯,11, 2,Ｉミヤビベガ, 79,武幸四, 0.7, 84,   2,* 22,10, 63.0,⑱⑱⑱
12, 3,Ｎカシノエイカン, 36,大下智, 2.4, 45,  -5, -12,13,185.3, ⑪⑩,,,,,,,,,,,,,12,13,Ｊサンレイフレンド, 63,岩崎祐, 2.0, 56,  -7,   4, 7, 26.1, ⑭⑮,12,13,Ｆマイネトゥインクル, 80,幸英明, 0.8, 80,   4,  13,17,204.7,⑰⑮⑮
13,13,Ｋホウショウキング, 43,藤岡佑, 2.6, 43, -12,  -6, 6, 21.3, ⑭⑭,,,,,,,,,,,,,13, 5,Ｋルナドリｰム, 62,小牧太, 2.2, 53,   1,  -5,11, 77.5, ⑦⑨,13, 5,Ｃレッドスパｰクル, 85,藤岡佑, 0.9, 80,   3,  15, 5, 11.5,⑯⑯⑯
14,10,Ｊドクタｰコジロウ, 44,高倉稜, 2.9, 38,  -7, -13,11,123.2, ⑫⑬,,,,,,,,,,,,,14, 7,Ｉサクラサライ, 64,池添謙, 2.3, 53,  -3,  -2, 9, 56.0, ⑪⑪,13, 6,Ｇデンコウミサイル, 80,酒井学, 0.9, 76,   5,   8,18,224.4,⑨⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,15, 8,Ｈマキハタピンナップ, 66,芹沢純, 2.4, 51,  -2,  -4,13,122.9, ⑩⑫,15, 7,Ｈアイティトップ, 79,田嶋翔, 0.9, 77,   5,   8,15,157.6,⑩⑪⑪
,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｐエイシンペリｰ, 35,岡部誠, 3.4, 43,  -4, -11,16,338.7, ⑬⑬,16,10,Ｐロｰレルベルロｰド, 75,川田将, 1.0, 75,*  8,  -1,11, 80.6,④④③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12,Ｊエｰシンダｰドマン, 79,小牧太, 1.0, 78,   3,  13, 9, 51.3,⑮⑰⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,Ｑアグネススタｰチ, 75,熊沢重, 1.0, 75,*  7,   0,14,108.2,⑥⑥⑥
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,
単勝:180円 複勝:06=110円 07=160円 05=160円 枠連:420円,,,,,,,,,,,,"単勝:310円 複勝:10=170円 05=300円 13=540円 枠連:1,240円",,,,,,,,,,,,単勝:170円 複勝:09=110円 11=220円 16=650円 枠連:690円,,,,,,,,,,,,"単勝:17,190円 複勝:03=2,430円 11=140円 01=160円 枠連:6,770円",,,,,,,,,,,
馬連:580円 ワイド:06-07=240円 05-06=200円 05-07=470円,,,,,,,,,,,,"馬連:1,670円 ワイド:05-10=810円 10-13=1,100円 05-13=2,700円",,,,,,,,,,,,"馬連:760円 ワイド:09-11=310円 09-16=1,070円 11-16=4,410円",,,,,,,,,,,,"馬連:25,320円 ワイド:03-11=7,070円 01-03=7,260円 01-11=260円",,,,,,,,,,,
"馬単:900円 3連複:620円 3連単:2,590円",,,,,,,,,,,,"馬単:2,920円 3連複:8,170円 3連単:31,590円",,,,,,,,,,,,"馬単:990円 3連複:6,440円 3連単:16,550円",,,,,,,,,,,,"馬単:85,300円 3連複:24,760円 3連単:366,650円",,,,,,,,,,,
