10年 3月20日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 3月20日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,御在所特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｌバイブレイションズ, 46,蛯名正,, 58,  -1,* -5, 4,  7.6,⑦⑤⑤, 1, 1,Ｂフィドルプレイヤｰ, 60,生野賢,, 56,  -6,* -2, 1,  2.9, ⑤④, 1, 4,Ｅデュｰクワンダｰ, 70,福永祐,, 78,*  6,*  8, 9, 24.9, ②②, 1, 8,Ｂナリタトルネｰド, 75,宮崎北,, 72,* 13, -12, 3,  5.9,①①①
 2, 3,Ｂサザンクロスレディ, 62,長谷川, 0.0, 56,  -3,* -1, 1,  3.4,⑥⑨⑥, 2, 4,Ａデイズオブメモリｰ, 63,田中健, 0.2, 55,* -2,  -6, 2,  3.3, ②②, 2, 1,Ｊアルマダ, 64,松山弘, 0.7, 70,   3,   4,10, 33.5, ③③, 8, 9,Ｄシンボリロｰレンス, 73,丸田恭, 0.1, 73,   0,* 11, 5,  9.9,⑭⑭⑭
 3, 8,Ｎフラワｰガイア, 36,藤岡佑, 0.3, 53,*  1, -12,10, 30.8,②②②, 3, 3,Ｍラストワルツ, 43,中舘英, 0.3, 53,*  0, -11, 3,  8.0, ①①, 3, 9,Ｂブライアントパｰク, 72,中舘英, 0.8, 69,   0,   5, 4,  7.9, ⑤⑤, 2,10,Ｊグレイスフルソング, 66,蛯名正, 0.5, 70,   2,*  3,12, 45.5,⑬⑬⑬
 4, 4,Ｉカフェフレグランス, 49,松岡正, 0.4, 53,  -4,* -3, 9, 25.2,⑮⑪⑪, 0, 6,Ｈブルｰエンジェル, 52,丸田恭, 0.4, 51,  -7,  -6,11, 35.9, ⑦⑩, 4,10,Ｋリｰヴタイム, 63,和田竜, 0.8, 70,*  8,   0, 6, 13.3, ①①, 3,15,Ｏトゥリオｰニ, 61,藤岡佑, 0.6, 68,   4,  -4,14, 54.3,⑩⑩⑪
 5,12,Ｈラガｰラブリン, 49,松田大, 0.5, 57,  -4,* -2,13,123.6,⑭⑫⑫, 4,16,Ｐペガサスマｰチ,  3,北村友, 0.5, 51, -14,* -1, 8, 24.0, ⑭⑭, 5,13,Ｃガオウ, 72,西田雄, 1.0, 68,   0,   3, 8, 16.7, ⑥⑦, 4, 4,Ｈリッカロイヤル, 67,北村友, 0.6, 68,   4,  -4, 6, 10.1,⑨⑨⑩
 6, 1,Ｅクリムゾンシップ, 53,荻野琢, 0.8, 52,   0, -14,12, 65.5,③④④, 5,11,Ｆベルエｰル, 53,太宰啓, 0.6, 49, -10,  -6, 5, 13.0, ⑩⑧, 6, 5,Ｆメイショウアｰチャ, 68,蛯名正, 1.1, 64, -11,*  9, 1,  3.1, ⑬⑬, 5,11,Ｅテツキセキ, 73,荻野琢, 0.6, 68,   6,  -7, 4,  8.4,⑦⑧⑦
 7,11,Ｋシゲルゴウヒメ, 47,川島信, 0.9, 48,*  2, -18,14,131.3,①①①, 6,10,Ｃエルブロンネ, 54,浜中俊, 0.6, 49, -10,  -6, 6, 16.3, ⑨⑦, 7,16,Ｉパワｰウェｰブ, 64,松田大, 1.1, 67,   3,   0, 7, 14.0, ④④, 6, 3,Ｃナリタジャングル, 74,福永祐, 0.6, 69,   6,  -6, 2,  5.8,⑧⑦⑧
 8, 2,Ｏサトノサクラ, 35,幸英明, 1.1, 49,  -2, -12, 7, 12.7,⑩⑧⑦, 7, 2,Ｄオｰサンクロッカス, 53,村田一, 0.7, 48,  -9,  -7,14, 81.0, ⑧⑨, 8,15,Ｈゴｰルデンリング, 65,国分恭, 1.2, 65,   0,   1, 3,  5.7, ⑦⑥, 7,13,Ａトレジャｰハント, 78,太宰啓, 0.7, 66,   4,  -5, 1,  2.8,⑪⑪⑨
