10年 7月11日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 7月11日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  ダ1400m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾟﾛｷｵﾝｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｅブルｰモｰメント, 60,福永祐,, 64,* -1,*  5, 1,  1.7,②③②, 1,14, ショウナンマイティ,---,浜中俊,, 72, -12,* 22, 2,  6.2, ⑨⑨, 1,14,Ｇアキノフライ, 68,川須栄,, 75,*  8,*  2, 7, 20.1,④③③, 1,16,Ｅケイアイガｰベラ, 92,岩田康,, 90,*  9,* 22, 4,  7.7, ①①
 2,11,Ｃフラワｰガイア, 61,藤岡康, 0.2, 64,* -1,*  4, 2,  7.3,④⑤③, 2, 5, ロｰザディアマント,---,北村友, 0.1, 70,  -8,  14, 4, 14.1, ⑥⑥, 2, 9,Ｈワンダｰプリマ, 67,田村太, 0.0, 76,* 10,   1, 9, 24.8,②②②, 2, 8,Ｂサマｰウインド, 95,藤岡佑, 0.7, 83,*  8,  17, 2,  5.3, ②②
 3,13,Ｆキュルミナン, 56,藤岡佑, 0.4, 62,*  0,   0, 7, 18.0,⑩①①, 3, 6, ダンテスク,---,佐藤哲, 0.4, 66, -11,* 15, 5, 15.4, ⑧⑧, 3, 3,Ｃプリンセスペスカ, 71,幸英明, 0.2, 75,   8,*  3, 3,  6.5,③④⑤, 3, 1,Ｄナムラタイタン, 93,熊沢重, 0.7, 85,   7,* 19, 1,  1.7, ④④
 4, 3,Ｈキモンピンキｰ, 55,高倉稜, 0.5, 61,  -2,   2,10, 45.1,①②④, 4, 8, トツゼンノハピネス,---,川田将, 0.7, 61,* -5,  -2, 7, 28.3, ③③, 4,12,Ｂミルフィアタッチ, 72,川原正, 0.4, 74,   6,*  5, 4,  7.0,⑨⑨⑧, 4, 6,Ａダイショウジェット, 95,柴山雄, 1.2, 78,   5,  17, 5, 17.9, ⑨⑩
 5, 2,Ａカワカミショコラ, 65,高橋亮, 0.6, 60,  -2,   2, 6, 15.4,⑤④⑤, 5, 7, ソｰラｰセイル,---,柴山雄, 1.0, 58,  -7,  -4, 9, 53.1, ⑤④, 5, 7,Ａピサノルビｰ, 75,岩田康, 0.7, 73,   7,   0, 1,  3.0,⑪⑦⑥, 5,13,Ｆティアップワイルド, 90,池添謙, 1.3, 78,   6,  15, 6, 19.9, ⑥⑥
 6,14,Ｋダノンボンジュｰル, 48,国分恭, 0.8, 60,  -3,   1, 5, 13.4,⑥⑥⑥, 6, 1, ヴィクトリｰスタｰ,---,藤岡康, 1.1, 62, -15,  14, 3,  6.7, ⑬⑭, 6,11,Ｄランブリングロｰズ, 70,藤岡康, 1.2, 69,   8,  -6, 2,  5.2,⑥⑤④, 6, 5,Ｇセレスハント, 89,福永祐, 1.4, 78,   7,  13,11, 98.1, ⑤⑤
 7, 7,Ｂピンクアリエス, 64,川田将, 1.5, 58,  -7,*  4, 3,  8.8,⑪⑭⑬, 7, 2, ヒデノオｰカン,---,渡辺薫, 1.3, 56,  -8,  -4,16,219.8, ④⑤, 7, 5,Ｅカスガ, 69,佐藤哲, 1.7, 67,   5,  -4, 5,  9.4,⑫⑫⑨, 7,15,Ｋシャイニングアワｰ, 84,幸英明, 1.5, 78,   5,  15, 9, 66.1, ⑩⑦
 8,12,Ｇラクスクライン, 55,川島信, 1.6, 54,  -3,  -3, 8, 31.2,⑭⑧⑧, 8, 4, バンブｰチェルシｰ,---,幸英明, 1.4, 59, -16,  12, 8, 39.5, ⑯⑮, 8, 2,Ｆワキノキルシェ, 68,北村友, 1.9, 68,   4,  -2,12, 53.0,⑬⑬⑪, 8, 3,Ｎタマモホットプレイ, 79,渡辺薫, 1.5, 78,   5,  14,14,260.5, ⑦⑧
 9,16,Ｉニシノグラビア, 54,渡辺薫, 1.7, 57,  -7,   2,12,138.7,⑮⑮⑫, 9,16, ドリｰムガン,---,上野翔, 1.6, 49,* -4, -18,12,108.7, ①①, 9, 6,Ｉキョウワレジｰナ, 64,和田竜, 2.3, 62,   5, -10, 6, 12.5,⑧⑩⑩, 9,12,Ｃグロリアスノア, 93,小林慎, 1.6, 76,   4,  15, 3,  7.2, ⑫⑪
10, 9,Ｍバンブｰアミｰゴ, 43,和田竜, 1.9, 54,  -3,  -5,13,186.2,⑧⑨⑦,10,11, シゲルジュウヤク,---,国分恭, 1.7, 49,* -5, -17,10, 78.5, ②②,10, 4,Ｊウォｰタｰリメイン, 63,佐久間, 2.8, 60,   3,  -9,14,157.4,⑭⑭⑭,10, 4,Ｌタｰトルベイ, 84,藤岡康, 1.7, 76,   4,  14,15,321.7, ⑭⑬
11, 6,Ｄメイケイソフィア, 60,幸英明, 2.1, 52,  -5,  -4, 4, 12.1,⑨⑫⑪,11,13, アルゴリズム,---,福永祐, 1.7, 53, -13,   1, 1,  1.7, ⑪⑪,11,10,Ｌメイショウカガリビ, 61,国分恭, 3.3, 54,   6, -21,11, 33.0,⑦⑥⑦,11, 7,Ｐマカニビスティｰ, 73,川田将, 1.8, 76,   2,  15, 7, 30.4, ⑯⑯
12,15,Ｎメルシｰフリｰト, 41,赤木高, 2.9, 48, -11,   1,16,323.1,⑯⑯⑯,12,15, アドマイヤネアルコ,---,藤岡佑, 1.7, 54, -15,   3, 6, 16.9, ⑭⑬,12, 1,Ｋテイエムウミユキ, 62,高倉稜, 3.3, 53,*  9, -28, 8, 20.9,①①①,12,10,Ｉプロセッション, 85,二本柳, 1.8, 75,   5,  13,13,233.1, ⑪⑭
13, 5,Ｐエリモマドンナ, 35,鮫島良, 3.2, 45,  -5, -14, 9, 35.6,⑦⑩⑩,13,10, ケンタッキｰロｰド,---,池添謙, 1.8, 51,  -9,  -9,11, 98.8, ⑦⑦,13,13,Ｍディアブリッジ, 57,浜中俊, 5.0, 45,   4, -31,10, 26.4,⑩⑪⑬,13,11,Ｍマイプリティワン, 83,小牧太, 1.8, 75,   2,  16,10, 87.3, ⑮⑮
14, 8,Ｏニホンピロスティラ, 36,太宰啓, 4.2, 38,  -6, -20,14,270.5,⑬⑬⑮,14,12, スズカアクシオ,---,川須栄, 3.0, 41, -19,  -6,13,116.8, ⑮⑯,14, 8,Ｎドレッシｰ, 51,藤岡佑,13.9,-22,   4, ---,13, 81.2,⑤⑧⑫,14,14,Ｊトｰホウアタック, 85,和田竜, 1.9, 75,   4,  12,12,201.5, ⑬⑫
15,10,Ｌダンツオｰロラ, 47,安藤光, 4.6, 32,  -5, -25,15,303.9,⑫⑪⑭,15, 9, マギｰメイ,---,野元昭, 4.2, 27, -13, -34,15,206.1, ⑫⑫,,,,,,,,,,,,,15, 2,Ｈメイショウシャフト, 86,難波剛, 2.4, 70,   5,   7,16,494.5, ⑧⑨
16, 1,Ｊアピｰルタイム, 53,北村友, 5.7, 30,  -3, -38,11,102.3,③⑦⑨,16, 3, コウトクリュウ,---,和田竜, 4.3, 27, -13, -36,14,172.5, ⑩⑩,,,,,,,,,,,,,16, 9,Ｏコスモセンサｰ, 76,川原正, 2.8, 66,*  8,  -1, 8, 37.3, ③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:90 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-4),,,,,,,,,,,
単勝:170円 複勝:04=110円 11=170円 13=300円 枠連:420円,,,,,,,,,,,,単勝:620円 複勝:14=250円 05=490円 06=530円 枠連:450円,,,,,,,,,,,,"単勝:2,010円 複勝:14=570円 09=550円 03=230円 枠連:5,750円",,,,,,,,,,,,"単勝:770円 複勝:16=180円 08=140円 01=110円 枠連:1,410円",,,,,,,,,,,
馬連:500円 ワイド:04-11=230円 04-13=470円 11-13=890円,,,,,,,,,,,,"馬連:2,700円 ワイド:05-14=890円 06-14=1,030円 05-06=1,500円",,,,,,,,,,,,"馬連:24,080円 ワイド:09-14=5,410円 03-14=1,890円 03-09=1,720円",,,,,,,,,,,,"馬連:1,960円 ワイド:08-16=490円 01-16=290円 01-08=190円",,,,,,,,,,,
"馬単:680円 3連複:1,760円 3連単:4,210円",,,,,,,,,,,,"馬単:5,170円 3連複:9,510円 3連単:46,970円",,,,,,,,,,,,"馬単:48,140円 3連複:33,220円 3連単:266,780円",,,,,,,,,,,,"馬単:3,960円 3連複:930円 3連単:8,930円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 5R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 8R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■11R  芝1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,舞子特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｂヒｰロｰ, 65,川田将,, 71,  -2,*  9, 1,  1.7, ③③, 1, 6,Ａミッドタウンレディ, 69,岩田康,, 77,   6,*  3, 1,  2.5, ⑤④, 1, 4,Ｉポｰトスピｰド, 69,幸英明,, 84,   8,*  6,13,115.3, ⑩⑩, 1,12,Ｃピｰスピｰス, 73,飯田祐,, 75,   3,*  5, 3,  5.7, ⑮⑮
 2, 6,Ｌニホンピロワルタｰ, 49,藤岡康, 0.0, 72,*  0,*  8, 6, 33.9, ①①, 2,11,Ｌキョウワマグナム, 41,池添謙, 0.2, 74,   5,*  3, 7, 20.6, ⑨⑦, 2,12,Ｈミキノバンジョｰ, 70,太宰啓, 0.1, 81,  11,  -1, 2,  5.3, ⑥⑤, 2,11,Ａリバｰハイランド, 77,幸英明, 0.0, 76,  10,  -6, 1,  4.0, ⑥⑤
 3,15,Ｄオｰルザワｰルド, 61,和田竜, 1.3, 62,  -7,*  5, 3,  7.0, ⑪⑩, 3,17,Ｂマザｰウェル, 68,藤岡康, 0.3, 75,* 10,  -4, 6,  9.1, ③③, 3,13,Ｂサンライズウィル, 73,和田竜, 0.4, 79,  11,  -5, 7, 30.0, ⑦⑦, 3, 4,Ｄヴィクトリｰマｰチ, 72,岩田康, 0.1, 75,   9,  -4, 2,  4.4, ⑧⑧
 4, 4,Ｉテイケイワイズ, 57,幸英明, 1.7, 58,  -5,  -2,11, 98.4, ⑨⑨, 4,16,Ｅゴｰゲッタｰ, 62,渡辺薫, 0.5, 69,   1,*  4, 5,  8.7, ⑪⑪, 4, 3,Ｅザバイオ, 71,鮫島良, 0.4, 81,   6,*  7, 4,  9.5, ⑪⑬, 4,17,Ｆコスモドロス, 71,柴山雄, 0.5, 70,   7,  -5, 7, 19.2, ⑬⑫
 5, 2,Ｅディｰプハント, 60,岩田康, 1.8, 58,  -4,  -4, 2,  4.0, ⑦⑥, 5, 5,Ｃホットチリペッパｰ, 64,川田将, 0.9, 70,* 14, -17, 3,  6.3, ②②, 5, 2,Ａサンライズトリプル, 83,岩田康, 0.5, 78,  11,  -7, 1,  1.9, ③⑥, 5,10,Ｋホウショウアビル, 67,小牧太, 0.7, 68,* 12, -16,14, 96.5, ④③
 6,12,Ｈクエｰサｰ, 57,国分恭, 1.9, 56,  -4,  -5,13,153.4, ⑧⑧, 6,18,Ｇライブリフライト, 56,佐藤哲, 0.9, 64,   3,  -3, 9, 45.5, ⑬⑨, 6, 9,Ｃロｰズリパブリック, 72,小牧太, 1.5, 67,* 13, -23, 3,  5.9, ②②, 6, 3,Ｂザバトルユｰジロｰ, 73,太宰啓, 0.7, 68,   7,  -9, 9, 24.9, ⑩⑨
 7,16,Ｆエリモマｰヴェラス, 59,小牧太, 1.9, 57,  -8,   2, 5, 18.9, ⑩⑪, 7,12,Ｊオポム, 49,国分恭, 1.2, 62,   3,  -7,17,327.7, ⑧⑧, 7,10,Ｆマックスドｰズ, 71,川原正, 1.5, 68,* 13, -22,10, 66.9, ④③, 7, 5,Ｎマルセイユシチｰ, 64,松田大, 0.8, 68,  11, -14,15,106.9, ⑤⑥
 8, 7,Ｊシルクエロｰジュ, 52,川須栄, 2.1, 55,  -3,  -7, 7, 45.0, ⑥⑤, 8, 7, アｰデルハイト,---,福永祐, 1.4, 59,   1,  -7, 2,  6.1, ⑩⑩, 8,11,Ｄアキノグロｰブ, 71,熊沢重, 1.7, 65,* 12, -25, 6, 18.0, ⑤④, 8,14,Ｈアｰモンドケｰキ, 68,川原正, 0.8, 64,  -1,*  0,16,121.9, ⑰⑰
 9, 9,Ａデュｰクビスティｰ, 66,小林慎, 2.1, 55,*  0, -10, 4, 12.2, ②②, 9, 8,Ｄマチカネドウドウ, 62,藤岡佑, 1.4, 59,  -1,  -3, 4,  6.8, ⑭⑬, 9, 5,Ｌジャングルストｰン, 66,国分恭, 2.1, 61,* 14, -35, 8, 48.6, ①①, 9,13,Ｇマイネルピリアｰ, 70,和田竜, 0.9, 64,   3,  -7,11, 30.0, ⑯⑯
10, 5, ブレイブフェイス,---,北村友, 2.2, 56, -11,   3,12, 98.5, ⑭⑬,10, 1,Ｏヤマカツセイレｰン, 39,熊沢重, 1.8, 60,* 14, -28,16,318.5, ①①,10, 7,Ｊタクティクス, 68,福永祐, 2.8, 55,  11, -38, 5, 13.0, ⑧⑧,10,16,Ｌテイエムキングダム, 66,佐藤哲, 1.2, 60,   6, -15,12, 42.2, ⑫⑪
11,14, エアレモネｰド,---,福永祐, 2.3, 54,  -9,  -1, 8, 56.0, ⑬⑭,11,15,Ｈプリンセスメイク, 54,田嶋翔, 2.0, 52,  -4,  -8,12,107.7, ⑯⑯,11, 1,Ｍヒルノラディアン, 60,松田大, 2.9, 55,   7, -30,12,109.4, ⑬⑫,11, 2,Ｐコルドバ, 58,福永祐, 1.4, 61,* 13, -26, 4,  8.0, ①①
12, 8,Ｃテラノパンサｰ, 61,高倉稜, 2.3, 54, -12,   3,14,198.0, ⑮⑮,12,13,Ｉマサノブルｰス, 50,高倉稜, 2.1, 52,  -1, -12,13,112.2, ⑫⑭,12, 8,Ｇヴィジレ, 70,高倉稜, 2.9, 53,  11, -40,11, 73.1, ⑨⑨,12,15,Ｅトシザワイルド, 71,川田将, 1.4, 60,   8, -20, 5,  8.2, ⑨⑩
13, 3,Ｇナムラスパウト, 59,熊沢重, 2.4, 54,  -3, -10,10, 89.6, ⑤⑦,13, 4,Ｎピットスポルム, 39,岡部誠, 2.8, 46,   6, -29,14,115.1, ⑦⑥,13, 6,Ｋダｰクジャケット, 67,浜中俊, 5.4, 36,   8, -69, 9, 66.6, ⑫⑪,13, 6,Ｊメイショウタフ, 68,北村友, 1.5, 57,   3, -13, 6, 15.3, ⑭⑭
14,10,Ｍスティｰヴイモン, 48,川原正, 2.5, 53, -12,   1,15,237.7, ⑯⑯,14, 2, ウインドフォレスト,---,和田竜, 2.9, 44,  -9, -13,11,101.4, ⑱⑱,,,,,,,,,,,,,14,18,Ｍダブルレインボｰ, 64,藤岡康, 1.7, 57,  10, -26, 8, 19.5, ⑦⑦
15,13, ワカムシャラミｰ,---,田村太, 5.5, 28,  -9, -30,16,325.5, ⑫⑫,15,14,Ｍアグラフェｰナ, 41,鮫島良, 3.1, 41,  -1, -24,18,380.8, ⑮⑮,,,,,,,,,,,,,15, 7,Ｉマスタｰチアフル, 68,高橋亮, 1.8, 57,* 13, -31,10, 26.0, ②②
16,11,Ｋディｰプドリｰム, 51,太宰啓, 6.5, 20,* -1, -48, 9, 65.5, ④④,16,10,Ｆイメｰジレイナ, 59,小牧太, 3.1, 41,  -8, -17,10, 59.9, ⑰⑰,,,,,,,,,,,,,16, 1,Ｏタナカラボタモチ, 59,鮫島良, 2.3, 49,   3, -25,13, 65.9, ⑪⑬
,,,,,,,,,,,,17, 9,Ｋジャクソンバロｰズ, 46,川島信, 3.9, 33,   6, -45,15,279.5, ④⑤,,,,,,,,,,,,,17, 8,Ｑシャイニｰモス, 57,国分恭, 2.6, 47,* 12, -40,17,129.6, ③④
