10年 4月10日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 4月10日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 7R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
 4, 7,Ｊニシノツインクル, 24,古川吉, 0.7, 57,*  5, -18, 5, 10.3, ①①, 4,11,Ｆダンシングムｰン, 48,丹内祐, 0.7, 61,  -1,  -1,13,116.6,⑧⑥⑥, 4,13,Ｅシルクタイタン, 66,古川吉, 0.5, 71,   7,* -7, 3,  6.0,⑭⑩⑤, 4, 9,Ｉオリオンザブラック, 73,大野拓, 0.7, 72,  -6,   8, 8, 17.0, ⑩⑪
 5,16, タマモピアス,---,勝浦正, 0.9, 53, -19,*  3,13,104.9, ⑭⑩, 5, 6,Ｄトレノヴィジョン, 53,小野寺, 0.7, 59,*  1,  -6, 2,  6.4,②②②, 5,10,Ｊタガノガブリエル, 63,長谷川, 0.7, 66,*  9, -19, 7, 12.6,⑥①①, 5, 1,Ｈトップオブボストン, 73,上村洋, 0.8, 70,*  3,  -2,10, 25.4, ①①
 6, 1,Ｉセレブシチｰ, 40,村田一, 1.0, 51, -14,  -4,14,145.3, ⑫⑧, 6, 5,Ｇウエスタンエルザ, 47,的場勇, 1.1, 55,*  0,  -9, 9, 45.9,③③③, 6, 7,Ｎハイゲｰト, 59,上村洋, 0.7, 66,*  8, -16,14,195.1,⑫③②, 6,16,Ｋフェｰルクｰクｰ, 72,村田一, 0.9, 69,*  2,  -2,15,121.2, ③③
 7,12, スウィングベル,---,長谷川, 1.2, 49, -13,  -7, 7, 27.1, ⑪⑪, 7,13,Ａメイショウトシイエ, 62,長谷川, 1.6, 53,  -3,  -8, 3,  7.2,⑫⑪⑧, 7,16,Ｆマイネルメビウス, 66,太宰啓, 1.0, 63,*  8, -17, 2,  5.5,⑩④⑥, 7,12,Ｌグロｰリｰルピナス, 72,小野寺, 1.0, 67,  -7,   6,12, 45.8, ⑭⑮
 8, 5, ルチュｰ,---,水口優, 1.3, 48, -10, -11,16,277.3, ⑦⑨, 8,10,Ｌホワッツアップ, 39,千葉直, 1.9, 50,  -2, -12,15,211.7,⑩⑨⑨, 8, 3,Ｐディベイタｰ, 51,西田雄, 1.7, 59,   6, -21,16,422.6,⑦⑪⑪, 8, 8,Ｎシティボス, 68,太宰啓, 1.1, 65, -10,   7,11, 42.6, ⑮⑭
 9, 9, レアミルフィｰユ,---,丸山元, 1.4, 46,  -2, -20,10, 41.5, ④③, 9, 1,Ｃマｰメイドライン, 57,丸山元, 2.0, 49,  -5, -10, 7, 24.4,⑮⑮⑪, 9,12,Ｉキャッツテイル, 64,国分優, 1.9, 58,   7, -24,13,137.2,⑤⑫⑩, 9,10,Ｆポｰルアックス, 74,吉田隼, 1.1, 65,  -3,   0, 2,  6.2, ⑧⑧
10, 8,Ｂフラワｰストｰム, 61,田中健, 1.5, 46,*  4, -26, 4,  9.4, ②②,10,15,Ｉリッツィｰスタｰ, 44,芹沢純, 2.3, 44,  -4, -17,16,245.6,⑪⑬⑫,10, 2,Ｂメイショウユウシャ, 69,荻野琢, 2.1, 56,   5, -23, 5,  7.3,⑧⑭⑬,10,11,Ｅレディハニｰ, 75,田辺裕, 1.4, 60,  -3,  -3, 4,  9.3, ⑦⑩
11,14, ウェｰブピアサｰ,---,藤岡康, 1.6, 42, -32,*  6,11, 57.1, ⑯⑯,11, 7, グランドシチｰ,---,吉田隼, 2.4, 44,  -6, -14, 8, 25.1,⑯⑯⑭,11,11,Ｍインディアンサマｰ, 60,村田一, 2.2, 57,   7, -30,15,196.0,③⑧⑧,11,14,Ｇクリンゲルベルガｰ, 74,田中健, 1.5, 61, -11,   3, 7, 12.2, ⑯⑯
12,13,Ｆアマゾニアン, 51,小林淳, 2.0, 38, -14, -16,12, 91.1, ⑬⑭,12, 8,Ｍトゥルｰゴｰルド, 38,国分優, 2.4, 42,*  0, -28,10, 46.9,④④⑤,12, 8,Ｌトウショウパンサｰ, 63,丸山元, 2.4, 55,   7, -35, 9, 28.5,①⑥⑨,12, 6,Ｍニホンピロタルト, 71,長谷川, 1.8, 57,  -2, -10, 5, 10.8, ④⑤
13,15,Ｅトｰセンガラシャ, 52,西田雄, 2.0, 39, -11, -19, 9, 30.3, ⑨⑬,13, 2,Ｈメイショウワダツミ, 47,田嶋翔, 2.7, 41,  -3, -24,14,143.6,⑨⑧⑩,13, 4,Ｈクレプスキュｰル, 65,平野優, 2.6, 54,   4, -28,11, 66.5,⑬⑬⑮,13,13,Ｄマチカネコロモガワ, 75,中舘英, 2.0, 54,   0, -14, 1,  3.0, ⑥⑥
14,10,Ｄラストワルツ, 53,中舘英, 2.1, 37,*  4, -34, 1,  2.9, ③④,14, 9,Ｋアドマイヤファイン, 42,勝浦正, 3.3, 36,  -6, -27, 4, 10.5,⑬⑭⑬,14,15,Ｏシルクトマホｰク, 56,大野拓, 3.0, 54,   6, -35,12,111.8,⑨⑮⑯,14, 4,Ｐカシノチェスト, 41,加藤士, 2.1, 52,  -7,  -9,16,332.0, ⑬⑬
15, 2, ドゥマイセルフ,---,大野拓, 2.1, 38, -31,  -1,15,192.4, ⑮⑮,15,12,Ｊロｰドギャラクシｰ, 43,中舘英, 4.6, 28,  -4, -49, 5, 15.0,⑤⑫⑯,15,14,Ｋグランプリカメ, 63,宮崎北, 3.2, 51,   4, -37,10, 58.9,⑯⑯⑭,15,15,Ｏワシントンパｰク, 62,丸山元, 2.2, 51,  -6, -11,14, 88.7, ⑪⑫
16,11,Ｈリュウシンクイｰン, 45,宮崎北, 3.0, 26,  -9, -33, 8, 28.0, ⑧⑫,16,16,Ｎダンツキャッスル, 38,太宰啓, 5.8,  3,  -3, -69,12, 72.7,⑦⑦⑮,16, 5,Ｃスプリングバレル, 68,鮫島良, 4.5, 48,   6, -63, 8, 16.0,②⑦⑫,16, 5,Ｃシャトルタテヤマ, 75,安藤光, 2.4, 48,*  2, -22, 9, 17.8, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,
単勝:340円 複勝:06=150円 04=200円 03=330円 枠連:640円,,,,,,,,,,,,"単勝:180円 複勝:03=110円 04=640円 14=270円 枠連:3,320円",,,,,,,,,,,,単勝:700円 複勝:09=210円 06=140円 01=330円 枠連:640円,,,,,,,,,,,,"単勝:630円 複勝:02=250円 03=1,040円 07=410円 枠連:8,160円",,,,,,,,,,,
馬連:880円 ワイド:04-06=400円 03-06=630円 03-04=980円,,,,,,,,,,,,"馬連:2,620円 ワイド:03-04=650円 03-14=400円 04-14=4,500円",,,,,,,,,,,,"馬連:1,000円 ワイド:06-09=370円 01-09=510円 01-06=700円",,,,,,,,,,,,"馬連:18,090円 ワイド:02-03=3,430円 02-07=1,330円 03-07=5,590円",,,,,,,,,,,
"馬単:1,600円 3連複:3,350円 3連単:12,400円",,,,,,,,,,,,"馬単:4,270円 3連複:7,910円 3連単:31,260円",,,,,,,,,,,,"馬単:2,080円 3連複:3,030円 3連単:15,760円",,,,,,,,,,,,"馬単:29,060円 3連複:51,260円 3連単:286,250円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■ 6R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 9R  ダ1150m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■12R  ダ1700m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,花見山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｂマックスストレイン, 53,小林淳,, 51,  -5,*  0, 4,  7.8,⑨⑨⑨, 1,16,Ａリキサンシンオｰ, 71,柴原央,, 83,* -4,* 19, 1,  1.8, ①①, 1, 9,Ｄガオウ, 69,西田雄,, 70,  -1,  11, 6, 10.1, ③③, 1, 2,Ｆハクバドウジ, 73,吉田隼,, 76,*  9,*  4, 6, 12.3,①①①
 2, 3,Ｋリトルジュン, 16,大野拓, 0.1, 51,* -2,  -8, 8, 20.5,⑤⑤⑤, 2, 6,Ｂヒシフラッシｰ, 71,丸山元, 0.8, 72, -10,* 13, 2,  4.6, ⑤⑤, 2,11,Ｋコパノカチｰノ, 57,古川吉, 0.1, 68,*  0,   8, 3,  4.3, ②②, 2, 7,Ｄサイモントルナｰレ, 75,中舘英, 0.3, 74,   7,*  5, 1,  3.3,⑩⑨④
 3, 7,Ｅタツオｰカン, 41,村田一, 0.4, 46,* -1, -15, 5,  8.8,②②②, 3, 7,Ｌインディゴライト, 56,的場勇, 1.3, 64, -10,   7,11,117.0, ⑥⑥, 3, 5,Ｂブライアントパｰク, 73,中舘英, 0.1, 68,  -9,* 17, 1,  3.5, ⑪⑦, 3,14,Ｅマｰブルアロｰ, 74,宮崎北, 0.4, 72,   7,*  4, 9, 24.9,⑨⑥⑤
 4, 5,Ｊラバンガルド, 20,西田雄, 0.5, 45,  -7,* -6, 9, 21.3,⑬⑪⑦, 4,15,Ｃウインリｰズン, 69,吉田隼, 1.3, 65,* -7,   5, 4, 11.3, ④②, 4, 3,Ｅダｰクシャナオｰ, 68,吉田隼, 0.4, 66,*  1,   5, 4,  9.7, ①①, 4, 1,Ｊエイブルベガ, 71,丸山元, 0.4, 73,   7,*  3, 8, 17.0,⑤④②
 5, 2,Ｄコスモウィズユｰ, 45,丹内祐, 0.6, 45,  -7,* -6, 1,  3.8,⑫⑩⑧, 5,12,Ｋグッデｰコパ, 58,古川吉, 1.4, 65, -10,   6, 3,  7.0, ⑧⑧, 5, 4,Ｇメイショウフレアｰ, 63,芹沢純, 0.4, 65, -11,* 16,11, 61.9, ⑬⑪, 5, 6,Ｂニュｰジェットラン, 77,芹沢純, 0.8, 70,   7,   1, 5,  9.6,⑦⑦⑨
 6,12, アドマイヤアｰチ,---,藤岡康, 0.8, 42,  -8,  -7, 7, 14.0,⑪⑫⑫, 6,13,Ｅマックスドｰズ, 67,西村太, 1.5, 62,* -7,   2,15,193.0, ②③, 6, 6,Ｌネイチャｰグロウ, 57,田辺裕, 0.5, 64,  -6,  10,13,153.3, ⑦⑤, 6,10,Ａスエズ, 78,勝浦正, 1.2, 66,   6,  -2, 2,  3.9,⑧⑩⑩
 7, 1,Ｇマイネブラックティ, 40,田中博, 0.9, 43,  -4, -12,15,120.6,⑧⑧⑪, 7,14,Ｄエｰティｰドン, 68,田中健, 1.5, 62,* -7,   2, 9, 40.6, ③④, 7,12,Ｊマストウインゲｰム, 59,太宰啓, 0.9, 62,*  0,   3, 9, 42.4, ④④, 7,12,Ｌセイカプレスト, 68,田中博, 1.2, 68,   7,  -2,11, 79.9,⑪⑧⑧
 8,10,Ａマイネルトルネｰド, 57,黛弘人, 0.9, 40,* -3, -20, 3,  5.5,④④④, 8, 3,Ｉテンザンイカヅチ, 64,太宰啓, 1.5, 64, -20,* 15, 8, 34.9, ⑯⑯, 8, 7,Ｏライブリリュウショ, 55,田中健, 1.0, 59, -15,  13,12, 88.6, ⑮⑭, 8, 5,Ｃドリｰムアライブ, 75,藤岡康, 1.6, 65,*  8,  -8, 4,  7.7,②②③
 9,11,Ｈフェルナンブルｰ, 37,太宰啓, 1.0, 39,  -4, -17,11, 48.9,⑥⑥⑥, 9, 5,Ｎシンボリカｰジナル, 54,田中博, 1.6, 61, -14,   7,13,156.4, ⑨⑩, 9,16,Ｆマイティｰクラウン, 64,小野寺, 1.1, 59,  -3,   3, 7, 19.2, ⑥⑧, 9, 3,Ｏマコトバンクウ, 61,上村洋, 1.8, 67,   5,  -4,15,165.4,⑫⑫⑪
10, 8,Ｃテイエムタフネス, 49,田中健, 1.1, 38,* -2, -23, 2,  5.4,③③③,10, 9,Ｊジェヴォｰナ, 59,小林淳, 1.8, 59, -13,   5,10, 47.3, ⑪⑪,10, 1,Ｃアルマダ, 72,丸山元, 1.1, 59,  -4,   4, 2,  3.7, ⑤⑥,10, 8,Ｇファイトスピリッツ, 73,田辺裕, 1.9, 63,   5,  -5,10, 28.1,⑬⑬⑫
11, 4,Ｆスリｰキャプテン, 41,的場勇, 1.5, 32,* -1, -30,12, 55.1,①①①,11, 2,Ｆマイネルピリアｰ, 67,宮崎北, 1.8, 58, -13,   3, 6, 30.3, ⑩⑨,11,10,Ａシンボリバッハ, 74,勝浦正, 1.2, 57,  -8,   6, 5, 10.1, ⑫⑬,11,15,Ｎスクリｰムイｰグル, 63,大野拓, 1.9, 61,   5,  -4,14,129.5,⑭⑭⑬
12,14, デジタルタイフｰン,---,田辺裕, 1.8, 30, -11, -16,13, 65.0,⑮⑬⑬,12,11,Ｇチェアユｰアップ, 66,田辺裕, 1.8, 58,  -8,   0, 5, 17.2, ⑦⑦,12, 2,Ｐキングデザｰト, 49,小林淳, 1.4, 55, -20,* 14,10, 47.0, ⑯⑯,12, 4,Ｍメダイヨン, 67,武英智, 2.5, 59,   5, -10,13, 96.9,⑮⑮⑭
13, 6,Ｉニシノアンジｰ, 36,水口優, 2.1, 30, -14, -15,16,149.4,⑭⑮⑮,13,10, シャルウイゴｰ,---,勝浦正, 2.0, 56, -15,   3,14,180.7, ⑫⑬,13, 8,Ｍシックスシグマ, 57,黛弘人, 1.5, 55,  -6,   2, 8, 37.0, ⑧⑨,13, 9,Ｈトｰホウライダｰ, 72,太宰啓, 3.2, 55,*  8, -21, 3,  7.7,③③⑥
14,15, タカイチシンデレラ,---,丸山元, 2.3, 28, -13, -16,10, 33.2,⑯⑯⑭,14, 1,Ｈディスパｰジョン, 65,小野寺, 2.0, 56, -19,   7, 7, 32.0, ⑬⑫,14,15,Ｉアプロｰチアゲン, 61,村田一, 1.6, 54, -12,   6,16,361.7, ⑭⑮,14,11,Ｉリッカアリュｰル, 72,安藤光, 3.5, 49,   8, -23, 7, 13.8,④⑤⑦
