10年11月20日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年11月20日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
 9, 8,Ｉダンスインザスカイ, 43,幸英明, 1.7, 50,  -8,  -3, 7, 22.8, ⑧⑨, 9,11, テイエムブユウデン,,南井大,200.6,,,, 8, 37.4,⑩⑫⑫, 9, 4,Ｈエイシンオスマン, 61,浜中俊, 0.8, 64,*  8, -16, 4,  8.8, ①①, 9, 1,Ｍアグネスティンクル, 67,岩田康, 0.9, 72,  -4,   5,11, 69.2, ⑨⑨
10, 7,Ｌランデブｰ,  6,高倉稜, 1.7, 49, -12,   2, 8, 39.1, ⑪⑩,10,12, シゲルハスラット,,佐久間,200.8,,,, 1,  2.8,①①②,10, 2,Ｅヴォトレメイヤｰ, 63,デムｰ, 1.0, 61,*  8, -18, 2,  4.2, ②②,10, 6,Ｄアグネスヨジゲン, 75,秋山真, 0.9, 73,  -7,   7,10, 63.0, ⑫⑪
11, 5,Ｋサマｰクイｰン, 24,国分恭, 5.1, 24,  -5, -36,10,133.3, ⑤⑥,11,13, ピエナミッチｰ,,西谷誠,201.2,,,, 5, 11.3,⑪⑩⑪,11, 6,Ｄキミニアエタキセキ, 64,福永祐, 1.6, 54,   4, -21, 5, 10.1, ④④,11,13,Ｈエナジｰハｰト, 73,安藤勝, 1.0, 69,*  0,  -2, 4, 10.3, ②②
,,,,,,,,,,,,12, 3, シゲルカンスケ,,黒岩悠,201.4,,,, 9, 45.9,⑬⑪⑩,12, 8,Ｊミュｰオン, 55,国分恭, 2.1, 48,   4, -27,11,141.4, ⑥⑧,12,10,Ｂマイネルクラッチ, 77,幸英明, 1.3, 63,*  1,  -9, 6, 16.0, ①①
,,,,,,,,,,,,13, 9, セフティファントム,,仲田雅,203.9,,,, 7, 21.9,⑫⑬⑬,13, 3, アデスガタ,---,吉田稔, 5.3, -2, -19, -38,13,488.2, ⑬⑬,13,11,Ｌマヤノベンケイ, 68,古川吉, 1.6, 64,  -7,  -2,13,226.7, ⑪⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-1),,,,,,,,,,,
"単勝:360円 複勝:12=130円 04=210円 10=130円 枠連:1,930円",,,,,,,,,,,,"単勝:8,490円 複勝:06=1,750円 01=1,010円 04=200円 枠連:27,670円",,,,,,,,,,,,"単勝:11,000円 複勝:01=2,570円 13=6,290円 07=500円 枠連:26,340円",,,,,,,,,,,,単勝:250円 複勝:08=130円 03=160円 12=130円 枠連:670円,,,,,,,,,,,
"馬連:1,290円 ワイド:04-12=310円 10-12=200円 04-10=350円",,,,,,,,,,,,"馬連:82,450円 ワイド:01-06=17,780円 04-06=4,790円 01-04=2,680円",,,,,,,,,,,,"馬連:362,250円 ワイド:01-13=41,000円 01-07=14,700円 07-13=31,180円",,,,,,,,,,,,馬連:610円 ワイド:03-08=280円 08-12=220円 03-12=390円,,,,,,,,,,,
"馬単:2,130円 3連複:840円 3連単:4,780円",,,,,,,,,,,,"馬単:161,880円 3連複:104,410円 3連単:1,274,830円",,,,,,,,,,,,"馬単:906,220円 3連複:1,604,630円 3連単:11,804,360円",,,,,,,,,,,,"馬単:1,020円 3連複:890円 3連単:3,180円",,,,,,,,,,,
■ 2R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  ダ1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■11R  芝1600m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,修学院ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂアルボランシｰ, 60,川田将,, 58,   0,  -6, 4, 15.9, ⑦⑥, 1, 9, スナイプビッド,---,福永祐,, 64,  -1,   1, 1,  1.9, ④④, 1,15,Ｂキクノアポロ, 80,川田将,, 83,* 10,* 10, 5,  9.0,③③③, 1, 7,Ｇダンツホウテイ, 81,北村友,, 86,   9,* 17, 5, 11.8, ⑨⑩
 2,12,Ｆシゲルカイチョウ, 53,松山弘, 0.1, 59,   3, -10,10, 69.0, ④④, 2, 7, オｰバｰヘッド,---,浜中俊, 0.1, 63,*  0,   0, 6, 26.1, ③③, 2, 1,Ａタガノジンガロ, 81,安藤勝, 0.1, 79,   8,* 12, 1,  1.9,⑦⑥④, 2,15,Ｎブレイブファイト, 72,川田将, 0.0, 83,* 15,   4, 6, 17.1, ②②
 3, 7,Ｋブライ, 36,岩田康, 0.3, 54,  -5,* -4, 7, 31.6, ⑩⑧, 3, 6, サワヤカユウタ,---,藤田伸, 0.3, 62,*  0,  -3, 3,  5.7, ②②, 3, 7,Ｅドリｰムマジシャン, 77,幸英明, 0.6, 79,   7,   9, 7, 34.8,⑧⑨⑧, 3,10,Ｏレインボｰペガサス, 71,安藤勝, 0.0, 85,  11,  12, 9, 27.4, ⑦⑦
 4,11,Ｃシゲルテイトク, 59,和田竜, 0.3, 58,*  6, -15, 1,  1.6, ①①, 4, 2, オｰスミラバｰ,---,高倉稜, 1.0, 54,*  1, -11, 2,  5.0, ①①, 4, 2,Ｉアキノグロｰブ, 76,デムｰ, 0.8, 77,   5,* 11, 4,  8.9,⑬⑬⑩, 3, 1,Ａスペルバインド, 88,福永祐, 0.0, 86,  10,  15, 2,  3.7, ⑩⑨
 5, 9,Ａバｰジニアキャット, 61,福永祐, 0.4, 53,  -4,  -5, 3,  5.6, ⑨⑩, 5, 1, トウケイマンボ,---,鷹野宏, 1.0, 58, -14,*  9, 9, 58.0, ⑬⑬, 5,13,Ｈグッドカレラ, 76,岩田康, 1.2, 75,* 10,  -2, 9, 51.4,②②②, 5, 8,Ｉシゲルモトナリ, 76,幸英明, 0.1, 83,  14,   7, 4,  8.4, ⑥⑤
 6, 4,Ｇオｰスミストｰン, 45,国分恭, 0.7, 49, -11,* -2, 9, 57.0, ⑫⑫, 6, 5, エアポｰトメサ,---,川須栄, 1.2, 56, -11,   3,14,137.3, ⑫⑫, 6,10,Ｆダノンフィｰバｰ, 77,福永祐, 1.3, 74,   8,   2, 3,  5.9,⑩⑧⑦, 6,12,Ｅマッシヴエンペラｰ, 83,芹沢純, 0.1, 84,* 15,   2, 8, 25.7, ④③
 7,13,Ｅケｰジｰヨシツネ, 54,吉田稔, 0.8, 53,*  5, -17, 6, 29.6, ②②, 7,11, タイキガラハッド,---,和田竜, 1.2, 55,  -2,  -8, 4,  8.9, ⑥⑤, 6, 8,Ｍサダルメリク, 71,高倉稜, 1.3, 71,* 10,  -3,12,121.0,①①①, 7, 4,Ｃダブルウェッジ, 85,デムｰ, 0.1, 81,* 15,   4, 1,  3.6, ③④
 8, 8,Ｌホクザンヴィリル, 34,野元昭, 1.4, 43,  -7, -12,13,564.1, ⑪⑪, 8,13, ハギノギフト,---,秋山真, 1.3, 57, -20,* 15,10, 68.8, ⑭⑭, 8,11,Ｊスペシャルロｰド, 74,川須栄, 1.4, 74,   8,   1, 6, 34.4,⑤⑦⑨, 8, 3,Ｊマイネエスポワｰル, 75,和田竜, 0.2, 85,   7,* 17,12, 69.5, ⑬⑪
 9,10,Ｄコウエイオトメ, 59,デムｰ, 1.7, 42,   2, -23, 2,  5.1, ⑤⑤, 9, 8, ヴァリエンテ,---,酒井学, 1.5, 53,  -4,  -8, 8, 29.6, ⑧⑦, 9, 3,Ｋワンダｰアサｰルト, 74,野元昭, 1.5, 73,   5,   7,15,351.0,⑮⑭⑬, 9, 9,Ｂラフレッシュブルｰ, 87,太宰啓, 0.4, 81,   6,  16,10, 36.4, ⑫⑬
10, 5,Ｊドリｰムスパ, 36,北村友, 1.7, 42,  -1, -20, 8, 33.9, ⑧⑨,10,15, テレポｰテｰション,---,川島信, 1.7, 51,  -5,  -9,12, 90.5, ⑦⑨,10, 6,Ｄサンライズコア, 77,国分恭, 1.6, 73,   9,  -2, 8, 44.1,④⑤⑤,10,13,Ｋトｰセンイマジゲン, 74,秋山真, 0.5, 81,   6,  15,14, 72.0, ⑭⑭
11, 2,Ｈフェアギャンブラｰ, 43,浜中俊, 2.4, 38,   1, -27, 5, 26.3, ⑥⑦,11, 3, タビニデヨウ,---,藤岡佑, 2.0, 49,  -5, -11,13,134.1, ⑨⑧,11,12,Ｌマイネルトレｰス, 72,和田竜, 1.9, 71,   6,   0,10, 90.8,⑭⑩⑪,11,11,Ｆタイガｰストｰン, 81,吉田稔, 0.5, 77,  11,   4, 7, 18.7, ⑤⑥
12, 1,Ｎクリノマキバオｰ, 33,熊沢重, 2.6, 37,   3, -32,11,185.8, ③③,12, 4, サンライズスタｰ,---,デムｰ, 2.1, 48, -10,  -6, 7, 26.8, ⑪⑪,12,14,Ｃウインドミネｰタｰ, 78,浜中俊, 2.2, 67,   9,  -8, 2,  5.6,⑥④⑥,12, 2,Ｌピエナポパイ, 74,古川吉, 0.6, 81,   3,* 18,11, 53.1, ⑮⑮
13,14,Ｉドリｰムラナキラ, 41,高倉稜, 2.9, 33, -23,  -9,12,200.2, ⑬⑬,13,12, マルヨパトリオット,---,古川吉, 2.7, 42,  -6, -17,11, 76.8, ⑩⑩,13, 4,Ｎメイショウタクミ, 70,秋山真, 2.9, 63,   5,  -7,13,175.7,⑨⑫⑫,13,14,Ｄミッキｰチアフル, 84,浜中俊, 0.8, 73,* 17,  -9, 3,  4.4, ①①
,,,,,,,,,,,,14,16, アリスバロｰズ,---,幸英明, 3.4, 37,  -1, -28, 5, 26.0, ⑤⑥,14, 5,Ｏシｰシャトｰ, 59,黒岩悠, 3.5, 60,   4,  -8,14,319.3,⑪⑮⑮,14, 6,Ｍワキノパワｰ, 72,国分恭, 1.1, 73,   9,   1,15,232.7, ⑧⑧
,,,,,,,,,,,,15,10, テイエムララバイ,---,太宰啓, 5.4, 23, -25, -15,15,194.3, ⑮⑮,15, 9,Ｇサクラシザｰズ, 76,藤岡佑, 3.6, 59,   5, -13,11, 98.6,⑫⑪⑭,15, 5,Ｈゴｰルデンガッツ, 77,松山弘, 1.9, 62,   8, -11,13, 70.3, ⑪⑫
,,,,,,,,,,,,16,14, アキノグッドラック,---,北村友, 5.5, 23, -31, -10,16,399.4, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-1),,,,,,,,,,,
"単勝:1,590円 複勝:03=670円 12=2,130円 07=1,870円 枠連:760円",,,,,,,,,,,,単勝:190円 複勝:09=120円 07=320円 06=160円 枠連:860円,,,,,,,,,,,,単勝:900円 複勝:15=290円 01=110円 07=590円 枠連:260円,,,,,,,,,,,,"単勝:1,180円 複勝:07=250円 15=350円 01=150円 枠連:1,570円",,,,,,,,,,,
"馬連:36,230円 ワイド:03-12=5,650円 03-07=2,960円 07-12=11,700円",,,,,,,,,,,,"馬連:1,500円 ワイド:07-09=640円 06-09=260円 06-07=1,320円",,,,,,,,,,,,"馬連:930円 ワイド:01-15=470円 07-15=2,790円 01-07=1,080円",,,,,,,,,,,,"馬連:7,680円 ワイド:07-15=1,340円 01-07=530円 07-10=3,740円",,,,,,,,,,,
"馬単:70,980円 3連複:187,390円 3連単:1,574,410円",,,,,,,,,,,,"馬単:2,110円 3連複:2,530円 3連単:10,910円",,,,,,,,,,,,"馬単:2,180円 3連複:7,200円 3連単:38,020円",,,,,,,,,,,,"馬単:16,730円 3連複:5,080円 3連単:48,000円",,,,,,,,,,,
■ 3R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  芝1600m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 9R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,衣笠特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａユニバｰサルバンク, 65,福永祐,, 69,* -6,*  6, 1,  1.1,③②②, 1,17, リトルダｰリン,---,岩田康,, 64, -18,* 11, 1,  2.9, ⑤⑥, 1, 2,Ｆアグネスミヌエット, 75,デムｰ,, 86,   0,* 16, 6, 10.4, ⑦⑦, 1, 3,Ｅゴｰルドエンデバｰ, 79,吉田稔,, 79,   6,   9, 5, 12.6, ⑤③
 2, 8,Ｉスｰサングレｰト, 47,和田竜, 0.6, 62,* -6,  -1, 4, 24.0,⑤④③, 2,15, ダズリングワｰルド,---,北村友, 0.2, 60, -20,* 12, 7, 14.9, ⑧⑨, 2, 7,Ｅアンプレシオネ, 75,岩田康, 0.0, 83,*  3,   8, 3,  5.6, ①①, 2,10,Ｆファンドリカップ, 77,幸英明, 0.0, 80,  -1,* 15, 7, 20.5, ⑫⑨
 3, 1,Ｅコスモヘイガｰ, 52,北村友, 0.7, 62,  -9,*  3, 7, 43.6,⑨⑧⑧, 3,12, ネオザミスティック,---,川田将, 0.4, 56,*-17,   3, 8, 23.4, ④③, 3, 1,Ｂアドマイヤテンバ, 82,藤岡佑, 0.1, 83,   2,  10, 5, 10.1, ③③, 3, 4,Ｉダスタップ, 76,熊沢重, 0.1, 80,   4,  10, 9, 38.6, ⑥⑤
 4, 2,Ｇアドマイヤスコｰル, 48,岩田康, 0.7, 66, -12,*  9, 2, 11.1,⑫⑫⑨, 4,13, ヤマニンボンプアン,---,幸英明, 0.5, 52,*-16,  -1,11, 58.6, ②②, 4, 6,Ｉルｰジュバンブｰ, 68,秋山真, 0.3, 81,   0,   9, 8, 18.1, ⑤⑤, 4, 5,Ｈヒシアカデミｰ, 76,松山弘, 0.2, 78,*  8,   5, 8, 24.1, ②②
 5,11,Ｎレリシェス, 28,小坂忠, 1.2, 54,  -8,  -8,11,112.4,②⑤⑤, 5, 9, トｰワフライト,---,藤岡佑, 1.1, 47, -20,  -3,12, 95.2, ⑦⑦, 5, 4,Ａアマファソン, 85,吉田稔, 0.4, 80,  -1,  12, 1,  3.1, ⑨⑨, 5, 2,Ｂウララカ, 82,高倉稜, 0.4, 75,  -2,* 13, 6, 16.4, ⑭⑫
 6,12,Ｄトムコウクン, 53,藤岡佑, 1.2, 53,* -5, -13, 5, 28.0,①①①, 6, 4, レンヌルシャトｰ,---,浜中俊, 1.1, 50, -24,   5, 4,  8.3, ⑮⑯, 6,10,Ｄフミノイマｰジン, 79,太宰啓, 0.7, 76,   1,   5, 2,  4.5, ⑥⑥, 6, 1,Ｌタマモトワイライト, 74,国分恭, 0.4, 77,*  9,   2,12, 76.3, ①①
 7, 7,Ｆザッツベタｰ, 51,吉田稔, 1.4, 53, -11,  -4,14,285.2,⑪⑪⑪, 7, 1, ココモオレンジ,---,デムｰ, 1.3, 46, -24,   2, 2,  4.3, ⑪⑫, 7, 5,Ｊエリモクイｰン, 67,川田将, 0.8, 73,*  3,  -3, 9, 20.3, ②②, 7,13,Ｃアンヴァルト, 80,福永祐, 0.5, 75,   3,   7, 2,  3.0, ⑦⑧
 8, 5,Ｃメイショウマキビ, 54,古川吉, 1.7, 53, -12,  -5, 6, 34.5,⑬⑬⑫, 8, 7, クインテッサ,---,吉田稔, 1.5, 39, -19, -10, 5, 13.0, ⑥⑤, 8, 3,Ｃニシノメルモ, 81,浜中俊, 0.8, 75,  -1,   4, 4,  6.2, ⑩⑧, 8, 6,Ｇピンクペガサス, 77,和田竜, 0.5, 76,   6,   4, 3,  6.9, ③④
 9, 6,Ｂマイネルフィロス, 57,川島信, 1.9, 50, -11, -10,10,106.5,⑩⑩⑬, 9, 2, ニュｰポｰトビｰチ,---,中村将, 1.5, 43, -21,  -5,13,198.5, ⑨⑧, 9, 9,Ｈキクカラヴリイ, 73,幸英明, 1.0, 73,  -1,   2,10, 89.4, ⑧⑩, 9,14,Ａドロ, 84,川田将, 0.6, 75,   1,   9, 1,  2.7, ⑩⑪
10,14,Ｌテイエムマジョ, 45,国分恭, 2.0, 45,  -7, -18,12,147.6,⑥⑦⑦,10, 8, アイドルバイオ,---,船曳文, 1.7, 43, -25,  -1, 9, 24.5, ⑭⑮,10, 8,Ｇリコリス, 75,福永祐, 1.2, 68,   2,  -7, 7, 16.7, ④④,10, 7,Ｊユウキアックン, 75,浜中俊, 0.7, 73,  -3,* 11,11, 66.3, ⑮⑬
11,10,Ｍメイショウシンセイ, 40,高倉稜, 2.2, 48, -14,  -6,15,315.6,⑮⑮⑮,11,16, ロベルタ,---,福永祐, 1.7, 45, -27,   2, 3,  5.7, ⑰⑰,,,,,,,,,,,,,11, 8,Ｍサンマルチｰフ, 73,岩田康, 0.7, 74,   2,   6,13, 86.8, ⑧⑦
12,15,Ｈマコトカリバｰン, 47,酒井学, 2.3, 44, -12, -14,13,281.0,⑭⑭⑭,12,14, クリノサティｰヌ,---,国分恭, 2.0, 32,*-16, -21,17,296.4, ③④,,,,,,,,,,,,,12,12,Ｄメイショウボンハオ, 80,川須栄, 0.8, 73,  -1,   9, 4, 11.5, ⑬⑭
13, 3,Ｊエクスプライド, 47,松山弘, 2.8, 36,  -9, -27, 8, 64.2,⑦⑨⑩,13, 3, ウォｰタｰリコシェ,---,佐久間, 2.0, 38, -24,  -8,15,209.9, ⑯⑭,,,,,,,,,,,,,13,11,Ｏハｰドリレｰ, 71,酒井学, 1.1, 71,   2,   4,15,265.4, ⑨⑩
14, 4,Ｏウインマクレガｰ, 19,幸英明, 3.1, 33,  -8, -35, 9, 87.8,④⑥⑥,14,10, ピクシｰプリンセス,---,藤田伸, 2.1, 35, -23, -12,10, 26.3, ⑬⑪,,,,,,,,,,,,,14, 9,Ｎダイゴカムイ, 72,太宰啓, 1.3, 67,  -6,   9,16,367.6, ⑯⑯
15, 9,Ｋアキュｰトバイオ, 46,藤田伸, 3.1, 33,* -6, -38, 3, 14.5,⑧③④,15, 6, ティボリタンポポ,---,高倉稜, 2.2, 31, -22, -16,14,200.9, ⑩⑩,,,,,,,,,,,,,15,15,Ｋコパノマユチャン, 74,藤岡佑, 1.4, 68,  -1,   4,10, 60.4, ⑪⑮
,,,,,,,,,,,,16,11, ヴェルデライト,---,和田竜, 2.2, 35, -23, -12, 6, 14.3, ⑫⑬,,,,,,,,,,,,,16,16,Ｐジｰガｰウイング, 63,北村友, 3.6, 47,   5, -22,14, 93.3, ④⑥
,,,,,,,,,,,,17, 5, トラモンタｰヌ,---,酒井学, 2.2, 29,*-15, -25,16,260.5, ①①,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-1),,,,,,,,,,,
単勝:110円 複勝:13=110円 08=260円 01=410円 枠連:220円,,,,,,,,,,,,単勝:290円 複勝:17=150円 15=350円 12=460円 枠連:420円,,,,,,,,,,,,"単勝:1,040円 複勝:02=310円 07=210円 01=310円 枠連:2,430円",,,,,,,,,,,,"単勝:1,260円 複勝:03=370円 10=400円 04=690円 枠連:5,450円",,,,,,,,,,,
