10年12月25日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年12月25日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 4R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  ダ1700m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,樅の木賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｄセンティラシオン, 56,宮崎北,, 56,  -7,* 12, 4, 12.9,⑭⑪⑩, 1,15,Ａトウカイライフ, 76,田辺裕,, 71,*  1,* 14, 2,  3.9,④④③, 1, 6,Ｈテｰマソング, 69,真島正,, 78,*  1,  15,13, 59.7,⑤⑥④, 1, 8,Ｆボレアス, 63,丸山元,, 69,   2,*  9, 1,  2.3,⑦⑧⑩
 2,10,Ａカシノウィンド, 64,赤木高, 0.0, 56,  -5,   8, 2,  7.7,⑨⑥⑥, 2,16,Ｂダノンプリマドンナ, 75,中舘英, 0.0, 70,*  2,  12, 1,  1.9,③②②, 2, 5,Ｌリッカメルド, 67,酒井学, 0.0, 82,  -3,* 23, 7, 22.1,⑮⑮⑭, 2,11,Ｄコスモイｰチタイム, 66,田辺裕, 0.1, 69,   2,*  8,13,116.5,⑨⑦⑨
 3,14,Ｈヤマニンパンケｰキ, 54,田辺裕, 0.2, 54,  -6,   8,10,113.2,⑩⑧⑨, 3, 4,Ｄザッハトルテ, 70,藤岡康, 0.3, 70,*  1,  12, 4, 16.3,②⑤④, 2, 8,Ｊフェリシダｰジ, 68,丸山元, 0.0, 80,  -2,* 20, 3,  6.2,⑩⑪⑪, 3,14,Ｃオｰシャンフリｰト, 68,柴原央, 0.2, 68,   1,*  7, 4,  7.6,⑧⑨⑥
 4,13,Ｂビｰム, 60,丸山元, 0.3, 53,* -4,   3, 1,  1.3,⑤③⑤, 4, 5,Ｅペパｰミントラヴ, 70,丸田恭, 0.5, 66,  -2,* 14, 5, 17.7,⑬⑫⑨, 4, 9,Ｑタイキエイワン, 66,松山弘, 0.1, 75,*  2,  11, 8, 22.5,②②②, 4, 6,Ｍキモンレッド, 53,上村洋, 0.2, 69,*  4,   3,14,140.5,②②②
 5, 7,Ｅメイショウヘイハチ, 56,藤岡康, 0.4, 53,* -3,   1, 3, 10.4,②②②, 5, 3,Ｍフｰカットザチｰズ, 59,鮫島良, 0.8, 65,*  1,   7, 9, 53.9,⑤③⑤, 5, 3,Ｄプリムｰル, 75,丸田恭, 0.2, 76,   0,  15, 4, 11.3,⑦⑨⑧, 5, 5,Ｌキクノレジｰナ, 55,渡辺薫, 0.3, 68,   3,   5, 8, 40.3,⑤⑤③
 6, 2,Ｋマイネルティンラン, 47,丹内祐, 0.7, 55,  -9,*  9,12,166.9,⑪⑬⑪, 6,10,Ｎラブソネット, 58,長谷川, 0.9, 64,   0,   8,10, 67.7,⑨⑧⑥, 6,14,Ｇダッシュアキチャン, 69,田辺裕, 0.4, 76,  -3,* 19,11, 56.9,⑰⑯⑮, 6,13,Ｉミヤジメｰテル, 61,太宰啓, 0.6, 64,   1,   5, 6, 20.0,⑭⑪⑦
 7, 4,Ｃレッドオブガバナｰ, 57,水口優, 0.8, 50,  -5,   1, 7, 41.2,④④③, 7, 1,Ｋメイショウラグｰナ, 63,小島太, 0.9, 65,  -2,  11,11, 99.1,⑧⑪⑫, 7,13,Ｋクリアキｰ, 68,村田一, 0.4, 79,  -4,* 22, 9, 39.4,⑱⑱⑱, 7, 7,Ｇゴッドハンド, 62,藤岡康, 0.7, 65,   0,   5, 3,  5.5,⑩⑫⑪
 8, 9,Ｍハクユウサンサン, 45,西村太, 0.9, 48,* -3,  -4,16,335.4,①①①, 8, 6,Ｉカネトシマイコサン, 64,丸山元, 1.0, 66,  -4,* 15, 7, 44.4,⑭⑭⑭, 8, 7,Ｆセイピｰシｰズ, 70,安藤光, 0.5, 76,  -4,* 19,16, 92.0,⑯⑰⑰, 8,10,Ｅロｰジｰライト, 66,丸田恭, 1.5, 57,   0,  -1, 9, 43.1,⑪⑬⑬
