10年 5月 2日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年 5月 2日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  芝3200m 4歳上ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,天皇賞(春) ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｆルナドリｰム, 56,酒井学,, 61,  -3,   0, 6, 14.6, ⑥⑥, 1,15,Ｋジャカランダテラス, 49,藤田伸,, 68,* -8,  10, 6, 18.6, ①①, 1, 9,Ｊサワノパンサｰ, 66,内田博,, 77,* -2,  13, 4,  6.7, ④②, 1,12,Ａジャガｰメイル,102,ウィリ,,101,   9,* 29, 2,  5.9,⑧⑦⑥
 2,14, シルバｰキセキ,---,福永祐, 0.0, 60,  -1,  -1, 3,  7.3, ⑤⑤, 2, 5,Ｂヒｰロｰ, 60,川田将, 0.2, 66,* -9,   8, 1,  1.5, ②②, 2, 2,Ｄテキｰラ, 74,岩田康, 0.2, 76,  -5,* 16, 1,  3.8, ⑦⑨, 2,16,Ｂマイネルキッツ, 95,松岡正, 0.1, 98,* 10,* 21, 4,  8.5,②②①
 3, 8,Ｂテイエムミュｰズ, 59,和田竜, 0.2, 58,  -2,  -2, 5, 13.0, ④④, 3,14,Ｆデンコウセッカチ, 55,小牧太, 0.3, 70, -15,* 19, 8, 46.0, ⑬⑫, 3,16,Ｃカイシュウボナンザ, 76,安藤勝, 0.2, 75,* -2,  11, 2,  5.5, ⑥③, 3, 4,Ｐメイショウドンタク, 85,武幸四, 0.9, 91,* 10,  12,16,113.8,⑥⑤③
 4,13,Ａケイアイプレジャｰ, 71,戸崎圭, 0.3, 58,* -1,  -5, 1,  2.1, ③③, 4,11,Ｇベリｰフ, 55,松岡正, 0.4, 66, -13,  12, 7, 21.8, ⑦⑧, 4,18,Ｆドリｰムクラフト, 70,佐藤哲, 0.2, 76,  -5,* 16, 5,  7.9, ⑩⑩, 4, 7,Ｊナムラクレセント, 89,小牧太, 1.1, 91,   9,  16, 7, 14.0,⑨⑩⑧
 5, 4,Ｄキクノアルバ, 58,幸英明, 0.5, 55,*  0,  -7, 4, 10.5, ①①, 5,16,Ｉアルアラビアン, 54,四位洋, 0.4, 64, -11,  10, 3, 12.7, ⑧⑦, 5,14,Ｂタニノネグロｰニ, 76,四位洋, 0.3, 73,  -4,  13, 3,  6.1, ⑤⑦, 5, 2,Ｋエアジパング, 88,岩田康, 1.5, 89,   9,  11,12, 68.7,⑦⑧⑦
 6,11,Ｊメイショウテレジア, 48,佐藤哲, 0.6, 55, -18,*  9,11, 73.0, ⑬⑬, 6,12,Ｅユメノカケハシ, 57,藤岡佑, 0.5, 62,* -8,   4, 4, 14.8, ④③, 6, 1,Ｅナリタスレンダｰ, 72,幸英明, 0.3, 73,* -2,  11, 8, 15.1, ③④, 6, 3,Ｅフォゲッタブル, 94,内田博, 1.6, 87,   9,   9, 1,  2.6,⑪⑨⑨
 7, 5,Ｈトップバゴチャン, 54,松山弘, 0.6, 54,  -9,   0, 9, 42.8, ⑪⑩, 7, 6,Ａマックスドリｰム, 64,和田竜, 0.5, 62, -12,   7, 2,  4.7, ⑥⑥, 7, 3,Ｈランスロットル, 66,藤田伸, 0.3, 72,* -1,   8, 6,  8.6, ①①, 7,13,Ｆジャミｰル, 93,安藤勝, 1.7, 89,   7,  16, 3,  6.9,⑱⑱⑯
 8, 1,Ｌアビリティック, 45,池添謙, 0.7, 53,  -8,  -1,10, 46.4, ⑩⑨, 8, 8,Ｃサｰベルダンス, 59,浜中俊, 0.8, 61, -12,   8, 5, 16.9, ⑨⑨, 8,11,Ｉシルクナデシコ, 66,秋山真, 0.4, 75,  -5,* 15,11, 91.4, ⑨⑪, 8, 5,Ｑフィｰルドベアｰ, 84,秋山真, 1.8, 82,* 10,   0,17,170.9,③③④
